,@AD#,@BO#,@BP#,@C#,@CC#,@CD#,@CT#,@ES#,@EU#,@FV#,@GF#,@HE#,@JY#,@KC#,@KW#,@LE#,@MFS#,@MME#,@NIY#,@NKD#,@NQ#,@S#,@SB#,@SF#,@SM#,@TN#,@TU#,@TY#,@UB#,@US#,@VX#,@W#,@YM#,BD#,BL#,BX#,CRD#,EB#,EX#,EZ#,FVS#,GAS#,IHO#,IRB#,LRC#,OAT#,QBZ#,QC#,QCL#,QGC#,QHG#,QHO#,QNG#,QPL#,QRB#,QSI#,QW#
2017-07-07 02:41:00,0.7586,32.8,1.2988,388.75,1911.0,0.771,68.27,2410.75,1.1457,117.515625,145.05,82.8,0.00882,129.15,542.5,115.65,1874.0,1001.2,19945.0,19975.0,5607.75,986.0,13.87,1.045,323.2,133.921875,107.984375,124.921875,163.9375,152.1875,12.95,535.25,21292.0,160.65,131.42,160.66,44.94,47.54,3452.0,111.87,16.2,434.0,1.4484,1.5028,2157.0,147.28,47.5,1506.0,44.94,1221.1,2.668,1.464,2.906,906.5,1.5115,15.875,415.2
2017-07-07 02:42:00,0.7587,32.78,1.2988,388.75,1911.0,0.77105,68.27,2410.75,1.14585,117.5234375,145.05,82.8,0.0088205,129.15,542.25,115.65,1874.0,1001.0,19945.0,19975.0,5607.5,986.0,13.87,1.0451,323.1,133.921875,107.984375,124.921875,163.9375,152.1875,12.95,535.0,21292.0,160.63,131.41,160.62,44.94,47.53,3451.0,111.875,16.2,434.25,1.4484,1.5028,2157.0,147.25,47.5,1506.0,44.93,1221.2,2.666,1.4639,2.906,906.3,1.5115,15.875,415.2
2017-07-07 02:43:00,0.7587,32.78,1.299,388.75,1911.0,0.7711,68.28,2410.75,1.14595,117.5234375,145.05,82.8,0.0088195,129.15,542.25,115.65,1874.0,1001.1,19940.0,19970.0,5608.0,986.0,13.87,1.0452,323.1,133.921875,107.984375,124.921875,163.9375,152.15625,13.0,535.0,21293.0,160.65,131.41,160.62,44.94,47.54,3452.0,111.87,16.2,434.25,1.4484,1.5028,2157.0,147.26,47.5,1506.0,44.95,1221.1,2.667,1.4639,2.905,906.8,1.5115,15.87,415.2
2017-07-07 02:44:00,0.7587,32.81,1.2988,388.75,1911.0,0.77115,68.28,2410.75,1.1459,117.5234375,145.05,82.8,0.00882,129.15,542.25,115.65,1874.0,1001.0,19945.0,19970.0,5607.25,986.0,13.87,1.0452,323.1,133.921875,107.984375,124.921875,163.9375,152.15625,13.0,535.25,21292.0,160.64,131.42,160.62,44.97,47.58,3452.0,111.87,16.2,434.25,1.4484,1.5028,2157.0,147.25,47.56,1506.0,44.97,1221.3,2.6665,1.4652,2.906,907.0,1.5125,15.875,415.2
2017-07-07 02:45:00,0.7589,32.81,1.2986,388.75,1911.0,0.771,68.28,2410.75,1.14575,117.5234375,145.05,82.8,0.0088205,129.15,542.25,115.65,1874.0,1001.0,19945.0,19970.0,5606.75,986.0,13.87,1.045,323.4,133.921875,107.984375,124.921875,163.9375,152.1875,13.0,535.25,21291.0,160.64,131.42,160.62,44.97,47.56,3452.0,111.87,16.2,434.25,1.4484,1.5028,2157.0,147.26,47.56,1506.0,44.95,1221.4,2.6655,1.4645,2.907,906.7,1.5125,15.875,415.2
2017-07-07 02:46:00,0.7589,32.83,1.2985,388.75,1911.0,0.771,68.28,2410.5,1.14575,117.5234375,145.05,82.8,0.0088205,129.15,542.25,115.65,1874.0,1001.0,19935.0,19970.0,5605.75,986.0,13.87,1.045,323.3,133.921875,107.984375,124.921875,163.96875,152.1875,13.0,535.25,21289.0,160.64,131.42,160.66,44.97,47.57,3452.0,111.87,16.2,434.5,1.4484,1.5028,2157.0,147.26,47.56,1506.0,44.97,1221.5,2.6675,1.4644,2.906,906.7,1.5125,15.875,415.2
2017-07-07 02:47:00,0.759,32.82,1.2986,388.75,1911.0,0.77105,68.29,2410.25,1.1458,117.515625,145.05,82.8,0.008820999999999999,129.15,542.25,115.65,1874.0,1001.0,19940.0,19975.0,5605.5,986.5,13.87,1.045,323.3,133.921875,107.984375,124.921875,163.96875,152.1875,13.0,535.5,21289.0,160.63,131.41,160.64,44.99,47.58,3451.0,111.87,16.2,434.5,1.4484,1.5028,2157.0,147.27,47.56,1506.0,44.98,1221.7,2.667,1.4651,2.906,907.2,1.5125,15.875,415.2
2017-07-07 02:48:00,0.7589,32.82,1.2986,388.75,1911.0,0.7711,68.29,2410.25,1.14575,117.5234375,145.05,82.8,0.0088215,129.15,542.25,115.65,1874.0,1001.2,19940.0,19975.0,5604.5,986.5,13.87,1.045,323.3,133.921875,107.984375,124.921875,163.9375,152.1875,13.0,535.5,21288.0,160.64,131.41,160.64,44.99,47.58,3451.0,111.87,16.2,434.25,1.4484,1.5028,2157.0,147.27,47.56,1506.0,44.97,1221.8,2.665,1.4648,2.906,907.1,1.5125,15.88,415.2
2017-07-07 02:49:00,0.7589,32.81,1.2984,388.75,1911.0,0.77115,68.3,2410.5,1.14565,117.5234375,145.05,82.8,0.0088205,129.15,542.25,115.65,1874.0,1001.2,19940.0,19975.0,5605.5,986.5,13.87,1.0449,323.3,133.921875,107.984375,124.921875,163.96875,152.1875,13.0,535.25,21291.0,160.63,131.41,160.6,45.0,47.6,3452.0,111.875,16.2,434.5,1.4484,1.5028,2157.0,147.27,47.57,1506.0,44.99,1221.3,2.6645,1.4643,2.907,906.9,1.5125,15.88,415.2
2017-07-07 02:50:00,0.7587,32.81,1.2983,388.5,1911.0,0.77115,68.25,2410.75,1.14565,117.515625,145.05,82.8,0.0088205,129.15,542.25,115.65,1874.0,1001.2,19940.0,19975.0,5606.25,986.25,13.87,1.0449,323.3,133.921875,107.984375,124.90625,163.96875,152.15625,13.0,535.25,21292.0,160.61,131.4,160.56,45.01,47.6,3452.0,111.865,16.2,434.5,1.4484,1.5028,2157.0,147.27,47.61,1506.0,44.99,1221.4,2.6645,1.465,2.907,906.8,1.5125,15.885,415.2
2017-07-07 02:51:00,0.7587,32.81,1.2982,388.25,1911.0,0.7712,68.25,2410.5,1.1457,117.5078125,145.05,82.8,0.00882,129.15,542.25,115.65,1874.0,1001.2,19940.0,19975.0,5605.75,986.5,13.87,1.0449,323.3,133.90625,107.984375,124.921875,163.9375,152.125,13.0,535.25,21292.0,160.58,131.39,160.48,45.01,47.6,3452.0,111.865,16.2,434.25,1.4484,1.5028,2157.0,147.24,47.61,1506.0,44.99,1221.3,2.6655,1.4648,2.907,907.3,1.5131,15.885,415.2
2017-07-07 02:52:00,0.7586,32.81,1.2982,388.25,1911.0,0.77115,68.25,2410.75,1.14555,117.5078125,145.05,82.8,0.008818000000000001,129.15,542.25,115.65,1874.0,1001.3,19940.0,19975.0,5605.5,986.5,13.87,1.0448,323.3,133.890625,107.984375,124.90625,163.875,152.125,13.0,535.0,21290.0,160.57,131.39,160.48,45.01,47.61,3452.0,111.865,16.2,434.25,1.4484,1.5028,2157.0,147.22,47.61,1506.0,45.0,1221.0,2.665,1.4648,2.906,906.9,1.5131,15.885,415.2
2017-07-07 02:53:00,0.7586,32.82,1.2981,388.25,1911.0,0.77115,68.25,2410.75,1.1455,117.5078125,145.05,82.8,0.008817499999999999,129.15,542.25,115.65,1874.0,1001.3,19940.0,19975.0,5605.75,986.5,13.87,1.0448,323.2,133.890625,107.984375,124.890625,163.875,152.09375,13.0,535.0,21289.0,160.57,131.38,160.52,45.01,47.61,3452.0,111.865,16.2,434.25,1.4484,1.5028,2157.0,147.23,47.61,1506.0,45.01,1221.0,2.666,1.4649,2.907,906.6,1.5131,15.885,415.2
2017-07-07 02:54:00,0.7586,32.83,1.2983,388.25,1911.0,0.77115,68.25,2410.75,1.14565,117.5078125,145.05,82.8,0.008816500000000001,129.15,542.25,115.65,1874.0,1001.3,19950.0,19980.0,5607.0,986.5,13.87,1.0448,323.2,133.890625,107.984375,124.90625,163.875,152.125,13.0,535.0,21292.0,160.57,131.39,160.52,45.01,47.61,3453.0,111.865,16.2,434.5,1.4484,1.5028,2157.0,147.22,47.61,1506.0,45.01,1220.9,2.665,1.4651,2.907,906.7,1.5133,15.88,415.2
2017-07-07 02:55:00,0.7586,32.83,1.2982,388.25,1911.0,0.77115,68.25,2411.0,1.14555,117.5078125,145.05,82.8,0.008816,129.15,542.25,115.65,1874.0,1001.3,19950.0,19980.0,5607.0,986.25,13.87,1.0448,323.1,133.890625,107.984375,124.90625,163.875,152.125,13.0,534.75,21292.0,160.57,131.39,160.5,45.01,47.62,3452.0,111.865,16.2,434.5,1.4484,1.5028,2157.0,147.24,47.61,1506.0,45.01,1221.1,2.6665,1.4653,2.906,907.1,1.5133,15.875,415.2
2017-07-07 02:56:00,0.7586,32.83,1.2982,388.25,1911.0,0.77115,68.25,2411.0,1.1455,117.5078125,145.05,82.8,0.008816,129.15,542.25,115.65,1874.0,1001.3,19950.0,19980.0,5607.0,986.25,13.87,1.0448,323.1,133.890625,107.984375,124.890625,163.875,152.09375,13.0,534.75,21292.0,160.58,131.39,160.52,45.01,47.61,3452.0,111.865,16.2,434.5,1.4484,1.5028,2157.0,147.25,47.61,1506.0,45.0,1221.0,2.667,1.4651,2.906,906.8,1.5126,15.875,415.2
2017-07-07 02:57:00,0.7586,32.83,1.2982,388.25,1911.0,0.77115,68.25,2410.75,1.14565,117.5,145.05,82.8,0.0088155,129.15,542.25,115.65,1874.0,1001.3,19950.0,19985.0,5607.0,986.0,13.87,1.0448,323.1,133.875,107.984375,124.875,163.84375,152.09375,13.0,534.75,21291.0,160.53,131.38,160.5,45.01,47.6,3453.0,111.865,16.2,434.25,1.4484,1.5028,2157.0,147.23,47.61,1506.0,44.99,1221.0,2.6675,1.4646,2.906,906.8,1.5126,15.88,415.2
2017-07-07 02:58:00,0.7585,32.82,1.2982,388.5,1911.0,0.77115,68.24,2411.0,1.14555,117.5078125,145.05,82.8,0.008815,129.15,542.25,115.65,1874.0,1001.3,19955.0,19985.0,5607.75,986.0,13.87,1.0448,323.0,133.875,107.984375,124.890625,163.84375,152.09375,13.0,534.75,21292.0,160.53,131.37,160.48,44.98,47.58,3453.0,111.865,16.2,434.25,1.4484,1.5028,2157.0,147.24,47.61,1506.0,44.98,1221.0,2.6675,1.4643,2.907,906.8,1.512,15.88,415.2
2017-07-07 02:59:00,0.7586,32.83,1.2982,389.0,1911.0,0.7712,68.25,2411.25,1.1456,117.5078125,145.05,82.8,0.008815,129.15,542.25,115.65,1874.0,1001.3,19955.0,19985.0,5607.75,985.5,13.87,1.0447,323.0,133.875,107.984375,124.890625,163.84375,152.125,13.0,535.0,21292.0,160.55,131.38,160.52,44.98,47.58,3454.0,111.865,16.2,434.25,1.4484,1.5028,2157.0,147.24,47.58,1506.0,44.98,1221.1,2.6665,1.4646,2.907,906.8,1.512,15.88,415.2
2017-07-07 03:00:00,0.7586,32.83,1.2982,389.0,1911.0,0.77125,68.25,2411.25,1.1456,117.5078125,145.05,82.8,0.0088145,129.15,542.25,115.65,1874.0,1001.3,19955.0,19985.0,5607.5,985.5,13.87,1.0448,322.9,133.875,107.984375,124.890625,163.84375,152.125,13.0,535.25,21292.0,160.54,131.38,160.5,44.98,47.59,3454.0,111.865,16.2,434.5,1.4484,1.5028,2157.0,147.24,47.58,1506.0,44.98,1221.1,2.668,1.4646,2.907,906.9,1.512,15.885,415.2
2017-07-07 03:01:00,0.7586,32.81,1.2982,389.0,1911.0,0.77115,68.23,2411.25,1.1456,117.5,145.05,82.8,0.0088155,129.15,542.25,115.65,1874.0,1001.3,19950.0,19985.0,5608.5,985.5,13.87,1.0448,322.9,133.875,107.984375,124.890625,163.84375,152.09375,13.0,535.25,21294.0,160.53,131.37,160.44,44.98,47.6,3456.0,111.86,16.2,434.25,1.4484,1.5028,2157.0,147.26,47.58,1506.0,44.98,1221.4,2.668,1.4646,2.909,906.9,1.5121,15.885,415.2
2017-07-07 03:02:00,0.7586,32.81,1.2983,389.0,1911.0,0.77115,68.23,2411.75,1.1456,117.5,145.05,82.8,0.0088125,129.15,542.25,115.65,1874.0,1001.1,19955.0,19990.0,5610.0,985.5,13.87,1.0447,322.9,133.875,107.984375,124.890625,163.84375,152.09375,13.0,535.25,21295.0,160.54,131.37,160.46,45.0,47.6,3456.0,111.86,16.2,434.5,1.4484,1.5028,2157.0,147.26,47.6,1506.0,44.99,1221.2,2.667,1.4652,2.909,906.6,1.5124,15.875,415.2
2017-07-07 03:03:00,0.7584,32.81,1.2987,389.0,1911.0,0.7711,68.23,2411.0,1.14585,117.5,145.05,82.8,0.0088145,129.15,542.25,115.65,1874.0,1000.8,19960.0,19990.0,5608.75,985.5,13.87,1.0448,322.9,133.875,107.984375,124.890625,163.8125,152.09375,13.0,535.25,21291.0,160.53,131.38,160.46,44.95,47.56,3455.0,111.86,16.2,434.25,1.4484,1.5028,2157.0,147.25,47.6,1506.0,44.95,1221.2,2.666,1.4639,2.911,906.3,1.5117,15.86,415.2
2017-07-07 03:04:00,0.7584,32.8,1.2988,388.75,1911.0,0.7711,68.25,2411.0,1.1458,117.5,145.05,82.8,0.0088145,129.15,542.25,115.65,1874.0,1000.8,19960.0,19990.0,5609.25,985.25,13.87,1.045,322.9,133.875,107.984375,124.890625,163.8125,152.09375,13.0,535.0,21291.0,160.53,131.38,160.48,44.95,47.56,3457.0,111.86,16.2,434.0,1.4484,1.5028,2157.0,147.24,47.57,1506.0,44.94,1221.2,2.665,1.4641,2.91,906.3,1.5117,15.87,415.2
2017-07-07 03:05:00,0.7584,32.8,1.2987,388.75,1911.0,0.77105,68.25,2411.0,1.1458,117.5,145.05,82.8,0.0088155,129.15,542.25,115.65,1874.0,1000.8,19955.0,19990.0,5608.75,985.5,13.87,1.0449,322.9,133.875,107.984375,124.890625,163.8125,152.09375,13.0,535.5,21289.0,160.52,131.37,160.42,44.91,47.52,3454.0,111.86,16.2,434.0,1.4484,1.5028,2157.0,147.22,47.57,1506.0,44.91,1221.2,2.665,1.4636,2.909,906.1,1.5112,15.86,415.2
2017-07-07 03:06:00,0.7582,32.79,1.2989,389.0,1911.0,0.77095,68.27,2410.25,1.14575,117.5078125,145.05,82.8,0.008817,129.15,542.25,115.65,1874.0,1000.9,19950.0,19985.0,5606.75,985.5,13.87,1.0448,322.9,133.875,107.984375,124.890625,163.78125,152.0625,13.0,535.5,21286.0,160.53,131.36,160.48,44.91,47.49,3452.0,111.86,16.15,433.75,1.4484,1.5028,2157.0,147.24,47.49,1506.0,44.89,1221.2,2.6645,1.4627,2.911,905.9,1.5106,15.86,415.2
2017-07-07 03:07:00,0.7584,32.78,1.2988,389.0,1911.0,0.7709,68.27,2409.5,1.14575,117.5078125,145.05,82.8,0.008816500000000001,129.15,542.25,115.65,1874.0,1000.5,19940.0,19980.0,5605.0,985.5,13.87,1.0449,322.9,133.875,107.984375,124.890625,163.78125,152.0625,13.0,535.25,21282.0,160.52,131.36,160.5,44.91,47.52,3449.0,111.86,16.2,433.75,1.4484,1.5028,2157.0,147.24,47.5,1506.0,44.9,1221.1,2.664,1.4632,2.909,905.9,1.5106,15.86,415.2
2017-07-07 03:08:00,0.7584,32.78,1.2987,389.0,1911.0,0.771,68.27,2410.25,1.1457,117.5078125,145.05,82.8,0.008815,129.15,542.25,115.65,1874.0,1000.5,19945.0,19980.0,5605.75,985.25,13.87,1.0448,322.8,133.875,107.984375,124.890625,163.78125,152.0625,13.0,535.5,21286.0,160.53,131.36,160.52,44.91,47.53,3450.0,111.86,16.25,433.75,1.4484,1.5028,2157.0,147.27,47.5,1506.0,44.92,1221.0,2.665,1.464,2.91,905.8,1.5114,15.855,415.2
2017-07-07 03:09:00,0.7585,32.78,1.2988,389.0,1911.0,0.77105,68.27,2410.5,1.14555,117.5,145.05,82.8,0.0088145,129.15,542.5,115.65,1874.0,1001.2,19955.0,19985.0,5606.5,985.25,13.87,1.0447,322.7,133.859375,107.984375,124.890625,163.78125,152.0625,13.0,535.25,21288.0,160.53,131.36,160.52,44.93,47.55,3451.0,111.86,16.2,433.75,1.4484,1.5028,2157.0,147.27,47.54,1506.0,44.94,1220.9,2.6645,1.4638,2.918,905.7,1.5124,15.85,415.2
2017-07-07 03:10:00,0.7585,32.81,1.2988,389.0,1911.0,0.77105,68.27,2410.0,1.14565,117.5,145.05,82.8,0.008815,129.15,542.5,115.65,1874.0,1000.7,19950.0,19985.0,5605.75,985.0,13.87,1.0447,322.6,133.859375,107.9765625,124.890625,163.75,152.03125,13.0,535.0,21287.0,160.51,131.35,160.48,44.94,47.56,3452.0,111.865,16.2,433.75,1.4484,1.5028,2157.0,147.26,47.56,1506.0,44.94,1220.9,2.665,1.464,2.9189999999999996,905.4,1.5121,15.845,415.2
2017-07-07 03:11:00,0.7585,32.81,1.2986,389.0,1911.0,0.771,68.27,2409.5,1.1458,117.5,145.05,82.8,0.0088155,129.15,542.5,115.65,1874.0,1000.7,19950.0,19980.0,5602.75,985.0,13.87,1.0448,322.6,133.859375,107.9765625,124.890625,163.75,152.03125,13.0,535.0,21282.0,160.49,131.34,160.42,44.95,47.55,3450.0,111.855,16.2,433.75,1.4484,1.5028,2157.0,147.25,47.56,1506.0,44.93,1221.0,2.665,1.4634,2.917,905.4,1.5114,15.855,415.2
2017-07-07 03:12:00,0.7583,32.81,1.2984,389.0,1911.0,0.77095,68.27,2409.75,1.14585,117.4921875,145.05,82.8,0.0088155,129.15,542.5,115.65,1874.0,1000.7,19950.0,19980.0,5603.25,985.0,13.87,1.0448,322.6,133.84375,107.9765625,124.875,163.71875,152.0,13.0,535.0,21283.0,160.48,131.34,160.42,44.94,47.55,3451.0,111.855,16.2,433.75,1.4484,1.5028,2157.0,147.24,47.56,1506.0,44.93,1220.8,2.665,1.4634,2.917,905.4,1.5116,15.85,415.2
2017-07-07 03:13:00,0.7583,32.81,1.2984,389.0,1911.0,0.77095,68.27,2409.75,1.1459,117.4921875,145.05,82.8,0.008813,129.15,542.5,115.65,1874.0,1000.7,19950.0,19980.0,5603.0,985.0,13.87,1.0449,322.5,133.828125,107.9765625,124.859375,163.6875,152.0,13.0,535.0,21283.0,160.46,131.34,160.4,44.94,47.55,3450.0,111.855,16.2,433.75,1.4484,1.5028,2157.0,147.23,47.56,1506.0,44.94,1220.8,2.6655,1.4638,2.912,905.4,1.5116,15.845,415.2
2017-07-07 03:14:00,0.7584,32.81,1.2983,388.75,1911.0,0.771,68.27,2409.75,1.14585,117.484375,145.05,82.8,0.008813,129.15,542.5,115.65,1874.0,1000.7,19945.0,19980.0,5603.0,985.25,13.87,1.0448,322.5,133.828125,107.9765625,124.859375,163.6875,152.03125,13.0,535.0,21283.0,160.45,131.33,160.38,44.94,47.54,3451.0,111.855,16.2,433.75,1.4484,1.5028,2157.0,147.23,47.56,1506.0,44.93,1220.8,2.6655,1.4638,2.9139999999999997,905.4,1.5116,15.84,415.2
2017-07-07 03:15:00,0.7583,32.78,1.2983,388.5,1911.0,0.77105,68.27,2409.75,1.14615,117.4921875,145.05,82.8,0.008814,129.15,542.0,115.65,1874.0,1000.7,19950.0,19980.0,5602.75,984.25,13.87,1.045,322.2,133.828125,107.9765625,124.859375,163.65625,152.0,13.0,534.5,21284.0,160.42,131.33,160.32,44.94,47.54,3450.0,111.855,16.2,433.75,1.4484,1.5028,2157.0,147.21,47.56,1506.0,44.94,1220.9,2.665,1.4636,2.9130000000000003,905.3,1.5117,15.845,415.2
2017-07-07 03:16:00,0.7583,32.78,1.2986,388.5,1911.0,0.771,68.27,2409.5,1.1465,117.4921875,145.05,82.8,0.008815,129.15,542.0,115.65,1874.0,1000.5,19945.0,19980.0,5602.25,984.25,13.87,1.0452,322.2,133.828125,107.9765625,124.859375,163.65625,151.96875,13.0,534.5,21283.0,160.38,131.31,160.22,44.94,47.54,3449.0,111.855,16.25,433.75,1.4484,1.5028,2157.0,147.17,47.56,1506.0,44.93,1221.0,2.6645,1.4635,2.911,905.5,1.5117,15.85,415.2
2017-07-07 03:17:00,0.7584,32.78,1.2988,388.5,1911.0,0.77115,68.27,2409.5,1.14665,117.4921875,145.05,82.8,0.008816,129.15,542.0,115.65,1874.0,1000.5,19945.0,19980.0,5601.25,984.25,13.87,1.0453,322.2,133.8125,107.9765625,124.859375,163.65625,151.96875,13.0,534.75,21283.0,160.4,131.33,160.3,44.93,47.54,3449.0,111.86,16.25,434.0,1.4484,1.5028,2157.0,147.22,47.55,1506.0,44.93,1221.0,2.6655,1.4636,2.911,905.5,1.5117,15.84,415.2
2017-07-07 03:18:00,0.7584,32.79,1.2989,388.5,1911.0,0.77115,68.27,2409.5,1.14635,117.4921875,145.05,82.8,0.008817499999999999,129.15,542.0,115.65,1874.0,1000.4,19945.0,19980.0,5601.0,984.5,13.87,1.0452,322.2,133.8125,107.9765625,124.859375,163.65625,151.96875,13.0,535.0,21282.0,160.45,131.34,160.38,44.93,47.55,3448.0,111.86,16.25,434.0,1.4484,1.5028,2157.0,147.25,47.55,1506.0,44.94,1220.8,2.6655,1.4638,2.912,905.2,1.512,15.835,415.2
2017-07-07 03:19:00,0.7585,32.81,1.2989,388.5,1911.0,0.7711,68.25,2409.25,1.1461,117.484375,145.05,82.8,0.008817,129.15,542.0,115.65,1874.0,1000.4,19940.0,19975.0,5600.75,984.5,13.87,1.0449,322.2,133.828125,107.9765625,124.859375,163.6875,152.0,13.0,534.5,21281.0,160.45,131.34,160.38,44.94,47.55,3447.0,111.865,16.25,434.0,1.4484,1.5028,2157.0,147.24,47.55,1506.0,44.93,1220.7,2.6655,1.4635,2.9139999999999997,905.6,1.512,15.84,415.2
2017-07-07 03:20:00,0.7583,32.81,1.2988,388.5,1911.0,0.77085,68.25,2408.75,1.14595,117.4921875,145.05,82.8,0.008817499999999999,129.15,542.0,115.65,1874.0,1000.1,19940.0,19975.0,5598.25,984.25,13.87,1.0448,322.2,133.84375,107.9765625,124.875,163.75,152.0625,13.0,534.5,21280.0,160.45,131.35,160.38,44.9,47.51,3448.0,111.86,16.25,433.75,1.4484,1.5028,2157.0,147.23,47.55,1506.0,44.9,1220.8,2.6655,1.4628,2.9130000000000003,905.6,1.5111,15.84,415.2
2017-07-07 03:21:00,0.7583,32.82,1.2987,388.75,1911.0,0.7708,68.25,2408.75,1.1462,117.4921875,145.05,82.8,0.008817,129.15,542.25,115.65,1874.0,1000.1,19940.0,19970.0,5597.5,985.25,13.87,1.0451,322.4,133.859375,107.9765625,124.875,163.78125,152.09375,13.0,534.75,21280.0,160.46,131.34,160.38,44.9,47.5,3449.0,111.86,16.25,433.75,1.4484,1.5028,2157.0,147.25,47.51,1506.0,44.89,1220.9,2.667,1.4631,2.909,905.6,1.5111,15.85,415.2
2017-07-07 03:22:00,0.7583,32.82,1.2985,388.75,1911.0,0.7707,68.25,2409.0,1.1461,117.5,145.05,82.8,0.008818000000000001,129.15,542.5,115.65,1874.0,1000.0,19940.0,19970.0,5597.25,985.25,13.87,1.045,322.4,133.859375,107.984375,124.890625,163.8125,152.125,13.0,534.75,21279.0,160.48,131.36,160.48,44.9,47.52,3448.0,111.86,16.3,433.75,1.4484,1.5028,2157.0,147.26,47.52,1506.0,44.92,1220.8,2.668,1.4628,2.909,905.6,1.5108,15.85,415.2
2017-07-07 03:23:00,0.7582,32.84,1.2985,388.75,1911.0,0.7707,68.25,2408.75,1.1461,117.5,145.05,82.8,0.008817499999999999,129.15,542.5,115.65,1874.0,999.9,19940.0,19970.0,5598.0,985.25,13.87,1.045,322.6,133.859375,107.984375,124.875,163.8125,152.09375,13.0,534.75,21281.0,160.49,131.35,160.52,44.91,47.53,3448.0,111.86,16.3,433.75,1.4484,1.5028,2157.0,147.27,47.54,1506.0,44.92,1220.9,2.667,1.4633,2.909,905.8,1.5115,15.845,415.2
2017-07-07 03:24:00,0.7584,32.83,1.2984,388.75,1911.0,0.77085,68.25,2409.0,1.1461,117.4921875,145.05,82.8,0.008816500000000001,129.15,542.5,115.65,1874.0,1000.0,19940.0,19975.0,5598.75,985.25,13.87,1.045,322.6,133.84375,107.984375,124.859375,163.78125,152.0625,13.0,534.75,21282.0,160.46,131.35,160.46,44.92,47.54,3449.0,111.86,16.2,433.75,1.4484,1.5028,2157.0,147.22,47.54,1506.0,44.92,1220.8,2.6665,1.4634,2.911,905.4,1.5115,15.84,415.2
2017-07-07 03:25:00,0.7584,32.83,1.2983,388.75,1911.0,0.7708,68.25,2408.75,1.1461,117.4921875,145.05,82.8,0.008816500000000001,129.15,542.5,115.65,1874.0,1000.0,19940.0,19975.0,5597.5,985.25,13.87,1.045,322.4,133.828125,107.984375,124.859375,163.75,152.0625,13.0,534.75,21280.0,160.47,131.34,160.5,44.93,47.55,3448.0,111.86,16.2,434.0,1.4484,1.5028,2157.0,147.22,47.55,1506.0,44.94,1220.9,2.667,1.464,2.91,905.4,1.5115,15.845,415.2
2017-07-07 03:26:00,0.7584,32.83,1.2982,388.75,1911.0,0.77075,68.25,2407.75,1.14615,117.4921875,145.05,82.8,0.008818000000000001,129.15,542.5,115.65,1874.0,1000.0,19935.0,19970.0,5594.0,985.25,13.87,1.045,322.5,133.84375,107.984375,124.875,163.78125,152.0625,13.1,534.75,21273.0,160.49,131.36,160.46,44.95,47.56,3443.0,111.865,16.3,434.0,1.4484,1.5028,2157.0,147.23,47.56,1506.0,44.94,1221.0,2.6655,1.4637,2.91,905.6,1.5123,15.845,415.2
2017-07-07 03:27:00,0.7586,32.83,1.2983,388.75,1911.0,0.7709,68.25,2408.0,1.1462,117.5,145.05,82.8,0.008817499999999999,129.15,542.5,115.65,1874.0,1000.0,19935.0,19970.0,5594.5,985.25,13.87,1.0451,322.6,133.84375,107.9765625,124.875,163.78125,152.0625,13.1,534.75,21275.0,160.49,131.36,160.5,44.99,47.6,3446.0,111.865,16.3,434.5,1.4484,1.5028,2157.0,147.26,47.6,1506.0,44.98,1221.0,2.6665,1.4649,2.911,905.6,1.5135,15.845,415.2
2017-07-07 03:28:00,0.7586,32.84,1.2983,388.75,1911.0,0.77085,68.25,2408.25,1.14615,117.4921875,145.05,82.8,0.008816,129.15,542.5,115.65,1874.0,999.5,19940.0,19970.0,5595.75,985.25,13.87,1.0451,322.6,133.84375,107.9765625,124.875,163.78125,152.0625,13.1,534.75,21278.0,160.49,131.36,160.48,44.96,47.56,3447.0,111.865,16.3,434.25,1.4484,1.5028,2157.0,147.28,47.56,1506.0,44.95,1220.9,2.666,1.4638,2.911,906.0,1.5124,15.845,415.2
2017-07-07 03:29:00,0.7587,32.84,1.2984,388.75,1911.0,0.7709,68.25,2408.75,1.14625,117.4921875,145.05,82.8,0.008816,129.15,542.5,115.65,1874.0,999.8,19940.0,19975.0,5596.5,985.25,13.87,1.0451,322.7,133.84375,107.984375,124.875,163.75,152.0625,13.1,534.75,21281.0,160.48,131.36,160.48,44.96,47.54,3447.0,111.865,16.3,434.0,1.4484,1.5028,2157.0,147.27,47.54,1506.0,44.94,1221.0,2.665,1.4635,2.912,905.7,1.5124,15.845,415.2
2017-07-07 03:30:00,0.7586,32.84,1.2984,388.75,1911.0,0.77085,68.25,2408.25,1.14625,117.4921875,145.05,82.8,0.008816500000000001,129.15,542.5,115.65,1874.0,999.4,19940.0,19970.0,5596.0,985.75,13.87,1.0451,322.7,133.84375,107.984375,124.875,163.75,152.0625,13.1,535.0,21279.0,160.44,131.34,160.4,44.96,47.56,3448.0,111.86,16.3,434.0,1.4484,1.5028,2157.0,147.22,47.54,1506.0,44.95,1220.8,2.6655,1.4633,2.9130000000000003,905.6,1.5116,15.84,415.2
