,@AD#,@BO#,@BP#,@C#,@CC#,@CD#,@CT#,@ES#,@EU#,@FV#,@GF#,@HE#,@JY#,@KC#,@KW#,@LE#,@MFS#,@MME#,@NIY#,@NKD#,@NQ#,@S#,@SB#,@SF#,@SM#,@TN#,@TU#,@TY#,@UB#,@US#,@VX#,@W#,@YM#,BD#,BL#,BX#,CRD#,EB#,EX#,EZ#,FVS#,GAS#,IHO#,IRB#,LRC#,OAT#,QBZ#,QC#,QCL#,QGC#,QHG#,QHO#,QNG#,QPL#,QRB#,QSI#,QW#
2017-07-07 00:01:00,0.7577,32.72,1.2997,389.0,1911.0,0.77075,68.19,2409.25,1.14555,117.5234375,145.05,82.8,0.0088285,129.15,540.75,115.65,1874.0,1002.0,19895.0,19925.0,5607.0,987.75,13.87,1.0453,324.5,133.921875,107.984375,124.921875,163.90625,152.15625,13.0,533.75,21281.0,160.45,131.34,160.28,44.93,47.52,3448.0,111.865,16.2,434.25,1.4484,1.5028,2157.0,147.21,47.52,1506.0,44.93,1220.3,2.656,1.4643,2.89,908.6,1.5107,15.88,415.2
2017-07-07 00:02:00,0.7578,32.72,1.2997,389.0,1911.0,0.77075,68.19,2409.25,1.14555,117.5234375,145.05,82.8,0.00883,129.15,540.75,115.65,1874.0,1002.0,19890.0,19925.0,5607.25,987.75,13.87,1.0453,324.5,133.921875,107.984375,124.9375,163.90625,152.15625,13.0,533.75,21280.0,160.45,131.34,160.28,44.93,47.52,3448.0,111.865,16.2,434.25,1.4484,1.5028,2157.0,147.21,47.52,1506.0,44.94,1220.3,2.6555,1.4643,2.89,908.6,1.5107,15.88,415.2
2017-07-07 00:03:00,0.7579,32.71,1.2999,389.25,1911.0,0.7708,68.19,2409.5,1.14555,117.5234375,145.05,82.8,0.008828,129.15,540.75,115.65,1874.0,1002.0,19895.0,19925.0,5606.75,987.75,13.87,1.0453,324.5,133.921875,107.984375,124.9375,163.90625,152.15625,13.0,533.75,21282.0,160.45,131.34,160.28,44.93,47.51,3448.0,111.865,16.2,434.25,1.4484,1.5028,2157.0,147.21,47.52,1506.0,44.93,1220.4,2.6555,1.4643,2.892,908.8,1.5107,15.88,415.2
2017-07-07 00:04:00,0.7579,32.71,1.3,389.0,1911.0,0.7708,68.19,2409.75,1.14565,117.5234375,145.05,82.8,0.0088285,129.15,540.75,115.65,1874.0,1002.0,19895.0,19930.0,5606.5,987.75,13.87,1.0453,324.5,133.90625,107.984375,124.921875,163.90625,152.15625,13.0,533.75,21282.0,160.45,131.34,160.28,44.93,47.51,3448.0,111.865,16.2,434.25,1.4484,1.5028,2157.0,147.21,47.52,1506.0,44.94,1220.5,2.6555,1.4643,2.889,908.8,1.5107,15.89,415.2
2017-07-07 00:05:00,0.7579,32.71,1.3,389.0,1911.0,0.7708,68.19,2409.75,1.1455,117.5234375,145.05,82.8,0.0088285,129.15,540.75,115.65,1874.0,1002.0,19885.0,19925.0,5605.75,987.75,13.87,1.0453,324.5,133.90625,107.984375,124.921875,163.90625,152.15625,12.95,534.0,21281.0,160.45,131.34,160.28,44.93,47.51,3448.0,111.865,16.2,434.25,1.4484,1.5028,2157.0,147.21,47.52,1506.0,44.94,1220.4,2.6555,1.4635,2.889,908.8,1.5107,15.89,415.2
2017-07-07 00:06:00,0.7578,32.71,1.2998,389.0,1911.0,0.7708,68.19,2409.75,1.14555,117.515625,145.05,82.8,0.008829,129.15,540.75,115.65,1874.0,1002.0,19890.0,19925.0,5606.0,987.75,13.87,1.0453,324.5,133.90625,107.984375,124.921875,163.90625,152.125,12.95,534.0,21282.0,160.45,131.34,160.28,44.93,47.51,3448.0,111.865,16.2,434.25,1.4484,1.5028,2157.0,147.21,47.52,1506.0,44.94,1220.4,2.656,1.4635,2.889,909.0,1.5107,15.895,415.2
2017-07-07 00:07:00,0.7578,32.71,1.3,389.25,1911.0,0.7708,68.19,2409.75,1.14565,117.515625,145.05,82.8,0.0088285,129.15,540.75,115.65,1874.0,1002.0,19890.0,19925.0,5606.25,987.75,13.87,1.0453,324.5,133.90625,107.984375,124.90625,163.90625,152.15625,12.95,533.75,21280.0,160.45,131.34,160.28,44.93,47.51,3448.0,111.865,16.2,434.25,1.4484,1.5028,2157.0,147.21,47.52,1506.0,44.93,1220.4,2.6555,1.4635,2.889,909.1,1.5107,15.89,415.2
2017-07-07 00:08:00,0.7579,32.71,1.2999,389.25,1911.0,0.7708,68.19,2409.75,1.14565,117.5234375,145.05,82.8,0.008828,129.15,540.75,115.65,1874.0,1002.0,19890.0,19925.0,5605.0,987.75,13.87,1.0453,324.5,133.90625,107.984375,124.921875,163.90625,152.15625,12.95,533.75,21280.0,160.45,131.34,160.28,44.93,47.51,3448.0,111.865,16.2,434.25,1.4484,1.5028,2157.0,147.21,47.52,1506.0,44.94,1220.5,2.6555,1.4634,2.889,909.1,1.5107,15.885,415.2
2017-07-07 00:09:00,0.7579,32.71,1.2999,389.0,1911.0,0.7708,68.19,2409.25,1.14565,117.515625,145.05,82.8,0.008828,129.15,540.75,115.65,1874.0,1002.0,19890.0,19925.0,5606.0,987.75,13.87,1.0453,324.7,133.90625,107.984375,124.921875,163.90625,152.15625,12.95,533.75,21281.0,160.45,131.34,160.28,44.93,47.5,3448.0,111.865,16.2,434.25,1.4484,1.5028,2157.0,147.21,47.52,1506.0,44.94,1220.4,2.656,1.4634,2.889,908.8,1.5107,15.88,415.2
2017-07-07 00:10:00,0.7578,32.7,1.2999,389.0,1911.0,0.7708,68.19,2409.5,1.14555,117.515625,145.05,82.8,0.0088285,129.15,540.5,115.65,1874.0,1002.0,19890.0,19925.0,5605.25,987.75,13.87,1.0453,324.7,133.90625,107.984375,124.921875,163.90625,152.15625,12.95,533.75,21281.0,160.45,131.34,160.28,44.93,47.5,3448.0,111.865,16.2,434.25,1.4484,1.5028,2157.0,147.21,47.52,1506.0,44.94,1220.4,2.656,1.4634,2.889,908.8,1.5107,15.88,415.2
2017-07-07 00:11:00,0.7578,32.7,1.2999,389.0,1911.0,0.7708,68.19,2409.75,1.14565,117.5234375,145.05,82.8,0.0088285,129.15,540.5,115.65,1874.0,1002.0,19885.0,19920.0,5605.0,988.25,13.87,1.0453,324.7,133.90625,107.984375,124.921875,163.90625,152.15625,12.95,533.75,21282.0,160.45,131.34,160.28,44.93,47.5,3448.0,111.865,16.2,434.25,1.4484,1.5028,2157.0,147.21,47.52,1506.0,44.94,1220.5,2.656,1.4637,2.889,908.6,1.5107,15.885,415.2
2017-07-07 00:12:00,0.7578,32.7,1.2999,389.0,1911.0,0.7708,68.18,2409.75,1.14565,117.515625,145.05,82.8,0.008828,129.15,540.5,115.65,1874.0,1002.0,19885.0,19920.0,5605.0,988.25,13.87,1.0453,324.7,133.90625,107.984375,124.90625,163.90625,152.15625,12.95,533.75,21282.0,160.45,131.34,160.28,44.93,47.51,3448.0,111.865,16.2,434.25,1.4484,1.5028,2157.0,147.21,47.52,1506.0,44.93,1220.5,2.656,1.4631,2.889,908.6,1.5107,15.885,415.2
2017-07-07 00:13:00,0.7578,32.7,1.3,389.0,1911.0,0.7708,68.16,2409.5,1.1458,117.5078125,145.05,82.8,0.0088285,129.15,540.5,115.65,1874.0,1002.0,19885.0,19920.0,5605.0,988.25,13.87,1.0454,324.7,133.90625,107.984375,124.90625,163.90625,152.15625,12.95,533.75,21283.0,160.45,131.34,160.28,44.93,47.51,3448.0,111.865,16.2,434.25,1.4484,1.5028,2157.0,147.21,47.52,1506.0,44.93,1220.5,2.656,1.4631,2.89,908.6,1.5107,15.885,415.2
2017-07-07 00:14:00,0.7578,32.7,1.3,389.0,1911.0,0.7708,68.16,2409.5,1.14575,117.515625,145.05,82.8,0.008829,129.15,540.5,115.65,1874.0,1002.0,19880.0,19920.0,5604.25,988.25,13.87,1.0455,324.7,133.90625,107.984375,124.921875,163.90625,152.15625,12.95,533.75,21281.0,160.45,131.34,160.28,44.93,47.51,3448.0,111.865,16.2,434.0,1.4484,1.5028,2157.0,147.21,47.52,1506.0,44.93,1220.5,2.656,1.4631,2.89,908.9,1.5107,15.885,415.2
2017-07-07 00:15:00,0.7578,32.7,1.3,389.0,1911.0,0.7708,68.16,2409.5,1.1457,117.5078125,145.05,82.8,0.008829,129.15,540.5,115.65,1874.0,1002.0,19880.0,19920.0,5604.5,988.0,13.87,1.0455,324.7,133.90625,107.984375,124.921875,163.90625,152.125,12.95,533.75,21280.0,160.45,131.34,160.28,44.93,47.52,3448.0,111.865,16.2,434.0,1.4484,1.5028,2157.0,147.21,47.52,1506.0,44.94,1220.6,2.6555,1.4635,2.89,908.9,1.5107,15.885,415.2
2017-07-07 00:16:00,0.7578,32.7,1.3,389.0,1911.0,0.7708,68.16,2409.5,1.1458,117.515625,145.05,82.8,0.00883,129.15,540.75,115.65,1874.0,1002.0,19885.0,19920.0,5604.75,988.0,13.87,1.0455,324.7,133.90625,107.984375,124.921875,163.90625,152.125,12.95,534.0,21281.0,160.45,131.34,160.28,44.93,47.52,3448.0,111.865,16.2,434.0,1.4484,1.5028,2157.0,147.21,47.52,1506.0,44.94,1220.6,2.6555,1.4635,2.89,908.9,1.5107,15.87,415.2
2017-07-07 00:17:00,0.7579,32.7,1.3,389.0,1911.0,0.7708,68.16,2409.25,1.1458,117.515625,145.05,82.8,0.0088295,129.15,540.75,115.65,1874.0,1002.0,19885.0,19920.0,5604.5,988.0,13.87,1.0455,324.7,133.90625,107.984375,124.921875,163.90625,152.125,12.95,533.75,21279.0,160.45,131.34,160.28,44.93,47.52,3448.0,111.865,16.2,434.0,1.4484,1.5028,2157.0,147.21,47.52,1506.0,44.93,1220.5,2.6555,1.4635,2.889,908.9,1.5107,15.87,415.2
2017-07-07 00:18:00,0.7579,32.7,1.3,388.75,1911.0,0.7708,68.16,2409.5,1.14575,117.515625,145.05,82.8,0.0088275,129.15,540.75,115.65,1874.0,1002.0,19885.0,19920.0,5604.5,988.0,13.87,1.0455,324.7,133.90625,107.984375,124.90625,163.90625,152.125,12.95,533.75,21279.0,160.45,131.34,160.28,44.93,47.51,3448.0,111.865,16.2,434.0,1.4484,1.5028,2157.0,147.21,47.52,1506.0,44.94,1220.4,2.6555,1.4635,2.889,908.9,1.5107,15.87,415.2
2017-07-07 00:19:00,0.7579,32.7,1.3,388.75,1911.0,0.7708,68.16,2409.25,1.1458,117.515625,145.05,82.8,0.008827,129.15,540.75,115.65,1874.0,1002.0,19885.0,19920.0,5604.0,988.0,13.87,1.0455,324.7,133.90625,107.984375,124.921875,163.90625,152.125,13.0,533.75,21279.0,160.45,131.34,160.28,44.93,47.51,3448.0,111.865,16.2,434.0,1.4484,1.5028,2157.0,147.21,47.52,1506.0,44.94,1220.3,2.6555,1.4634,2.889,908.9,1.5107,15.87,415.2
2017-07-07 00:20:00,0.7579,32.7,1.3002,388.75,1911.0,0.7708,68.16,2409.25,1.14595,117.515625,145.05,82.8,0.0088295,129.15,540.5,115.65,1874.0,1002.0,19880.0,19915.0,5603.25,988.0,13.87,1.0455,324.6,133.90625,107.984375,124.921875,163.90625,152.125,13.0,533.75,21277.0,160.45,131.34,160.28,44.93,47.5,3448.0,111.865,16.2,434.0,1.4484,1.5028,2157.0,147.21,47.5,1506.0,44.93,1220.5,2.6555,1.4631,2.889,908.9,1.5107,15.87,415.2
2017-07-07 00:21:00,0.758,32.7,1.3001,388.75,1911.0,0.7708,68.16,2409.25,1.14595,117.515625,145.05,82.8,0.00883,129.15,540.25,115.65,1874.0,1002.0,19880.0,19915.0,5603.25,988.0,13.87,1.0455,324.6,133.90625,107.984375,124.921875,163.90625,152.125,13.0,533.75,21278.0,160.45,131.34,160.28,44.94,47.51,3448.0,111.865,16.2,434.0,1.4484,1.5028,2157.0,147.21,47.5,1506.0,44.93,1220.6,2.6555,1.4629,2.889,908.9,1.5107,15.875,415.2
2017-07-07 00:22:00,0.7579,32.7,1.3,388.75,1911.0,0.7708,68.16,2409.25,1.14595,117.515625,145.05,82.8,0.008832,129.15,540.25,115.65,1874.0,1002.0,19880.0,19915.0,5602.75,988.0,13.87,1.0455,324.6,133.890625,107.9921875,124.921875,163.90625,152.125,13.0,533.75,21278.0,160.45,131.34,160.28,44.94,47.51,3448.0,111.865,16.2,434.0,1.4484,1.5028,2157.0,147.21,47.5,1506.0,44.93,1220.8,2.6555,1.4629,2.889,909.1,1.5107,15.875,415.2
2017-07-07 00:23:00,0.758,32.7,1.3,388.75,1911.0,0.7709,68.16,2409.25,1.1459,117.515625,145.05,82.8,0.008830500000000002,129.15,540.25,115.65,1874.0,1002.0,19880.0,19915.0,5602.75,988.0,13.87,1.0455,324.6,133.890625,107.9921875,124.921875,163.90625,152.125,13.0,533.75,21279.0,160.45,131.34,160.28,44.94,47.54,3448.0,111.865,16.2,434.5,1.4484,1.5028,2157.0,147.21,47.5,1506.0,44.95,1220.7,2.656,1.4642,2.89,909.1,1.5107,15.88,415.2
2017-07-07 00:24:00,0.7583,32.7,1.3,388.75,1911.0,0.7709,68.16,2409.0,1.1459,117.515625,145.05,82.8,0.008830500000000002,129.15,540.25,115.65,1874.0,1002.0,19880.0,19915.0,5603.0,988.0,13.87,1.0455,324.5,133.890625,107.9921875,124.921875,163.90625,152.125,13.0,533.75,21280.0,160.45,131.34,160.28,44.95,47.55,3448.0,111.865,16.2,434.25,1.4484,1.5028,2157.0,147.21,47.5,1506.0,44.96,1220.8,2.656,1.4642,2.891,908.9,1.5112,15.885,415.2
2017-07-07 00:25:00,0.7583,32.7,1.3001,388.75,1911.0,0.7709,68.16,2409.0,1.14595,117.515625,145.05,82.8,0.008831,129.15,540.25,115.65,1874.0,1002.0,19880.0,19915.0,5603.25,988.0,13.87,1.0455,324.5,133.890625,107.9921875,124.921875,163.90625,152.125,13.0,533.75,21280.0,160.45,131.34,160.28,44.95,47.55,3448.0,111.865,16.2,434.25,1.4484,1.5028,2157.0,147.21,47.5,1506.0,44.96,1220.6,2.656,1.4642,2.891,908.6,1.5112,15.88,415.2
2017-07-07 00:26:00,0.7582,32.7,1.3001,388.75,1911.0,0.7709,68.16,2409.0,1.146,117.515625,145.05,82.8,0.008831,129.15,540.25,115.65,1874.0,1002.0,19880.0,19915.0,5603.25,988.0,13.87,1.0455,324.5,133.890625,107.9921875,124.921875,163.90625,152.125,13.0,533.75,21280.0,160.45,131.34,160.28,44.95,47.55,3448.0,111.865,16.2,434.25,1.4484,1.5028,2157.0,147.21,47.5,1506.0,44.97,1220.7,2.656,1.4645,2.891,908.5,1.5112,15.88,415.2
2017-07-07 00:27:00,0.7582,32.7,1.3,388.75,1911.0,0.77095,68.16,2409.0,1.146,117.515625,145.05,82.8,0.008831,129.15,540.25,115.65,1874.0,1002.0,19880.0,19915.0,5603.0,988.0,13.87,1.0455,324.5,133.890625,107.9921875,124.921875,163.90625,152.125,13.0,533.75,21280.0,160.45,131.34,160.28,44.95,47.54,3448.0,111.865,16.2,434.25,1.4484,1.5028,2157.0,147.21,47.5,1506.0,44.96,1220.7,2.656,1.4645,2.891,908.5,1.5112,15.88,415.2
2017-07-07 00:28:00,0.7581,32.7,1.3,389.0,1911.0,0.771,68.16,2408.75,1.14605,117.515625,145.05,82.8,0.008831499999999999,129.15,540.25,115.65,1874.0,1002.0,19880.0,19915.0,5602.75,988.0,13.87,1.0455,324.5,133.890625,107.9921875,124.921875,163.90625,152.125,13.0,533.75,21278.0,160.45,131.34,160.28,44.95,47.54,3448.0,111.865,16.2,434.25,1.4484,1.5028,2157.0,147.21,47.5,1506.0,44.96,1220.7,2.656,1.4645,2.89,908.5,1.5112,15.89,415.2
2017-07-07 00:29:00,0.758,32.7,1.3,389.0,1911.0,0.77095,68.16,2409.25,1.146,117.515625,145.05,82.8,0.008831,129.15,540.25,115.65,1874.0,1002.0,19880.0,19915.0,5603.25,988.0,13.87,1.0455,324.5,133.90625,107.9921875,124.921875,163.90625,152.125,13.0,533.75,21277.0,160.45,131.34,160.28,44.97,47.56,3448.0,111.865,16.2,434.5,1.4484,1.5028,2157.0,147.21,47.5,1506.0,44.98,1220.7,2.656,1.4646,2.89,908.5,1.5112,15.885,415.2
2017-07-07 00:30:00,0.7582,32.7,1.3001,389.0,1911.0,0.771,68.16,2409.25,1.146,117.515625,145.05,82.8,0.008830500000000002,129.15,540.25,115.65,1874.0,1002.0,19880.0,19915.0,5603.25,988.0,13.87,1.0455,324.5,133.90625,107.9921875,124.921875,163.90625,152.125,13.0,533.75,21278.0,160.45,131.34,160.28,44.97,47.58,3448.0,111.865,16.2,434.5,1.4484,1.5028,2157.0,147.21,47.5,1506.0,44.98,1220.6,2.656,1.4647,2.89,908.5,1.5112,15.88,415.2
2017-07-07 00:31:00,0.7583,32.7,1.3,389.0,1911.0,0.7711,68.15,2409.5,1.14595,117.515625,145.05,82.8,0.008829,129.15,540.25,115.65,1874.0,1002.0,19885.0,19920.0,5603.75,988.0,13.87,1.0455,324.5,133.90625,107.9921875,124.90625,163.90625,152.125,13.0,533.75,21280.0,160.45,131.34,160.28,44.97,47.57,3448.0,111.865,16.2,434.5,1.4484,1.5028,2157.0,147.21,47.5,1506.0,44.99,1220.4,2.6565,1.4647,2.891,908.5,1.5112,15.88,415.2
2017-07-07 00:32:00,0.7585,32.72,1.3,389.0,1911.0,0.77105,68.15,2409.25,1.146,117.515625,145.05,82.8,0.0088285,129.15,540.25,115.65,1874.0,1002.0,19885.0,19920.0,5604.0,987.75,13.87,1.0455,324.5,133.90625,107.9921875,124.90625,163.90625,152.125,13.0,533.75,21278.0,160.45,131.34,160.28,44.98,47.57,3448.0,111.865,16.2,434.5,1.4484,1.5028,2157.0,147.21,47.5,1506.0,44.97,1220.4,2.6565,1.4647,2.89,908.5,1.5109,15.885,415.2
2017-07-07 00:33:00,0.7584,32.72,1.3001,389.0,1911.0,0.77105,68.15,2409.0,1.1461,117.515625,145.05,82.8,0.0088295,129.15,540.75,115.65,1874.0,1002.0,19885.0,19920.0,5603.75,987.5,13.87,1.0455,324.5,133.90625,107.9921875,124.90625,163.90625,152.125,13.0,533.75,21278.0,160.45,131.34,160.28,44.98,47.56,3448.0,111.865,16.2,434.5,1.4484,1.5028,2157.0,147.21,47.5,1506.0,44.97,1220.5,2.6565,1.4645,2.89,908.5,1.5107,15.89,415.2
2017-07-07 00:34:00,0.7584,32.71,1.3,389.0,1911.0,0.77105,68.15,2409.25,1.1461,117.515625,145.05,82.8,0.0088285,129.15,540.75,115.65,1874.0,1002.0,19885.0,19920.0,5604.25,987.5,13.87,1.0455,324.5,133.90625,107.9921875,124.90625,163.90625,152.125,13.0,533.75,21278.0,160.45,131.34,160.28,44.97,47.55,3448.0,111.865,16.2,434.5,1.4484,1.5028,2157.0,147.21,47.5,1506.0,44.96,1220.2,2.6555,1.4645,2.89,908.7,1.5107,15.88,415.2
2017-07-07 00:35:00,0.7584,32.71,1.3,389.0,1911.0,0.7711,68.15,2409.25,1.14615,117.515625,145.05,82.8,0.0088295,129.15,540.75,115.65,1874.0,1002.0,19885.0,19925.0,5603.75,987.5,13.87,1.0456,324.5,133.90625,107.9921875,124.90625,163.90625,152.125,13.0,533.75,21277.0,160.45,131.34,160.28,44.97,47.55,3448.0,111.865,16.2,434.5,1.4484,1.5028,2157.0,147.21,47.5,1506.0,44.97,1220.5,2.6555,1.4645,2.89,908.6,1.5107,15.88,415.2
2017-07-07 00:36:00,0.7584,32.71,1.3,389.0,1911.0,0.771,68.15,2409.25,1.146,117.5078125,145.05,82.8,0.008827,129.15,540.75,115.65,1874.0,1002.0,19885.0,19925.0,5603.5,987.5,13.87,1.0456,324.5,133.875,107.984375,124.90625,163.84375,152.125,13.0,533.75,21278.0,160.45,131.34,160.28,44.97,47.55,3448.0,111.865,16.2,434.5,1.4484,1.5028,2157.0,147.21,47.5,1506.0,44.97,1220.1,2.656,1.4645,2.89,908.3,1.5107,15.875,415.2
2017-07-07 00:37:00,0.7586,32.72,1.3,389.0,1911.0,0.771,68.15,2409.25,1.14595,117.5078125,145.05,82.8,0.008827,129.15,540.75,115.65,1874.0,1002.0,19885.0,19925.0,5604.25,987.5,13.87,1.0455,324.3,133.875,107.984375,124.90625,163.84375,152.125,13.0,533.75,21279.0,160.45,131.34,160.28,44.96,47.54,3448.0,111.865,16.2,434.5,1.4484,1.5028,2157.0,147.21,47.5,1506.0,44.95,1220.0,2.656,1.4645,2.89,908.1,1.5107,15.875,415.2
2017-07-07 00:38:00,0.7588,32.7,1.3,389.0,1911.0,0.771,68.15,2409.25,1.146,117.5078125,145.05,82.8,0.0088265,129.15,540.75,115.65,1874.0,1002.0,19890.0,19925.0,5604.5,987.5,13.87,1.0455,324.3,133.875,107.984375,124.890625,163.875,152.125,13.0,533.75,21279.0,160.45,131.34,160.28,44.95,47.54,3448.0,111.865,16.2,434.5,1.4484,1.5028,2157.0,147.21,47.5,1506.0,44.95,1220.1,2.6555,1.4645,2.89,908.2,1.5107,15.87,415.2
2017-07-07 00:39:00,0.7587,32.71,1.3,389.0,1911.0,0.771,68.15,2409.25,1.146,117.5078125,145.05,82.8,0.0088265,129.15,540.5,115.65,1874.0,1002.0,19885.0,19930.0,5604.0,987.5,13.87,1.0455,324.2,133.875,107.984375,124.890625,163.875,152.09375,13.0,533.5,21279.0,160.45,131.34,160.28,44.96,47.54,3448.0,111.865,16.2,434.5,1.4484,1.5028,2157.0,147.21,47.5,1506.0,44.95,1220.0,2.656,1.4645,2.89,908.0,1.5107,15.87,415.2
2017-07-07 00:40:00,0.7588,32.71,1.3,389.0,1911.0,0.77095,68.15,2409.25,1.146,117.5078125,145.05,82.8,0.008826,129.15,540.5,115.65,1874.0,1002.0,19885.0,19930.0,5604.0,987.5,13.87,1.0455,324.2,133.875,107.984375,124.890625,163.875,152.09375,13.0,533.5,21279.0,160.45,131.34,160.28,44.95,47.54,3448.0,111.865,16.2,434.5,1.4484,1.5028,2157.0,147.21,47.5,1506.0,44.94,1220.0,2.656,1.4645,2.89,907.9,1.5107,15.87,415.2
2017-07-07 00:41:00,0.7588,32.7,1.3001,389.0,1911.0,0.77095,68.15,2409.25,1.14585,117.5078125,145.05,82.8,0.008825,129.15,540.5,115.65,1874.0,1002.0,19890.0,19930.0,5604.0,987.5,13.87,1.0455,324.3,133.875,107.984375,124.890625,163.84375,152.09375,13.0,533.5,21280.0,160.45,131.34,160.28,44.95,47.54,3448.0,111.865,16.2,434.5,1.4484,1.5028,2157.0,147.21,47.5,1506.0,44.94,1219.7,2.656,1.4645,2.891,907.8,1.5107,15.865,415.2
2017-07-07 00:42:00,0.7587,32.7,1.3001,389.0,1911.0,0.77095,68.15,2409.25,1.14585,117.5078125,145.05,82.8,0.0088245,129.15,540.5,115.65,1874.0,1002.0,19890.0,19930.0,5604.25,987.5,13.87,1.0455,324.3,133.875,107.984375,124.890625,163.84375,152.0625,13.0,533.25,21280.0,160.45,131.34,160.28,44.95,47.54,3448.0,111.865,16.2,434.5,1.4484,1.5028,2157.0,147.21,47.5,1506.0,44.95,1219.7,2.656,1.4645,2.891,907.8,1.5107,15.865,415.2
2017-07-07 00:43:00,0.7586,32.7,1.3001,389.0,1911.0,0.77085,68.15,2409.25,1.1459,117.5,145.05,82.8,0.008823000000000001,129.15,540.5,115.65,1874.0,1002.0,19890.0,19930.0,5604.5,987.5,13.87,1.0455,324.3,133.84375,107.984375,124.875,163.8125,152.0625,13.0,533.25,21280.0,160.45,131.34,160.28,44.95,47.54,3448.0,111.865,16.2,434.5,1.4484,1.5028,2157.0,147.21,47.5,1506.0,44.95,1219.7,2.656,1.4645,2.892,907.8,1.5107,15.865,415.2
2017-07-07 00:44:00,0.7586,32.7,1.3001,389.0,1911.0,0.77085,68.15,2409.25,1.14595,117.5,145.05,82.8,0.0088235,129.15,540.5,115.65,1874.0,1002.0,19895.0,19930.0,5604.5,987.5,13.87,1.0454,324.3,133.859375,107.984375,124.890625,163.8125,152.0625,13.0,533.5,21280.0,160.45,131.34,160.28,44.95,47.55,3448.0,111.865,16.2,434.5,1.4484,1.5028,2157.0,147.21,47.5,1506.0,44.96,1219.8,2.656,1.4645,2.891,907.7,1.5107,15.86,415.2
2017-07-07 00:45:00,0.7586,32.7,1.3,389.0,1911.0,0.7708,68.18,2409.25,1.1459,117.5,145.05,82.8,0.008824,129.15,540.75,115.65,1874.0,1002.0,19895.0,19935.0,5605.5,987.5,13.87,1.0454,324.3,133.859375,107.984375,124.890625,163.84375,152.0625,13.0,533.75,21280.0,160.45,131.34,160.28,44.95,47.54,3448.0,111.865,16.2,434.5,1.4484,1.5028,2157.0,147.21,47.5,1506.0,44.95,1219.8,2.6555,1.4641,2.891,907.7,1.5107,15.865,415.2
2017-07-07 00:46:00,0.7586,32.7,1.3,389.0,1911.0,0.77085,68.18,2409.0,1.14595,117.5078125,145.05,82.8,0.0088235,129.15,540.75,115.65,1874.0,1002.0,19895.0,19935.0,5605.25,987.5,13.87,1.0454,324.3,133.859375,107.984375,124.875,163.84375,152.0625,13.0,533.75,21280.0,160.45,131.34,160.28,44.95,47.54,3448.0,111.865,16.2,434.5,1.4484,1.5028,2157.0,147.21,47.5,1506.0,44.95,1219.7,2.6555,1.4641,2.891,907.6,1.5107,15.865,415.2
2017-07-07 00:47:00,0.7585,32.71,1.3,389.25,1911.0,0.77075,68.18,2409.0,1.1458,117.5078125,145.05,82.8,0.008822,129.15,540.75,115.65,1874.0,1002.0,19895.0,19935.0,5605.5,987.5,13.87,1.0454,324.3,133.859375,107.984375,124.890625,163.84375,152.0625,13.0,533.5,21280.0,160.45,131.34,160.28,44.95,47.53,3448.0,111.865,16.2,434.5,1.4484,1.5028,2157.0,147.21,47.5,1506.0,44.95,1219.6,2.656,1.4641,2.891,907.5,1.5107,15.86,415.2
2017-07-07 00:48:00,0.7583,32.7,1.2999,389.25,1911.0,0.77065,68.18,2409.25,1.1458,117.5078125,145.05,82.8,0.008822,129.15,540.75,115.65,1874.0,1002.0,19895.0,19935.0,5605.5,987.5,13.87,1.0454,324.3,133.859375,107.984375,124.890625,163.84375,152.0625,13.0,533.5,21278.0,160.45,131.34,160.28,44.95,47.53,3448.0,111.865,16.2,434.5,1.4484,1.5028,2157.0,147.21,47.5,1506.0,44.93,1219.7,2.6555,1.4641,2.89,907.5,1.5107,15.86,415.2
2017-07-07 00:49:00,0.7583,32.7,1.2998,389.25,1911.0,0.7707,68.18,2409.25,1.1458,117.5078125,145.05,82.8,0.008822499999999999,129.15,540.75,115.65,1874.0,1002.0,19890.0,19935.0,5606.0,987.5,13.87,1.0454,324.3,133.859375,107.984375,124.875,163.84375,152.0625,13.0,533.5,21277.0,160.45,131.34,160.28,44.93,47.53,3448.0,111.865,16.2,434.5,1.4484,1.5028,2157.0,147.21,47.5,1506.0,44.94,1219.7,2.6555,1.4641,2.891,907.5,1.5107,15.855,415.2
2017-07-07 00:50:00,0.7583,32.7,1.2998,389.0,1911.0,0.77055,68.18,2409.0,1.1458,117.5078125,145.05,82.8,0.0088215,129.15,540.75,115.65,1874.0,1002.0,19890.0,19935.0,5605.5,987.5,13.87,1.0454,324.3,133.859375,107.984375,124.875,163.84375,152.0625,13.0,533.5,21278.0,160.45,131.34,160.28,44.93,47.54,3448.0,111.865,16.2,434.5,1.4484,1.5028,2157.0,147.21,47.5,1506.0,44.95,1219.6,2.6555,1.4641,2.891,907.5,1.5109,15.855,415.2
