,@3N#,@AD#,@BO#,@BP#,@C#,@CC#,@CD#,@CT#,@ES#,@EU#,@FV#,@GF#,@HE#,@JY#,@KC#,@KW#,@LE#,@MFS#,@MME#,@NIY#,@NKD#,@NQ#,@RS#,@RTY#,@S#,@SB#,@SF#,@SM#,@TU#,@TY#,@UB#,@US#,@VX#,@W#,@YM#,BD#,BL#,BX#,CRD#,EB#,EX#,EZ#,IHO#,LRC#,QBZ#,QC#,QCL#,QGC#,QHG#,QHO#,QNG#,QPL#,QRB#,QSI#,QW#
2010-06-04 00:01:00,113.78125,0.843,37.58,1.4634,350.25,3069.0,0.9608,78.35,1102.0,1.2179,116.41406200000002,110.0,81.5,0.010787999999999999,135.9,471.5,90.3,1339.0,902.4,9905.0,9975.0,1893.5,376.1,667.7,952.25,14.12,0.8667,280.8,108.92968700000002,119.4375,127.96875,122.09375,31.75,442.5,10240.0,128.79,120.73,110.3,74.25,75.21,2628.0,110.015,2.0077,1342.0,75.4,2562.0,74.3,1207.7,2.9575,2.0315,4.689,1545.9,2.0722,17.95,459.1
2010-06-04 00:02:00,113.78125,0.8431,37.58,1.4634,350.25,3069.0,0.9608,78.35,1102.0,1.218,116.41406200000002,110.0,81.5,0.010787999999999999,135.9,471.5,90.3,1339.0,902.4,9905.0,9975.0,1893.5,376.1,667.7,952.25,14.12,0.8667,280.8,108.92968700000002,119.4375,127.96875,122.09375,31.75,442.5,10241.0,128.79,120.73,110.3,74.25,75.21,2628.0,110.015,2.0077,1342.0,75.4,2562.0,74.31,1207.7,2.9575,2.0315,4.689,1545.9,2.0722,17.95,459.1
2010-06-04 00:03:00,113.78125,0.8431,37.58,1.4633,350.25,3069.0,0.9607,78.35,1102.0,1.2181,116.41406200000002,110.0,81.5,0.010787,135.9,471.5,90.3,1339.0,902.4,9905.0,9975.0,1893.75,376.1,667.7,952.25,14.12,0.8667,280.8,108.92968700000002,119.4375,127.96875,122.09375,31.75,442.5,10243.0,128.79,120.73,110.3,74.25,75.21,2628.0,110.015,2.0077,1342.0,75.4,2562.0,74.3,1207.6,2.9565,2.0315,4.689,1545.9,2.0722,17.95,459.1
2010-06-04 00:04:00,113.78125,0.8431,37.58,1.4633,350.25,3069.0,0.9607,78.35,1101.75,1.218,116.41406200000002,110.0,81.5,0.010789,135.9,471.5,90.3,1339.0,902.4,9905.0,9975.0,1893.75,376.1,667.7,952.25,14.12,0.8667,280.8,108.92968700000002,119.4375,127.96875,122.09375,31.75,442.5,10243.0,128.79,120.73,110.3,74.25,75.21,2628.0,110.015,2.0077,1342.0,75.4,2562.0,74.3,1207.6,2.9565,2.0315,4.689,1545.9,2.0722,17.95,459.1
2010-06-04 00:05:00,113.78125,0.8431,37.58,1.4634,350.0,3069.0,0.9608,78.35,1102.0,1.2181,116.41406200000002,110.0,81.5,0.010787999999999999,135.9,471.5,90.3,1339.0,902.4,9905.0,9975.0,1893.75,376.1,667.7,952.25,14.12,0.8667,280.8,108.92968700000002,119.4375,127.96875,122.09375,31.75,442.5,10241.0,128.79,120.73,110.3,74.25,75.21,2628.0,110.015,2.0077,1342.0,75.4,2562.0,74.29,1207.6,2.9525,2.0315,4.689,1545.9,2.0722,17.94,459.1
2010-06-04 00:06:00,113.78125,0.8432,37.58,1.4634,350.0,3069.0,0.9608,78.35,1101.75,1.2181,116.41406200000002,110.0,81.5,0.010790000000000001,135.9,471.5,90.3,1339.0,902.4,9905.0,9975.0,1893.25,376.1,667.7,952.25,14.12,0.8667,280.8,108.92968700000002,119.4375,127.96875,122.09375,31.75,442.5,10241.0,128.79,120.73,110.3,74.25,75.21,2628.0,110.015,2.0077,1342.0,75.4,2562.0,74.31,1207.8,2.9545,2.0315,4.689,1545.9,2.0722,17.95,459.1
2010-06-04 00:07:00,113.78125,0.8431,37.58,1.4634,350.0,3069.0,0.9608,78.35,1102.0,1.2179,116.421875,110.0,81.5,0.010792,135.9,471.5,90.3,1339.0,902.4,9905.0,9975.0,1893.5,376.1,667.7,952.25,14.12,0.8667,280.8,108.92968700000002,119.4375,127.96875,122.09375,31.75,442.5,10240.0,128.79,120.73,110.3,74.25,75.21,2628.0,110.015,2.0077,1342.0,75.4,2562.0,74.31,1207.8,2.9535,2.0315,4.689,1545.9,2.0722,17.95,459.1
2010-06-04 00:08:00,113.78125,0.8433,37.58,1.4634,350.0,3069.0,0.9608,78.4,1101.5,1.2178,116.421875,110.0,81.5,0.010793,135.9,471.5,90.3,1339.0,902.4,9905.0,9970.0,1893.25,376.1,667.7,952.25,14.12,0.8667,280.8,108.92968700000002,119.453125,127.96875,122.09375,31.75,442.5,10240.0,128.79,120.73,110.3,74.25,75.21,2628.0,110.015,2.0077,1342.0,75.4,2562.0,74.3,1207.8,2.9535,2.0315,4.689,1545.9,2.0722,17.95,459.1
2010-06-04 00:09:00,113.78125,0.8429,37.58,1.463,350.0,3069.0,0.9606,78.44,1101.5,1.2175,116.42968700000002,110.0,81.5,0.010795,135.9,471.5,90.3,1339.0,902.4,9905.0,9970.0,1892.75,376.1,667.7,952.25,14.12,0.8664,280.8,108.92968700000002,119.453125,127.96875,122.09375,31.75,442.5,10238.0,128.79,120.73,110.3,74.25,75.21,2628.0,110.015,2.0077,1342.0,75.4,2562.0,74.3,1207.7,2.9535,2.0315,4.689,1545.9,2.0722,17.95,459.1
2010-06-04 00:10:00,113.78125,0.8429,37.58,1.463,350.0,3069.0,0.9606,78.48,1101.5,1.2175,116.4375,110.0,81.5,0.010797,135.9,471.5,90.3,1339.0,902.4,9905.0,9970.0,1892.25,376.1,667.7,952.25,14.12,0.8664,280.8,108.92968700000002,119.453125,127.96875,122.09375,31.75,442.5,10237.0,128.79,120.73,110.3,74.25,75.25,2628.0,110.015,2.0077,1342.0,75.4,2562.0,74.34,1208.0,2.9535,2.0315,4.689,1545.9,2.0722,17.955,459.1
2010-06-04 00:11:00,113.78125,0.8427,37.58,1.463,350.0,3069.0,0.9606,78.48,1101.25,1.2176,116.421875,110.0,81.5,0.010794,135.9,471.5,90.3,1339.0,902.4,9905.0,9970.0,1892.25,376.1,667.7,952.25,14.12,0.8664,280.8,108.92968700000002,119.4375,127.96875,122.0625,31.75,442.5,10236.0,128.79,120.73,110.3,74.25,75.25,2628.0,110.015,2.0077,1342.0,75.4,2562.0,74.34,1207.8,2.955,2.0315,4.689,1545.9,2.0722,17.95,459.1
2010-06-04 00:12:00,113.78125,0.8425,37.58,1.4629,350.0,3069.0,0.9607,78.48,1101.0,1.2178,116.421875,110.0,81.5,0.010794,135.9,471.5,90.3,1339.0,902.4,9905.0,9970.0,1892.5,376.1,667.7,952.25,14.12,0.8664,280.8,108.92968700000002,119.4375,127.96875,122.0625,31.75,442.5,10237.0,128.79,120.73,110.3,74.25,75.23,2628.0,110.015,2.0077,1342.0,75.4,2562.0,74.35,1207.8,2.955,2.0315,4.689,1545.9,2.0722,17.95,459.1
2010-06-04 00:13:00,113.78125,0.8424,37.58,1.4632,350.0,3069.0,0.9605,78.48,1101.25,1.2176,116.421875,110.0,81.5,0.010797,135.9,471.5,90.3,1339.0,902.4,9905.0,9970.0,1892.5,376.1,667.1,952.25,14.12,0.8664,280.8,108.92968700000002,119.4375,127.96875,122.0625,31.75,442.5,10237.0,128.79,120.73,110.3,74.25,75.23,2628.0,110.015,2.0077,1342.0,75.4,2562.0,74.35,1207.9,2.9545,2.0315,4.689,1545.9,2.0722,17.95,459.1
2010-06-04 00:14:00,113.78125,0.8424,37.58,1.4633,350.0,3069.0,0.9605,78.48,1101.25,1.2177,116.42968700000002,110.0,81.5,0.010798,135.9,471.5,90.3,1339.0,902.4,9905.0,9970.0,1892.5,376.1,667.1,952.25,14.12,0.8664,280.8,108.92968700000002,119.4375,127.96875,122.0625,31.75,442.5,10237.0,128.79,120.73,110.3,74.34,75.23,2628.0,110.015,2.0077,1342.0,75.4,2562.0,74.34,1208.0,2.9545,2.0315,4.689,1545.9,2.0722,17.95,459.1
2010-06-04 00:15:00,113.78125,0.8424,37.58,1.4635,350.0,3069.0,0.9605,78.48,1101.5,1.2177,116.42968700000002,110.0,81.525,0.010797,135.9,471.5,90.3,1339.0,902.4,9905.0,9970.0,1893.0,376.1,667.1,952.25,14.12,0.8664,280.8,108.92968700000002,119.453125,127.96875,122.0625,31.75,442.5,10237.0,128.79,120.73,110.3,74.33,75.23,2628.0,110.015,2.0077,1342.0,75.4,2562.0,74.32,1207.7,2.9545,2.0315,4.689,1545.9,2.0722,17.95,459.1
2010-06-04 00:16:00,113.78125,0.8424,37.58,1.4635,350.0,3069.0,0.9604,78.48,1101.0,1.2176,116.42968700000002,110.0,81.525,0.010799,135.9,471.5,90.3,1339.0,902.4,9905.0,9970.0,1893.0,376.1,667.1,952.25,14.12,0.8663,280.8,108.92968700000002,119.453125,127.96875,122.0625,31.75,442.5,10237.0,128.79,120.73,110.3,74.33,75.23,2628.0,110.015,2.0077,1342.0,75.4,2562.0,74.33,1207.8,2.9545,2.0315,4.689,1545.9,2.0722,17.95,459.1
2010-06-04 00:17:00,113.78125,0.8424,37.58,1.4635,350.0,3069.0,0.9606,78.48,1101.25,1.2178,116.42968700000002,110.0,81.525,0.010799,135.9,471.5,90.3,1339.0,902.4,9905.0,9970.0,1893.0,376.1,667.1,952.25,14.12,0.8663,280.8,108.92968700000002,119.453125,127.96875,122.0625,31.75,442.5,10237.0,128.79,120.73,110.3,74.32,75.23,2628.0,110.015,2.0077,1342.0,75.4,2562.0,74.34,1208.1,2.9535,2.0315,4.689,1545.9,2.0722,17.95,459.1
2010-06-04 00:18:00,113.78125,0.8421,37.58,1.4635,350.0,3069.0,0.9606,78.48,1101.25,1.2179,116.42968700000002,110.0,81.525,0.010798,135.9,471.5,90.3,1339.0,902.4,9905.0,9970.0,1893.25,376.1,667.1,952.25,14.12,0.8663,280.8,108.92968700000002,119.453125,127.96875,122.0625,31.75,442.5,10237.0,128.79,120.73,110.3,74.31,75.23,2628.0,110.015,2.0077,1342.0,75.4,2562.0,74.32,1207.9,2.954,2.0315,4.689,1545.9,2.0722,17.95,459.1
2010-06-04 00:19:00,113.78125,0.8424,37.58,1.4637,350.0,3069.0,0.9607,78.48,1101.25,1.2179,116.42968700000002,110.0,81.525,0.010796,135.9,471.5,90.3,1339.0,902.4,9905.0,9970.0,1893.5,376.1,667.1,952.25,14.12,0.8666,280.8,108.92968700000002,119.453125,127.96875,122.0625,31.75,442.5,10236.0,128.79,120.73,110.3,74.31,75.23,2628.0,110.015,2.0077,1342.0,75.4,2562.0,74.36,1208.0,2.954,2.0315,4.689,1545.9,2.0722,17.95,459.1
2010-06-04 00:20:00,113.78125,0.8429,37.58,1.464,350.0,3069.0,0.9608,78.48,1101.25,1.2182,116.421875,110.0,81.525,0.010792,135.9,471.5,90.3,1339.0,902.4,9905.0,9970.0,1893.25,376.1,667.1,952.25,14.12,0.8666,280.8,108.92968700000002,119.4375,127.96875,122.0625,31.75,442.5,10237.0,128.79,120.73,110.3,74.31,75.25,2628.0,110.015,2.0077,1342.0,75.4,2562.0,74.36,1208.0,2.957,2.0315,4.689,1545.9,2.0722,17.965,459.1
2010-06-04 00:21:00,113.78125,0.843,37.58,1.464,349.75,3069.0,0.9607,78.47,1101.5,1.2181,116.421875,110.0,81.525,0.010791,135.9,471.5,90.3,1339.0,902.4,9905.0,9970.0,1893.25,376.1,667.1,952.25,14.12,0.8666,280.8,108.92968700000002,119.4375,127.96875,122.03125,31.75,442.5,10237.0,128.79,120.73,110.3,74.38,75.24,2628.0,110.015,2.0077,1342.0,75.4,2562.0,74.35,1207.9,2.957,2.0321,4.689,1545.9,2.0722,17.96,459.1
2010-06-04 00:22:00,113.78125,0.8431,37.58,1.464,349.5,3069.0,0.9607,78.47,1101.5,1.218,116.421875,110.0,81.525,0.010794,135.9,471.5,90.3,1339.0,902.4,9905.0,9970.0,1893.25,376.1,667.1,952.25,14.12,0.8666,280.8,108.92968700000002,119.4375,127.96875,122.03125,31.75,442.5,10237.0,128.79,120.73,110.3,74.38,75.24,2628.0,110.015,2.0077,1342.0,75.4,2562.0,74.35,1208.1,2.959,2.0321,4.689,1545.9,2.0722,17.96,459.1
2010-06-04 00:23:00,113.78125,0.8434,37.58,1.464,349.75,3069.0,0.9607,78.47,1101.5,1.218,116.41406200000002,110.0,81.525,0.010794,135.9,471.5,90.3,1339.0,902.4,9905.0,9970.0,1893.25,376.1,667.1,951.5,14.12,0.8666,280.8,108.921875,119.421875,127.96875,122.03125,31.75,442.5,10237.0,128.79,120.73,110.3,74.38,75.24,2628.0,110.015,2.0077,1342.0,75.4,2562.0,74.35,1208.0,2.9595,2.0321,4.689,1545.9,2.0722,17.96,459.1
2010-06-04 00:24:00,113.78125,0.8432,37.58,1.464,349.75,3069.0,0.9607,78.47,1101.5,1.2181,116.41406200000002,110.0,81.525,0.010794,135.9,471.5,90.3,1339.0,902.4,9905.0,9970.0,1893.25,376.1,667.1,951.5,14.12,0.8666,280.8,108.921875,119.40625,127.96875,122.03125,31.75,442.5,10237.0,128.79,120.73,110.3,74.38,75.24,2628.0,110.015,2.0077,1342.0,75.4,2562.0,74.34,1208.2,2.9605,2.0321,4.689,1545.9,2.0722,17.96,459.1
2010-06-04 00:25:00,113.78125,0.8436,37.58,1.464,349.75,3069.0,0.9607,78.47,1101.5,1.2182,116.40625,110.0,81.525,0.010794,135.9,471.5,90.3,1339.0,902.4,9905.0,9970.0,1893.25,376.1,667.1,952.5,14.12,0.8666,280.8,108.921875,119.40625,127.96875,122.03125,31.75,442.5,10237.0,128.79,120.73,110.3,74.36,75.25,2628.0,110.015,2.0077,1342.0,75.4,2562.0,74.35,1208.2,2.9605,2.0321,4.688,1545.9,2.0722,17.96,459.1
2010-06-04 00:26:00,113.78125,0.8433,37.58,1.4641,349.75,3069.0,0.9607,78.47,1101.5,1.2181,116.39843700000002,110.0,81.525,0.010794,135.9,471.5,90.3,1339.0,902.4,9905.0,9970.0,1893.75,376.1,667.1,952.5,14.12,0.8666,280.8,108.921875,119.421875,127.96875,122.03125,31.75,442.5,10240.0,128.79,120.73,110.3,74.38,75.25,2628.0,110.015,2.0077,1342.0,75.4,2562.0,74.34,1208.0,2.9605,2.0321,4.688,1545.9,2.0722,17.96,459.1
2010-06-04 00:27:00,113.78125,0.8437,37.58,1.464,350.0,3069.0,0.9607,78.49,1101.75,1.2181,116.40625,110.0,81.525,0.010794,135.9,471.5,90.3,1339.0,902.4,9905.0,9945.0,1893.5,376.1,667.1,952.5,14.12,0.8666,280.8,108.921875,119.421875,127.96875,122.03125,31.75,442.5,10239.0,128.79,120.73,110.3,74.38,75.25,2628.0,110.015,2.0077,1342.0,75.4,2562.0,74.31,1208.3,2.9575,2.0321,4.688,1545.9,2.0722,17.96,459.1
2010-06-04 00:28:00,113.78125,0.8438,37.58,1.464,349.75,3069.0,0.9607,78.49,1101.75,1.2181,116.41406200000002,110.0,81.525,0.010794,135.9,471.5,90.3,1339.0,902.4,9905.0,9945.0,1893.5,376.1,667.1,952.5,14.12,0.8666,280.8,108.921875,119.4375,127.96875,122.03125,31.75,442.75,10240.0,128.79,120.73,110.3,74.38,75.22,2628.0,110.015,2.0077,1342.0,75.4,2562.0,74.29,1208.2,2.9575,2.0321,4.688,1545.9,2.0722,17.96,459.1
2010-06-04 00:29:00,113.78125,0.8438,37.58,1.4639,349.75,3069.0,0.9607,78.49,1101.75,1.218,116.41406200000002,110.0,81.525,0.010796,135.9,471.5,90.3,1339.0,902.4,9905.0,9945.0,1893.5,376.1,667.6,952.5,14.12,0.8667,280.8,108.921875,119.4375,127.96875,122.03125,31.75,442.75,10240.0,128.79,120.73,110.3,74.38,75.22,2628.0,110.015,2.0077,1342.0,75.4,2562.0,74.3,1208.2,2.9595,2.0321,4.688,1545.9,2.0722,17.96,459.1
2010-06-04 00:30:00,113.78125,0.8439,37.58,1.4639,350.25,3069.0,0.9608,78.49,1102.0,1.218,116.41406200000002,110.0,81.525,0.010796,135.9,471.5,90.3,1339.0,902.4,9905.0,9945.0,1893.75,376.1,667.6,952.5,14.12,0.8666,280.8,108.921875,119.4375,127.96875,122.03125,31.75,442.75,10242.0,128.79,120.73,110.3,74.29,75.2,2628.0,110.015,2.0077,1342.0,75.4,2562.0,74.3,1208.3,2.9575,2.0321,4.688,1545.9,2.0722,17.96,459.1
2010-06-04 00:31:00,113.78125,0.8439,37.58,1.4641,350.25,3069.0,0.9611,78.49,1102.0,1.218,116.41406200000002,110.0,81.525,0.010795,135.9,471.5,90.3,1339.0,902.4,9905.0,9945.0,1894.0,376.1,667.6,952.5,14.12,0.8666,280.8,108.921875,119.421875,127.96875,122.03125,31.75,442.75,10243.0,128.79,120.73,110.3,74.29,75.2,2628.0,110.015,2.0077,1342.0,75.4,2562.0,74.27,1208.6,2.96,2.0321,4.688,1545.9,2.0722,17.975,459.1
2010-06-04 00:32:00,113.78125,0.8439,37.58,1.4641,350.25,3069.0,0.961,78.49,1102.25,1.218,116.40625,110.0,81.525,0.010793,135.9,471.5,90.3,1339.0,902.4,9905.0,9945.0,1894.0,376.1,667.6,952.5,14.12,0.8666,280.8,108.921875,119.421875,127.96875,122.03125,31.75,442.75,10244.0,128.79,120.73,110.3,74.29,75.2,2628.0,110.015,2.0077,1342.0,75.4,2562.0,74.26,1208.4,2.962,2.0321,4.687,1546.1,2.0722,17.975,459.1
2010-06-04 00:33:00,113.78125,0.8438,37.58,1.4639,350.25,3069.0,0.961,78.49,1102.25,1.2179,116.41406200000002,110.0,81.525,0.010793,135.9,471.5,90.3,1339.0,902.4,9905.0,9945.0,1893.5,376.1,667.6,952.5,14.12,0.8666,280.8,108.921875,119.421875,127.96875,122.03125,31.75,442.75,10244.0,128.79,120.73,110.3,74.25,75.2,2628.0,110.015,2.0077,1342.0,75.4,2562.0,74.24,1208.3,2.9635,2.0321,4.687,1546.1,2.0722,17.97,459.1
2010-06-04 00:34:00,113.78125,0.8438,37.58,1.4639,350.0,3069.0,0.9609,78.49,1102.25,1.2179,116.42968700000002,110.0,81.525,0.010794,135.9,472.5,90.3,1339.0,902.4,9905.0,9945.0,1893.5,376.1,667.6,952.5,14.12,0.8666,280.8,108.921875,119.4375,127.96875,122.0625,31.75,442.75,10244.0,128.79,120.73,110.3,74.25,75.22,2628.0,110.015,2.0077,1342.0,75.4,2562.0,74.22,1208.7,2.962,2.0321,4.687,1546.1,2.0722,17.97,459.1
2010-06-04 00:35:00,113.78125,0.8438,37.58,1.4639,350.0,3069.0,0.9609,78.49,1102.5,1.2181,116.421875,110.0,81.525,0.010792,135.9,473.0,90.3,1339.0,902.4,9905.0,9945.0,1894.25,376.1,667.6,952.5,14.12,0.8666,280.8,108.92968700000002,119.4375,127.96875,122.0625,31.75,442.0,10245.0,128.79,120.73,110.3,74.25,75.2,2628.0,110.015,2.0077,1342.0,75.4,2562.0,74.23,1208.7,2.961,2.0321,4.687,1546.1,2.0722,17.96,459.1
2010-06-04 00:36:00,113.78125,0.8438,37.58,1.4639,350.0,3069.0,0.961,78.49,1102.5,1.2181,116.421875,110.0,81.525,0.010790000000000001,135.9,473.0,90.3,1339.0,902.4,9905.0,9945.0,1894.25,376.1,668.2,952.0,14.12,0.8666,280.8,108.92968700000002,119.4375,127.96875,122.09375,31.75,441.75,10247.0,128.79,120.73,110.3,74.25,75.2,2628.0,110.015,2.0077,1342.0,75.4,2562.0,74.22,1208.4,2.9585,2.0321,4.687,1546.1,2.0722,17.95,459.1
2010-06-04 00:37:00,113.78125,0.8436,37.58,1.4639,350.25,3069.0,0.961,78.49,1102.5,1.2179,116.421875,110.0,81.525,0.010789,135.9,473.0,90.3,1339.0,902.4,9905.0,9945.0,1894.25,376.1,668.2,952.0,14.12,0.8666,280.8,108.92968700000002,119.4375,127.96875,122.09375,31.75,441.75,10246.0,128.79,120.73,110.3,74.25,75.22,2628.0,110.015,2.0077,1342.0,75.4,2562.0,74.23,1208.1,2.9585,2.0321,4.687,1546.1,2.0722,17.955,459.1
2010-06-04 00:38:00,113.78125,0.8436,37.58,1.4639,350.25,3069.0,0.9608,78.49,1102.25,1.2178,116.421875,110.0,81.525,0.010792,135.9,473.0,90.3,1339.0,902.4,9905.0,9945.0,1893.75,376.1,668.2,952.0,14.12,0.8666,280.8,108.92968700000002,119.4375,127.96875,122.0625,31.75,441.75,10246.0,128.79,120.73,110.3,74.2,75.19,2628.0,110.015,2.0077,1342.0,75.4,2562.0,74.19,1208.2,2.9585,2.03,4.687,1546.1,2.0722,17.955,459.1
2010-06-04 00:39:00,113.78125,0.8437,37.58,1.4639,350.25,3069.0,0.9608,78.49,1102.25,1.2179,116.421875,110.0,81.525,0.010791,135.9,473.0,90.3,1339.0,902.4,9905.0,9945.0,1893.75,376.1,668.2,952.0,14.12,0.8666,280.8,108.92968700000002,119.421875,127.96875,122.0625,31.75,441.75,10244.0,128.79,120.73,110.3,74.2,75.17,2628.0,110.015,2.0077,1342.0,75.4,2562.0,74.19,1208.7,2.958,2.03,4.687,1546.1,2.0722,17.965,459.1
2010-06-04 00:40:00,113.78125,0.8435,37.58,1.4638,350.25,3069.0,0.9608,78.49,1102.25,1.2178,116.421875,110.0,81.525,0.010792,135.9,473.0,90.3,1339.0,902.4,9905.0,9945.0,1893.5,376.1,668.2,951.5,14.12,0.8666,280.8,108.92968700000002,119.421875,127.96875,122.0625,31.75,441.75,10242.0,128.79,120.73,110.3,74.2,75.19,2628.0,110.015,2.0077,1342.0,75.4,2562.0,74.18,1208.5,2.958,2.03,4.689,1546.1,2.0722,17.97,459.1
2010-06-04 00:41:00,113.78125,0.8438,37.58,1.464,350.25,3069.0,0.9608,78.49,1102.5,1.2182,116.421875,110.0,81.525,0.010790000000000001,135.9,473.0,90.3,1339.0,902.4,9905.0,9945.0,1894.0,376.1,668.0,951.5,14.12,0.867,280.8,108.92968700000002,119.421875,127.96875,122.0625,31.75,441.75,10245.0,128.79,120.73,110.3,74.27,75.19,2628.0,110.015,2.0077,1342.0,75.4,2562.0,74.26,1208.4,2.9575,2.03,4.689,1546.1,2.0722,17.965,459.1
2010-06-04 00:42:00,113.78125,0.8438,37.58,1.464,350.25,3069.0,0.9608,78.49,1102.0,1.2181,116.41406200000002,110.0,81.525,0.010790000000000001,135.9,473.0,90.3,1339.0,902.4,9905.0,9945.0,1893.75,376.1,668.1,951.5,14.12,0.867,280.8,108.92968700000002,119.421875,127.96875,122.0625,31.75,441.75,10245.0,128.79,120.73,110.3,74.3,75.25,2628.0,110.015,2.0077,1342.0,75.4,2562.0,74.3,1208.4,2.9575,2.03,4.689,1546.1,2.0722,17.965,459.1
2010-06-04 00:43:00,113.78125,0.8437,37.58,1.4641,350.25,3069.0,0.9608,78.49,1102.25,1.2181,116.41406200000002,110.0,81.525,0.010790000000000001,135.9,471.5,90.3,1339.0,902.4,9905.0,9945.0,1894.0,376.1,668.1,951.5,14.12,0.867,280.8,108.92968700000002,119.40625,127.96875,122.0625,31.75,441.75,10245.0,128.79,120.73,110.3,74.33,75.25,2628.0,110.015,2.0077,1342.0,75.4,2562.0,74.34,1208.5,2.957,2.03,4.688,1546.1,2.0722,17.96,459.1
2010-06-04 00:44:00,113.78125,0.8437,37.61,1.4641,350.25,3069.0,0.9607,78.49,1102.25,1.2181,116.41406200000002,110.0,81.525,0.010787,135.9,471.5,90.3,1339.0,902.4,9905.0,9945.0,1894.0,376.1,668.0,951.5,14.12,0.867,280.8,108.92968700000002,119.40625,127.96875,122.0625,31.75,441.75,10247.0,128.79,120.73,110.3,74.33,75.23,2628.0,110.015,2.0077,1342.0,75.4,2562.0,74.32,1208.5,2.9565,2.03,4.688,1546.1,2.0722,17.96,459.1
2010-06-04 00:45:00,113.78125,0.844,37.61,1.464,350.25,3069.0,0.9607,78.49,1102.25,1.218,116.41406200000002,110.0,81.525,0.010786,135.9,471.5,90.3,1339.0,902.4,9905.0,9945.0,1894.0,376.1,668.0,951.5,14.12,0.8667,280.8,108.92968700000002,119.40625,127.96875,122.0625,31.75,441.75,10247.0,128.79,120.73,110.3,74.33,75.25,2628.0,110.015,2.0077,1342.0,75.4,2562.0,74.32,1208.7,2.957,2.03,4.689,1546.1,2.0722,17.96,459.1
2010-06-04 00:46:00,113.78125,0.844,37.61,1.4639,350.25,3069.0,0.9607,78.49,1102.5,1.2179,116.421875,110.0,81.525,0.010785,135.9,471.5,90.3,1339.0,902.4,9905.0,9945.0,1894.25,376.1,667.9,951.5,14.12,0.8667,280.8,108.92968700000002,119.421875,127.96875,122.0625,31.75,441.75,10245.0,128.79,120.73,110.3,74.33,75.25,2628.0,110.015,2.0077,1342.0,75.4,2562.0,74.33,1208.6,2.9585,2.03,4.689,1546.1,2.0731,17.96,459.1
2010-06-04 00:47:00,113.78125,0.8441,37.61,1.4639,350.25,3069.0,0.9607,78.49,1102.5,1.2182,116.421875,110.0,81.525,0.010786,135.9,471.5,90.3,1339.0,902.4,9905.0,9945.0,1894.25,376.1,667.9,951.5,14.12,0.8667,280.8,108.92968700000002,119.421875,127.96875,122.0625,31.75,441.75,10245.0,128.79,120.73,110.3,74.36,75.27,2628.0,110.015,2.0077,1342.0,75.4,2562.0,74.36,1208.4,2.9585,2.03,4.689,1546.1,2.0731,17.96,459.1
2010-06-04 00:48:00,113.78125,0.8441,37.61,1.4639,350.25,3069.0,0.9607,78.49,1102.25,1.2182,116.421875,110.0,81.525,0.010787,135.9,471.5,90.3,1339.0,902.4,9905.0,9945.0,1894.5,376.1,667.9,951.5,14.12,0.8667,280.8,108.92968700000002,119.421875,127.96875,122.0625,31.75,441.75,10245.0,128.79,120.73,110.3,74.35,75.25,2628.0,110.015,2.0077,1342.0,75.4,2562.0,74.29,1207.9,2.957,2.03,4.69,1546.1,2.0731,17.96,459.1
2010-06-04 00:49:00,113.78125,0.8438,37.61,1.4633,350.25,3069.0,0.9606,78.49,1102.25,1.2178,116.421875,110.0,81.525,0.010789,135.9,471.5,90.3,1339.0,902.4,9905.0,9945.0,1894.5,376.1,667.9,951.5,14.12,0.8665,280.8,108.92968700000002,119.421875,127.96875,122.0625,31.75,441.75,10245.0,128.79,120.73,110.3,74.35,75.23,2628.0,110.015,2.0077,1342.0,75.4,2562.0,74.28,1208.0,2.9565,2.03,4.69,1546.1,2.0731,17.96,459.1
2010-06-04 00:50:00,113.78125,0.8437,37.61,1.4632,350.25,3069.0,0.9606,78.49,1102.0,1.2176,116.42968700000002,110.0,81.525,0.010792,135.9,471.5,90.3,1339.0,902.4,9905.0,9945.0,1893.75,376.1,667.8,951.5,14.12,0.8664,280.8,108.92968700000002,119.4375,127.96875,122.0625,31.75,441.75,10242.0,128.79,120.73,110.3,74.35,75.23,2628.0,110.015,2.0077,1342.0,75.4,2562.0,74.27,1207.8,2.9565,2.03,4.69,1546.1,2.0731,17.94,459.1
2010-06-04 00:51:00,113.78125,0.8438,37.57,1.4633,350.25,3069.0,0.9606,78.49,1102.25,1.2177,116.42968700000002,110.0,81.525,0.010790000000000001,135.9,471.5,90.3,1339.0,902.4,9905.0,9945.0,1893.75,376.1,667.8,951.75,14.12,0.8662,280.6,108.92968700000002,119.4375,127.96875,122.0625,31.75,441.75,10243.0,128.79,120.73,110.3,74.35,75.17,2628.0,110.015,2.0077,1342.0,75.4,2562.0,74.26,1207.6,2.9565,2.03,4.69,1546.1,2.0731,17.94,459.1
