,@AD#,@BO#,@BP#,@C#,@CC#,@CD#,@CT#,@ES#,@EU#,@FV#,@GF#,@HE#,@JY#,@KC#,@KW#,@LE#,@MFS#,@MME#,@NIY#,@NKD#,@NQ#,@RS#,@RTY#,@S#,@SB#,@SF#,@SM#,@TU#,@TY#,@UB#,@US#,@VX#,@W#,@YM#,BD#,BL#,BX#,CRD#,EB#,EX#,EZ#,FVS#,IHO#,IRB#,LRC#,OAT#,QBZ#,QC#,QCL#,QGC#,QHG#,QHO#,QNG#,QPL#,QRB#,QSI#,QW#
2013-06-07 00:01:00,0.9481,48.21,1.5593,660.75,2364.0,0.9727,84.86,1620.75,1.3255,122.61718700000002,144.75,95.8,0.010374,131.3,736.5,120.025,1670.8,973.4,12690.0,12810.0,2946.5,617.1,979.4,1528.5,16.53,1.0786,454.1,110.109375,129.84375,153.75,141.21875,16.6,695.75,15018.0,143.8,126.24,131.56,94.86,103.82,2680.0,110.47,21.85,2.8915,2.837,1855.0,135.13,103.78,1567.0,94.85,1411.6,3.3285,2.8792,3.8160000000000003,1525.8,2.851,22.65,484.0
2013-06-07 00:02:00,0.9486,48.21,1.5595,660.75,2364.0,0.9729,84.86,1620.5,1.3257,122.61718700000002,144.75,95.8,0.010375,131.3,736.5,120.025,1670.8,973.4,12670.0,12810.0,2946.75,617.1,979.4,1528.5,16.53,1.0787,454.1,110.109375,129.828125,153.75,141.21875,16.6,695.75,15018.0,143.8,126.24,131.56,94.86,103.82,2680.0,110.47,21.85,2.8915,2.837,1855.0,135.13,103.78,1567.0,94.85,1411.8,3.3295,2.8792,3.8160000000000003,1525.8,2.851,22.65,484.0
2013-06-07 00:03:00,0.9487,48.21,1.5595,660.75,2364.0,0.9731,84.86,1620.75,1.3257,122.61718700000002,144.75,95.8,0.010378,131.3,736.5,120.025,1670.8,973.4,12670.0,12810.0,2946.25,617.1,979.4,1528.5,16.53,1.0786,454.1,110.109375,129.828125,153.75,141.21875,16.6,695.75,15015.0,143.8,126.24,131.56,94.86,103.82,2680.0,110.47,21.85,2.8915,2.837,1855.0,135.13,103.78,1567.0,94.86,1411.9,3.329,2.8792,3.8160000000000003,1525.7,2.851,22.655,484.0
2013-06-07 00:04:00,0.9486,48.21,1.5595,660.75,2364.0,0.9729,84.86,1621.0,1.3256,122.61718700000002,144.75,95.8,0.010376999999999999,131.3,736.5,120.025,1670.8,973.4,12670.0,12810.0,2946.5,617.1,979.4,1528.5,16.53,1.0784,454.1,110.109375,129.828125,153.75,141.21875,16.6,695.75,15017.0,143.8,126.24,131.56,94.86,103.82,2680.0,110.47,21.85,2.8915,2.837,1855.0,135.13,103.78,1567.0,94.84,1411.8,3.329,2.8792,3.8160000000000003,1525.7,2.851,22.655,484.0
2013-06-07 00:05:00,0.9488,48.22,1.5594,660.75,2364.0,0.9729,84.86,1621.25,1.3257,122.61718700000002,144.75,95.8,0.010374,131.3,736.5,120.025,1670.8,973.4,12690.0,12810.0,2947.25,617.1,979.6,1528.5,16.53,1.0787,454.1,110.109375,129.828125,153.75,141.21875,16.6,695.75,15022.0,143.8,126.24,131.56,94.86,103.82,2680.0,110.47,21.85,2.8915,2.837,1855.0,135.13,103.78,1567.0,94.86,1411.7,3.3285,2.8792,3.8160000000000003,1525.7,2.851,22.66,484.0
2013-06-07 00:06:00,0.9493,48.22,1.5595,660.75,2364.0,0.973,84.86,1621.25,1.3257,122.609375,144.75,95.8,0.010371,131.3,736.5,120.025,1670.8,973.4,12690.0,12810.0,2947.0,617.1,979.7,1528.5,16.53,1.0787,454.1,110.109375,129.828125,153.75,141.21875,16.6,695.75,15021.0,143.8,126.24,131.56,94.86,103.8,2680.0,110.47,21.85,2.8915,2.837,1855.0,135.13,103.78,1567.0,94.84,1411.7,3.3295,2.8792,3.8160000000000003,1525.2,2.851,22.645,484.0
2013-06-07 00:07:00,0.9495,48.22,1.5597,660.75,2364.0,0.9731,84.86,1622.0,1.3257,122.609375,144.75,95.8,0.010372,131.3,736.5,120.025,1670.8,973.4,12690.0,12810.0,2948.0,617.1,980.0,1528.5,16.53,1.0787,454.1,110.109375,129.828125,153.75,141.21875,16.6,695.75,15025.0,143.8,126.24,131.56,94.86,103.82,2680.0,110.47,21.85,2.8915,2.837,1855.0,135.13,103.78,1567.0,94.85,1411.5,3.33,2.8792,3.8160000000000003,1525.3,2.851,22.65,484.0
2013-06-07 00:08:00,0.9497,48.22,1.5599,660.75,2364.0,0.9734,84.86,1621.75,1.326,122.609375,144.75,95.8,0.010374,131.3,736.5,120.025,1670.8,973.4,12690.0,12810.0,2948.0,617.1,980.4,1528.5,16.53,1.079,454.1,110.109375,129.828125,153.75,141.21875,16.6,695.75,15024.0,143.8,126.24,131.56,94.86,103.81,2680.0,110.47,21.85,2.8915,2.837,1855.0,135.13,103.78,1567.0,94.85,1411.5,3.33,2.8792,3.8160000000000003,1525.5,2.851,22.65,484.0
2013-06-07 00:09:00,0.9496,48.23,1.5598,660.75,2364.0,0.9734,84.86,1622.0,1.3257,122.609375,144.75,95.8,0.010375,131.3,736.5,120.025,1670.8,973.4,12670.0,12810.0,2948.0,617.1,980.4,1528.5,16.53,1.0788,454.1,110.109375,129.828125,153.75,141.21875,16.6,695.75,15023.0,143.8,126.24,131.56,94.86,103.81,2680.0,110.47,21.85,2.8915,2.837,1855.0,135.13,103.78,1567.0,94.85,1411.4,3.33,2.8792,3.8160000000000003,1525.5,2.851,22.65,484.0
2013-06-07 00:10:00,0.9497,48.24,1.5601,660.75,2364.0,0.9735,84.86,1621.0,1.3259,122.625,144.75,95.8,0.010392,131.3,736.5,120.025,1670.8,973.4,12660.0,12795.0,2946.75,617.1,979.7,1528.5,16.53,1.079,454.1,110.109375,129.84375,153.78125,141.21875,16.6,695.75,15018.0,143.8,126.24,131.56,94.86,103.81,2680.0,110.47,21.85,2.8915,2.837,1855.0,135.13,103.78,1567.0,94.84,1411.8,3.329,2.8792,3.8160000000000003,1525.0,2.851,22.66,484.0
2013-06-07 00:11:00,0.9492,48.24,1.5604,660.75,2364.0,0.9732,84.86,1620.75,1.3261,122.63281200000002,144.75,95.8,0.010403,131.3,736.5,120.025,1670.8,973.4,12635.0,12795.0,2946.5,617.1,979.4,1528.5,16.53,1.0794,454.1,110.109375,129.859375,153.84375,141.28125,16.6,695.75,15016.0,143.8,126.24,131.56,94.86,103.8,2680.0,110.47,21.85,2.8915,2.837,1855.0,135.13,103.78,1567.0,94.85,1412.2,3.329,2.8792,3.8160000000000003,1525.8,2.851,22.67,484.0
2013-06-07 00:12:00,0.9489,48.24,1.56,660.75,2364.0,0.973,84.86,1620.75,1.3258,122.63281200000002,144.75,95.8,0.010395,131.3,736.5,120.025,1670.8,973.4,12650.0,12795.0,2946.5,617.1,979.3,1528.5,16.53,1.0789,454.0,110.109375,129.859375,153.84375,141.28125,16.6,695.75,15018.0,143.8,126.24,131.56,94.86,103.79,2680.0,110.47,21.85,2.8915,2.837,1855.0,135.13,103.78,1567.0,94.85,1411.9,3.329,2.8792,3.8160000000000003,1525.8,2.851,22.665,484.0
2013-06-07 00:13:00,0.9491,48.24,1.56,660.75,2364.0,0.9732,84.86,1621.0,1.3259,122.63281200000002,144.75,95.8,0.010397,131.3,736.5,120.025,1670.8,973.4,12655.0,12795.0,2947.0,617.1,979.3,1528.5,16.53,1.0788,454.0,110.109375,129.859375,153.84375,141.28125,16.6,695.75,15019.0,143.8,126.24,131.56,94.86,103.77,2680.0,110.47,21.85,2.8915,2.837,1855.0,135.13,103.78,1567.0,94.84,1411.8,3.329,2.8792,3.8160000000000003,1525.1,2.851,22.67,484.0
2013-06-07 00:14:00,0.9489,48.24,1.5598,660.75,2364.0,0.9731,84.86,1621.0,1.3258,122.63281200000002,144.75,95.8,0.010395999999999999,131.3,736.5,120.025,1670.8,973.4,12665.0,12795.0,2946.5,617.1,979.4,1528.5,16.53,1.0788,454.0,110.109375,129.890625,153.84375,141.28125,16.6,695.75,15018.0,143.8,126.24,131.56,94.86,103.77,2680.0,110.47,21.85,2.8915,2.837,1855.0,135.13,103.78,1567.0,94.83,1411.7,3.329,2.8792,3.8160000000000003,1524.9,2.851,22.67,484.0
2013-06-07 00:15:00,0.9495,48.24,1.5603,660.75,2364.0,0.9733,84.88,1620.75,1.326,122.640625,144.75,95.8,0.010403,131.3,736.5,120.025,1670.8,973.4,12635.0,12795.0,2946.25,617.1,979.4,1528.5,16.53,1.079,454.0,110.109375,129.875,153.84375,141.28125,16.6,695.75,15017.0,143.8,126.24,131.56,94.86,103.8,2680.0,110.47,21.85,2.8915,2.837,1855.0,135.13,103.78,1567.0,94.83,1411.8,3.329,2.8792,3.8160000000000003,1525.0,2.851,22.67,484.0
2013-06-07 00:16:00,0.9497,48.24,1.5603,660.75,2364.0,0.9734,84.88,1620.5,1.3261,122.640625,144.75,95.8,0.010412000000000001,131.3,736.5,120.025,1670.8,973.4,12620.0,12795.0,2945.5,617.1,979.1,1528.5,16.53,1.0795,454.0,110.109375,129.890625,153.90625,141.3125,16.6,695.75,15014.0,143.8,126.24,131.56,94.79,103.75,2680.0,110.47,21.85,2.8915,2.837,1855.0,135.13,103.78,1567.0,94.82,1412.5,3.329,2.8792,3.815,1525.9,2.851,22.665,484.0
