,@3N#,@AD#,@BO#,@BP#,@C#,@CC#,@CD#,@CT#,@ES#,@EU#,@FV#,@GF#,@HE#,@JY#,@KC#,@KW#,@LE#,@MFS#,@MME#,@NIY#,@NKD#,@NQ#,@RTY#,@S#,@SB#,@SF#,@SM#,@TU#,@TY#,@UB#,@US#,@VX#,@W#,@YM#,BD#,BL#,BX#,CRD#,EB#,EX#,EZ#,IHO#,IRB#,LRC#,QBZ#,QC#,QCL#,QGC#,QHG#,QHO#,QNG#,QPL#,QRB#,QSI#,QW#
2010-05-07 00:01:00,113.03906200000002,0.8883,37.99,1.4892,370.25,3137.0,0.9574,81.15,1128.75,1.2709,116.63281200000002,115.675,84.1,0.010787999999999999,132.6,517.25,96.1,1382.7,924.8,10465.0,10440.0,1897.0,672.5,957.75,13.33,0.8991,278.8,109.109375,119.46875,130.09375,122.5,28.85,505.25,10518.0,127.29,120.01,107.5,77.66,80.4,2487.0,109.745,2.1175,2.1486,1324.0,80.5,2390.0,77.65,1199.8,3.095,2.128,3.931,1662.5,2.1663,17.655,431.0
2010-05-07 00:02:00,113.03906200000002,0.8879,38.0,1.4889,370.25,3137.0,0.9573,81.15,1128.75,1.2711,116.63281200000002,115.675,84.1,0.010791,132.6,517.25,96.1,1382.7,924.8,10465.0,10440.0,1896.75,672.5,957.75,13.33,0.8992,278.8,109.109375,119.46875,130.09375,122.5,28.85,505.25,10516.0,127.29,120.01,107.5,77.65,80.44,2487.0,109.745,2.1175,2.1486,1324.0,80.5,2390.0,77.63,1199.8,3.095,2.128,3.931,1662.5,2.1663,17.655,431.0
2010-05-07 00:03:00,113.03906200000002,0.8884,38.0,1.4889,370.25,3137.0,0.9571,81.15,1129.0,1.2712,116.63281200000002,115.675,84.1,0.010797,132.6,517.25,96.1,1382.7,924.8,10465.0,10440.0,1896.5,672.5,957.5,13.33,0.8992,278.8,109.109375,119.484375,130.09375,122.53125,28.85,505.25,10517.0,127.29,120.01,107.5,77.65,80.43,2487.0,109.745,2.1175,2.1486,1324.0,80.5,2390.0,77.67,1199.8,3.095,2.128,3.931,1662.5,2.1663,17.655,431.0
2010-05-07 00:04:00,113.03906200000002,0.8886,38.0,1.4899,370.25,3137.0,0.9571,81.15,1129.0,1.2712,116.63281200000002,115.675,84.1,0.010801999999999999,132.6,517.25,96.1,1382.7,924.8,10465.0,10440.0,1896.5,672.5,957.5,13.33,0.8993,278.8,109.109375,119.46875,130.09375,122.53125,28.85,505.25,10517.0,127.29,120.01,107.5,77.65,80.43,2487.0,109.745,2.1175,2.1486,1324.0,80.5,2390.0,77.67,1199.9,3.095,2.128,3.931,1664.3,2.1663,17.645,431.0
2010-05-07 00:05:00,113.03906200000002,0.889,38.0,1.4901,370.25,3137.0,0.9572,81.15,1128.75,1.2714,116.63281200000002,115.675,84.1,0.010799,132.6,517.25,96.1,1382.7,924.8,10465.0,10440.0,1897.0,672.3,957.5,13.33,0.8994,278.8,109.109375,119.46875,130.09375,122.53125,28.85,505.25,10518.0,127.29,120.01,107.5,77.65,80.44,2487.0,109.745,2.1175,2.1486,1324.0,80.5,2390.0,77.66,1200.2,3.095,2.128,3.931,1664.3,2.1665,17.655,431.0
2010-05-07 00:06:00,113.03906200000002,0.8889,38.01,1.4915,370.25,3137.0,0.9575,81.15,1129.0,1.2724,116.625,115.675,84.1,0.010801999999999999,132.6,517.25,96.1,1382.7,924.8,10465.0,10440.0,1897.25,672.3,957.5,13.33,0.9,278.8,109.109375,119.453125,130.09375,122.53125,28.85,505.25,10518.0,127.29,120.01,107.5,77.71,80.5,2487.0,109.745,2.1175,2.1486,1324.0,80.5,2390.0,77.71,1199.9,3.095,2.128,3.931,1664.3,2.1667,17.665,431.0
2010-05-07 00:07:00,113.03906200000002,0.8886,38.01,1.4905,370.25,3137.0,0.9571,81.15,1128.75,1.2722,116.625,115.675,84.1,0.010801999999999999,132.6,517.25,96.1,1382.7,924.8,10465.0,10440.0,1896.75,672.3,957.5,13.33,0.8995,278.8,109.109375,119.453125,130.09375,122.53125,28.85,505.25,10518.0,127.29,120.01,107.5,77.71,80.45,2487.0,109.745,2.1175,2.1486,1324.0,80.5,2390.0,77.73,1200.1,3.095,2.128,3.931,1664.3,2.1667,17.665,431.0
2010-05-07 00:08:00,113.03906200000002,0.8892,38.01,1.4896,370.5,3137.0,0.9573,81.15,1128.75,1.2721,116.625,115.675,84.1,0.010806,132.6,517.25,96.1,1382.7,924.8,10465.0,10440.0,1896.75,672.3,957.75,13.33,0.8995,278.8,109.109375,119.484375,130.09375,122.53125,28.85,505.5,10518.0,127.29,120.01,107.5,77.7,80.45,2487.0,109.745,2.1175,2.1486,1324.0,80.5,2390.0,77.67,1199.9,3.099,2.128,3.931,1664.9,2.1667,17.665,431.0
2010-05-07 00:09:00,113.03906200000002,0.8891,38.01,1.4894,370.5,3137.0,0.9574,81.15,1128.75,1.272,116.640625,115.675,84.1,0.010806999999999999,132.6,517.25,96.1,1382.7,924.8,10465.0,10440.0,1896.75,672.3,957.75,13.33,0.8995,278.8,109.109375,119.5,130.09375,122.5625,28.85,505.5,10516.0,127.29,120.01,107.5,77.67,80.45,2487.0,109.745,2.1175,2.1486,1324.0,80.5,2390.0,77.69,1200.0,3.1005,2.128,3.931,1666.2,2.1667,17.68,431.0
2010-05-07 00:10:00,113.03906200000002,0.8887,38.01,1.4892,370.25,3137.0,0.9572,81.15,1128.75,1.2719,116.65625,115.675,84.1,0.010808,132.6,517.25,96.1,1382.7,924.8,10465.0,10440.0,1897.0,672.3,957.75,13.33,0.8992,278.8,109.109375,119.515625,130.09375,122.5625,28.85,505.5,10517.0,127.29,120.01,107.5,77.67,80.45,2487.0,109.745,2.1175,2.1486,1324.0,80.5,2390.0,77.69,1199.8,3.0995,2.128,3.931,1666.2,2.1667,17.665,431.0
2010-05-07 00:11:00,113.03906200000002,0.8887,38.01,1.4892,370.25,3137.0,0.9573,81.15,1129.75,1.2723,116.66406200000002,115.675,84.1,0.010817,132.6,517.25,96.1,1382.7,924.8,10465.0,10440.0,1897.5,672.6,958.0,13.33,0.8995,279.4,109.109375,119.515625,130.09375,122.5625,28.85,505.25,10522.0,127.29,120.01,107.5,77.67,80.45,2487.0,109.745,2.1175,2.1486,1324.0,80.5,2390.0,77.71,1200.2,3.098,2.128,3.931,1666.2,2.1667,17.665,431.0
2010-05-07 00:12:00,113.03906200000002,0.8885,38.0,1.4888,370.25,3137.0,0.9571,81.15,1129.0,1.2723,116.671875,115.675,84.1,0.010824,132.6,517.25,96.1,1382.7,924.8,10465.0,10440.0,1896.5,672.3,958.0,13.33,0.8994,279.4,109.109375,119.546875,130.09375,122.5625,28.85,505.25,10519.0,127.29,120.01,107.5,77.7,80.41,2487.0,109.745,2.1175,2.1486,1324.0,80.5,2390.0,77.68,1200.1,3.099,2.128,3.931,1663.8,2.1667,17.665,431.0
2010-05-07 00:13:00,113.03906200000002,0.8887,38.0,1.4892,370.25,3137.0,0.9572,81.15,1128.75,1.273,116.671875,115.675,84.1,0.010822,132.6,517.25,96.1,1382.7,924.8,10465.0,10440.0,1896.75,672.3,958.0,13.33,0.9,279.4,109.11718700000002,119.5625,130.09375,122.59375,28.85,505.25,10521.0,127.29,120.01,107.5,77.7,80.45,2487.0,109.745,2.1175,2.1486,1324.0,80.5,2390.0,77.72,1200.3,3.1,2.128,3.931,1663.8,2.1667,17.675,431.0
2010-05-07 00:14:00,113.03906200000002,0.8889,38.0,1.49,370.5,3137.0,0.9576,81.15,1129.25,1.2739,116.671875,115.675,84.1,0.010822,132.6,517.25,96.1,1382.7,924.8,10465.0,10440.0,1897.75,672.5,958.25,13.33,0.9004,279.4,109.11718700000002,119.53125,130.09375,122.5625,28.85,505.25,10525.0,127.29,120.01,107.5,77.74,80.45,2487.0,109.745,2.1175,2.1486,1324.0,80.5,2390.0,77.74,1200.1,3.1,2.128,3.931,1663.8,2.1667,17.675,431.0
2010-05-07 00:15:00,113.03906200000002,0.8887,38.01,1.4896,370.5,3137.0,0.9575,81.15,1129.25,1.2736,116.671875,115.675,84.1,0.010820999999999999,132.6,517.25,96.1,1382.7,924.8,10465.0,10440.0,1897.75,672.6,958.25,13.33,0.9,279.4,109.11718700000002,119.53125,130.09375,122.5625,28.85,505.25,10521.0,127.29,120.01,107.5,77.74,80.46,2487.0,109.745,2.1175,2.1486,1324.0,80.5,2390.0,77.73,1199.8,3.1,2.128,3.931,1663.8,2.1667,17.67,431.0
2010-05-07 00:16:00,113.03906200000002,0.889,38.01,1.4894,370.5,3137.0,0.9575,81.15,1129.25,1.2733,116.671875,115.675,84.1,0.010816,132.6,517.25,96.1,1382.7,924.8,10465.0,10440.0,1898.25,672.6,958.25,13.33,0.8998,279.4,109.11718700000002,119.546875,130.09375,122.5625,28.85,505.25,10522.0,127.29,120.01,107.5,77.73,80.46,2487.0,109.745,2.1175,2.1486,1324.0,80.5,2390.0,77.73,1199.8,3.1,2.128,3.931,1664.8,2.1667,17.665,431.0
2010-05-07 00:17:00,113.03906200000002,0.8889,38.01,1.49,370.5,3137.0,0.9576,81.15,1129.0,1.2731,116.67968700000002,115.675,84.1,0.010817,132.6,517.25,96.1,1382.7,924.8,10465.0,10440.0,1898.0,672.6,958.25,13.33,0.8996,279.4,109.11718700000002,119.546875,130.09375,122.5625,28.85,505.5,10522.0,127.29,120.01,107.5,77.73,80.46,2487.0,109.745,2.1175,2.1486,1324.0,80.5,2390.0,77.7,1199.8,3.1,2.128,3.931,1664.8,2.1666,17.665,431.0
2010-05-07 00:18:00,113.03906200000002,0.889,38.01,1.4897,370.75,3137.0,0.9575,81.15,1128.75,1.2731,116.67968700000002,115.675,84.1,0.010817,132.6,517.25,96.1,1382.7,924.8,10465.0,10440.0,1897.5,672.6,958.0,13.33,0.8995,279.4,109.11718700000002,119.546875,130.09375,122.5625,28.85,505.5,10520.0,127.29,120.01,107.5,77.73,80.46,2487.0,109.745,2.1175,2.1486,1324.0,80.5,2390.0,77.7,1199.8,3.1,2.128,3.931,1664.8,2.1666,17.665,431.0
2010-05-07 00:19:00,113.03906200000002,0.8891,38.01,1.4892,370.5,3137.0,0.9573,81.15,1129.25,1.2729,116.67968700000002,115.675,84.1,0.010813,132.6,517.25,96.1,1382.7,924.8,10465.0,10425.0,1897.75,672.6,958.25,13.33,0.8995,279.4,109.11718700000002,119.546875,130.09375,122.5625,28.85,505.5,10520.0,127.29,120.01,107.5,77.71,80.46,2487.0,109.745,2.1175,2.1486,1324.0,80.5,2390.0,77.69,1199.7,3.099,2.128,3.931,1664.8,2.1666,17.665,431.0
2010-05-07 00:20:00,113.03906200000002,0.8892,38.01,1.489,370.5,3137.0,0.9575,81.15,1129.0,1.2727,116.67968700000002,115.675,84.1,0.010814,132.6,517.25,96.1,1382.7,924.8,10465.0,10425.0,1897.5,672.6,958.0,13.33,0.8995,279.3,109.11718700000002,119.546875,130.09375,122.5625,28.85,505.5,10519.0,127.29,120.01,107.5,77.71,80.46,2487.0,109.745,2.1175,2.1486,1324.0,80.5,2390.0,77.67,1199.9,3.099,2.128,3.931,1664.8,2.1666,17.665,431.0
2010-05-07 00:21:00,113.03906200000002,0.8889,38.01,1.4885,370.75,3137.0,0.9574,81.15,1129.0,1.2724,116.66406200000002,115.675,84.1,0.010812,132.6,517.25,96.1,1382.7,924.8,10465.0,10425.0,1896.75,672.7,958.0,13.33,0.8995,279.3,109.11718700000002,119.546875,130.09375,122.5625,28.85,505.0,10518.0,127.29,120.01,107.5,77.62,80.42,2487.0,109.745,2.1175,2.1486,1324.0,80.5,2390.0,77.63,1199.7,3.099,2.128,3.931,1664.8,2.1665,17.68,431.0
2010-05-07 00:22:00,113.03906200000002,0.8889,38.01,1.4886,370.5,3137.0,0.957,81.15,1128.75,1.2722,116.66406200000002,115.675,84.15,0.010814,132.6,517.25,96.1,1382.7,924.8,10465.0,10425.0,1896.25,672.3,958.0,13.33,0.8991,279.3,109.11718700000002,119.546875,130.09375,122.5625,28.85,505.0,10518.0,127.29,120.01,107.5,77.62,80.42,2487.0,109.745,2.1175,2.1486,1324.0,80.5,2390.0,77.63,1199.7,3.098,2.128,3.931,1664.8,2.1665,17.685,431.0
2010-05-07 00:23:00,113.03906200000002,0.8889,38.01,1.4879,370.5,3137.0,0.9568,81.15,1128.5,1.2719,116.671875,115.675,84.15,0.010816,132.6,517.25,96.1,1382.7,924.8,10465.0,10425.0,1896.0,672.3,958.0,13.33,0.8991,279.3,109.11718700000002,119.546875,130.09375,122.5625,28.85,505.0,10515.0,127.29,120.01,107.5,77.62,80.42,2487.0,109.745,2.1175,2.1486,1324.0,80.5,2390.0,77.66,1199.8,3.098,2.128,3.931,1664.8,2.1665,17.685,431.0
2010-05-07 00:24:00,113.03906200000002,0.889,38.01,1.488,370.5,3137.0,0.957,81.15,1128.5,1.2718,116.6875,115.675,84.15,0.010817,132.6,517.25,96.1,1382.7,924.8,10465.0,10425.0,1896.25,672.2,958.0,13.33,0.8993,279.3,109.11718700000002,119.5625,130.09375,122.59375,28.85,505.0,10517.0,127.29,120.01,107.5,77.65,80.45,2487.0,109.745,2.1175,2.1486,1324.0,80.5,2390.0,77.64,1199.6,3.098,2.128,3.931,1664.8,2.1665,17.685,431.0
2010-05-07 00:25:00,113.03906200000002,0.8887,38.01,1.4877,370.5,3137.0,0.9569,81.15,1128.75,1.2714,116.703125,115.675,84.15,0.010815,132.6,517.25,96.1,1382.7,924.8,10465.0,10425.0,1896.0,672.1,958.0,13.33,0.899,279.3,109.125,119.59375,130.09375,122.625,28.85,505.0,10517.0,127.29,120.01,107.5,77.65,80.45,2487.0,109.745,2.1175,2.1486,1324.0,80.5,2390.0,77.65,1199.8,3.1005,2.128,3.931,1664.8,2.1665,17.685,431.0
2010-05-07 00:26:00,113.03906200000002,0.8885,38.01,1.487,370.5,3137.0,0.9567,81.15,1127.75,1.2709,116.71093700000002,115.675,84.15,0.01082,132.6,517.25,96.1,1382.7,924.8,10465.0,10425.0,1895.25,671.7,958.0,13.33,0.8987,279.3,109.125,119.625,130.09375,122.65625,28.85,505.0,10512.0,127.29,120.01,107.5,77.62,80.45,2487.0,109.745,2.1175,2.1486,1324.0,80.5,2390.0,77.62,1199.8,3.103,2.128,3.931,1664.8,2.1665,17.685,431.0
2010-05-07 00:27:00,113.03906200000002,0.8887,38.01,1.4875,370.5,3137.0,0.9568,81.15,1128.0,1.2715,116.71875,115.675,84.15,0.010817,132.6,517.25,96.1,1382.7,924.8,10465.0,10425.0,1895.5,671.5,958.0,13.33,0.8991,279.3,109.140625,119.625,130.09375,122.65625,28.85,505.0,10513.0,127.29,120.01,107.5,77.62,80.43,2487.0,109.745,2.1175,2.1486,1324.0,80.5,2390.0,77.63,1199.6,3.1025,2.1268,3.931,1664.8,2.1665,17.685,431.0
2010-05-07 00:28:00,113.03906200000002,0.8886,38.01,1.4875,370.5,3137.0,0.9571,81.15,1128.5,1.2716,116.71875,115.675,84.15,0.010812,132.6,517.25,96.1,1382.7,924.8,10465.0,10425.0,1895.75,671.5,958.0,13.33,0.8993,279.3,109.140625,119.609375,130.09375,122.625,28.85,505.0,10513.0,127.29,120.01,107.5,77.62,80.43,2487.0,109.745,2.1175,2.1486,1324.0,80.5,2390.0,77.62,1199.5,3.101,2.1268,3.931,1665.8,2.1665,17.69,431.0
2010-05-07 00:29:00,113.03906200000002,0.8884,38.01,1.4871,370.5,3137.0,0.957,81.15,1128.5,1.2712,116.71875,115.675,84.15,0.010816,132.6,517.25,96.1,1382.7,924.8,10465.0,10425.0,1895.75,671.5,958.0,13.33,0.8992,279.3,109.125,119.625,130.09375,122.65625,28.85,505.0,10514.0,127.29,120.01,107.5,77.6,80.43,2487.0,109.745,2.1175,2.1486,1324.0,80.5,2390.0,77.61,1199.8,3.101,2.1268,3.931,1665.4,2.1665,17.69,431.0
2010-05-07 00:30:00,113.03906200000002,0.8886,38.01,1.487,370.5,3137.0,0.9569,81.15,1129.25,1.272,116.71875,115.675,84.15,0.010819,132.6,517.25,96.1,1382.7,924.8,10465.0,10425.0,1898.25,672.0,958.0,13.33,0.8994,279.3,109.125,119.625,130.09375,122.625,28.85,505.0,10518.0,127.29,120.01,107.5,77.6,80.43,2487.0,109.745,2.1175,2.1486,1324.0,80.5,2390.0,77.64,1199.6,3.105,2.1268,3.931,1665.4,2.1665,17.69,431.0
2010-05-07 00:31:00,113.03906200000002,0.8885,38.01,1.4871,370.5,3137.0,0.9571,81.15,1129.25,1.2716,116.71875,115.675,84.15,0.010819,132.6,517.25,96.1,1382.7,924.8,10465.0,10425.0,1897.75,672.0,958.25,13.33,0.8994,279.3,109.125,119.625,130.09375,122.65625,28.85,505.0,10520.0,127.29,120.01,107.5,77.6,80.43,2487.0,109.745,2.1175,2.1486,1324.0,80.5,2390.0,77.64,1199.5,3.101,2.1268,3.931,1665.4,2.1665,17.665,431.0
2010-05-07 00:32:00,113.03906200000002,0.8885,38.01,1.4865,370.5,3137.0,0.9571,81.15,1129.5,1.2717,116.71093700000002,115.675,84.15,0.01082,132.6,517.25,96.1,1382.7,924.8,10465.0,10425.0,1897.5,672.5,958.25,13.33,0.8992,279.3,109.125,119.609375,130.09375,122.65625,28.85,505.25,10522.0,127.29,120.01,107.5,77.6,80.42,2487.0,109.745,2.1175,2.1486,1324.0,80.5,2390.0,77.63,1199.7,3.101,2.1268,3.927,1665.4,2.1665,17.655,431.0
2010-05-07 00:33:00,113.03906200000002,0.8886,38.01,1.4868,370.5,3137.0,0.9569,81.15,1129.75,1.2716,116.71093700000002,115.675,84.15,0.010822,132.6,517.25,96.1,1382.7,924.8,10465.0,10425.0,1898.0,672.5,958.25,13.33,0.8994,279.3,109.125,119.609375,130.09375,122.59375,28.85,505.25,10522.0,127.29,120.01,107.5,77.66,80.44,2487.0,109.745,2.1175,2.1486,1324.0,80.5,2390.0,77.62,1199.7,3.1,2.1261,3.928,1666.0,2.1665,17.65,431.0
2010-05-07 00:34:00,113.03906200000002,0.8888,38.01,1.4871,370.5,3137.0,0.957,81.15,1129.75,1.2717,116.6875,115.675,84.15,0.010817,132.6,517.25,96.1,1382.7,924.8,10465.0,10430.0,1898.75,672.5,958.25,13.33,0.8992,279.5,109.11718700000002,119.578125,130.09375,122.5625,28.85,505.25,10523.0,127.29,120.01,107.5,77.68,80.48,2487.0,109.745,2.1175,2.1486,1324.0,80.5,2390.0,77.67,1199.7,3.1,2.1261,3.929,1666.0,2.1665,17.64,431.0
2010-05-07 00:35:00,113.03906200000002,0.8889,38.01,1.4872,370.5,3137.0,0.9571,81.15,1130.0,1.2717,116.67968700000002,115.675,84.15,0.010818000000000001,132.6,517.25,96.1,1382.7,924.8,10465.0,10430.0,1899.0,673.2,958.25,13.33,0.899,279.5,109.11718700000002,119.546875,130.09375,122.5625,28.85,505.25,10523.0,127.29,120.01,107.5,77.66,80.59,2487.0,109.745,2.1175,2.1486,1324.0,80.5,2390.0,77.69,1199.7,3.1,2.1261,3.93,1666.0,2.1665,17.64,431.0
2010-05-07 00:36:00,113.03906200000002,0.8888,38.01,1.487,370.5,3137.0,0.9569,81.15,1129.5,1.2718,116.69531200000002,115.675,84.15,0.01082,132.6,517.25,96.1,1382.7,924.8,10465.0,10430.0,1898.0,673.2,957.75,13.33,0.899,279.4,109.11718700000002,119.578125,130.09375,122.5625,28.85,505.0,10521.0,127.29,120.01,107.5,77.68,80.54,2487.0,109.745,2.1175,2.1486,1324.0,80.5,2390.0,77.64,1199.8,3.1,2.1261,3.926,1666.0,2.1665,17.64,431.0
2010-05-07 00:37:00,113.03906200000002,0.8888,38.01,1.4869,370.5,3137.0,0.9568,81.15,1129.0,1.2719,116.69531200000002,115.675,84.15,0.010819,132.6,517.25,96.1,1382.7,924.8,10465.0,10430.0,1897.5,672.0,957.75,13.33,0.899,279.4,109.125,119.578125,130.09375,122.5625,28.85,504.5,10520.0,127.29,120.01,107.5,77.63,80.54,2487.0,109.745,2.1175,2.1486,1324.0,80.5,2390.0,77.61,1199.8,3.1005,2.1261,3.927,1666.0,2.1665,17.64,431.0
2010-05-07 00:38:00,113.03906200000002,0.8886,38.01,1.4869,370.5,3137.0,0.9568,81.15,1129.0,1.2716,116.703125,115.675,84.15,0.010826,132.6,517.25,96.1,1382.7,924.8,10465.0,10430.0,1897.5,672.0,957.75,13.33,0.899,279.4,109.125,119.59375,130.09375,122.59375,28.85,504.5,10517.0,127.29,120.01,107.5,77.55,80.42,2487.0,109.745,2.1175,2.1486,1324.0,80.5,2390.0,77.54,1200.4,3.1005,2.126,3.923,1666.0,2.1665,17.65,431.0
2010-05-07 00:39:00,113.03906200000002,0.8886,37.99,1.4869,370.75,3137.0,0.9567,81.15,1128.25,1.2713,116.71093700000002,115.675,84.15,0.01083,132.6,517.25,96.1,1382.7,924.8,10465.0,10425.0,1896.5,672.0,957.75,13.33,0.899,279.4,109.13281200000002,119.625,130.09375,122.65625,28.85,505.0,10515.0,127.29,120.01,107.5,77.53,80.43,2487.0,109.745,2.1175,2.1486,1324.0,80.5,2390.0,77.53,1200.7,3.0995,2.126,3.923,1666.0,2.1665,17.645,431.0
2010-05-07 00:40:00,113.03906200000002,0.888,37.99,1.4862,370.75,3137.0,0.9563,81.15,1128.0,1.2703,116.734375,115.675,84.15,0.010845,132.6,517.25,96.1,1382.7,924.8,10465.0,10425.0,1894.75,671.3,957.75,13.33,0.8985,279.4,109.13281200000002,119.65625,130.09375,122.6875,28.85,505.0,10508.0,127.29,120.01,107.5,77.5,80.4,2487.0,109.745,2.1175,2.1486,1324.0,80.5,2390.0,77.49,1200.8,3.1,2.126,3.9219999999999997,1666.0,2.163,17.64,431.0
2010-05-07 00:41:00,113.03906200000002,0.8879,37.99,1.4856,370.5,3137.0,0.9564,81.15,1128.0,1.2704,116.72656200000002,115.675,84.15,0.010839,132.6,517.25,96.1,1382.7,924.8,10465.0,10425.0,1894.5,671.3,957.75,13.33,0.8981,279.4,109.13281200000002,119.640625,130.09375,122.65625,28.85,505.0,10509.0,127.29,120.01,107.5,77.46,80.38,2487.0,109.745,2.1175,2.1486,1324.0,80.5,2390.0,77.47,1200.4,3.0975,2.126,3.924,1666.0,2.163,17.645,431.0
2010-05-07 00:42:00,113.03906200000002,0.8884,37.99,1.4856,370.5,3137.0,0.9562,81.15,1128.0,1.2702,116.71875,115.675,84.15,0.01084,132.6,517.25,96.1,1382.7,924.8,10465.0,10425.0,1894.75,671.3,957.75,13.33,0.8983,279.4,109.13281200000002,119.625,130.09375,122.65625,28.85,504.5,10511.0,127.29,120.01,107.5,77.46,80.38,2487.0,109.745,2.1175,2.1486,1324.0,80.5,2390.0,77.47,1201.0,3.1,2.126,3.925,1667.2,2.163,17.64,431.0
2010-05-07 00:43:00,113.03906200000002,0.888,37.99,1.4831,370.5,3137.0,0.9561,81.15,1127.25,1.2705,116.74218700000002,115.675,84.15,0.010864,132.6,517.25,96.1,1382.7,924.8,10465.0,10425.0,1893.75,671.3,957.75,13.33,0.8982,279.4,109.14843700000002,119.65625,130.09375,122.6875,28.85,504.5,10504.0,127.29,120.01,107.5,77.46,80.38,2487.0,109.745,2.1175,2.1486,1324.0,80.5,2390.0,77.46,1200.9,3.099,2.126,3.925,1667.2,2.163,17.63,431.0
2010-05-07 00:44:00,113.03906200000002,0.8877,37.98,1.4819,370.5,3137.0,0.9558,81.15,1127.5,1.2696,116.74218700000002,115.675,84.15,0.010870999999999999,132.6,517.25,96.1,1382.7,924.8,10465.0,10405.0,1893.75,671.0,957.75,13.33,0.8978,279.4,109.140625,119.65625,130.09375,122.71875,28.85,504.5,10504.0,127.29,120.01,107.5,77.44,80.35,2487.0,109.745,2.1175,2.1486,1324.0,80.5,2390.0,77.43,1200.7,3.097,2.126,3.925,1667.2,2.163,17.62,431.0
2010-05-07 00:45:00,113.03906200000002,0.8876,37.98,1.4826,370.5,3137.0,0.9558,81.15,1127.0,1.2696,116.75,115.675,84.15,0.010864,132.6,517.25,96.1,1382.7,924.8,10465.0,10405.0,1892.5,670.7,957.75,13.33,0.8978,279.4,109.13281200000002,119.671875,130.09375,122.71875,28.85,504.5,10500.0,127.29,120.01,107.5,77.44,80.35,2487.0,109.745,2.1175,2.1486,1324.0,80.5,2390.0,77.43,1200.2,3.092,2.1235,3.924,1667.6,2.163,17.605,431.0
2010-05-07 00:46:00,113.03906200000002,0.8877,37.98,1.4811,370.5,3137.0,0.9559,81.15,1126.25,1.2697,116.734375,115.675,84.15,0.010859,132.6,517.25,96.1,1382.7,924.8,10465.0,10405.0,1892.25,670.8,957.75,13.33,0.8979,279.4,109.13281200000002,119.640625,130.09375,122.6875,28.85,504.5,10498.0,127.29,120.01,107.5,77.44,80.35,2487.0,109.745,2.1175,2.1486,1324.0,80.5,2390.0,77.47,1200.3,3.09,2.1249,3.923,1667.6,2.163,17.6,431.0
2010-05-07 00:47:00,113.03906200000002,0.8877,37.98,1.4821,370.5,3137.0,0.9558,81.15,1126.25,1.2693,116.734375,115.675,84.15,0.010851000000000001,132.6,517.25,96.1,1382.7,924.8,10465.0,10405.0,1892.0,670.5,957.75,13.33,0.8983,279.4,109.13281200000002,119.65625,130.09375,122.71875,28.85,505.0,10496.0,127.29,120.01,107.5,77.45,80.35,2487.0,109.745,2.1175,2.1486,1324.0,80.5,2390.0,77.48,1200.3,3.091,2.1249,3.923,1667.6,2.163,17.625,431.0
2010-05-07 00:48:00,113.03906200000002,0.888,37.98,1.4818,370.5,3137.0,0.9562,81.15,1126.5,1.2702,116.72656200000002,115.675,84.15,0.010848,132.6,517.25,96.1,1382.7,924.8,10465.0,10405.0,1892.75,670.5,957.75,13.33,0.8986,279.4,109.13281200000002,119.625,130.09375,122.6875,28.85,505.0,10498.0,127.29,120.01,107.5,77.48,80.35,2487.0,109.745,2.1175,2.1486,1324.0,80.5,2390.0,77.53,1200.4,3.09,2.125,3.924,1666.0,2.163,17.63,431.0
2010-05-07 00:49:00,113.03906200000002,0.8877,37.98,1.4816,370.5,3137.0,0.9561,81.15,1126.5,1.2702,116.71875,115.675,84.15,0.010844,132.6,517.25,96.1,1382.7,924.8,10465.0,10405.0,1892.75,670.7,958.0,13.33,0.8988,279.4,109.125,119.609375,130.09375,122.65625,28.85,505.0,10498.0,127.29,120.01,107.5,77.48,80.35,2487.0,109.745,2.1175,2.1486,1324.0,80.5,2390.0,77.52,1200.3,3.0915,2.125,3.924,1666.0,2.163,17.625,431.0
2010-05-07 00:50:00,113.03906200000002,0.8875,37.98,1.4806,370.5,3137.0,0.9558,81.15,1126.25,1.2699,116.72656200000002,115.675,84.15,0.010858,132.6,517.25,96.1,1382.7,924.8,10465.0,10405.0,1892.5,670.4,958.0,13.33,0.8987,279.4,109.125,119.625,130.09375,122.6875,28.85,505.0,10496.0,127.29,120.01,107.5,77.49,80.35,2487.0,109.745,2.1175,2.1486,1324.0,80.5,2390.0,77.46,1200.2,3.0915,2.125,3.924,1667.0,2.163,17.615,431.0
2010-05-07 00:51:00,113.03906200000002,0.8871,37.98,1.4791,370.5,3137.0,0.9556,81.15,1126.25,1.2693,116.72656200000002,115.675,84.15,0.01086,132.6,517.25,96.1,1382.7,924.8,10465.0,10405.0,1893.0,670.4,958.0,13.33,0.898,279.4,109.125,119.625,130.09375,122.6875,28.85,505.5,10497.0,127.29,120.01,107.5,77.46,80.35,2487.0,109.745,2.1175,2.1486,1324.0,80.5,2390.0,77.45,1200.2,3.091,2.125,3.923,1667.0,2.163,17.62,431.0
