,@AD#,@BO#,@BP#,@BTC#,@C#,@CC#,@CD#,@CT#,@ES#,@EU#,@FV#,@GF#,@HE#,@JY#,@KC#,@KW#,@LE#,@MFS#,@MME#,@NIY#,@NKD#,@NQ#,@RS#,@RTY#,@S#,@SB#,@SF#,@SM#,@TN#,@TU#,@TY#,@UB#,@US#,@VX#,@W#,@YM#,BD#,BL#,BX#,CRD#,EB#,EX#,EZ#,FVS#,GAS#,IHO#,IRB#,LRC#,OAT#,QBZ#,QC#,QCL#,QGC#,QHG#,QHO#,QNG#,QPL#,QRB#,QSI#,QW#
2020-06-05 00:01:00,0.6953,27.88,1.26,9900.0,329.75,2400.0,0.74095,60.06,3125.0,1.1341,125.1015625,135.25,53.925,0.0091565,98.4,475.25,98.125,1836.5,990.5,22800.0,22810.0,9656.25,463.4,1465.4,871.25,11.79,1.0464,290.6,154.859375,110.30859375,137.78125,209.15625,173.9375,26.45,527.5,26397.0,173.48,134.03,203.64,37.48,40.09,3273.0,111.96,26.2,322.25,1.0836,1.1556,1205.0,167.1,40.09,1898.0,37.4,1714.9,2.489,1.0811,1.825,862.9,1.1536,17.94,387.3
2020-06-05 00:02:00,0.6953,27.88,1.26,9900.0,329.75,2400.0,0.74095,60.06,3124.5,1.13415,125.09375,135.25,53.925,0.009158,98.4,475.25,98.125,1836.5,990.3,22800.0,22810.0,9655.0,463.4,1465.7,871.25,11.79,1.0463,290.6,154.84375,110.30859375,137.765625,209.0625,173.90625,26.45,527.5,26393.0,173.45,134.03,203.64,37.48,40.1,3274.0,111.96,26.2,322.5,1.0836,1.1556,1205.0,167.1,40.1,1898.0,37.4,1715.7,2.4895,1.0813,1.825,862.9,1.154,17.94,387.3
2020-06-05 00:03:00,0.6953,27.88,1.2598,9900.0,329.75,2400.0,0.74095,60.03,3124.5,1.13415,125.09375,135.25,53.925,0.009159,98.4,475.25,98.125,1836.5,990.3,22795.0,22810.0,9655.5,463.4,1465.8,871.25,11.79,1.0463,290.6,154.828125,110.3125,137.765625,209.03125,173.84375,26.45,527.25,26394.0,173.45,134.03,203.64,37.48,40.1,3272.0,111.96,26.2,322.5,1.0836,1.1556,1205.0,167.1,40.1,1898.0,37.4,1715.6,2.4895,1.0813,1.825,862.9,1.1542,17.94,387.3
2020-06-05 00:04:00,0.6953,27.88,1.26,9910.0,329.75,2400.0,0.741,60.03,3124.5,1.13425,125.1015625,135.25,53.925,0.0091595,98.4,475.25,98.125,1836.5,990.3,22785.0,22810.0,9654.75,463.4,1465.6,871.25,11.79,1.0464,290.6,154.84375,110.3125,137.78125,209.125,173.90625,26.45,527.5,26392.0,173.47,134.03,203.64,37.48,40.13,3272.0,111.96,26.2,322.75,1.0836,1.1556,1205.0,167.1,40.1,1898.0,37.44,1715.9,2.4895,1.0817,1.825,862.9,1.155,17.945,387.3
2020-06-05 00:05:00,0.6953,27.88,1.2599,9910.0,329.75,2400.0,0.741,60.03,3124.75,1.13425,125.09375,135.25,53.925,0.00916,98.4,475.25,98.125,1836.5,990.3,22795.0,22810.0,9654.5,463.4,1465.5,871.25,11.79,1.0464,290.6,154.84375,110.3125,137.765625,209.125,173.90625,26.45,527.5,26393.0,173.46,134.03,203.64,37.48,40.14,3274.0,111.96,26.2,323.0,1.0836,1.1556,1205.0,167.1,40.1,1898.0,37.44,1716.1,2.49,1.0827,1.825,863.1,1.1555,17.945,387.3
2020-06-05 00:06:00,0.6954,27.89,1.2598,9905.0,329.75,2400.0,0.74095,60.03,3125.0,1.13425,125.09375,135.25,53.925,0.0091605,98.4,475.25,98.125,1836.5,990.3,22790.0,22810.0,9655.5,463.4,1465.7,871.25,11.79,1.0464,290.6,154.84375,110.3125,137.765625,209.09375,173.90625,26.45,527.5,26393.0,173.45,134.03,203.64,37.48,40.19,3273.0,111.96,26.2,323.0,1.0836,1.1556,1205.0,167.1,40.17,1898.0,37.48,1716.0,2.491,1.0837,1.825,862.8,1.1562,17.95,387.3
2020-06-05 00:07:00,0.6953,27.91,1.2598,9905.0,329.75,2400.0,0.7409,60.03,3124.75,1.1342,125.1015625,135.25,53.925,0.0091615,98.4,475.25,98.125,1836.5,990.3,22785.0,22810.0,9654.5,463.4,1465.3,871.25,11.79,1.0464,290.6,154.859375,110.3125,137.78125,209.1875,173.9375,26.45,527.5,26391.0,173.46,134.03,203.64,37.48,40.16,3275.0,111.96,26.2,323.0,1.0836,1.1556,1205.0,167.1,40.15,1898.0,37.45,1716.2,2.491,1.0837,1.825,862.8,1.1562,17.955,387.3
2020-06-05 00:08:00,0.6953,27.91,1.2598,9905.0,329.75,2400.0,0.7409,60.03,3124.5,1.134,125.1015625,135.25,53.925,0.0091605,98.4,475.25,98.125,1836.5,990.3,22785.0,22810.0,9654.25,463.4,1465.5,871.5,11.79,1.0463,290.5,154.859375,110.3125,137.78125,209.1875,173.9375,26.45,527.5,26392.0,173.46,134.03,203.64,37.48,40.16,3275.0,111.96,26.2,323.0,1.0836,1.1556,1205.0,167.1,40.15,1898.0,37.48,1716.1,2.4915,1.0837,1.825,862.8,1.1562,17.96,387.3
2020-06-05 00:09:00,0.6952,27.91,1.2597,9910.0,329.75,2400.0,0.7409,60.03,3125.0,1.134,125.1015625,135.25,53.925,0.0091595,98.4,475.25,98.125,1836.5,990.3,22795.0,22810.0,9655.75,463.4,1465.6,871.25,11.79,1.0463,290.5,154.859375,110.3125,137.78125,209.1875,173.96875,26.4,527.5,26395.0,173.46,134.03,203.64,37.48,40.17,3278.0,111.96,26.2,323.0,1.0836,1.1556,1205.0,167.1,40.15,1898.0,37.5,1716.1,2.4915,1.0834,1.825,863.3,1.1562,17.96,387.3
2020-06-05 00:10:00,0.6953,27.9,1.2597,9910.0,329.75,2400.0,0.7409,60.03,3124.75,1.134,125.1015625,135.25,53.925,0.0091595,98.4,475.25,98.125,1836.5,990.3,22790.0,22810.0,9655.25,463.4,1465.6,871.25,11.79,1.0464,290.5,154.859375,110.3125,137.78125,209.1875,173.96875,26.4,527.5,26392.0,173.46,134.03,203.64,37.48,40.18,3277.0,111.96,26.2,323.0,1.0836,1.1556,1205.0,167.1,40.15,1898.0,37.48,1716.2,2.491,1.0833,1.825,863.3,1.1566,17.955,387.3
