,@AD#,@BO#,@BP#,@C#,@CC#,@CD#,@CT#,@ES#,@EU#,@FV#,@GF#,@HE#,@JY#,@KC#,@KW#,@LE#,@NIY#,@NKD#,@NQ#,@RTY#,@S#,@SB#,@SF#,@SM#,@TU#,@TY#,@US#,@VX#,@W#,@YM#,BD#,BL#,BX#,CRD#,EB#,EX#,EZ#,IHO#,IRB#,QBZ#,QC#,QCL#,QGC#,QHG#,QHO#,QNG#,QPL#,QRB#,QSI#,QW#
2008-11-07 03:11:00,0.6655,34.6,1.5638,384.75,1930.0,0.8336,43.36,921.0,1.2779,115.66406200000002,99.3,55.25,0.010275,116.5,568.25,93.475,8690.0,8760.0,1260.0,503.7,917.75,12.02,0.8537,266.6,108.11718700000002,115.515625,117.15625,57.21,528.0,8836.0,117.44,113.195,93.36,61.2,57.8,2556.0,106.19,19779.0,13329.0,57.44,1266.0,61.24,741.1,1.756,1.9511,6.925,870.0,1.3567,10.235,330.1
2008-11-07 03:12:00,0.6658,34.6,1.5645,384.75,1930.0,0.8336,43.36,921.25,1.2778,115.66406200000002,99.3,55.25,0.010278,116.5,568.25,93.475,8690.0,8770.0,1260.0,503.7,917.75,12.04,0.8534,266.6,108.11718700000002,115.515625,117.171875,57.21,528.0,8838.0,117.45,113.2,93.36,61.24,57.78,2557.0,106.195,19779.0,13329.0,57.44,1266.0,61.3,741.4,1.756,1.9511,6.925,874.9,1.3567,10.235,330.1
2008-11-07 03:13:00,0.6658,34.6,1.5645,384.75,1930.0,0.8333,43.36,921.25,1.278,115.65625,99.3,55.25,0.010273000000000001,116.5,568.25,93.475,8690.0,8780.0,1260.75,503.7,917.75,12.05,0.8535,266.6,108.109375,115.484375,117.171875,57.21,528.0,8839.0,117.38,113.135,93.36,61.31,57.81,2555.0,106.17,19779.0,13329.0,57.44,1266.0,61.36,741.2,1.7565,1.9511,6.925,874.9,1.3567,10.235,330.1
2008-11-07 03:14:00,0.667,34.6,1.5657,384.75,1930.0,0.8334,43.32,922.75,1.2786,115.640625,99.3,55.25,0.01027,116.5,568.25,93.475,8690.0,8780.0,1262.75,504.6,917.75,12.03,0.8537,266.6,108.10156200000002,115.484375,117.140625,57.21,528.0,8855.0,117.36,113.125,93.36,61.35,57.81,2564.0,106.165,19779.0,13329.0,57.44,1266.0,61.34,741.8,1.7545,1.9542,6.925,874.9,1.3567,10.27,330.1
2008-11-07 03:15:00,0.6669,34.6,1.5632,384.75,1930.0,0.8338,43.32,922.25,1.2779,115.64843700000002,99.3,55.25,0.010277,116.5,568.25,93.475,8690.0,8780.0,1262.0,504.6,919.25,12.03,0.8533,266.6,108.10156200000002,115.5,117.140625,57.21,528.0,8846.0,117.37,113.12,93.34,61.38,57.86,2559.0,106.16,19779.0,13329.0,57.44,1266.0,61.37,741.5,1.758,1.9542,6.925,874.9,1.3567,10.255,330.1
2008-11-07 03:16:00,0.6669,34.6,1.5651,384.75,1930.0,0.8333,43.32,923.25,1.2785,115.640625,99.3,55.25,0.01028,116.5,568.25,93.475,8690.0,8790.0,1263.75,504.4,919.25,12.02,0.8533,266.6,108.10156200000002,115.5,117.15625,57.21,528.0,8856.0,117.36,113.11,93.34,61.4,57.82,2565.0,106.16,19779.0,13329.0,57.44,1266.0,61.4,741.5,1.758,1.9542,6.925,874.9,1.3567,10.255,330.1
2008-11-07 03:17:00,0.6675,34.54,1.5657,384.75,1930.0,0.8333,43.32,924.0,1.2789,115.64843700000002,99.3,55.25,0.010277,116.5,568.25,93.475,8690.0,8795.0,1263.5,504.4,919.25,12.0,0.8539,266.6,108.09375,115.5,117.15625,57.21,528.0,8857.0,117.38,113.13,93.38,61.4,57.87,2567.0,106.165,19779.0,13329.0,57.44,1266.0,61.4,742.0,1.758,1.9542,6.925,874.9,1.3567,10.255,330.1
2008-11-07 03:18:00,0.667,34.54,1.5659,384.0,1930.0,0.8333,43.32,924.25,1.2782,115.640625,99.3,55.25,0.010275,116.5,568.25,93.475,8690.0,8810.0,1264.5,505.5,919.25,12.0,0.8537,266.6,108.09375,115.484375,117.15625,57.21,528.0,8865.0,117.38,113.135,93.38,61.46,57.93,2569.0,106.17,19779.0,13329.0,57.44,1266.0,61.45,742.1,1.758,1.9542,6.925,874.8,1.357,10.26,330.1
2008-11-07 03:19:00,0.667,34.54,1.5662,384.0,1930.0,0.8343,43.32,924.0,1.2783,115.640625,99.3,55.25,0.010275,116.5,568.25,93.475,8690.0,8840.0,1263.5,505.5,919.25,11.98,0.8535,266.6,108.09375,115.484375,117.15625,57.21,528.25,8861.0,117.43,113.165,93.38,61.64,58.17,2563.0,106.185,19779.0,13329.0,57.44,1266.0,61.67,742.0,1.7615,1.9597,6.925,874.8,1.357,10.285,330.1
2008-11-07 03:20:00,0.6677,34.54,1.5652,384.75,1930.0,0.8345,43.32,924.0,1.2778,115.640625,99.3,55.25,0.010276,116.5,568.25,93.475,8690.0,8840.0,1263.75,505.5,919.25,12.0,0.8535,266.6,108.09375,115.5,117.140625,57.21,528.25,8864.0,117.43,113.16,93.38,61.51,58.0,2565.0,106.18,19779.0,13329.0,57.44,1266.0,61.55,741.4,1.7605,1.9597,6.925,878.0,1.357,10.255,330.1
2008-11-07 03:21:00,0.6677,34.6,1.5655,384.75,1930.0,0.837,43.32,925.5,1.2778,115.640625,99.3,55.25,0.010272,116.5,568.25,93.475,8690.0,8840.0,1265.0,505.7,919.25,11.99,0.8532,266.8,108.09375,115.484375,117.140625,57.21,528.5,8872.0,117.4,113.155,93.38,61.53,57.98,2572.0,106.175,19779.0,13329.0,57.44,1266.0,61.52,741.4,1.76,1.9597,6.925,878.0,1.357,10.25,330.1
2008-11-07 03:22:00,0.6673,34.6,1.5655,384.75,1930.0,0.8358,43.32,923.75,1.2779,115.640625,99.3,55.25,0.010273000000000001,116.5,568.25,93.475,8690.0,8865.0,1264.25,505.9,919.25,11.99,0.8535,266.8,108.09375,115.484375,117.15625,57.21,528.5,8856.0,117.42,113.185,93.34,61.5,57.95,2568.0,106.185,19779.0,13329.0,57.44,1266.0,61.49,741.0,1.7675,1.9597,6.925,878.0,1.357,10.25,330.1
2008-11-07 03:23:00,0.6675,34.6,1.5659,384.75,1930.0,0.8351,43.32,924.75,1.2779,115.65625,99.3,55.25,0.010275,117.0,568.25,93.475,8690.0,8860.0,1264.75,504.9,919.25,12.0,0.8535,266.8,108.109375,115.484375,117.140625,57.21,528.5,8864.0,117.4,113.175,93.44,61.64,58.03,2567.0,106.18,19779.0,13329.0,57.44,1266.0,61.6,741.4,1.764,1.96,6.925,876.3,1.357,10.25,330.1
2008-11-07 03:24:00,0.6675,34.54,1.5661,384.75,1930.0,0.8349,43.32,923.25,1.278,115.65625,99.3,55.25,0.010276,117.0,568.25,93.475,8690.0,8845.0,1263.0,504.9,919.25,12.0,0.8538,266.8,108.109375,115.5,117.140625,57.21,529.0,8853.0,117.41,113.175,93.44,61.59,58.01,2563.0,106.185,19779.0,13329.0,57.44,1266.0,61.62,741.6,1.764,1.96,6.925,876.3,1.357,10.25,330.1
2008-11-07 03:25:00,0.6675,34.54,1.5666,383.75,1930.0,0.8349,43.17,923.0,1.2787,115.65625,99.3,55.25,0.010284999999999999,117.0,568.25,93.475,8690.0,8845.0,1263.5,504.9,919.25,12.0,0.8542,266.8,108.109375,115.5,117.140625,57.21,529.0,8851.0,117.42,113.19,93.44,61.57,58.01,2562.0,106.19,19779.0,13329.0,57.44,1266.0,61.57,742.4,1.7625,1.96,6.925,876.3,1.357,10.25,330.1
2008-11-07 03:26:00,0.6674,34.54,1.5664,383.75,1930.0,0.8363,43.17,922.5,1.2783,115.64843700000002,99.3,55.25,0.010287000000000001,117.0,568.25,93.475,8690.0,8845.0,1262.75,503.4,919.25,12.0,0.854,266.8,108.109375,115.5,117.15625,57.21,529.0,8845.0,117.44,113.19,93.44,61.45,57.89,2559.0,106.195,19779.0,13329.0,57.44,1266.0,61.47,743.0,1.767,1.9572,6.925,876.3,1.357,10.27,330.1
2008-11-07 03:27:00,0.6672,34.55,1.5649,384.0,1930.0,0.836,43.17,922.0,1.2783,115.65625,99.3,55.25,0.010287000000000001,117.0,568.25,93.475,8690.0,8845.0,1262.5,503.4,919.75,12.0,0.854,266.8,108.109375,115.484375,117.15625,57.21,529.0,8839.0,117.39,113.165,93.44,61.4,57.96,2554.0,106.18,19779.0,13329.0,57.44,1266.0,61.42,743.2,1.767,1.9572,6.925,876.3,1.357,10.27,330.1
2008-11-07 03:28:00,0.6674,34.57,1.5646,384.0,1930.0,0.8362,43.17,921.75,1.2783,115.65625,99.3,55.25,0.01029,116.9,568.25,93.475,8690.0,8815.0,1262.25,503.4,920.0,12.0,0.854,267.6,108.109375,115.5,117.15625,57.21,529.0,8839.0,117.44,113.185,93.44,61.51,57.97,2552.0,106.19,19779.0,13329.0,57.44,1266.0,61.5,742.6,1.767,1.9588,6.925,876.3,1.357,10.26,330.1
2008-11-07 03:29:00,0.6673,34.56,1.5647,384.0,1930.0,0.836,43.31,922.0,1.2779,115.65625,99.3,55.25,0.010287000000000001,116.95,568.25,93.5,8690.0,8815.0,1262.5,503.4,919.75,11.99,0.8536,267.6,108.109375,115.515625,117.171875,57.21,529.0,8840.0,117.5,113.2,93.44,61.38,57.9,2551.0,106.19,19779.0,13329.0,57.44,1266.0,61.39,742.6,1.767,1.9588,6.925,876.3,1.357,10.27,330.1
2008-11-07 03:30:00,0.6671,34.44,1.5646,384.0,1930.0,0.8361,43.31,922.25,1.2781,115.64843700000002,99.3,55.25,0.010288,116.95,568.25,93.5,8690.0,8815.0,1263.75,504.2,916.75,11.98,0.8536,267.0,108.109375,115.515625,117.171875,57.21,528.5,8842.0,117.49,113.195,93.44,61.43,57.91,2553.0,106.19,19779.0,13329.0,57.44,1266.0,61.46,742.1,1.7605,1.9566,6.925,876.3,1.357,10.25,330.1
2008-11-07 03:31:00,0.6669,34.4,1.5644,383.75,1930.0,0.836,43.31,923.0,1.2782,115.64843700000002,99.3,55.25,0.010291,116.8,568.25,93.5,8690.0,8845.0,1264.25,504.6,918.0,11.98,0.8536,267.0,108.109375,115.5,117.15625,57.21,528.25,8845.0,117.49,113.2,93.44,61.47,58.02,2554.0,106.19,19779.0,13329.0,57.44,1266.0,61.49,742.0,1.7605,1.9554,6.925,876.3,1.357,10.25,330.1
2008-11-07 03:32:00,0.6669,34.28,1.566,383.75,1930.0,0.8359,43.31,924.25,1.2786,115.64843700000002,99.3,55.25,0.010286,116.8,568.25,93.55,8690.0,8845.0,1265.75,504.6,916.75,11.98,0.8538,267.7,108.109375,115.5,117.15625,57.21,528.25,8857.0,117.49,113.19,93.44,61.6,58.12,2558.0,106.19,19779.0,13329.0,57.44,1266.0,61.62,741.8,1.762,1.9554,6.925,876.3,1.357,10.24,330.1
2008-11-07 03:33:00,0.6669,34.19,1.5658,383.75,1930.0,0.8346,43.31,924.0,1.2781,115.64843700000002,99.3,55.25,0.010289,116.8,568.25,93.55,8690.0,8845.0,1265.5,504.6,916.0,11.99,0.8536,267.7,108.10156200000002,115.515625,117.140625,57.21,528.0,8857.0,117.5,113.19,93.44,61.53,58.12,2558.0,106.19,19779.0,13329.0,57.44,1266.0,61.55,741.6,1.762,1.9554,6.925,876.3,1.357,10.24,330.1
2008-11-07 03:34:00,0.6669,34.24,1.5669,383.75,1930.0,0.8351,43.31,923.25,1.2783,115.671875,99.3,55.25,0.010295,116.8,568.25,93.55,8690.0,8845.0,1264.5,504.6,915.5,12.0,0.8538,267.3,108.109375,115.53125,117.15625,57.21,528.0,8850.0,117.53,113.2,93.44,61.74,58.36,2557.0,106.195,19779.0,13329.0,57.44,1266.0,61.77,741.8,1.76,1.9554,6.925,876.3,1.357,10.25,330.1
2008-11-07 03:35:00,0.6669,34.24,1.5663,383.75,1930.0,0.8362,43.31,923.75,1.2784,115.671875,99.3,55.25,0.01029,116.8,568.25,93.5,8690.0,8835.0,1265.5,504.6,915.5,12.0,0.8539,267.3,108.109375,115.515625,117.15625,57.21,528.0,8853.0,117.53,113.19,93.44,61.77,58.24,2562.0,106.185,19779.0,13329.0,57.44,1266.0,61.8,742.1,1.759,1.9554,6.943,876.3,1.357,10.25,330.1
2008-11-07 03:36:00,0.6668,34.24,1.567,383.75,1930.0,0.8363,43.31,924.25,1.2784,115.66406200000002,99.3,55.25,0.010295,116.8,568.25,93.5,8690.0,8835.0,1265.5,505.1,916.75,12.0,0.8539,267.7,108.109375,115.53125,117.1875,57.21,528.0,8857.0,117.53,113.195,93.44,61.81,58.32,2561.0,106.19,19779.0,13329.0,57.44,1266.0,61.8,741.6,1.76,1.9554,6.943,876.3,1.3585,10.245,330.1
2008-11-07 03:37:00,0.6668,34.24,1.5671,383.75,1930.0,0.8363,43.31,924.75,1.2785,115.66406200000002,99.3,55.25,0.010291,116.8,568.25,93.5,8690.0,8840.0,1266.5,505.1,916.75,12.0,0.8539,267.7,108.109375,115.515625,117.1875,57.21,528.0,8866.0,117.54,113.195,93.44,61.7,58.31,2563.0,106.19,19779.0,13329.0,57.44,1266.0,61.78,741.6,1.76,1.9554,6.943,876.3,1.3592,10.24,330.1
2008-11-07 03:38:00,0.6668,34.24,1.5674,383.75,1930.0,0.8368,43.31,925.5,1.2787,115.66406200000002,99.3,55.25,0.010289,116.8,568.25,93.5,8690.0,8840.0,1266.75,505.1,914.75,12.0,0.8542,267.7,108.10156200000002,115.515625,117.1875,57.21,527.75,8868.0,117.53,113.18,93.44,61.7,58.3,2565.0,106.18,19779.0,13329.0,57.44,1266.0,61.71,740.6,1.7625,1.9554,6.943,876.3,1.3592,10.235,330.1
2008-11-07 03:39:00,0.6668,34.24,1.5677,383.75,1930.0,0.8363,43.31,925.25,1.279,115.65625,99.3,55.25,0.010287000000000001,116.8,568.25,93.5,8690.0,8840.0,1266.75,505.6,914.5,12.0,0.8541,267.7,108.10156200000002,115.515625,117.1875,57.21,527.25,8870.0,117.53,113.17,93.44,61.73,58.3,2566.0,106.175,19779.0,13329.0,57.44,1266.0,61.75,741.2,1.7625,1.9554,6.943,876.3,1.3592,10.235,330.1
2008-11-07 03:40:00,0.6668,34.24,1.5689,384.0,1930.0,0.836,43.31,924.75,1.2793,115.66406200000002,99.3,55.25,0.010287000000000001,116.8,568.25,93.5,8690.0,8825.0,1266.25,505.7,914.0,12.0,0.8544,267.7,108.10156200000002,115.515625,117.1875,57.21,527.25,8870.0,117.53,113.18,93.62,61.96,58.56,2562.0,106.18,19779.0,13329.0,57.44,1266.0,61.97,740.9,1.763,1.972,6.943,876.3,1.361,10.25,330.1
2008-11-07 03:41:00,0.6669,34.24,1.5693,384.0,1930.0,0.8375,43.31,925.75,1.2801,115.64843700000002,99.3,55.25,0.010288,116.85,568.25,93.5,8690.0,8805.0,1267.0,505.7,915.0,12.0,0.8544,267.0,108.10156200000002,115.5,117.15625,57.21,527.25,8873.0,117.52,113.18,93.62,61.96,58.56,2565.0,106.175,19779.0,13329.0,57.44,1266.0,61.96,741.5,1.76,1.972,6.943,876.3,1.361,10.25,330.1
2008-11-07 03:42:00,0.667,34.22,1.5697,384.0,1930.0,0.8375,43.31,925.0,1.2797,115.65625,99.3,55.25,0.01029,116.85,568.25,93.5,8690.0,8825.0,1267.25,505.7,916.5,12.0,0.8547,267.7,108.10156200000002,115.5,117.15625,57.21,527.25,8868.0,117.54,113.18,93.62,61.85,58.51,2563.0,106.18,19779.0,13329.0,57.44,1266.0,61.86,741.2,1.761,1.972,6.943,876.3,1.361,10.25,330.1
2008-11-07 03:43:00,0.6662,34.22,1.5698,384.0,1930.0,0.8375,43.31,925.0,1.2794,115.64843700000002,99.3,55.25,0.010291,116.85,568.25,93.5,8690.0,8815.0,1265.5,505.7,916.25,12.0,0.8544,267.7,108.10156200000002,115.515625,117.15625,57.21,527.25,8862.0,117.54,113.185,93.62,61.86,58.46,2560.0,106.185,19779.0,13329.0,57.44,1266.0,61.87,740.9,1.7595,1.972,6.943,876.3,1.361,10.245,330.1
2008-11-07 03:44:00,0.6663,34.22,1.5686,384.0,1930.0,0.8367,43.31,924.75,1.2796,115.64843700000002,99.3,55.25,0.010294,116.85,568.25,93.5,8690.0,8805.0,1266.0,505.7,916.25,12.0,0.8546,267.7,108.10156200000002,115.515625,117.15625,57.21,527.25,8862.0,117.56,113.195,93.62,62.0,58.52,2556.0,106.19,19779.0,13329.0,57.44,1266.0,62.01,740.7,1.7605,1.972,6.943,876.3,1.361,10.245,330.1
2008-11-07 03:45:00,0.6662,34.22,1.569,384.75,1930.0,0.8367,43.31,924.5,1.2801,115.640625,99.3,55.25,0.010294,116.85,568.25,93.5,8690.0,8805.0,1265.5,505.7,916.25,12.0,0.8545,267.7,108.10156200000002,115.5,117.140625,57.21,527.25,8855.0,117.54,113.19,93.62,62.0,58.55,2555.0,106.19,19779.0,13329.0,57.44,1266.0,62.03,741.0,1.7605,1.9677,6.949,876.3,1.361,10.245,330.1
2008-11-07 03:46:00,0.6667,34.22,1.5692,384.75,1930.0,0.8367,43.31,925.5,1.2803,115.640625,99.3,55.25,0.010286,116.85,568.25,93.5,8690.0,8805.0,1265.75,505.7,916.25,12.0,0.8546,267.7,108.10156200000002,115.484375,117.140625,57.21,527.25,8866.0,117.51,113.185,93.62,61.98,58.55,2559.0,106.185,19779.0,13329.0,57.44,1266.0,61.97,741.4,1.7605,1.9674,6.949,876.3,1.361,10.265,330.1
2008-11-07 03:47:00,0.6667,34.22,1.5701,384.75,1930.0,0.8367,43.31,924.5,1.2806,115.64843700000002,99.3,55.25,0.010284,116.85,568.25,93.5,8690.0,8815.0,1264.75,505.7,916.25,12.04,0.8547,267.7,108.10156200000002,115.46875,117.125,57.21,527.25,8858.0,117.51,113.17,93.62,61.95,58.53,2557.0,106.185,19779.0,13329.0,57.44,1266.0,62.02,740.9,1.7605,1.9659,6.949,876.3,1.361,10.265,330.1
2008-11-07 03:48:00,0.667,34.2,1.5702,384.75,1930.0,0.8371,43.31,924.75,1.2807,115.64843700000002,99.3,55.25,0.010284,117.0,568.25,93.5,8690.0,8810.0,1265.25,505.2,916.25,12.04,0.8548,267.7,108.09375,115.484375,117.09375,57.21,527.25,8857.0,117.53,113.185,93.62,61.93,58.45,2557.0,106.185,19779.0,13329.0,57.44,1266.0,61.94,741.0,1.7575,1.9659,6.949,876.3,1.361,10.275,330.1
2008-11-07 03:49:00,0.667,34.2,1.5702,384.75,1930.0,0.8371,43.31,924.75,1.2806,115.640625,99.3,55.25,0.010279,117.0,568.25,93.5,8690.0,8805.0,1265.25,505.2,916.0,12.04,0.8545,267.7,108.09375,115.484375,117.09375,57.21,527.25,8861.0,117.54,113.18,93.62,61.97,58.42,2556.0,106.185,19779.0,13329.0,57.44,1266.0,61.99,741.3,1.7555,1.965,6.949,876.3,1.361,10.27,330.1
2008-11-07 03:50:00,0.667,34.19,1.571,384.75,1930.0,0.8371,43.31,924.0,1.2812,115.640625,99.3,55.25,0.010282,117.0,568.25,93.5,8690.0,8800.0,1264.75,505.2,916.0,12.04,0.8549,267.7,108.09375,115.484375,117.09375,57.21,527.5,8853.0,117.56,113.19,93.74,61.73,58.32,2552.0,106.19,19779.0,13329.0,57.44,1266.0,61.73,740.6,1.755,1.9667,6.949,876.3,1.3597,10.25,330.1
2008-11-07 03:51:00,0.6662,34.15,1.5709,384.0,1930.0,0.8371,43.31,923.25,1.2807,115.640625,99.3,55.25,0.010288,117.0,568.25,93.5,8690.0,8800.0,1264.5,505.2,914.5,12.04,0.8549,267.6,108.08593700000002,115.46875,117.109375,57.21,527.5,8847.0,117.53,113.18,93.74,61.89,58.41,2549.0,106.195,19779.0,13329.0,57.44,1266.0,61.92,740.7,1.755,1.9667,6.949,876.3,1.3597,10.255,330.1
2008-11-07 03:52:00,0.6662,34.15,1.5704,384.0,1930.0,0.8371,43.31,922.5,1.28,115.640625,99.3,55.25,0.010289,117.0,568.25,93.5,8690.0,8785.0,1263.25,505.2,914.5,12.04,0.8549,267.6,108.08593700000002,115.46875,117.09375,57.21,527.5,8838.0,117.56,113.19,93.8,61.89,58.33,2543.0,106.195,19779.0,13329.0,57.44,1266.0,61.93,740.6,1.754,1.9667,6.949,876.3,1.3597,10.24,330.1
2008-11-07 03:53:00,0.6662,34.15,1.5707,384.0,1930.0,0.8373,43.26,922.5,1.2806,115.640625,99.3,55.25,0.010282,117.0,568.25,93.5,8690.0,8785.0,1262.75,505.2,914.5,12.04,0.8549,267.6,108.08593700000002,115.484375,117.09375,57.21,527.5,8837.0,117.57,113.195,93.8,61.84,58.35,2541.0,106.2,19779.0,13329.0,57.44,1266.0,61.88,740.7,1.754,1.9667,6.949,876.3,1.3597,10.24,330.1
2008-11-07 03:54:00,0.6667,34.15,1.5708,384.0,1930.0,0.8379,43.26,923.0,1.2804,115.640625,99.3,55.25,0.010275,117.0,568.25,93.5,8690.0,8785.0,1263.5,505.2,914.5,12.04,0.8548,267.6,108.08593700000002,115.46875,117.0625,57.21,527.5,8841.0,117.55,113.185,93.8,61.89,58.34,2543.0,106.2,19779.0,13329.0,57.44,1266.0,61.95,740.9,1.754,1.9667,6.949,876.3,1.3597,10.24,330.1
2008-11-07 03:55:00,0.6667,34.27,1.5713,384.75,1930.0,0.8388,43.26,922.0,1.2806,115.640625,99.3,55.25,0.010277,117.0,568.25,93.5,8690.0,8780.0,1262.75,505.2,914.5,12.03,0.855,267.6,108.08593700000002,115.484375,117.09375,57.21,527.5,8836.0,117.54,113.18,93.78,61.72,58.17,2545.0,106.185,19779.0,13329.0,57.44,1266.0,61.75,740.9,1.7525,1.9667,6.949,876.3,1.3597,10.265,330.1
2008-11-07 03:56:00,0.6667,34.27,1.5713,384.75,1930.0,0.8386,43.26,923.0,1.2802,115.640625,99.3,55.25,0.01028,117.0,568.25,93.5,8690.0,8780.0,1263.0,504.0,914.5,12.03,0.8548,267.7,108.08593700000002,115.484375,117.09375,57.21,527.5,8841.0,117.52,113.18,93.72,61.64,58.07,2549.0,106.19,19779.0,13329.0,57.44,1266.0,61.64,740.9,1.7525,1.96,6.949,870.0,1.3597,10.265,330.1
2008-11-07 03:57:00,0.6667,34.27,1.5707,384.75,1930.0,0.8386,43.26,923.0,1.2804,115.63281200000002,99.3,55.25,0.010281,117.0,568.25,93.5,8690.0,8785.0,1262.75,504.0,914.5,12.02,0.8549,267.7,108.08593700000002,115.484375,117.078125,57.21,527.5,8843.0,117.52,113.18,93.72,61.6,58.13,2549.0,106.19,19779.0,13329.0,57.44,1266.0,61.73,740.9,1.7525,1.96,6.949,870.0,1.3597,10.265,330.1
2008-11-07 03:58:00,0.6667,34.27,1.5707,384.75,1930.0,0.8386,43.26,923.5,1.2803,115.61718700000002,99.3,55.25,0.010276,117.0,568.25,93.5,8690.0,8785.0,1263.0,504.0,914.5,12.02,0.8549,267.7,108.08593700000002,115.4375,117.046875,57.21,527.5,8845.0,117.49,113.165,93.72,61.68,58.16,2550.0,106.18,19779.0,13329.0,57.44,1266.0,61.73,741.1,1.753,1.96,6.944,870.0,1.3597,10.265,330.1
2008-11-07 03:59:00,0.666,34.27,1.5709,384.75,1930.0,0.838,43.26,922.75,1.2803,115.625,99.3,55.25,0.010282,117.0,568.25,93.5,8690.0,8780.0,1262.5,504.0,914.25,12.02,0.855,267.7,108.08593700000002,115.4375,117.03125,57.21,527.5,8840.0,117.53,113.18,93.72,61.7,58.2,2546.0,106.18,19779.0,13329.0,57.44,1266.0,61.73,741.2,1.7465,1.96,6.942,874.0,1.3597,10.265,330.1
2008-11-07 04:00:00,0.6663,34.27,1.5699,384.75,1930.0,0.8366,43.26,922.75,1.2802,115.625,99.3,55.25,0.01028,117.0,568.25,93.5,8690.0,8775.0,1262.75,503.8,916.0,12.02,0.855,267.7,108.08593700000002,115.4375,117.03125,57.21,527.5,8843.0,117.52,113.175,93.72,61.7,58.27,2545.0,106.175,19779.0,13329.0,57.44,1266.0,61.69,741.2,1.7495,1.96,6.943,874.0,1.3597,10.245,330.1
2008-11-07 04:01:00,0.6663,34.27,1.5706,384.75,1930.0,0.837,43.26,923.0,1.2802,115.61718700000002,99.3,55.25,0.01028,117.0,568.25,93.5,8690.0,8770.0,1263.25,503.8,916.0,12.02,0.8547,267.7,108.08593700000002,115.4375,117.03125,57.21,527.5,8847.0,117.5,113.16,93.72,61.79,58.35,2546.0,106.175,19779.0,13329.0,57.44,1266.0,61.79,741.4,1.757,1.96,6.943,874.0,1.3597,10.245,330.1
2008-11-07 04:02:00,0.6663,34.27,1.5717,384.75,1930.0,0.8366,43.26,923.75,1.2819,115.61718700000002,99.3,55.25,0.010275,117.0,568.25,93.5,8690.0,8770.0,1264.75,504.8,916.0,12.02,0.8553,267.7,108.08593700000002,115.421875,117.03125,57.21,527.5,8850.0,117.48,113.145,93.66,61.82,58.37,2551.0,106.17,19779.0,13329.0,57.44,1266.0,61.8,741.7,1.7665,1.964,6.943,874.0,1.3597,10.275,330.1
2008-11-07 04:03:00,0.6675,34.27,1.5717,384.75,1930.0,0.8362,43.27,925.0,1.2818,115.61718700000002,99.3,55.25,0.010275,117.0,568.25,93.5,8690.0,8770.0,1265.75,504.7,916.0,12.02,0.8552,267.7,108.08593700000002,115.421875,116.984375,57.21,527.5,8865.0,117.47,113.115,93.66,61.82,58.37,2555.0,106.16,19779.0,13329.0,57.44,1266.0,61.8,742.0,1.7685,1.964,6.943,874.0,1.3597,10.275,330.1
2008-11-07 04:04:00,0.6683,34.25,1.5734,384.75,1930.0,0.8362,43.27,925.75,1.2824,115.609375,99.3,55.25,0.010272,117.0,568.25,93.5,8690.0,8785.0,1266.0,504.7,916.75,12.02,0.8552,267.7,108.078125,115.390625,116.984375,57.21,527.5,8868.0,117.44,113.1,93.66,61.8,58.38,2559.0,106.15,19779.0,13329.0,57.44,1266.0,61.81,742.0,1.7725,1.964,6.932,874.0,1.3597,10.275,330.1
2008-11-07 04:05:00,0.669,34.25,1.5732,384.5,1935.0,0.8373,43.27,925.5,1.2824,115.61718700000002,99.3,55.25,0.010268000000000001,117.0,568.25,93.5,8690.0,8785.0,1266.0,504.8,916.75,12.02,0.8549,267.7,108.078125,115.40625,116.984375,57.21,527.5,8865.0,117.45,113.11,93.64,61.8,58.39,2558.0,106.16,19779.0,13329.0,57.44,1266.0,61.81,741.6,1.78,1.964,6.932,874.0,1.3597,10.285,330.1
2008-11-07 04:06:00,0.669,34.25,1.5726,383.0,1935.0,0.8373,43.27,925.5,1.282,115.61718700000002,99.3,55.25,0.010270999999999999,117.0,568.25,93.5,8690.0,8780.0,1265.75,504.8,916.25,12.02,0.8546,267.7,108.078125,115.4375,116.984375,57.21,527.5,8870.0,117.46,113.095,93.66,61.79,58.38,2558.0,106.155,19779.0,13329.0,57.44,1266.0,61.81,741.2,1.7805,1.964,6.932,874.0,1.3597,10.27,330.1
2008-11-07 04:07:00,0.6691,34.25,1.5731,382.75,1935.0,0.8373,43.27,924.75,1.2827,115.625,99.3,55.25,0.010268000000000001,117.0,568.25,93.5,8690.0,8785.0,1265.25,504.7,915.25,12.0,0.8546,267.7,108.08593700000002,115.453125,117.0,57.21,526.75,8863.0,117.49,113.11,93.7,61.81,58.41,2556.0,106.165,19779.0,13329.0,57.44,1266.0,61.81,741.6,1.7765,1.964,6.932,874.0,1.3597,10.255,330.1
2008-11-07 04:08:00,0.6694,34.25,1.5726,384.25,1935.0,0.8373,43.27,924.25,1.2826,115.63281200000002,99.3,55.25,0.010269,117.0,568.25,93.5,8690.0,8780.0,1265.25,504.7,915.25,12.0,0.8547,267.7,108.08593700000002,115.484375,117.0,57.21,526.75,8860.0,117.51,113.125,93.7,61.77,58.36,2552.0,106.165,19779.0,13329.0,57.44,1266.0,61.78,741.3,1.773,1.964,6.932,874.0,1.3602,10.265,330.1
