,@AD#,@BO#,@BP#,@C#,@CC#,@CD#,@CT#,@ES#,@EU#,@FV#,@GF#,@HE#,@JY#,@KC#,@KW#,@LE#,@MFS#,@MME#,@NIY#,@NKD#,@NQ#,@RS#,@RTY#,@S#,@SB#,@SF#,@SM#,@TN#,@TU#,@TY#,@UB#,@US#,@VX#,@W#,@YM#,BD#,BL#,BX#,CRD#,EB#,EX#,EZ#,FVS#,GAS#,IHO#,IRB#,LRC#,OAT#,QBZ#,QC#,QCL#,QGC#,QHG#,QHO#,QNG#,QPL#,QRB#,QSI#,QW#
2017-06-02 00:01:00,0.7385,31.36,1.2882,370.5,2027.0,0.7403,77.74,2434.5,1.1226,118.21875,158.375,82.225,0.008965,127.85,430.75,125.775,1910.0,1015.0,20210.0,20245.0,5839.75,494.9,1402.7,915.0,14.17,1.0307,297.9,135.484375,108.1875,126.15625,164.8125,153.5,11.65,428.25,21191.0,162.21,132.16,168.0,48.07,50.4,3589.0,112.26,14.35,444.25,1.4884,1.5708,1976.0,151.57,50.39,1573.0,48.1,1263.6,2.5745,1.4987,3.034,931.8,1.5914,17.18,420.5
2017-06-02 00:02:00,0.7384,31.36,1.2881,370.5,2027.0,0.7403,77.74,2434.5,1.12255,118.21875,158.375,82.225,0.008964,127.85,430.75,125.775,1910.0,1015.0,20210.0,20245.0,5840.0,494.9,1402.6,915.0,14.17,1.0307,297.9,135.484375,108.1875,126.15625,164.8125,153.5,11.65,428.25,21192.0,162.21,132.16,168.0,48.07,50.4,3589.0,112.26,14.35,444.25,1.4884,1.5708,1976.0,151.57,50.39,1573.0,48.09,1263.5,2.575,1.4987,3.034,931.8,1.5914,17.18,420.5
2017-06-02 00:03:00,0.7384,31.36,1.2879,370.5,2027.0,0.74025,77.74,2434.5,1.12255,118.21875,158.375,82.225,0.0089645,127.85,430.75,125.775,1910.0,1015.0,20215.0,20245.0,5840.0,494.9,1402.6,915.0,14.17,1.0306,297.9,135.484375,108.1875,126.15625,164.8125,153.5,11.65,428.25,21191.0,162.21,132.16,168.0,48.07,50.39,3589.0,112.26,14.35,444.25,1.4884,1.5708,1976.0,151.57,50.39,1573.0,48.08,1263.4,2.5745,1.4987,3.033,931.8,1.5914,17.18,420.5
2017-06-02 00:04:00,0.7384,31.36,1.2879,370.5,2027.0,0.7402,77.74,2434.5,1.12255,118.21875,158.375,82.225,0.008965,127.85,430.75,125.775,1910.0,1015.0,20210.0,20245.0,5840.0,494.9,1402.6,915.0,14.17,1.0305,297.9,135.484375,108.1875,126.15625,164.8125,153.5,11.65,428.25,21191.0,162.21,132.16,168.0,48.07,50.39,3589.0,112.26,14.35,444.25,1.4884,1.5708,1976.0,151.57,50.39,1573.0,48.08,1263.5,2.5745,1.4978,3.033,931.5,1.5914,17.175,420.5
2017-06-02 00:05:00,0.7384,31.36,1.2879,370.5,2027.0,0.7402,77.74,2434.5,1.1225,118.21875,158.375,82.225,0.0089645,127.85,430.75,125.775,1910.0,1015.0,20220.0,20245.0,5840.25,494.9,1402.6,915.0,14.17,1.0305,297.9,135.484375,108.1875,126.15625,164.8125,153.5,11.65,428.25,21191.0,162.21,132.16,168.0,48.07,50.39,3589.0,112.26,14.35,444.25,1.4884,1.5708,1976.0,151.57,50.39,1573.0,48.09,1263.5,2.5745,1.4978,3.033,931.4,1.5908,17.175,420.5
2017-06-02 00:06:00,0.7384,31.36,1.2879,370.5,2027.0,0.7402,77.74,2434.25,1.12255,118.21875,158.375,82.225,0.008965,127.85,430.75,125.775,1910.0,1015.0,20215.0,20245.0,5839.75,494.9,1402.5,915.0,14.17,1.0305,297.9,135.484375,108.1875,126.171875,164.8125,153.5,11.65,428.25,21190.0,162.21,132.16,168.0,48.07,50.39,3589.0,112.26,14.35,444.25,1.4884,1.5708,1976.0,151.57,50.39,1573.0,48.08,1263.7,2.575,1.4978,3.033,931.4,1.5908,17.18,420.5
2017-06-02 00:07:00,0.7384,31.36,1.2878,370.5,2027.0,0.7402,77.74,2434.5,1.12255,118.21875,158.375,82.225,0.008965,127.85,430.75,125.775,1910.0,1015.0,20220.0,20245.0,5839.75,494.9,1402.6,915.0,14.17,1.0305,297.9,135.484375,108.1875,126.171875,164.8125,153.5,11.65,428.25,21190.0,162.21,132.16,168.0,48.07,50.4,3589.0,112.26,14.35,444.25,1.4884,1.5708,1976.0,151.57,50.39,1573.0,48.09,1263.7,2.574,1.4978,3.033,931.4,1.5908,17.175,420.5
2017-06-02 00:08:00,0.7384,31.37,1.2879,370.5,2027.0,0.7402,77.74,2434.75,1.12255,118.21875,158.375,82.225,0.0089645,127.85,430.75,125.775,1910.0,1015.0,20225.0,20245.0,5839.75,494.9,1402.6,915.0,14.17,1.0305,297.9,135.484375,108.1875,126.171875,164.8125,153.5,11.65,428.25,21191.0,162.21,132.16,168.0,48.07,50.39,3589.0,112.26,14.35,444.25,1.4884,1.5708,1976.0,151.57,50.39,1573.0,48.08,1263.8,2.574,1.4977,3.033,931.4,1.5908,17.18,420.5
2017-06-02 00:09:00,0.7384,31.39,1.2879,370.5,2027.0,0.7402,77.74,2434.5,1.12255,118.21875,158.375,82.225,0.0089645,127.85,430.75,125.775,1910.0,1015.0,20225.0,20245.0,5840.0,494.9,1402.6,915.0,14.17,1.0305,297.9,135.484375,108.1875,126.171875,164.8125,153.53125,11.65,428.0,21190.0,162.21,132.16,168.0,48.07,50.39,3589.0,112.26,14.35,444.25,1.4884,1.5708,1976.0,151.57,50.39,1573.0,48.09,1263.8,2.5745,1.4977,3.033,931.4,1.5908,17.18,420.5
2017-06-02 00:10:00,0.7384,31.38,1.2879,370.5,2027.0,0.7402,77.74,2434.5,1.1225,118.21875,158.375,82.225,0.008965,127.85,430.75,125.775,1910.0,1015.0,20225.0,20245.0,5839.75,494.9,1402.5,915.0,14.17,1.0305,297.9,135.484375,108.1875,126.15625,164.8125,153.5,11.65,428.0,21190.0,162.21,132.16,168.0,48.06,50.37,3589.0,112.26,14.35,444.25,1.4884,1.5708,1976.0,151.57,50.39,1573.0,48.08,1263.7,2.5735,1.4977,3.033,931.4,1.5908,17.18,420.5
