,@AD#,@BO#,@BP#,@BTC#,@C#,@CC#,@CD#,@CT#,@ES#,@EU#,@FV#,@GF#,@HE#,@JY#,@KC#,@KW#,@LE#,@MFS#,@MME#,@NIY#,@NKD#,@NQ#,@RTY#,@S#,@SB#,@SF#,@SM#,@TN#,@TU#,@TY#,@UB#,@US#,@VX#,@W#,@YM#,BD#,BL#,BX#,CRD#,EB#,EX#,EZ#,FVS#,GAS#,IHO#,IRB#,OAT#,QBZ#,QCL#,QGC#,QHG#,QHO#,QNG#,QPL#,QRB#,QSI#
2020-05-08 00:01:00,0.6534,26.39,1.2396,10050.0,319.25,2382.0,0.71745,56.29,2913.25,1.08545,125.71875,138.3,63.025,0.0094065,109.1,478.5,96.15,1639.5,903.8,20070.0,20100.0,9206.25,1304.7,848.25,10.32,1.0301,288.7,156.859375,110.30859375,139.1875,222.1875,180.84375,31.4,522.5,24130.0,173.85,135.81,214.98,23.9,29.82,2886.0,112.295,31.8,256.5,0.8549,0.9326,167.7,29.88,23.88,1727.1,2.4075,0.8546,1.912,786.5,0.9319,15.74
2020-05-08 00:02:00,0.6535,26.39,1.2396,10040.0,319.25,2382.0,0.71745,56.33,2914.0,1.08545,125.71875,138.3,63.025,0.0094065,109.1,478.5,96.15,1639.5,903.8,20070.0,20100.0,9209.0,1304.7,848.25,10.32,1.0301,288.7,156.859375,110.30859375,139.1875,222.1875,180.84375,31.4,522.5,24135.0,173.84,135.81,214.98,23.9,29.84,2887.0,112.295,31.8,256.5,0.8549,0.9326,167.7,29.88,23.91,1727.1,2.4075,0.8546,1.913,786.5,0.9319,15.74
2020-05-08 00:03:00,0.6535,26.39,1.2396,10045.0,319.25,2382.0,0.71745,56.33,2913.75,1.0854,125.7109375,138.3,63.025,0.0094065,109.1,478.5,96.15,1639.5,903.8,20070.0,20100.0,9207.5,1305.2,848.25,10.32,1.0301,288.7,156.859375,110.30859375,139.1875,222.15625,180.84375,31.4,522.5,24131.0,173.84,135.81,214.98,23.9,29.9,2887.0,112.295,31.8,256.5,0.8549,0.9326,167.7,29.88,23.92,1726.8,2.408,0.8546,1.913,786.5,0.9319,15.74
2020-05-08 00:04:00,0.6535,26.39,1.2397,10030.0,319.25,2382.0,0.71745,56.33,2913.5,1.0855,125.7109375,138.3,63.025,0.0094065,109.1,478.5,96.15,1639.5,903.8,20060.0,20100.0,9207.5,1305.2,848.25,10.32,1.0301,288.7,156.859375,110.30859375,139.1875,222.15625,180.84375,31.4,522.5,24132.0,173.84,135.81,214.98,23.9,29.88,2886.0,112.295,31.8,256.5,0.8549,0.9326,167.7,29.88,23.92,1726.8,2.408,0.8546,1.913,786.5,0.9319,15.735
2020-05-08 00:05:00,0.6536,26.41,1.2397,10035.0,319.25,2382.0,0.71745,56.33,2913.75,1.08555,125.7109375,138.3,63.025,0.0094065,109.1,478.5,96.15,1639.5,903.8,20065.0,20100.0,9208.25,1304.8,848.25,10.32,1.0302,288.7,156.859375,110.30859375,139.1875,222.15625,180.84375,31.4,522.5,24134.0,173.84,135.81,214.98,23.9,29.88,2887.0,112.295,31.8,256.75,0.8549,0.9326,167.7,29.88,23.93,1727.0,2.4075,0.8546,1.913,786.5,0.9319,15.74
2020-05-08 00:06:00,0.6534,26.41,1.2396,10030.0,319.25,2382.0,0.71745,56.33,2914.25,1.0855,125.7109375,138.3,63.025,0.009407500000000001,109.1,478.5,96.15,1639.5,903.8,20065.0,20100.0,9208.75,1304.8,848.5,10.32,1.0301,288.7,156.859375,110.30859375,139.1875,222.15625,180.84375,31.4,522.5,24138.0,173.84,135.81,214.98,23.9,29.88,2887.0,112.295,31.8,256.5,0.8549,0.9326,167.7,29.88,23.93,1726.8,2.4075,0.8546,1.913,786.5,0.9319,15.74
2020-05-08 00:07:00,0.6534,26.41,1.2396,10040.0,319.25,2382.0,0.7174,56.33,2914.0,1.08545,125.7109375,138.3,63.025,0.009407500000000001,109.1,478.5,96.15,1639.5,903.8,20055.0,20100.0,9207.75,1304.6,848.5,10.32,1.0301,288.7,156.859375,110.30859375,139.1875,222.15625,180.84375,31.4,522.5,24132.0,173.84,135.81,214.98,23.9,29.9,2887.0,112.295,31.8,256.75,0.8549,0.9326,167.7,29.88,23.93,1726.7,2.4075,0.8542,1.9140000000000001,786.5,0.9319,15.74
2020-05-08 00:08:00,0.6534,26.41,1.2397,10040.0,319.25,2382.0,0.7174,56.33,2914.0,1.0854,125.7109375,138.3,63.025,0.009407500000000001,109.1,478.5,96.15,1639.5,903.8,20050.0,20080.0,9208.5,1304.9,848.5,10.32,1.0301,288.7,156.859375,110.30859375,139.1875,222.15625,180.84375,31.4,522.5,24134.0,173.84,135.81,214.98,23.9,29.91,2887.0,112.295,31.8,256.5,0.8549,0.9326,167.7,29.88,23.94,1726.7,2.4075,0.8542,1.915,786.5,0.9319,15.74
2020-05-08 00:09:00,0.6534,26.41,1.2396,10040.0,319.25,2382.0,0.7174,56.33,2914.0,1.08545,125.7109375,138.3,63.025,0.009406999999999999,109.1,478.5,96.15,1639.5,903.8,20045.0,20080.0,9209.75,1305.1,848.5,10.32,1.0301,288.7,156.859375,110.30859375,139.1875,222.15625,180.875,31.4,522.5,24136.0,173.84,135.81,214.98,23.9,29.92,2887.0,112.295,31.8,256.5,0.8549,0.9326,167.7,29.88,23.96,1726.6,2.408,0.8542,1.9140000000000001,786.5,0.934,15.735
2020-05-08 00:10:00,0.6534,26.41,1.2397,10040.0,319.25,2382.0,0.7174,56.33,2914.5,1.0854,125.7109375,138.3,63.025,0.009407500000000001,109.1,478.5,96.15,1639.5,903.8,20050.0,20085.0,9210.5,1305.6,848.25,10.32,1.0301,288.7,156.859375,110.30859375,139.1875,222.15625,180.875,31.4,522.75,24140.0,173.84,135.81,214.98,23.9,29.93,2888.0,112.295,31.8,256.5,0.8549,0.9326,167.7,29.88,23.95,1726.9,2.4075,0.8542,1.9140000000000001,786.5,0.934,15.735
2020-05-08 00:11:00,0.6534,26.4,1.2397,10040.0,319.25,2382.0,0.7174,56.33,2914.0,1.08545,125.7109375,138.3,63.025,0.009406999999999999,109.1,478.5,96.15,1639.5,903.9,20040.0,20075.0,9207.75,1305.0,848.25,10.32,1.0301,288.7,156.859375,110.30859375,139.1875,222.15625,180.875,31.4,522.75,24134.0,173.84,135.81,214.98,23.9,29.89,2887.0,112.295,31.8,256.5,0.8549,0.9326,167.7,29.88,23.93,1726.9,2.408,0.8542,1.913,786.5,0.934,15.74
2020-05-08 00:12:00,0.6533,26.39,1.2396,10045.0,319.25,2382.0,0.7173,56.33,2913.75,1.0854,125.71875,138.3,63.025,0.009406999999999999,109.1,478.5,96.15,1639.5,903.8,20045.0,20070.0,9207.0,1304.5,848.0,10.32,1.0301,288.7,156.875,110.30859375,139.203125,222.25,180.875,31.45,522.5,24131.0,173.84,135.81,214.98,23.9,29.87,2886.0,112.295,31.8,256.0,0.8549,0.9326,167.7,29.86,23.91,1726.9,2.407,0.8542,1.913,786.6,0.934,15.735
2020-05-08 00:13:00,0.6534,26.38,1.2397,10045.0,319.25,2382.0,0.71735,56.33,2915.0,1.08545,125.71875,138.3,63.025,0.009406999999999999,109.1,478.5,96.15,1639.5,904.0,20050.0,20085.0,9211.5,1305.5,848.0,10.32,1.0302,288.7,156.875,110.30859375,139.203125,222.21875,180.875,31.4,522.5,24139.0,173.84,135.81,214.98,23.9,29.89,2888.0,112.295,31.8,256.25,0.8549,0.9326,167.7,29.89,23.93,1726.2,2.4085,0.8542,1.9140000000000001,786.6,0.9323,15.735
2020-05-08 00:14:00,0.6534,26.4,1.2397,10045.0,319.25,2382.0,0.71735,56.33,2914.5,1.0855,125.7109375,138.3,63.025,0.009406999999999999,109.1,478.5,96.15,1639.5,904.0,20060.0,20085.0,9210.5,1305.5,848.0,10.32,1.0302,288.7,156.875,110.30859375,139.1875,222.1875,180.875,31.35,522.25,24138.0,173.84,135.81,214.98,23.9,29.9,2887.0,112.295,31.8,256.25,0.8549,0.9326,167.7,29.89,23.91,1726.5,2.408,0.8531,1.913,786.6,0.9323,15.735
2020-05-08 00:15:00,0.6534,26.38,1.2397,10025.0,319.25,2382.0,0.71735,56.33,2914.75,1.08545,125.7109375,138.3,63.025,0.009407500000000001,109.1,478.5,96.15,1639.5,904.0,20060.0,20095.0,9211.25,1305.4,848.0,10.32,1.0302,288.7,156.875,110.30859375,139.1875,222.1875,180.875,31.35,522.25,24138.0,173.84,135.81,214.98,23.9,29.9,2886.0,112.295,31.8,256.25,0.8549,0.9326,167.7,29.89,23.91,1726.6,2.4085,0.8531,1.912,786.6,0.9323,15.735
2020-05-08 00:16:00,0.6534,26.38,1.2396,10025.0,319.25,2382.0,0.7174,56.33,2915.25,1.08545,125.7109375,138.3,63.025,0.009407500000000001,109.1,478.5,96.15,1639.5,904.0,20065.0,20105.0,9211.0,1305.9,848.0,10.32,1.0302,288.7,156.859375,110.30859375,139.1875,222.1875,180.875,31.35,522.25,24143.0,173.84,135.81,214.98,23.9,29.86,2887.0,112.295,31.8,256.25,0.8549,0.9326,167.7,29.86,23.89,1726.8,2.4085,0.8531,1.912,786.6,0.9323,15.735
2020-05-08 00:17:00,0.6534,26.38,1.2394,10025.0,319.25,2382.0,0.7174,56.33,2915.25,1.08545,125.7109375,138.3,63.025,0.009406999999999999,109.1,478.5,96.15,1639.5,904.0,20065.0,20105.0,9211.25,1305.4,848.0,10.32,1.0302,288.7,156.859375,110.30859375,139.1875,222.1875,180.84375,31.35,522.25,24142.0,173.84,135.81,214.98,23.9,29.84,2886.0,112.295,31.8,256.0,0.8549,0.9326,167.7,29.85,23.9,1726.7,2.4085,0.8531,1.911,786.7,0.9329,15.74
2020-05-08 00:18:00,0.6532,26.39,1.2391,10015.0,319.25,2382.0,0.7173,56.33,2914.75,1.0853,125.7109375,138.3,63.025,0.009406,109.1,478.5,96.15,1639.5,904.0,20060.0,20105.0,9208.25,1304.9,848.0,10.32,1.03,288.7,156.859375,110.30859375,139.1875,222.1875,180.875,31.35,522.5,24136.0,173.84,135.81,214.98,23.87,29.83,2886.0,112.295,31.8,255.75,0.8549,0.9326,167.7,29.84,23.85,1726.3,2.4075,0.8531,1.911,786.3,0.9329,15.735
2020-05-08 00:19:00,0.6531,26.39,1.2392,10010.0,319.25,2382.0,0.7173,56.33,2914.75,1.08535,125.71875,138.3,63.025,0.009406999999999999,109.1,478.5,96.15,1639.5,904.0,20060.0,20090.0,9208.25,1304.6,848.0,10.32,1.03,288.7,156.875,110.3125,139.203125,222.21875,180.875,31.4,522.5,24135.0,173.84,135.81,214.98,23.87,29.83,2887.0,112.295,31.8,255.75,0.8549,0.9326,167.7,29.84,23.88,1726.3,2.4075,0.8531,1.911,786.2,0.9329,15.735
2020-05-08 00:20:00,0.653,26.39,1.2393,10005.0,319.25,2382.0,0.71735,56.33,2914.5,1.08535,125.71875,138.3,63.025,0.009406999999999999,109.1,478.5,96.15,1639.5,904.0,20055.0,20090.0,9208.25,1304.9,848.0,10.32,1.03,288.7,156.875,110.3125,139.203125,222.21875,180.875,31.4,522.5,24134.0,173.84,135.81,214.98,23.87,29.86,2889.0,112.295,31.8,255.75,0.8549,0.9326,167.7,29.85,23.89,1726.2,2.4075,0.8531,1.911,786.2,0.9329,15.73
2020-05-08 00:21:00,0.6529,26.39,1.2391,10010.0,319.25,2382.0,0.71725,56.33,2914.5,1.08535,125.71875,138.3,63.025,0.0094065,109.1,478.5,96.15,1639.5,904.0,20055.0,20090.0,9208.75,1304.6,848.25,10.32,1.03,288.8,156.875,110.3125,139.21875,222.21875,180.875,31.4,522.5,24134.0,173.86,135.82,214.98,23.87,29.9,2889.0,112.295,31.8,256.0,0.8549,0.9326,167.7,29.87,23.93,1726.3,2.4075,0.8531,1.911,786.2,0.9329,15.735
2020-05-08 00:22:00,0.6528,26.39,1.239,10005.0,319.25,2382.0,0.71725,56.33,2913.0,1.08535,125.71875,138.3,63.025,0.0094065,109.1,478.5,96.15,1639.5,903.6,20050.0,20085.0,9203.25,1304.2,848.25,10.32,1.03,288.8,156.875,110.3125,139.203125,222.21875,180.875,31.45,522.5,24123.0,173.86,135.82,214.98,23.87,29.87,2888.0,112.295,31.8,256.0,0.8549,0.9326,167.7,29.87,23.9,1726.4,2.407,0.8531,1.91,786.6,0.9329,15.73
2020-05-08 00:23:00,0.6528,26.38,1.2389,10005.0,319.25,2382.0,0.7172,56.33,2912.75,1.08525,125.7265625,138.3,63.025,0.0094065,109.1,478.5,96.15,1639.5,903.7,20050.0,20085.0,9203.75,1303.6,848.25,10.32,1.03,288.8,156.875,110.3125,139.21875,222.21875,180.875,31.5,522.5,24122.0,173.86,135.82,214.98,23.87,29.83,2888.0,112.295,31.8,255.5,0.8549,0.9326,167.7,29.82,23.87,1725.2,2.4065,0.8531,1.909,785.9,0.9329,15.725
2020-05-08 00:24:00,0.6527,26.38,1.2388,10005.0,319.25,2382.0,0.7172,56.33,2913.0,1.08525,125.71875,138.3,63.025,0.009406999999999999,109.1,478.5,96.15,1639.5,903.7,20050.0,20085.0,9204.5,1303.5,848.25,10.32,1.03,288.8,156.875,110.3125,139.203125,222.21875,180.875,31.45,522.5,24121.0,173.85,135.82,214.98,23.87,29.84,2888.0,112.295,31.8,256.0,0.8549,0.9326,167.7,29.82,23.9,1724.8,2.406,0.8531,1.909,785.6,0.9329,15.715
2020-05-08 00:25:00,0.6526,26.38,1.2387,10005.0,319.25,2382.0,0.7172,56.33,2913.0,1.0852,125.71875,138.3,63.025,0.0094065,109.1,478.5,96.15,1639.5,903.7,20045.0,20085.0,9204.0,1303.6,848.25,10.32,1.0299,288.8,156.875,110.3125,139.203125,222.25,180.90625,31.5,522.5,24121.0,173.86,135.82,214.98,23.87,29.86,2888.0,112.295,31.8,256.0,0.8549,0.9326,167.7,29.82,23.92,1725.2,2.406,0.8531,1.909,785.6,0.9329,15.725
2020-05-08 00:26:00,0.6527,26.38,1.2387,10015.0,319.25,2382.0,0.7173,56.33,2913.75,1.0852,125.7265625,138.3,63.025,0.009406999999999999,109.1,478.5,96.15,1639.5,903.7,20055.0,20085.0,9208.0,1304.3,848.0,10.32,1.0298,288.7,156.875,110.3125,139.203125,222.25,180.875,31.5,522.5,24126.0,173.86,135.82,214.98,23.87,29.86,2888.0,112.295,31.8,256.0,0.8549,0.9326,167.7,29.88,23.91,1725.3,2.406,0.8531,1.909,785.6,0.9329,15.725
2020-05-08 00:27:00,0.6527,26.38,1.2389,10025.0,319.25,2382.0,0.7173,56.33,2913.5,1.08525,125.71875,138.3,63.025,0.009408,109.1,478.5,96.15,1639.5,903.7,20050.0,20085.0,9206.5,1304.6,848.0,10.32,1.0298,288.7,156.875,110.3125,139.203125,222.21875,180.875,31.5,522.5,24123.0,173.85,135.82,214.98,23.87,29.86,2888.0,112.295,31.8,256.0,0.8549,0.9326,167.7,29.88,23.92,1725.3,2.406,0.8531,1.91,785.6,0.9329,15.725
2020-05-08 00:28:00,0.6528,26.38,1.2389,10025.0,319.25,2382.0,0.71735,56.33,2913.75,1.0853,125.71875,138.3,63.025,0.009407500000000001,109.1,478.5,96.15,1639.5,903.7,20055.0,20085.0,9207.75,1304.6,847.75,10.32,1.0299,288.7,156.875,110.3125,139.203125,222.21875,180.875,31.5,522.5,24125.0,173.85,135.82,214.98,23.87,29.87,2888.0,112.295,31.8,256.25,0.8549,0.9326,167.7,29.86,23.93,1725.2,2.407,0.8531,1.91,785.6,0.9329,15.725
2020-05-08 00:29:00,0.6528,26.38,1.2389,10030.0,319.25,2382.0,0.7173,56.33,2913.75,1.08525,125.71875,138.3,63.025,0.009407500000000001,109.1,478.5,96.15,1639.5,903.7,20060.0,20095.0,9208.0,1304.8,847.5,10.32,1.0299,288.7,156.875,110.3125,139.203125,222.21875,180.875,31.5,522.25,24126.0,173.85,135.82,214.98,23.87,29.84,2888.0,112.295,31.8,256.0,0.8549,0.9326,167.7,29.86,23.89,1725.1,2.4065,0.8543,1.91,785.6,0.9329,15.725
2020-05-08 00:30:00,0.6528,26.38,1.2389,10030.0,319.25,2382.0,0.7173,56.33,2912.5,1.08525,125.71875,138.3,63.025,0.009407500000000001,109.1,478.5,96.15,1639.5,903.4,20050.0,20085.0,9203.0,1304.0,847.5,10.32,1.0299,288.6,156.875,110.3125,139.203125,222.25,180.90625,31.5,522.25,24117.0,173.85,135.82,214.98,23.87,29.85,2888.0,112.295,31.8,256.0,0.8549,0.9326,167.7,29.86,23.89,1724.7,2.4065,0.8543,1.91,785.7,0.9329,15.715
2020-05-08 00:31:00,0.6528,26.38,1.2388,10035.0,319.0,2382.0,0.71715,56.33,2913.0,1.08515,125.71875,138.3,63.025,0.009406,109.1,478.5,96.15,1639.5,903.2,20055.0,20085.0,9203.75,1304.3,847.5,10.32,1.0298,288.7,156.875,110.3125,139.203125,222.25,180.90625,31.5,522.0,24125.0,173.85,135.82,214.98,23.87,29.84,2888.0,112.295,31.8,255.75,0.8549,0.9326,167.7,29.86,23.91,1724.9,2.4065,0.8531,1.91,785.7,0.9329,15.72
2020-05-08 00:32:00,0.6529,26.38,1.2388,10025.0,319.5,2382.0,0.71725,56.33,2913.25,1.0852,125.7265625,138.3,63.025,0.0094045,109.1,478.25,96.15,1639.5,903.5,20060.0,20095.0,9205.5,1304.8,848.0,10.32,1.0298,288.7,156.875,110.3125,139.21875,222.25,180.90625,31.5,522.0,24126.0,173.85,135.82,214.98,23.93,29.89,2888.0,112.295,31.8,255.75,0.8549,0.9326,167.7,29.86,23.95,1725.4,2.4065,0.8543,1.91,785.2,0.9329,15.725
2020-05-08 00:33:00,0.653,26.38,1.2389,10015.0,319.5,2382.0,0.7173,56.33,2913.25,1.0853,125.71875,138.3,63.025,0.0094055,109.1,478.25,96.15,1639.5,903.5,20060.0,20095.0,9205.5,1304.5,847.5,10.32,1.0298,288.7,156.875,110.3125,139.203125,222.25,180.90625,31.5,522.0,24127.0,173.85,135.82,214.98,23.93,29.9,2888.0,112.295,31.8,256.25,0.8549,0.9326,167.7,29.86,23.95,1725.4,2.4075,0.8543,1.91,785.2,0.9329,15.725
2020-05-08 00:34:00,0.6529,26.38,1.2388,10015.0,319.25,2382.0,0.71715,56.33,2913.0,1.08525,125.71875,138.3,63.025,0.009405,109.1,478.25,96.15,1639.5,903.5,20060.0,20095.0,9204.5,1304.1,847.5,10.32,1.0298,288.7,156.875,110.3125,139.203125,222.21875,180.90625,31.45,522.0,24127.0,173.85,135.82,214.98,23.94,29.88,2888.0,112.295,31.8,256.25,0.8549,0.9326,167.7,29.85,23.92,1725.9,2.408,0.8543,1.911,786.1,0.9329,15.73
2020-05-08 00:35:00,0.653,26.38,1.2388,10015.0,319.25,2382.0,0.71725,56.33,2913.0,1.08525,125.71875,138.3,63.025,0.0094045,109.1,478.25,96.15,1639.5,903.5,20070.0,20105.0,9204.5,1304.2,847.5,10.32,1.0297,288.6,156.875,110.3125,139.203125,222.21875,180.90625,31.55,522.25,24126.0,173.84,135.82,214.98,23.94,29.91,2888.0,112.295,31.8,256.25,0.8549,0.9326,167.7,29.85,23.94,1725.9,2.408,0.8543,1.912,785.8,0.9329,15.73
2020-05-08 00:36:00,0.6529,26.38,1.2387,10020.0,319.25,2382.0,0.71725,56.29,2913.25,1.0852,125.71875,138.3,63.025,0.0094055,109.1,478.25,96.15,1639.5,903.5,20070.0,20105.0,9205.25,1304.2,847.75,10.32,1.0297,288.6,156.875,110.3125,139.203125,222.21875,180.90625,31.5,522.25,24130.0,173.84,135.82,214.98,23.94,29.94,2888.0,112.295,31.8,256.25,0.8549,0.9326,167.7,29.95,23.97,1725.9,2.408,0.8553,1.912,785.8,0.9329,15.73
2020-05-08 00:37:00,0.6529,26.4,1.2388,10020.0,319.25,2382.0,0.71735,56.29,2913.5,1.08525,125.71875,138.3,63.025,0.0094055,109.1,478.25,96.15,1639.5,903.5,20080.0,20115.0,9207.5,1304.3,847.5,10.32,1.0298,288.7,156.875,110.3125,139.1875,222.21875,180.90625,31.45,522.25,24129.0,173.84,135.82,214.98,24.0,29.97,2888.0,112.295,31.8,257.25,0.8549,0.9326,167.7,30.05,24.07,1726.1,2.4085,0.8567,1.912,785.8,0.9329,15.74
2020-05-08 00:38:00,0.6529,26.4,1.2388,10025.0,319.25,2382.0,0.71735,56.29,2913.75,1.08525,125.71875,138.3,63.025,0.0094045,109.1,478.25,96.15,1639.5,903.5,20080.0,20115.0,9207.75,1304.3,847.5,10.32,1.0298,288.7,156.875,110.3125,139.1875,222.21875,180.90625,31.45,522.25,24129.0,173.84,135.82,214.98,24.0,29.96,2889.0,112.295,31.8,257.0,0.8549,0.9326,167.7,29.96,24.07,1725.9,2.4085,0.8567,1.912,785.6,0.9329,15.74
2020-05-08 00:39:00,0.6529,26.4,1.2387,10020.0,319.25,2382.0,0.7173,56.29,2913.5,1.08505,125.71875,138.3,63.025,0.009405,109.1,478.25,96.15,1639.5,903.5,20085.0,20125.0,9207.25,1304.3,847.5,10.32,1.0297,288.7,156.875,110.3125,139.203125,222.21875,180.90625,31.45,522.25,24129.0,173.84,135.82,214.98,24.0,29.99,2889.0,112.295,31.8,257.0,0.8549,0.9326,167.7,29.98,24.12,1725.8,2.409,0.8567,1.911,785.6,0.9329,15.735
2020-05-08 00:40:00,0.6529,26.4,1.2385,10020.0,319.25,2382.0,0.7172,56.29,2913.5,1.08505,125.71875,138.3,63.025,0.009404000000000001,109.1,478.25,96.15,1639.5,903.5,20080.0,20120.0,9207.0,1304.3,847.5,10.32,1.0296,288.7,156.875,110.3125,139.203125,222.21875,180.90625,31.45,522.25,24131.0,173.84,135.82,214.98,24.0,29.97,2889.0,112.295,31.8,257.0,0.8549,0.9326,167.7,29.98,24.07,1725.4,2.4085,0.8571,1.911,785.7,0.9329,15.735
2020-05-08 00:41:00,0.6529,26.41,1.2386,10030.0,319.5,2382.0,0.7171,56.29,2913.5,1.0852,125.71875,138.3,63.025,0.009404000000000001,109.1,478.25,96.15,1639.5,903.5,20085.0,20115.0,9206.75,1304.4,847.75,10.32,1.0296,288.7,156.875,110.3125,139.1875,222.21875,180.9375,31.45,522.25,24131.0,173.84,135.82,214.98,24.0,29.96,2888.0,112.295,31.8,257.0,0.8549,0.9326,167.7,29.98,24.06,1725.3,2.4075,0.8571,1.911,785.7,0.9329,15.735
2020-05-08 00:42:00,0.6529,26.41,1.2385,10030.0,319.25,2382.0,0.7171,56.29,2913.5,1.0851,125.71875,138.3,63.025,0.0094035,109.1,478.25,96.15,1639.5,903.5,20085.0,20125.0,9207.5,1304.2,847.75,10.32,1.0296,288.7,156.875,110.30859375,139.1875,222.21875,180.875,31.45,522.25,24131.0,173.84,135.82,214.98,24.0,29.95,2888.0,112.295,31.8,257.0,0.8549,0.9326,167.7,29.93,24.06,1725.3,2.407,0.8571,1.911,785.7,0.933,15.735
2020-05-08 00:43:00,0.6529,26.41,1.2385,10035.0,319.25,2382.0,0.71715,56.29,2913.0,1.0851,125.71875,138.3,63.025,0.0094035,109.1,478.25,96.15,1639.5,903.5,20080.0,20110.0,9206.75,1303.8,847.25,10.32,1.0296,288.6,156.875,110.30859375,139.1875,222.21875,180.90625,31.45,522.0,24125.0,173.84,135.82,214.98,24.0,29.92,2888.0,112.295,31.8,257.0,0.8549,0.9326,167.7,29.92,24.04,1725.2,2.407,0.8571,1.91,785.7,0.9332,15.735
2020-05-08 00:44:00,0.653,26.41,1.2386,10035.0,319.5,2382.0,0.7171,56.29,2913.5,1.085,125.71875,138.3,63.025,0.009403,109.1,478.25,96.15,1639.5,903.4,20090.0,20125.0,9208.25,1304.1,847.25,10.32,1.0294,288.6,156.875,110.3125,139.1875,222.25,180.90625,31.45,522.0,24128.0,173.84,135.82,214.98,24.0,29.92,2888.0,112.295,31.8,257.0,0.8549,0.9326,167.7,29.92,24.04,1725.2,2.408,0.8557,1.911,785.9,0.9332,15.735
2020-05-08 00:45:00,0.653,26.41,1.2385,10040.0,319.25,2382.0,0.7171,56.29,2913.0,1.085,125.71875,138.3,63.025,0.009402500000000001,109.1,478.25,96.15,1639.5,903.1,20090.0,20120.0,9207.0,1304.1,847.25,10.32,1.0294,288.6,156.875,110.3125,139.203125,222.25,180.875,31.5,522.0,24125.0,173.84,135.82,214.98,24.0,29.9,2888.0,112.295,31.8,256.75,0.8549,0.9326,167.7,29.91,24.02,1725.1,2.408,0.8557,1.91,785.9,0.9324,15.73
2020-05-08 00:46:00,0.6531,26.41,1.2386,10035.0,319.25,2382.0,0.71715,56.29,2913.25,1.0851,125.71875,138.3,63.025,0.0094015,109.1,478.25,96.15,1639.5,903.5,20090.0,20120.0,9207.0,1303.9,847.25,10.32,1.0294,288.6,156.875,110.3125,139.203125,222.25,180.875,31.5,522.0,24127.0,173.84,135.82,214.98,24.0,29.94,2888.0,112.295,31.8,256.75,0.8549,0.9326,167.7,29.91,24.04,1725.0,2.408,0.8557,1.91,785.5,0.9324,15.725
2020-05-08 00:47:00,0.6532,26.41,1.2388,10035.0,319.25,2382.0,0.71715,56.25,2913.25,1.08515,125.71875,138.3,63.025,0.0094015,109.1,478.25,96.15,1639.5,903.5,20090.0,20120.0,9207.5,1303.9,847.25,10.32,1.0296,288.6,156.875,110.3125,139.203125,222.25,180.90625,31.5,522.0,24127.0,173.84,135.82,214.98,24.04,29.94,2888.0,112.295,31.8,256.75,0.8549,0.9326,167.7,29.91,24.03,1725.6,2.407,0.8557,1.911,785.8,0.9315,15.735
2020-05-08 00:48:00,0.6532,26.41,1.2388,10035.0,319.25,2382.0,0.71715,56.1,2912.25,1.08505,125.71875,138.3,63.025,0.009401999999999999,109.1,478.25,96.15,1639.5,903.5,20090.0,20120.0,9204.75,1303.3,847.5,10.32,1.0296,288.6,156.875,110.3125,139.1875,222.25,180.90625,31.5,522.5,24120.0,173.84,135.82,214.98,24.04,29.89,2887.0,112.295,31.8,256.75,0.8549,0.9326,167.7,29.9,23.98,1725.5,2.4065,0.8552,1.91,786.0,0.9315,15.735
2020-05-08 00:49:00,0.6533,26.41,1.2388,10035.0,319.25,2382.0,0.71715,56.1,2912.5,1.08505,125.71875,138.3,63.025,0.009401000000000001,109.1,478.5,96.15,1639.5,903.5,20090.0,20120.0,9204.5,1303.3,847.5,10.32,1.0296,288.6,156.875,110.3125,139.1875,222.25,180.90625,31.55,522.75,24120.0,173.84,135.82,214.98,23.96,29.87,2887.0,112.295,31.8,256.75,0.8549,0.9326,167.7,29.87,23.97,1725.4,2.406,0.8552,1.909,786.0,0.9304,15.73
2020-05-08 00:50:00,0.6534,26.4,1.2388,10045.0,319.25,2382.0,0.7172,56.1,2913.25,1.08505,125.71875,138.3,63.025,0.0094,109.1,478.5,96.15,1639.5,903.5,20100.0,20135.0,9208.75,1304.1,847.5,10.32,1.0295,288.6,156.875,110.3125,139.203125,222.25,180.90625,31.5,522.75,24129.0,173.84,135.82,214.98,23.96,29.88,2887.0,112.295,31.8,256.75,0.8549,0.9326,167.7,29.87,23.99,1725.9,2.4065,0.8552,1.91,786.0,0.9304,15.735
2020-05-08 00:51:00,0.6533,26.38,1.2388,10050.0,319.25,2382.0,0.7173,56.1,2913.75,1.08505,125.71875,138.3,63.025,0.0094015,109.1,478.5,96.15,1639.5,903.5,20110.0,20140.0,9209.75,1304.6,847.5,10.32,1.0295,288.6,156.890625,110.3125,139.203125,222.25,180.9375,31.5,522.5,24132.0,173.84,135.82,214.98,23.96,29.9,2887.0,112.295,31.8,256.25,0.8549,0.9326,167.7,29.87,23.99,1725.8,2.407,0.8552,1.911,785.8,0.9304,15.735
