,@AD#,@BO#,@BP#,@BTC#,@C#,@CC#,@CD#,@CT#,@ES#,@EU#,@FV#,@GF#,@HE#,@JY#,@KC#,@KW#,@LE#,@MFS#,@MME#,@NIY#,@NKD#,@NQ#,@RS#,@RTY#,@S#,@SB#,@SF#,@SM#,@TN#,@TU#,@TY#,@UB#,@US#,@VX#,@W#,@YM#,BD#,BL#,BX#,CRD#,EB#,EX#,EZ#,FVS#,GAS#,IHO#,IRB#,LRC#,OAT#,QBZ#,QC#,QCL#,QGC#,QHG#,QHO#,QNG#,QPL#,QRB#,QSI#,QW#
2018-09-07 00:01:00,0.7164,28.2,1.2929,6450.0,364.75,2275.0,0.7616,81.32,2875.5,1.16305,113.3671875,151.225,55.375,0.009047,103.0,517.25,108.7,1915.3,1015.0,22245.0,22125.0,7436.75,497.5,1712.4,836.0,10.82,1.0364,311.3,127.828125,105.6796875,120.1875,158.15625,143.625,15.15,513.5,25985.0,160.41,131.4,176.62,67.75,76.4,3295.0,111.885,16.4,679.5,2.2067,1.9554,1546.0,152.47,76.41,1604.0,67.75,1205.9,2.6045,2.2072,2.779,789.5,1.9563,14.14,329.1
2018-09-07 00:02:00,0.7165,28.2,1.2933,6450.0,364.75,2275.0,0.7616,81.32,2875.5,1.1631,113.3671875,151.225,55.375,0.009047,103.0,517.25,108.7,1915.3,1015.0,22245.0,22125.0,7437.0,497.5,1712.5,835.75,10.82,1.0364,311.3,127.828125,105.6796875,120.1875,158.125,143.65625,15.15,513.5,25987.0,160.41,131.4,176.62,67.75,76.39,3295.0,111.885,16.4,679.5,2.2067,1.9554,1546.0,152.47,76.41,1604.0,67.75,1205.8,2.6045,2.2072,2.779,789.5,1.9563,14.14,329.1
2018-09-07 00:03:00,0.7166,28.2,1.2933,6450.0,364.75,2275.0,0.7617,81.32,2875.75,1.1632,113.3671875,151.225,55.375,0.0090485,103.0,517.5,108.7,1915.3,1015.0,22250.0,22125.0,7436.75,497.5,1712.5,836.0,10.82,1.0367,311.3,127.828125,105.6796875,120.1875,158.125,143.65625,15.15,513.75,25987.0,160.41,131.4,176.62,67.75,76.4,3295.0,111.885,16.4,679.5,2.2067,1.9554,1546.0,152.47,76.41,1604.0,67.76,1205.9,2.605,2.2071,2.778,789.7,1.9563,14.135,329.1
2018-09-07 00:04:00,0.7165,28.2,1.2932,6450.0,364.75,2275.0,0.76175,81.32,2875.5,1.16315,113.3671875,151.225,55.375,0.009048,103.0,517.5,108.7,1915.3,1015.0,22245.0,22125.0,7436.5,497.5,1712.4,836.0,10.82,1.0367,311.3,127.828125,105.6796875,120.1875,158.15625,143.625,15.15,513.5,25987.0,160.41,131.4,176.62,67.75,76.4,3295.0,111.885,16.4,679.5,2.2067,1.9554,1546.0,152.47,76.41,1604.0,67.75,1206.0,2.6075,2.2071,2.778,789.5,1.9563,14.14,329.1
2018-09-07 00:05:00,0.7162,28.2,1.2931,6450.0,364.75,2275.0,0.7616,81.32,2875.25,1.16305,113.3671875,151.225,55.375,0.0090485,103.0,517.0,108.7,1915.3,1015.0,22240.0,22115.0,7435.75,497.5,1712.4,836.0,10.82,1.0366,311.3,127.828125,105.6796875,120.1875,158.15625,143.625,15.15,513.25,25984.0,160.41,131.4,176.62,67.75,76.39,3295.0,111.885,16.4,679.25,2.2067,1.9554,1546.0,152.47,76.41,1604.0,67.73,1205.7,2.607,2.2067,2.778,789.3,1.9557,14.135,329.1
2018-09-07 00:06:00,0.7161,28.2,1.2932,6450.0,364.75,2275.0,0.7617,81.32,2875.5,1.16305,113.3671875,151.225,55.375,0.009048,103.0,517.0,108.7,1915.3,1015.0,22235.0,22115.0,7436.0,497.5,1712.3,836.0,10.82,1.0366,311.3,127.828125,105.6796875,120.1875,158.125,143.625,15.15,513.25,25985.0,160.41,131.4,176.62,67.75,76.38,3295.0,111.885,16.4,679.25,2.2067,1.9554,1546.0,152.47,76.41,1604.0,67.74,1205.7,2.6065,2.2067,2.779,789.3,1.9552,14.135,329.1
2018-09-07 00:07:00,0.7161,28.21,1.2932,6450.0,364.75,2275.0,0.7617,81.32,2875.5,1.16305,113.3671875,151.225,55.375,0.009049,103.0,517.0,108.7,1915.3,1015.0,22240.0,22115.0,7436.5,497.5,1712.3,836.0,10.82,1.0366,311.3,127.828125,105.6796875,120.1875,158.125,143.625,15.15,513.25,25985.0,160.41,131.4,176.62,67.75,76.4,3295.0,111.885,16.4,679.25,2.2067,1.9554,1546.0,152.47,76.41,1604.0,67.74,1205.7,2.6085,2.2069,2.779,789.3,1.9555,14.135,329.1
2018-09-07 00:08:00,0.7162,28.21,1.2935,6450.0,364.75,2275.0,0.76185,81.32,2875.75,1.16325,113.3671875,151.225,55.375,0.0090485,103.0,517.0,108.7,1915.3,1015.0,22250.0,22130.0,7437.25,497.5,1712.6,836.0,10.82,1.0368,311.3,127.828125,105.6796875,120.1875,158.125,143.625,15.15,513.5,25988.0,160.41,131.4,176.62,67.75,76.41,3295.0,111.885,16.4,679.25,2.2069,1.9554,1546.0,152.47,76.41,1604.0,67.75,1206.3,2.608,2.2069,2.779,789.6,1.9555,14.14,329.1
2018-09-07 00:09:00,0.7162,28.21,1.2935,6450.0,364.75,2275.0,0.7618,81.32,2875.75,1.1632,113.3671875,151.225,55.375,0.009048,103.0,517.0,108.7,1915.3,1015.0,22250.0,22130.0,7437.25,497.5,1712.5,836.5,10.82,1.0368,311.3,127.84375,105.6796875,120.1875,158.15625,143.65625,15.15,513.5,25987.0,160.41,131.4,176.62,67.75,76.4,3295.0,111.885,16.4,679.25,2.2069,1.9554,1546.0,152.47,76.41,1604.0,67.75,1206.1,2.6075,2.2069,2.779,789.6,1.9555,14.14,329.1
2018-09-07 00:10:00,0.7163,28.21,1.2935,6450.0,364.75,2275.0,0.76175,81.32,2875.75,1.16325,113.3671875,151.225,55.375,0.0090485,103.0,517.0,108.7,1915.3,1015.0,22255.0,22130.0,7437.5,497.5,1712.6,836.5,10.82,1.0368,311.3,127.84375,105.6796875,120.203125,158.15625,143.625,15.15,513.5,25986.0,160.41,131.4,176.62,67.75,76.4,3295.0,111.885,16.4,679.25,2.2073,1.9554,1546.0,152.47,76.41,1604.0,67.77,1206.3,2.6095,2.2073,2.779,790.0,1.9555,14.145,329.1
2018-09-07 00:11:00,0.7162,28.21,1.2934,6450.0,364.75,2275.0,0.7618,81.32,2875.5,1.1633,113.3671875,151.225,55.375,0.009049,103.0,517.0,108.7,1915.3,1015.0,22240.0,22125.0,7437.25,497.5,1712.5,836.25,10.82,1.0368,311.3,127.84375,105.6796875,120.203125,158.15625,143.625,15.15,513.5,25985.0,160.41,131.4,176.62,67.75,76.39,3295.0,111.885,16.4,679.25,2.2073,1.9554,1546.0,152.47,76.41,1604.0,67.76,1206.5,2.61,2.207,2.779,789.7,1.9559,14.14,329.1
