,@AD#,@BO#,@BP#,@C#,@CC#,@CD#,@CT#,@ES#,@EU#,@FV#,@GF#,@HE#,@JY#,@KC#,@KW#,@LE#,@MFS#,@NIY#,@NKD#,@NQ#,@RTY#,@S#,@SB#,@SF#,@SM#,@TU#,@TY#,@UB#,@US#,@VX#,@W#,@YM#,BD#,BL#,BX#,CRD#,EB#,EX#,EZ#,FVS#,GAS#,IHO#,IRB#,LRC#,OAT#,QBZ#,QC#,QCL#,QGC#,QHG#,QHO#,QNG#,QPL#,QRB#,QSI#,QW#
2016-01-08 00:01:00,0.704,29.67,1.4634,354.0,2988.0,0.7102,61.4,1953.5,1.0891,119.046875,160.775,59.525,0.008455500000000001,119.2,465.5,133.975,1618.8,17825.0,17860.0,4341.0,1067.9,868.75,14.78,1.0056,269.7,108.7734375,126.921875,160.71875,155.6875,22.2,471.25,16585.0,159.28,131.17,152.88,33.9,34.45,3077.0,111.61,27.75,321.25,1.0733,1.1602,1442.0,150.99,34.4,2125.0,33.89,1102.4,2.027,1.0783,2.394,877.0,1.1681,14.21,428.6
2016-01-08 00:02:00,0.7039,29.67,1.4633,354.0,2988.0,0.7104,61.4,1952.5,1.0893,119.0390625,160.775,59.525,0.008455500000000001,119.2,465.5,133.975,1618.8,17830.0,17860.0,4339.25,1067.8,868.75,14.78,1.0056,269.7,108.7734375,126.921875,160.6875,155.65625,22.2,471.25,16578.0,159.28,131.17,152.88,33.9,34.45,3077.0,111.61,27.75,321.25,1.0733,1.1602,1442.0,150.99,34.4,2125.0,33.9,1102.1,2.026,1.0783,2.3930000000000002,877.0,1.1681,14.205,428.6
2016-01-08 00:03:00,0.704,29.67,1.4633,354.0,2988.0,0.7104,61.4,1952.75,1.0893,119.046875,160.775,59.525,0.008454999999999999,119.2,465.5,133.975,1618.8,17820.0,17860.0,4339.0,1067.1,868.75,14.78,1.0056,269.7,108.7734375,126.9375,160.75,155.71875,22.2,471.25,16577.0,159.28,131.17,152.88,33.9,34.42,3077.0,111.61,27.75,321.25,1.0733,1.1602,1442.0,150.99,34.4,2125.0,33.89,1102.2,2.0265,1.0783,2.392,877.0,1.1681,14.21,428.6
2016-01-08 00:04:00,0.7039,29.67,1.4635,354.0,2988.0,0.7104,61.4,1952.75,1.0894,119.0546875,160.775,59.525,0.008457,119.2,465.5,133.975,1618.8,17835.0,17870.0,4339.75,1067.0,868.75,14.78,1.0056,269.7,108.7734375,126.9375,160.75,155.6875,22.2,471.25,16581.0,159.28,131.17,152.88,33.9,34.45,3077.0,111.61,27.75,321.25,1.0733,1.1602,1442.0,150.99,34.4,2125.0,33.91,1102.2,2.027,1.0783,2.3930000000000002,876.7,1.1681,14.21,428.6
2016-01-08 00:05:00,0.7038,29.67,1.4636,354.0,2988.0,0.7102,61.4,1952.5,1.0895,119.046875,160.775,59.525,0.0084575,119.2,465.5,133.975,1618.8,17805.0,17840.0,4337.5,1066.9,868.75,14.78,1.0056,269.7,108.7734375,126.9375,160.71875,155.6875,22.25,471.5,16574.0,159.28,131.17,152.88,33.9,34.41,3077.0,111.61,27.75,321.25,1.0733,1.1602,1442.0,150.99,34.4,2125.0,33.88,1102.2,2.026,1.0783,2.394,876.3,1.1681,14.205,428.6
2016-01-08 00:06:00,0.7037,29.67,1.4636,354.0,2988.0,0.7102,61.4,1952.5,1.0896,119.046875,160.775,59.525,0.008457,119.2,465.5,133.975,1618.8,17805.0,17840.0,4338.5,1067.6,868.75,14.78,1.0056,269.7,108.7734375,126.921875,160.71875,155.6875,22.2,471.5,16577.0,159.28,131.17,152.88,33.9,34.42,3077.0,111.61,27.75,321.25,1.0733,1.1602,1442.0,150.99,34.4,2125.0,33.89,1102.2,2.027,1.0783,2.3890000000000002,876.3,1.1681,14.21,428.6
2016-01-08 00:07:00,0.7035,29.67,1.4636,354.0,2988.0,0.7101,61.4,1951.5,1.0896,119.046875,160.775,59.525,0.008459,119.2,465.5,133.975,1618.8,17790.0,17825.0,4335.75,1066.8,868.75,14.78,1.0056,269.7,108.7734375,126.9375,160.71875,155.6875,22.2,471.5,16568.0,159.28,131.17,152.88,33.9,34.42,3077.0,111.61,27.75,321.0,1.0733,1.1602,1442.0,150.99,34.4,2125.0,33.88,1102.3,2.026,1.0783,2.387,876.3,1.1681,14.21,428.6
2016-01-08 00:08:00,0.7035,29.67,1.4636,354.0,2988.0,0.7101,61.44,1951.5,1.0896,119.046875,160.775,59.525,0.008458499999999999,119.2,465.5,133.975,1618.8,17790.0,17825.0,4335.75,1066.8,868.75,14.78,1.0056,269.7,108.7734375,126.9375,160.75,155.71875,22.3,471.5,16570.0,159.28,131.17,152.88,33.9,34.4,3077.0,111.61,27.75,321.0,1.0733,1.1602,1442.0,150.99,34.4,2125.0,33.88,1102.2,2.0265,1.0783,2.388,876.6,1.1681,14.21,428.6
2016-01-08 00:09:00,0.7035,29.66,1.4635,354.0,2988.0,0.7101,61.47,1951.0,1.0896,119.046875,160.775,59.525,0.008459999999999999,119.2,465.5,133.975,1618.8,17765.0,17795.0,4334.25,1066.9,868.25,14.78,1.0056,269.6,108.7734375,126.9375,160.71875,155.6875,22.3,471.5,16563.0,159.28,131.17,152.88,33.89,34.39,3077.0,111.61,27.75,321.0,1.0733,1.1602,1442.0,150.99,34.4,2125.0,33.88,1102.2,2.026,1.0783,2.388,876.6,1.1681,14.21,428.6
2016-01-08 00:10:00,0.7036,29.66,1.4634,354.0,2988.0,0.7101,61.44,1950.5,1.0899,119.046875,160.775,59.525,0.008462,119.2,465.5,133.975,1618.8,17750.0,17785.0,4333.5,1066.4,868.5,14.78,1.0056,269.6,108.7734375,126.9375,160.71875,155.6875,22.35,471.5,16561.0,159.28,131.17,152.88,33.89,34.38,3077.0,111.61,27.75,321.0,1.0733,1.1602,1442.0,150.99,34.4,2125.0,33.88,1102.4,2.0255,1.0783,2.388,876.9,1.1681,14.21,428.6
2016-01-08 00:11:00,0.7035,29.66,1.4634,354.0,2988.0,0.7101,61.43,1950.0,1.0898,119.0546875,160.775,59.525,0.008462,119.2,465.5,133.975,1618.8,17740.0,17775.0,4332.5,1066.0,868.75,14.78,1.0055,269.6,108.7734375,126.9375,160.75,155.71875,22.4,471.5,16555.0,159.28,131.17,152.88,33.89,34.36,3077.0,111.61,27.75,320.75,1.0733,1.1602,1442.0,150.99,34.4,2125.0,33.86,1102.5,2.0255,1.0783,2.392,877.0,1.1681,14.21,428.6
2016-01-08 00:12:00,0.7035,29.66,1.463,354.0,2988.0,0.7101,61.43,1950.0,1.0896,119.0546875,160.775,59.525,0.0084615,119.2,465.5,133.975,1618.8,17740.0,17775.0,4333.0,1066.0,868.75,14.78,1.0055,269.6,108.7734375,126.9375,160.75,155.71875,22.4,471.5,16560.0,159.28,131.17,152.88,33.89,34.35,3077.0,111.61,27.75,320.75,1.0733,1.1602,1442.0,150.99,34.4,2125.0,33.86,1102.5,2.0255,1.0783,2.394,877.0,1.1681,14.215,428.6
2016-01-08 00:13:00,0.7035,29.66,1.4627,354.0,2988.0,0.7101,61.43,1950.5,1.0896,119.0546875,160.775,59.525,0.008461,119.2,465.5,133.975,1618.8,17750.0,17785.0,4334.0,1066.0,868.75,14.78,1.0055,269.6,108.7734375,126.9375,160.75,155.71875,22.4,471.5,16563.0,159.28,131.17,152.88,33.89,34.36,3077.0,111.61,27.75,320.75,1.0733,1.1602,1442.0,150.99,34.4,2125.0,33.86,1102.4,2.0245,1.0783,2.3930000000000002,877.0,1.1681,14.215,428.6
2016-01-08 00:14:00,0.7035,29.66,1.4628,354.0,2988.0,0.7101,61.43,1950.5,1.0895,119.0546875,160.775,59.525,0.008460500000000001,119.2,465.5,133.975,1618.8,17750.0,17785.0,4334.25,1066.6,868.75,14.78,1.0055,269.6,108.7734375,126.9375,160.75,155.71875,22.4,471.5,16563.0,159.28,131.17,152.88,33.89,34.37,3077.0,111.61,27.75,320.75,1.0733,1.1602,1442.0,150.99,34.4,2125.0,33.87,1102.0,2.025,1.0783,2.392,877.0,1.1681,14.21,428.6
2016-01-08 00:15:00,0.7034,29.66,1.4629,354.0,2988.0,0.7101,61.43,1950.25,1.0896,119.0546875,160.775,59.525,0.008460500000000001,119.2,465.5,133.975,1618.8,17745.0,17780.0,4333.0,1066.3,868.75,14.78,1.0055,269.5,108.7734375,126.9375,160.71875,155.71875,22.4,471.5,16560.0,159.28,131.17,152.88,33.89,34.36,3077.0,111.61,27.75,320.75,1.0733,1.1602,1442.0,150.99,34.4,2125.0,33.86,1102.0,2.0245,1.0783,2.39,876.9,1.1663,14.21,428.6
2016-01-08 00:16:00,0.7034,29.66,1.463,354.0,2988.0,0.7101,61.43,1950.5,1.0896,119.0546875,160.775,59.525,0.008460500000000001,119.2,465.5,133.975,1618.8,17755.0,17790.0,4333.5,1066.3,868.5,14.78,1.0055,269.6,108.7734375,126.9375,160.71875,155.71875,22.4,471.5,16561.0,159.28,131.17,152.88,33.89,34.36,3077.0,111.61,27.75,320.75,1.0733,1.1602,1442.0,150.99,34.4,2125.0,33.88,1102.0,2.0255,1.0783,2.39,877.2,1.1663,14.21,428.6
2016-01-08 00:17:00,0.7034,29.66,1.4629,354.0,2988.0,0.7102,61.43,1950.75,1.0897,119.046875,160.775,59.525,0.0084595,119.2,465.5,133.975,1618.8,17765.0,17800.0,4334.25,1066.7,868.5,14.78,1.0055,269.6,108.7734375,126.921875,160.71875,155.6875,22.3,471.5,16563.0,159.28,131.17,152.88,33.91,34.38,3077.0,111.61,27.75,320.75,1.0733,1.1602,1442.0,150.99,34.4,2125.0,33.88,1102.1,2.0265,1.0783,2.39,877.6,1.1663,14.21,428.6
2016-01-08 00:18:00,0.7035,29.66,1.463,354.0,2988.0,0.7102,61.43,1950.5,1.0898,119.046875,160.775,59.525,0.0084595,119.2,465.5,133.975,1618.8,17770.0,17805.0,4334.0,1066.4,868.5,14.78,1.0055,269.6,108.7734375,126.921875,160.71875,155.6875,22.3,471.5,16563.0,159.28,131.17,152.88,33.86,34.36,3077.0,111.61,27.75,320.75,1.0733,1.1602,1442.0,150.99,34.4,2125.0,33.87,1102.1,2.0265,1.0783,2.39,877.6,1.167,14.21,428.6
2016-01-08 00:19:00,0.7033,29.66,1.463,354.25,2988.0,0.7102,61.43,1949.5,1.0898,119.046875,160.775,59.525,0.008459999999999999,119.2,465.5,133.975,1618.8,17760.0,17790.0,4331.75,1065.8,868.5,14.78,1.0055,269.6,108.7734375,126.921875,160.6875,155.6875,22.3,471.75,16554.0,159.28,131.17,152.88,33.86,34.35,3077.0,111.61,27.75,320.75,1.0733,1.1602,1442.0,150.99,34.4,2125.0,33.87,1102.2,2.026,1.0783,2.391,877.6,1.1668,14.21,428.6
2016-01-08 00:20:00,0.7033,29.66,1.463,354.25,2988.0,0.7103,61.43,1950.0,1.0897,119.046875,160.775,59.525,0.008459999999999999,119.2,465.5,133.975,1618.8,17755.0,17790.0,4333.0,1065.8,868.5,14.78,1.0055,269.6,108.7734375,126.921875,160.6875,155.6875,22.4,471.75,16557.0,159.28,131.17,152.88,33.87,34.37,3077.0,111.61,27.75,320.75,1.0733,1.1602,1442.0,150.99,34.4,2125.0,33.89,1102.2,2.0265,1.0783,2.392,877.6,1.1668,14.21,428.6
2016-01-08 00:21:00,0.7033,29.66,1.4628,354.25,2988.0,0.7102,61.43,1949.75,1.0898,119.046875,160.775,59.525,0.008462,119.2,465.5,133.975,1618.8,17740.0,17775.0,4332.25,1065.8,868.5,14.78,1.0055,269.6,108.7734375,126.921875,160.71875,155.6875,22.4,471.75,16555.0,159.28,131.17,152.88,33.86,34.34,3077.0,111.61,27.75,320.75,1.0733,1.1602,1442.0,150.99,34.4,2125.0,33.88,1102.1,2.026,1.0783,2.3930000000000002,877.0,1.1668,14.21,428.6
2016-01-08 00:22:00,0.7031,29.66,1.4628,354.25,2988.0,0.7102,61.43,1948.5,1.0898,119.0390625,160.775,59.525,0.0084635,119.2,465.5,133.975,1618.8,17725.0,17760.0,4329.25,1065.3,868.5,14.78,1.0055,269.6,108.7734375,126.921875,160.6875,155.6875,22.45,471.75,16546.0,159.28,131.17,152.88,33.86,34.35,3077.0,111.61,27.75,320.75,1.0733,1.1602,1442.0,150.99,34.4,2125.0,33.86,1102.3,2.026,1.0783,2.3930000000000002,877.0,1.1668,14.21,428.6
2016-01-08 00:23:00,0.7031,29.67,1.4629,354.25,2988.0,0.7101,61.43,1948.25,1.0899,119.0390625,160.775,59.525,0.008465,119.2,465.5,133.975,1618.8,17720.0,17755.0,4329.25,1065.2,868.5,14.78,1.0055,269.6,108.7734375,126.921875,160.71875,155.6875,22.45,471.75,16544.0,159.28,131.17,152.88,33.86,34.35,3077.0,111.61,27.75,320.75,1.0733,1.1602,1442.0,150.99,34.4,2125.0,33.87,1102.4,2.026,1.0783,2.392,877.4,1.1668,14.21,428.6
2016-01-08 00:24:00,0.7031,29.67,1.4629,354.25,2988.0,0.7101,61.43,1948.25,1.0898,119.0390625,160.775,59.525,0.0084635,119.2,465.5,133.975,1618.8,17720.0,17755.0,4328.0,1065.0,868.5,14.78,1.0055,269.6,108.7734375,126.921875,160.71875,155.6875,22.45,471.75,16542.0,159.28,131.17,152.88,33.86,34.35,3077.0,111.61,27.75,320.75,1.0733,1.1602,1442.0,150.99,34.4,2125.0,33.87,1102.3,2.0265,1.0783,2.3890000000000002,877.4,1.1668,14.21,428.6
2016-01-08 00:25:00,0.7031,29.67,1.4629,354.25,2988.0,0.7101,61.49,1948.25,1.0899,119.0390625,160.775,59.525,0.0084645,119.2,465.5,133.975,1618.8,17710.0,17745.0,4328.5,1065.0,868.5,14.78,1.0055,269.7,108.7734375,126.921875,160.71875,155.6875,22.45,471.75,16545.0,159.28,131.17,152.88,33.86,34.35,3077.0,111.61,27.75,320.75,1.0733,1.1602,1442.0,150.99,34.4,2125.0,33.86,1102.4,2.0265,1.0783,2.391,877.9,1.1668,14.22,428.6
2016-01-08 00:26:00,0.703,29.67,1.4626,354.25,2988.0,0.7101,61.45,1948.25,1.0899,119.0390625,160.775,59.525,0.0084645,119.2,465.5,133.975,1618.8,17710.0,17745.0,4329.0,1065.0,868.75,14.78,1.0055,269.7,108.7734375,126.921875,160.71875,155.6875,22.45,471.75,16545.0,159.28,131.17,152.88,33.86,34.35,3077.0,111.61,27.75,320.75,1.0733,1.1602,1442.0,150.99,34.4,2125.0,33.87,1102.4,2.027,1.0783,2.39,877.9,1.1668,14.22,428.6
2016-01-08 00:27:00,0.7027,29.69,1.4623,354.5,2988.0,0.7101,61.45,1948.5,1.0898,119.0390625,160.775,59.525,0.008463,119.2,465.5,133.975,1618.8,17715.0,17750.0,4328.75,1064.9,868.75,14.78,1.0055,269.7,108.7734375,126.921875,160.71875,155.6875,22.45,471.5,16545.0,159.28,131.17,152.88,33.86,34.35,3077.0,111.61,27.75,320.75,1.0733,1.1602,1442.0,150.99,34.4,2125.0,33.87,1102.4,2.027,1.0783,2.388,877.9,1.1668,14.22,428.6
2016-01-08 00:28:00,0.7027,29.69,1.4623,354.25,2988.0,0.7101,61.45,1949.25,1.0899,119.0390625,160.775,59.525,0.008462,119.2,465.5,133.975,1618.8,17735.0,17760.0,4330.75,1065.5,868.75,14.78,1.0055,269.6,108.7734375,126.90625,160.71875,155.6875,22.45,471.5,16551.0,159.28,131.17,152.88,33.86,34.35,3077.0,111.61,27.75,320.75,1.0733,1.1602,1442.0,150.99,34.4,2125.0,33.88,1102.4,2.0275,1.0783,2.387,877.8,1.1667,14.22,428.6
2016-01-08 00:29:00,0.7027,29.69,1.4626,354.25,2988.0,0.7101,61.45,1948.5,1.09,119.0390625,160.775,59.525,0.008463,119.2,465.5,133.975,1618.8,17720.0,17750.0,4329.0,1065.3,868.75,14.78,1.0055,269.6,108.7734375,126.90625,160.71875,155.6875,22.45,471.5,16545.0,159.28,131.17,152.88,33.86,34.34,3077.0,111.61,27.75,320.75,1.0733,1.1602,1442.0,150.99,34.4,2125.0,33.86,1102.4,2.0275,1.0783,2.39,877.8,1.1667,14.22,428.6
2016-01-08 00:30:00,0.703,29.69,1.4628,354.25,2988.0,0.7101,61.45,1950.0,1.0899,119.0390625,160.775,59.525,0.0084625,119.2,465.5,133.975,1618.8,17725.0,17760.0,4332.5,1066.1,868.75,14.78,1.0055,269.6,108.7734375,126.90625,160.6875,155.65625,22.35,471.5,16558.0,159.28,131.17,152.88,33.86,34.34,3077.0,111.61,27.75,320.75,1.0733,1.1602,1442.0,150.99,34.4,2125.0,33.87,1102.4,2.0285,1.0782,2.39,878.2,1.1665,14.22,428.6
2016-01-08 00:31:00,0.703,29.67,1.463,354.25,2988.0,0.7101,61.44,1949.25,1.0902,119.0390625,160.775,59.525,0.0084645,119.2,465.5,133.975,1618.8,17710.0,17745.0,4330.5,1066.1,868.25,14.78,1.0055,269.5,108.7734375,126.90625,160.6875,155.65625,22.35,471.5,16551.0,159.28,131.17,152.88,33.86,34.35,3077.0,111.61,27.75,320.75,1.0733,1.1602,1442.0,150.99,34.4,2125.0,33.87,1102.8,2.0295,1.078,2.39,878.2,1.1665,14.215,428.6
2016-01-08 00:32:00,0.7033,29.68,1.4629,354.25,2988.0,0.7101,61.44,1950.25,1.0897,119.0390625,160.775,59.525,0.0084635,119.2,465.5,133.975,1618.8,17715.0,17750.0,4332.75,1066.0,868.25,14.78,1.0055,269.5,108.7734375,126.90625,160.6875,155.65625,22.4,471.5,16559.0,159.28,131.17,152.88,33.86,34.35,3077.0,111.61,27.75,320.75,1.0733,1.1602,1442.0,150.99,34.4,2125.0,33.88,1102.9,2.0295,1.078,2.39,878.1,1.1665,14.21,428.6
2016-01-08 00:33:00,0.7032,29.67,1.463,354.25,2988.0,0.7101,61.43,1950.0,1.0897,119.0390625,160.775,59.525,0.008465,119.2,465.5,133.975,1618.8,17705.0,17745.0,4332.75,1066.0,868.25,14.78,1.0055,269.5,108.7734375,126.90625,160.6875,155.65625,22.4,471.5,16559.0,159.28,131.17,152.88,33.86,34.35,3077.0,111.61,27.75,320.75,1.0733,1.1602,1442.0,150.99,34.4,2125.0,33.87,1102.9,2.0305,1.0784,2.3890000000000002,878.4,1.1665,14.215,428.6
2016-01-08 00:34:00,0.7031,29.66,1.4626,354.25,2988.0,0.7101,61.42,1949.75,1.0897,119.0390625,160.775,59.525,0.008465,119.2,465.5,133.975,1618.8,17710.0,17745.0,4332.0,1066.0,868.0,14.78,1.0054,269.4,108.7734375,126.90625,160.6875,155.65625,22.4,471.5,16554.0,159.28,131.17,152.88,33.86,34.36,3077.0,111.61,27.75,320.75,1.0733,1.1602,1442.0,150.99,34.4,2125.0,33.88,1103.1,2.028,1.0784,2.39,878.4,1.1665,14.22,428.6
2016-01-08 00:35:00,0.703,29.67,1.462,354.25,2988.0,0.7101,61.42,1949.25,1.0896,119.0390625,160.775,59.525,0.0084645,119.2,465.5,133.975,1618.8,17700.0,17735.0,4331.0,1066.0,868.0,14.78,1.0054,269.4,108.7734375,126.90625,160.6875,155.65625,22.4,471.5,16550.0,159.28,131.17,152.88,33.86,34.39,3077.0,111.61,27.75,320.75,1.0733,1.1602,1442.0,150.99,34.4,2125.0,33.9,1103.0,2.029,1.0784,2.392,878.4,1.1665,14.22,428.6
2016-01-08 00:36:00,0.7029,29.66,1.4621,354.25,2988.0,0.7101,61.42,1948.5,1.0898,119.0390625,160.775,59.525,0.0084655,119.2,465.5,133.975,1618.8,17695.0,17730.0,4330.0,1065.5,868.0,14.78,1.0054,269.4,108.78125,126.921875,160.6875,155.6875,22.4,471.5,16546.0,159.28,131.17,152.88,33.86,34.38,3077.0,111.61,27.75,320.5,1.0733,1.1602,1442.0,150.99,34.4,2125.0,33.89,1103.0,2.03,1.0785,2.39,878.4,1.1665,14.205,428.6
2016-01-08 00:37:00,0.7028,29.67,1.4621,354.0,2988.0,0.7101,61.42,1949.0,1.0898,119.0390625,160.775,59.525,0.008467,119.2,465.5,133.975,1618.8,17680.0,17715.0,4330.25,1065.6,867.75,14.78,1.0054,269.4,108.78125,126.921875,160.6875,155.65625,22.4,471.5,16547.0,159.28,131.17,152.88,33.88,34.36,3077.0,111.61,27.75,321.0,1.0733,1.1602,1442.0,150.99,34.4,2125.0,33.88,1102.9,2.029,1.0793,2.39,878.4,1.1665,14.19,428.6
2016-01-08 00:38:00,0.7029,29.66,1.4621,354.25,2988.0,0.71,61.42,1949.25,1.0897,119.0390625,160.775,59.525,0.008466,119.2,465.5,133.975,1618.8,17685.0,17720.0,4331.25,1065.6,867.25,14.78,1.0054,269.3,108.7734375,126.921875,160.6875,155.65625,22.4,471.5,16550.0,159.28,131.17,152.88,33.88,34.36,3077.0,111.61,27.75,320.5,1.0733,1.1602,1442.0,150.99,34.4,2125.0,33.87,1103.1,2.0295,1.078,2.39,878.5,1.1665,14.195,428.6
2016-01-08 00:39:00,0.7028,29.63,1.4621,354.25,2988.0,0.71,61.4,1948.75,1.0897,119.0390625,160.775,59.525,0.008467,119.2,465.5,133.975,1618.8,17675.0,17715.0,4330.25,1065.6,867.0,14.78,1.0054,269.2,108.7734375,126.921875,160.6875,155.65625,22.4,471.5,16547.0,159.28,131.17,152.88,33.88,34.38,3077.0,111.61,27.75,320.5,1.0733,1.1602,1442.0,150.99,34.4,2125.0,33.87,1102.9,2.029,1.0779,2.3930000000000002,878.0,1.1672,14.195,428.6
2016-01-08 00:40:00,0.7027,29.65,1.4622,354.25,2988.0,0.71,61.39,1948.25,1.0898,119.0390625,160.775,59.525,0.008468,119.2,465.5,133.975,1618.8,17665.0,17700.0,4328.75,1064.9,867.0,14.78,1.0054,269.2,108.7734375,126.921875,160.6875,155.6875,22.45,471.5,16544.0,159.28,131.17,152.88,33.88,34.39,3077.0,111.61,27.75,320.75,1.0733,1.1602,1442.0,150.99,34.4,2125.0,33.92,1103.0,2.029,1.0786,2.3930000000000002,878.0,1.1672,14.195,428.6
2016-01-08 00:41:00,0.7029,29.66,1.4622,354.25,2988.0,0.7102,61.38,1948.75,1.0897,119.0390625,160.775,59.525,0.008466,119.2,465.5,133.975,1618.8,17690.0,17720.0,4330.0,1064.9,867.0,14.78,1.0054,269.2,108.7734375,126.921875,160.6875,155.6875,22.45,471.5,16549.0,159.28,131.17,152.88,33.97,34.47,3077.0,111.61,27.75,321.0,1.0733,1.1602,1442.0,150.99,34.4,2125.0,33.97,1102.9,2.029,1.0801,2.3930000000000002,878.5,1.1672,14.2,428.6
2016-01-08 00:42:00,0.7029,29.66,1.4621,354.25,2988.0,0.7101,61.38,1948.75,1.0897,119.0390625,160.775,59.525,0.0084655,119.2,465.5,133.975,1618.8,17690.0,17725.0,4330.0,1065.5,867.0,14.78,1.0054,269.2,108.7734375,126.921875,160.6875,155.65625,22.45,471.5,16548.0,159.28,131.17,152.88,33.95,34.46,3077.0,111.61,27.75,321.0,1.0733,1.1602,1442.0,150.99,34.4,2125.0,33.95,1102.7,2.029,1.0801,2.3930000000000002,878.0,1.1672,14.195,428.6
2016-01-08 00:43:00,0.7028,29.66,1.4622,354.25,2988.0,0.7101,61.38,1949.25,1.0897,119.0390625,160.775,59.525,0.0084655,119.2,465.5,133.975,1618.8,17700.0,17735.0,4331.0,1065.6,867.25,14.78,1.0054,269.2,108.7734375,126.921875,160.6875,155.65625,22.4,471.5,16553.0,159.28,131.17,152.88,33.95,34.46,3077.0,111.61,27.75,321.0,1.0733,1.1602,1442.0,150.99,34.4,2125.0,33.95,1102.8,2.03,1.0801,2.3930000000000002,878.0,1.1688,14.195,428.6
2016-01-08 00:44:00,0.7027,29.66,1.4622,354.25,2988.0,0.7101,61.38,1949.25,1.0898,119.0390625,160.775,59.525,0.008465,119.2,465.5,133.975,1618.8,17705.0,17740.0,4331.25,1065.6,867.25,14.78,1.0054,269.2,108.7734375,126.921875,160.6875,155.65625,22.4,471.5,16553.0,159.28,131.17,152.88,33.95,34.46,3077.0,111.61,27.75,321.0,1.0733,1.1602,1442.0,150.99,34.4,2125.0,33.95,1102.8,2.03,1.0801,2.395,878.0,1.1688,14.19,428.6
2016-01-08 00:45:00,0.7029,29.66,1.4621,354.25,2988.0,0.7101,61.38,1950.25,1.0895,119.0390625,160.775,59.525,0.0084635,119.2,465.5,133.975,1618.8,17710.0,17740.0,4333.75,1066.2,867.25,14.78,1.0054,269.2,108.7734375,126.90625,160.65625,155.65625,22.35,471.5,16558.0,159.28,131.17,152.88,33.95,34.49,3077.0,111.61,27.75,321.0,1.0733,1.1602,1442.0,150.99,34.4,2125.0,33.96,1103.0,2.0295,1.0801,2.395,878.0,1.1688,14.2,428.6
2016-01-08 00:46:00,0.7031,29.66,1.4621,354.25,2988.0,0.7101,61.38,1950.25,1.0895,119.0390625,160.775,59.525,0.0084625,119.2,465.5,133.975,1618.8,17705.0,17740.0,4333.5,1066.1,867.0,14.78,1.0054,269.2,108.7734375,126.90625,160.65625,155.65625,22.35,471.5,16557.0,159.28,131.17,152.88,33.95,34.49,3077.0,111.61,27.75,321.0,1.0733,1.1602,1442.0,150.99,34.4,2125.0,33.96,1102.8,2.028,1.0801,2.396,878.0,1.1688,14.2,428.6
2016-01-08 00:47:00,0.703,29.66,1.4623,354.25,2988.0,0.7101,61.38,1950.5,1.0896,119.0390625,160.775,59.525,0.008462,119.2,465.5,133.975,1618.8,17705.0,17740.0,4334.25,1066.1,867.25,14.78,1.0054,269.3,108.7734375,126.90625,160.65625,155.65625,22.3,471.5,16559.0,159.28,131.17,152.88,33.95,34.49,3077.0,111.61,27.75,321.0,1.0733,1.1602,1442.0,150.99,34.4,2125.0,33.96,1102.6,2.0285,1.0801,2.395,878.2,1.1688,14.2,428.6
2016-01-08 00:48:00,0.7029,29.66,1.4621,354.0,2988.0,0.7101,61.38,1950.25,1.0896,119.0390625,160.775,59.525,0.0084635,119.2,465.5,133.975,1618.8,17700.0,17730.0,4333.75,1066.1,867.25,14.78,1.0054,269.3,108.7734375,126.90625,160.65625,155.65625,22.35,471.5,16558.0,159.28,131.17,152.88,33.95,34.47,3077.0,111.61,27.75,321.0,1.0733,1.1602,1442.0,150.99,34.4,2125.0,33.96,1102.6,2.029,1.0801,2.395,878.2,1.1688,14.2,428.6
2016-01-08 00:49:00,0.7029,29.66,1.4621,354.0,2988.0,0.7101,61.38,1949.75,1.0896,119.0390625,160.775,59.525,0.0084645,119.2,465.25,133.975,1618.8,17695.0,17730.0,4332.25,1066.1,867.75,14.78,1.0054,269.3,108.7734375,126.90625,160.65625,155.65625,22.35,471.25,16555.0,159.28,131.17,152.88,33.95,34.49,3077.0,111.61,27.75,321.0,1.0733,1.1602,1442.0,150.99,34.4,2125.0,33.96,1102.5,2.028,1.0801,2.395,878.2,1.1688,14.2,428.6
2016-01-08 00:50:00,0.703,29.66,1.462,354.0,2988.0,0.7101,61.38,1949.0,1.0898,119.0390625,160.775,59.525,0.0084655,119.2,465.25,133.975,1618.8,17690.0,17720.0,4331.0,1066.1,867.5,14.78,1.0054,269.3,108.7734375,126.90625,160.65625,155.65625,22.35,471.25,16550.0,159.28,131.17,152.88,33.95,34.46,3077.0,111.61,27.75,321.0,1.0733,1.1602,1442.0,150.99,34.4,2125.0,33.94,1102.5,2.028,1.0801,2.395,878.4,1.1688,14.195,428.6
2016-01-08 00:51:00,0.7029,29.65,1.462,354.0,2988.0,0.7101,61.38,1949.25,1.0898,119.0390625,160.775,59.525,0.008465,119.2,465.25,133.975,1618.8,17685.0,17715.0,4330.75,1066.1,867.25,14.78,1.0054,269.3,108.7734375,126.90625,160.65625,155.65625,22.4,471.0,16551.0,159.28,131.17,152.88,33.95,34.44,3077.0,111.61,27.75,321.0,1.0733,1.1602,1442.0,150.99,34.4,2125.0,33.92,1102.6,2.027,1.0801,2.395,878.2,1.168,14.19,428.6
