,@AD#,@BP#,@CD#,@ES#,@EU#,@FV#,@JY#,@NIY#,@NKD#,@NQ#,@RTY#,@SF#,@TU#,@TY#,@UB#,@US#,@VX#,@YM#
2015-04-03 03:38:00,0.7571,1.4826,0.7949,2060.75,1.0891,120.40625,0.008365000000000001,19460.0,19500.0,4310.0,1252.4,1.0456,109.6171875,129.171875,170.21875,164.3125,15.65,17682.0
2015-04-03 03:39:00,0.7571,1.4826,0.7949,2060.75,1.0892,120.40625,0.008365000000000001,19460.0,19500.0,4310.0,1252.4,1.0456,109.6171875,129.15625,170.21875,164.3125,15.65,17681.0
2015-04-03 03:40:00,0.7572,1.4827,0.7951,2060.75,1.0891,120.40625,0.008365000000000001,19460.0,19500.0,4310.0,1252.4,1.046,109.6171875,129.171875,170.21875,164.3125,15.65,17681.0
2015-04-03 03:41:00,0.7568,1.4827,0.795,2060.75,1.089,120.40625,0.008365000000000001,19470.0,19505.0,4310.0,1252.4,1.046,109.6171875,129.171875,170.21875,164.3125,15.65,17681.0
2015-04-03 03:42:00,0.7569,1.4824,0.795,2060.75,1.0891,120.40625,0.008365000000000001,19470.0,19505.0,4310.0,1252.4,1.046,109.6171875,129.171875,170.21875,164.3125,15.65,17681.0
2015-04-03 03:43:00,0.7571,1.4828,0.795,2061.0,1.0891,120.40625,0.008365000000000001,19470.0,19505.0,4309.75,1252.5,1.046,109.6171875,129.171875,170.21875,164.3125,15.65,17682.0
2015-04-03 03:44:00,0.757,1.4826,0.7949,2061.0,1.0891,120.40625,0.008366,19470.0,19505.0,4309.75,1252.5,1.0453,109.6171875,129.171875,170.21875,164.3125,15.65,17682.0
2015-04-03 03:45:00,0.7571,1.4826,0.7949,2060.75,1.0891,120.40625,0.008366,19470.0,19505.0,4309.75,1252.5,1.0453,109.6171875,129.171875,170.21875,164.3125,15.65,17682.0
2015-04-03 03:46:00,0.7571,1.4822,0.7949,2060.75,1.0889,120.390625,0.008366,19470.0,19505.0,4309.75,1252.6,1.0453,109.6171875,129.171875,170.21875,164.3125,15.65,17683.0
2015-04-03 03:47:00,0.7571,1.4823,0.7949,2060.75,1.0886,120.3984375,0.008365000000000001,19470.0,19510.0,4309.75,1252.6,1.0453,109.6171875,129.15625,170.21875,164.3125,15.65,17683.0
2015-04-03 03:48:00,0.7571,1.4823,0.7949,2061.0,1.0885,120.3984375,0.008365000000000001,19470.0,19510.0,4310.0,1252.6,1.0451,109.6171875,129.15625,170.21875,164.3125,15.65,17681.0
2015-04-03 03:49:00,0.7566,1.4823,0.7949,2061.0,1.0884,120.3984375,0.008365000000000001,19470.0,19510.0,4309.75,1252.6,1.0452,109.6171875,129.15625,170.21875,164.3125,15.65,17684.0
2015-04-03 03:50:00,0.7564,1.4823,0.7949,2061.0,1.0884,120.3984375,0.008365000000000001,19470.0,19510.0,4309.75,1252.6,1.0452,109.6171875,129.15625,170.21875,164.3125,15.65,17684.0
2015-04-03 03:51:00,0.7564,1.4824,0.7949,2061.0,1.0881,120.3984375,0.008365000000000001,19470.0,19510.0,4309.75,1252.6,1.0452,109.6171875,129.15625,170.21875,164.3125,15.65,17684.0
2015-04-03 03:52:00,0.7564,1.4823,0.7948,2061.0,1.0881,120.3984375,0.008362999999999999,19470.0,19510.0,4310.25,1252.6,1.0452,109.6171875,129.15625,170.21875,164.3125,15.65,17684.0
2015-04-03 03:53:00,0.7564,1.4824,0.7948,2061.0,1.0884,120.3984375,0.008365000000000001,19470.0,19510.0,4310.25,1252.6,1.0452,109.6171875,129.15625,170.21875,164.3125,15.65,17684.0
2015-04-03 03:54:00,0.7565,1.4824,0.7948,2061.25,1.0882,120.3984375,0.008365000000000001,19470.0,19505.0,4310.5,1252.6,1.0452,109.6171875,129.15625,170.21875,164.3125,15.65,17687.0
2015-04-03 03:55:00,0.7565,1.4824,0.7948,2061.25,1.0882,120.3984375,0.008365000000000001,19470.0,19510.0,4310.5,1252.6,1.0452,109.6171875,129.15625,170.28125,164.34375,15.65,17687.0
2015-04-03 03:56:00,0.7564,1.4821,0.7948,2061.25,1.0879,120.3984375,0.008366,19470.0,19510.0,4310.5,1252.6,1.0452,109.6171875,129.171875,170.28125,164.34375,15.65,17687.0
2015-04-03 03:57:00,0.7564,1.4821,0.7948,2061.25,1.0879,120.3984375,0.008366,19470.0,19505.0,4310.5,1252.6,1.0452,109.6171875,129.171875,170.28125,164.34375,15.65,17688.0
2015-04-03 03:58:00,0.7563,1.4821,0.7948,2061.25,1.0878,120.40625,0.008365000000000001,19470.0,19505.0,4310.5,1252.6,1.0452,109.6171875,129.171875,170.28125,164.34375,15.65,17688.0
2015-04-03 03:59:00,0.7562,1.4821,0.7946,2061.25,1.0878,120.40625,0.008365000000000001,19470.0,19505.0,4310.5,1252.6,1.0452,109.6171875,129.1875,170.28125,164.34375,15.65,17688.0
2015-04-03 04:00:00,0.7562,1.4827,0.7948,2061.25,1.0882,120.40625,0.008365000000000001,19465.0,19505.0,4310.5,1252.6,1.0452,109.6171875,129.1875,170.28125,164.34375,15.65,17688.0
2015-04-03 04:01:00,0.7563,1.4827,0.7948,2061.25,1.0884,120.40625,0.008366,19460.0,19500.0,4310.25,1252.6,1.045,109.6171875,129.171875,170.28125,164.34375,15.65,17689.0
2015-04-03 04:02:00,0.7562,1.4827,0.7948,2061.0,1.0882,120.40625,0.008366,19460.0,19500.0,4310.25,1252.6,1.045,109.6171875,129.171875,170.28125,164.34375,15.65,17689.0
2015-04-03 04:03:00,0.7564,1.4827,0.7948,2061.5,1.0883,120.40625,0.008366,19460.0,19500.0,4311.0,1253.3,1.045,109.6171875,129.171875,170.28125,164.34375,15.65,17691.0
2015-04-03 04:04:00,0.7561,1.4827,0.7948,2061.75,1.0882,120.3984375,0.008365000000000001,19470.0,19510.0,4311.25,1253.3,1.045,109.6171875,129.1875,170.28125,164.34375,15.65,17694.0
2015-04-03 04:05:00,0.756,1.4824,0.7948,2061.75,1.0882,120.3984375,0.008365000000000001,19470.0,19505.0,4311.25,1253.3,1.045,109.6171875,129.171875,170.28125,164.34375,15.65,17691.0
2015-04-03 04:06:00,0.7562,1.4827,0.7949,2061.5,1.0885,120.390625,0.008366,19470.0,19505.0,4311.25,1253.3,1.0452,109.625,129.171875,170.28125,164.34375,15.65,17691.0
2015-04-03 04:07:00,0.7562,1.4827,0.7949,2062.0,1.0886,120.390625,0.008366,19470.0,19505.0,4311.25,1253.3,1.0452,109.625,129.171875,170.28125,164.34375,15.65,17692.0
2015-04-03 04:08:00,0.7562,1.4825,0.7949,2062.0,1.0888,120.390625,0.008365000000000001,19495.0,19530.0,4311.25,1253.3,1.0452,109.625,129.15625,170.28125,164.34375,15.65,17692.0
2015-04-03 04:09:00,0.7562,1.4823,0.795,2062.0,1.0887,120.390625,0.008365000000000001,19495.0,19525.0,4311.25,1253.3,1.0452,109.625,129.15625,170.28125,164.34375,15.65,17692.0
2015-04-03 04:10:00,0.7562,1.4819,0.795,2062.0,1.0887,120.390625,0.008365000000000001,19490.0,19525.0,4311.5,1253.3,1.0455,109.625,129.15625,170.28125,164.34375,15.65,17692.0
2015-04-03 04:11:00,0.7562,1.4819,0.795,2062.25,1.0886,120.390625,0.008365000000000001,19515.0,19550.0,4311.5,1253.3,1.0455,109.625,129.171875,170.28125,164.34375,15.65,17693.0
2015-04-03 04:12:00,0.7561,1.4819,0.795,2062.0,1.0885,120.390625,0.008364,19520.0,19555.0,4312.0,1253.3,1.0455,109.625,129.171875,170.28125,164.34375,15.65,17693.0
2015-04-03 04:13:00,0.7561,1.4823,0.795,2062.0,1.0888,120.3984375,0.008364,19515.0,19555.0,4312.0,1253.3,1.0455,109.625,129.1875,170.28125,164.34375,15.65,17693.0
2015-04-03 04:14:00,0.7561,1.4819,0.795,2061.75,1.0888,120.3984375,0.008364,19510.0,19545.0,4311.75,1253.4,1.0455,109.625,129.171875,170.28125,164.34375,15.65,17690.0
2015-04-03 04:15:00,0.7561,1.4817,0.7949,2062.0,1.0888,120.3984375,0.008364,19510.0,19545.0,4311.75,1253.4,1.0455,109.625,129.15625,170.28125,164.34375,15.65,17691.0
2015-04-03 04:16:00,0.7561,1.4814,0.7949,2061.75,1.0888,120.390625,0.008364,19510.0,19545.0,4311.75,1253.4,1.0455,109.625,129.171875,170.28125,164.34375,15.65,17692.0
2015-04-03 04:17:00,0.7564,1.4815,0.795,2062.25,1.0891,120.390625,0.008362999999999999,19510.0,19550.0,4312.25,1253.6,1.0462,109.625,129.171875,170.28125,164.34375,15.65,17693.0
2015-04-03 04:18:00,0.7564,1.4814,0.795,2062.25,1.0889,120.3984375,0.008362999999999999,19515.0,19555.0,4312.5,1253.6,1.0462,109.625,129.1875,170.28125,164.34375,15.65,17692.0
2015-04-03 04:19:00,0.7567,1.4815,0.7951,2062.25,1.089,120.3984375,0.008362999999999999,19525.0,19560.0,4312.5,1253.6,1.0462,109.625,129.1875,170.28125,164.34375,15.65,17692.0
2015-04-03 04:20:00,0.7569,1.4814,0.7951,2062.25,1.0891,120.3984375,0.008362,19525.0,19560.0,4313.0,1253.6,1.0462,109.625,129.1875,170.28125,164.34375,15.65,17689.0
2015-04-03 04:21:00,0.7568,1.4811,0.7951,2062.5,1.0889,120.3984375,0.008361,19545.0,19580.0,4313.0,1253.6,1.0462,109.625,129.171875,170.28125,164.34375,15.65,17690.0
2015-04-03 04:22:00,0.7567,1.4811,0.7951,2062.0,1.0888,120.3984375,0.008361,19545.0,19580.0,4312.25,1253.6,1.0462,109.625,129.171875,170.28125,164.34375,15.65,17685.0
2015-04-03 04:23:00,0.7569,1.4813,0.7951,2062.25,1.089,120.3984375,0.00836,19545.0,19580.0,4312.5,1253.6,1.0462,109.625,129.171875,170.28125,164.34375,15.65,17689.0
2015-04-03 04:24:00,0.7569,1.4813,0.7951,2062.25,1.089,120.3984375,0.008361,19545.0,19580.0,4312.5,1253.6,1.0462,109.625,129.171875,170.28125,164.34375,15.65,17690.0
2015-04-03 04:25:00,0.7569,1.4812,0.7951,2062.25,1.0889,120.3984375,0.008361,19545.0,19585.0,4312.5,1253.6,1.0462,109.625,129.171875,170.28125,164.34375,15.65,17689.0
2015-04-03 04:26:00,0.7569,1.4812,0.7951,2062.25,1.0889,120.3984375,0.00836,19535.0,19575.0,4312.5,1253.6,1.0462,109.625,129.171875,170.28125,164.34375,15.65,17689.0
2015-04-03 04:27:00,0.7569,1.4812,0.7951,2062.25,1.0889,120.3984375,0.00836,19530.0,19570.0,4312.5,1253.6,1.0462,109.625,129.171875,170.28125,164.34375,15.65,17689.0
2015-04-03 04:28:00,0.7568,1.4812,0.7951,2062.25,1.0887,120.3984375,0.00836,19525.0,19560.0,4312.5,1253.6,1.0462,109.625,129.171875,170.28125,164.34375,15.65,17689.0
2015-04-03 04:29:00,0.7567,1.4812,0.7951,2062.5,1.0887,120.3984375,0.008361,19525.0,19560.0,4312.5,1253.6,1.0462,109.625,129.171875,170.28125,164.34375,15.65,17689.0
2015-04-03 04:30:00,0.7566,1.4812,0.7951,2062.5,1.0887,120.3984375,0.00836,19525.0,19560.0,4312.5,1253.6,1.0462,109.625,129.171875,170.28125,164.375,15.65,17689.0
2015-04-03 04:31:00,0.7568,1.4812,0.7952,2062.5,1.0887,120.3984375,0.008361,19525.0,19565.0,4312.75,1253.7,1.0454,109.625,129.171875,170.28125,164.34375,15.65,17692.0
2015-04-03 04:32:00,0.7567,1.4812,0.7952,2062.5,1.0886,120.3984375,0.00836,19525.0,19565.0,4312.5,1253.7,1.0454,109.625,129.171875,170.28125,164.34375,15.65,17692.0
2015-04-03 04:33:00,0.7566,1.4812,0.7953,2062.75,1.0886,120.390625,0.00836,19525.0,19565.0,4312.5,1253.7,1.0454,109.625,129.171875,170.28125,164.34375,15.65,17692.0
2015-04-03 04:34:00,0.7566,1.4812,0.7953,2062.5,1.0885,120.390625,0.00836,19525.0,19560.0,4312.5,1253.7,1.0454,109.6171875,129.171875,170.28125,164.375,15.65,17692.0
2015-04-03 04:35:00,0.7566,1.4813,0.7953,2062.5,1.0886,120.390625,0.008361,19530.0,19560.0,4312.5,1253.7,1.0454,109.6171875,129.171875,170.28125,164.375,15.65,17692.0
2015-04-03 04:36:00,0.7566,1.4813,0.7954,2062.75,1.0887,120.3984375,0.008361,19540.0,19575.0,4312.5,1253.7,1.0454,109.625,129.1875,170.28125,164.375,15.65,17692.0
2015-04-03 04:37:00,0.7567,1.4813,0.7954,2062.75,1.0887,120.3984375,0.008361,19540.0,19575.0,4312.25,1253.7,1.0455,109.625,129.1875,170.28125,164.375,15.65,17692.0
2015-04-03 04:38:00,0.7567,1.4813,0.7954,2062.5,1.0886,120.3984375,0.008361,19535.0,19570.0,4312.25,1253.7,1.0455,109.625,129.1875,170.28125,164.375,15.65,17692.0
2015-04-03 04:39:00,0.7566,1.4812,0.7954,2063.0,1.0887,120.3984375,0.008361,19535.0,19570.0,4313.5,1254.0,1.0455,109.625,129.203125,170.28125,164.375,15.65,17695.0
2015-04-03 04:40:00,0.7567,1.4812,0.7954,2063.0,1.0888,120.3984375,0.008361,19535.0,19570.0,4313.5,1254.0,1.0455,109.625,129.203125,170.28125,164.375,15.65,17695.0
2015-04-03 04:41:00,0.7567,1.4814,0.7954,2063.0,1.089,120.3984375,0.008361,19525.0,19565.0,4313.25,1254.0,1.0455,109.625,129.1875,170.28125,164.375,15.65,17697.0
2015-04-03 04:42:00,0.7565,1.4814,0.7953,2063.25,1.0889,120.3984375,0.008361,19530.0,19565.0,4313.25,1254.0,1.0455,109.625,129.1875,170.28125,164.375,15.65,17694.0
2015-04-03 04:43:00,0.7565,1.4814,0.7953,2063.25,1.089,120.3984375,0.008361,19530.0,19570.0,4313.5,1254.1,1.0455,109.625,129.1875,170.28125,164.375,15.65,17698.0
2015-04-03 04:44:00,0.7565,1.4811,0.7953,2063.5,1.0888,120.3984375,0.008361,19530.0,19565.0,4313.25,1254.1,1.0455,109.625,129.1875,170.28125,164.375,15.65,17698.0
2015-04-03 04:45:00,0.7565,1.4811,0.7953,2063.25,1.089,120.3984375,0.008362,19530.0,19565.0,4312.75,1254.2,1.0455,109.625,129.203125,170.28125,164.40625,15.65,17696.0
2015-04-03 04:46:00,0.7565,1.4812,0.7953,2063.0,1.089,120.3984375,0.008362,19530.0,19565.0,4312.75,1254.2,1.0455,109.625,129.203125,170.28125,164.40625,15.65,17696.0
2015-04-03 04:47:00,0.7565,1.4812,0.7953,2063.25,1.0891,120.3984375,0.008361,19530.0,19565.0,4312.5,1254.2,1.0455,109.625,129.1875,170.3125,164.40625,15.65,17696.0
2015-04-03 04:48:00,0.7567,1.4812,0.7953,2063.0,1.0891,120.3984375,0.008362,19525.0,19560.0,4312.75,1254.2,1.0455,109.625,129.203125,170.3125,164.40625,15.65,17697.0
2015-04-03 04:49:00,0.7565,1.4813,0.7953,2063.25,1.0891,120.3984375,0.008362999999999999,19525.0,19560.0,4313.0,1254.2,1.0455,109.625,129.203125,170.3125,164.40625,15.65,17695.0
2015-04-03 04:50:00,0.7565,1.4813,0.7952,2063.25,1.0891,120.3984375,0.008362999999999999,19525.0,19555.0,4313.0,1254.2,1.0455,109.625,129.203125,170.3125,164.40625,15.65,17695.0
2015-04-03 04:51:00,0.7563,1.4813,0.7951,2063.25,1.0891,120.3984375,0.008362999999999999,19525.0,19560.0,4313.0,1254.2,1.0453,109.625,129.203125,170.3125,164.40625,15.65,17695.0
2015-04-03 04:52:00,0.7563,1.4813,0.7951,2063.0,1.0891,120.40625,0.008362999999999999,19525.0,19560.0,4313.0,1254.2,1.0453,109.625,129.203125,170.3125,164.40625,15.65,17695.0
2015-04-03 04:53:00,0.7563,1.4813,0.7951,2063.0,1.089,120.40625,0.008362,19525.0,19560.0,4312.75,1254.2,1.0453,109.625,129.203125,170.3125,164.4375,15.65,17695.0
2015-04-03 04:54:00,0.7564,1.4812,0.7951,2063.0,1.089,120.40625,0.008362,19525.0,19560.0,4312.75,1254.2,1.0453,109.625,129.21875,170.3125,164.4375,15.65,17695.0
2015-04-03 04:55:00,0.7565,1.4813,0.7951,2063.0,1.0892,120.40625,0.008362,19525.0,19560.0,4313.0,1254.2,1.0453,109.625,129.21875,170.3125,164.4375,15.65,17695.0
2015-04-03 04:56:00,0.7564,1.4813,0.7951,2063.0,1.0892,120.40625,0.008362,19525.0,19560.0,4313.0,1254.2,1.0453,109.625,129.21875,170.3125,164.4375,15.65,17694.0
2015-04-03 04:57:00,0.7564,1.4813,0.7951,2063.0,1.0892,120.40625,0.008362999999999999,19525.0,19560.0,4313.0,1254.2,1.0453,109.625,129.21875,170.3125,164.4375,15.65,17692.0
2015-04-03 04:58:00,0.7564,1.4813,0.795,2062.75,1.0891,120.40625,0.008362999999999999,19525.0,19560.0,4313.0,1254.2,1.0453,109.625,129.21875,170.3125,164.4375,15.65,17693.0
2015-04-03 04:59:00,0.7564,1.4813,0.795,2062.75,1.0891,120.40625,0.008362999999999999,19525.0,19565.0,4312.5,1254.2,1.0453,109.625,129.21875,170.3125,164.4375,15.6,17692.0
2015-04-03 05:00:00,0.7564,1.4813,0.7949,2062.75,1.089,120.40625,0.008362999999999999,19525.0,19565.0,4312.5,1254.2,1.0453,109.625,129.1875,170.3125,164.40625,15.6,17693.0
2015-04-03 05:01:00,0.7563,1.4812,0.7949,2062.5,1.0889,120.40625,0.008362999999999999,19525.0,19565.0,4312.5,1254.2,1.0453,109.625,129.203125,170.3125,164.40625,15.6,17693.0
2015-04-03 05:02:00,0.7564,1.4812,0.7949,2062.75,1.0889,120.40625,0.008362999999999999,19525.0,19560.0,4311.75,1254.2,1.0453,109.625,129.203125,170.3125,164.40625,15.6,17691.0
2015-04-03 05:03:00,0.7564,1.4812,0.7949,2062.75,1.0889,120.40625,0.008362,19525.0,19560.0,4311.75,1254.2,1.0453,109.625,129.203125,170.3125,164.40625,15.6,17691.0
2015-04-03 05:04:00,0.7563,1.4812,0.7949,2062.75,1.089,120.40625,0.008362999999999999,19525.0,19560.0,4311.75,1254.2,1.0453,109.625,129.203125,170.3125,164.4375,15.6,17691.0
2015-04-03 05:05:00,0.7563,1.4812,0.795,2063.0,1.0891,120.40625,0.008362999999999999,19525.0,19560.0,4311.75,1254.2,1.0453,109.6171875,129.203125,170.3125,164.4375,15.6,17691.0
2015-04-03 05:06:00,0.7563,1.4812,0.795,2063.0,1.0891,120.40625,0.008362999999999999,19525.0,19560.0,4311.75,1254.2,1.0453,109.6171875,129.203125,170.34375,164.4375,15.6,17691.0
2015-04-03 05:07:00,0.7564,1.4812,0.7951,2063.0,1.0888,120.40625,0.008362999999999999,19525.0,19560.0,4311.75,1254.2,1.0453,109.6171875,129.203125,170.34375,164.4375,15.6,17691.0
2015-04-03 05:08:00,0.7564,1.4812,0.7951,2063.0,1.0889,120.40625,0.008362999999999999,19525.0,19560.0,4311.75,1254.2,1.0453,109.6171875,129.203125,170.34375,164.46875,15.6,17691.0
2015-04-03 05:09:00,0.7564,1.4812,0.7951,2062.75,1.0887,120.3984375,0.008362999999999999,19525.0,19560.0,4312.0,1254.2,1.0453,109.6171875,129.203125,170.34375,164.4375,15.6,17691.0
2015-04-03 05:10:00,0.7566,1.481,0.7951,2063.0,1.0888,120.3984375,0.008362999999999999,19525.0,19560.0,4311.75,1254.2,1.0453,109.6171875,129.203125,170.34375,164.4375,15.6,17691.0
2015-04-03 05:11:00,0.7567,1.4806,0.7951,2062.75,1.0888,120.3984375,0.008362999999999999,19525.0,19560.0,4311.75,1254.2,1.0453,109.6171875,129.203125,170.34375,164.4375,15.6,17691.0
2015-04-03 05:12:00,0.7566,1.4808,0.795,2062.75,1.0887,120.3984375,0.008362,19520.0,19560.0,4311.75,1254.2,1.0453,109.6171875,129.203125,170.34375,164.4375,15.6,17691.0
2015-04-03 05:13:00,0.7565,1.4811,0.795,2062.75,1.0886,120.3984375,0.008362,19520.0,19560.0,4311.75,1254.2,1.0447,109.6171875,129.203125,170.34375,164.40625,15.6,17692.0
2015-04-03 05:14:00,0.7565,1.4811,0.795,2062.75,1.0885,120.3984375,0.008362,19520.0,19560.0,4311.75,1254.2,1.0447,109.6171875,129.203125,170.34375,164.40625,15.6,17692.0
2015-04-03 05:15:00,0.7565,1.4811,0.795,2062.75,1.0886,120.3984375,0.008362,19525.0,19565.0,4311.75,1254.2,1.0447,109.625,129.203125,170.34375,164.40625,15.6,17692.0
2015-04-03 05:16:00,0.7566,1.4812,0.795,2062.75,1.0887,120.3984375,0.008362,19525.0,19565.0,4311.75,1254.2,1.0447,109.625,129.203125,170.34375,164.40625,15.6,17692.0
2015-04-03 05:17:00,0.7566,1.4812,0.795,2062.75,1.0888,120.390625,0.008362,19525.0,19565.0,4311.5,1254.2,1.0447,109.625,129.203125,170.34375,164.40625,15.6,17692.0
2015-04-03 05:18:00,0.7567,1.4812,0.795,2062.75,1.0887,120.390625,0.008362,19525.0,19565.0,4311.5,1254.2,1.0447,109.625,129.203125,170.34375,164.40625,15.6,17692.0
2015-04-03 05:19:00,0.7567,1.4812,0.795,2062.75,1.0886,120.390625,0.008362,19525.0,19565.0,4311.5,1254.2,1.0449,109.625,129.203125,170.34375,164.40625,15.6,17692.0
2015-04-03 05:20:00,0.7568,1.4812,0.7949,2062.75,1.0886,120.390625,0.008362,19525.0,19565.0,4311.75,1254.2,1.0449,109.625,129.203125,170.34375,164.40625,15.6,17692.0
2015-04-03 05:21:00,0.7568,1.4813,0.7949,2062.75,1.0887,120.390625,0.008362,19525.0,19565.0,4311.75,1254.2,1.0449,109.625,129.203125,170.34375,164.40625,15.6,17692.0
2015-04-03 05:22:00,0.7568,1.4813,0.7949,2063.0,1.0886,120.3984375,0.008362,19525.0,19565.0,4312.0,1254.2,1.0449,109.625,129.203125,170.34375,164.40625,15.6,17692.0
2015-04-03 05:23:00,0.7568,1.4813,0.7949,2063.0,1.0884,120.3984375,0.008361,19525.0,19565.0,4312.0,1254.2,1.0445,109.625,129.1875,170.34375,164.40625,15.6,17692.0
2015-04-03 05:24:00,0.757,1.4813,0.7949,2063.0,1.0889,120.3984375,0.00836,19525.0,19565.0,4312.25,1254.2,1.0446,109.625,129.1875,170.34375,164.40625,15.6,17692.0
2015-04-03 05:25:00,0.7567,1.4813,0.7949,2063.25,1.0886,120.3984375,0.00836,19525.0,19565.0,4312.25,1254.2,1.0446,109.625,129.203125,170.34375,164.4375,15.6,17695.0
2015-04-03 05:26:00,0.7567,1.4813,0.7949,2063.25,1.0887,120.40625,0.00836,19525.0,19565.0,4312.25,1254.2,1.0446,109.625,129.203125,170.34375,164.4375,15.6,17694.0
2015-04-03 05:27:00,0.7566,1.4813,0.7949,2063.25,1.0885,120.40625,0.00836,19525.0,19565.0,4312.25,1254.2,1.0446,109.625,129.203125,170.34375,164.4375,15.6,17694.0
2015-04-03 05:28:00,0.7566,1.4813,0.7949,2063.25,1.0885,120.40625,0.00836,19525.0,19565.0,4312.25,1254.2,1.0446,109.625,129.203125,170.34375,164.4375,15.6,17694.0
2015-04-03 05:29:00,0.7566,1.4813,0.7949,2062.75,1.0886,120.40625,0.00836,19525.0,19565.0,4311.5,1253.8,1.0446,109.625,129.203125,170.34375,164.4375,15.6,17692.0
2015-04-03 05:30:00,0.7566,1.4813,0.7949,2062.75,1.0886,120.40625,0.00836,19525.0,19565.0,4311.5,1253.4,1.0446,109.625,129.203125,170.34375,164.4375,15.6,17693.0
2015-04-03 05:31:00,0.7567,1.4813,0.7949,2062.75,1.0885,120.40625,0.00836,19525.0,19565.0,4311.5,1253.4,1.0446,109.625,129.1875,170.34375,164.40625,15.6,17693.0
2015-04-03 05:32:00,0.7567,1.4813,0.7948,2062.75,1.0885,120.3984375,0.00836,19525.0,19565.0,4311.5,1253.4,1.0446,109.625,129.1875,170.34375,164.375,15.6,17692.0
2015-04-03 05:33:00,0.7567,1.4813,0.7947,2062.75,1.0886,120.3984375,0.00836,19525.0,19560.0,4311.5,1253.4,1.0446,109.625,129.1875,170.34375,164.375,15.6,17692.0
2015-04-03 05:34:00,0.7567,1.4813,0.7947,2062.75,1.0888,120.3984375,0.00836,19525.0,19565.0,4311.5,1253.4,1.0446,109.625,129.203125,170.34375,164.375,15.6,17692.0
2015-04-03 05:35:00,0.7567,1.4813,0.7947,2062.75,1.0889,120.3984375,0.00836,19525.0,19565.0,4311.5,1253.4,1.0446,109.625,129.203125,170.34375,164.375,15.6,17692.0
2015-04-03 05:36:00,0.7567,1.4809,0.7947,2062.75,1.0887,120.3984375,0.00836,19525.0,19565.0,4311.5,1253.4,1.0445,109.625,129.203125,170.34375,164.375,15.6,17692.0
2015-04-03 05:37:00,0.7567,1.481,0.7947,2062.75,1.089,120.3984375,0.008361,19525.0,19565.0,4311.5,1253.4,1.0445,109.625,129.1875,170.34375,164.375,15.6,17692.0
2015-04-03 05:38:00,0.7567,1.481,0.7945,2062.75,1.0888,120.3984375,0.00836,19525.0,19565.0,4311.75,1253.4,1.0445,109.625,129.1875,170.34375,164.375,15.6,17692.0
2015-04-03 05:39:00,0.7567,1.481,0.7947,2062.5,1.0887,120.3984375,0.00836,19525.0,19565.0,4311.75,1253.4,1.0445,109.625,129.1875,170.34375,164.375,15.6,17693.0
2015-04-03 05:40:00,0.7567,1.481,0.7947,2062.5,1.089,120.3984375,0.00836,19525.0,19565.0,4310.75,1253.4,1.0451,109.625,129.203125,170.34375,164.375,15.6,17692.0
2015-04-03 05:41:00,0.7567,1.481,0.7947,2062.75,1.089,120.3984375,0.00836,19525.0,19565.0,4310.75,1253.4,1.0451,109.625,129.203125,170.34375,164.40625,15.6,17692.0
2015-04-03 05:42:00,0.7567,1.481,0.7947,2062.75,1.089,120.3984375,0.00836,19525.0,19565.0,4310.75,1253.2,1.0451,109.625,129.203125,170.34375,164.40625,15.6,17692.0
2015-04-03 05:43:00,0.7567,1.4813,0.7947,2062.75,1.0892,120.3984375,0.008361,19525.0,19565.0,4310.75,1253.2,1.0451,109.625,129.203125,170.34375,164.40625,15.6,17693.0
2015-04-03 05:44:00,0.7567,1.4813,0.7948,2062.75,1.089,120.3984375,0.008361,19525.0,19565.0,4311.0,1253.2,1.0451,109.625,129.203125,170.34375,164.40625,15.6,17693.0
2015-04-03 05:45:00,0.7566,1.4813,0.7948,2063.0,1.0888,120.3984375,0.008361,19525.0,19565.0,4311.5,1253.2,1.0451,109.625,129.203125,170.34375,164.40625,15.6,17694.0
2015-04-03 05:46:00,0.7566,1.4813,0.7946,2063.0,1.0888,120.3984375,0.00836,19525.0,19570.0,4311.5,1253.2,1.0451,109.625,129.203125,170.34375,164.40625,15.6,17694.0
2015-04-03 05:47:00,0.7567,1.4813,0.7946,2062.75,1.0888,120.3984375,0.00836,19530.0,19570.0,4311.5,1253.2,1.0451,109.625,129.1875,170.34375,164.40625,15.6,17694.0
2015-04-03 05:48:00,0.7567,1.4813,0.7946,2062.75,1.089,120.3984375,0.00836,19530.0,19570.0,4311.5,1253.2,1.0451,109.625,129.1875,170.34375,164.40625,15.6,17694.0
2015-04-03 05:49:00,0.7567,1.4813,0.7945,2062.75,1.089,120.3984375,0.00836,19530.0,19570.0,4311.5,1253.2,1.0451,109.625,129.203125,170.34375,164.40625,15.6,17694.0
2015-04-03 05:50:00,0.7567,1.4813,0.7945,2062.75,1.089,120.3984375,0.008361,19530.0,19570.0,4311.5,1253.2,1.0451,109.625,129.203125,170.34375,164.40625,15.6,17694.0
2015-04-03 05:51:00,0.7567,1.4811,0.7945,2063.0,1.089,120.3984375,0.008361,19530.0,19570.0,4311.5,1253.2,1.0451,109.625,129.203125,170.34375,164.40625,15.6,17694.0
2015-04-03 05:52:00,0.7568,1.4811,0.7945,2062.75,1.0891,120.3984375,0.008361,19530.0,19570.0,4311.5,1253.2,1.0451,109.625,129.203125,170.34375,164.40625,15.6,17694.0
