,@3N#,@AD#,@BO#,@BP#,@BTC#,@C#,@CC#,@CD#,@CT#,@ES#,@EU#,@FV#,@GF#,@HE#,@JY#,@KC#,@KW#,@LE#,@MFS#,@MME#,@NIY#,@NKD#,@NQ#,@RTY#,@S#,@SB#,@SF#,@SM#,@TN#,@TU#,@TY#,@UB#,@US#,@VX#,@W#,@YM#,BD#,BL#,BX#,CRD#,EB#,EX#,EZ#,FVS#,GAS#,IHO#,IRB#,OAT#,QBZ#,QC#,QCL#,QGC#,QHG#,QHO#,QNG#,QPL#,QRB#,QSI#,QW#
2021-01-08 04:43:00,116.40625,0.77695,43.64,1.3596,39240.0,495.5,2542.0,0.78815,80.03,3801.0,1.22405,125.6953125,137.375,69.525,0.009634,119.75,597.5,114.9,2202.0,1345.2,28130.0,28160.0,12963.5,2093.2,1362.75,15.71,1.1293,433.1,153.984375,110.44140625,136.90625,205.46875,169.125,23.25,646.0,30991.0,177.43,135.17,224.1,51.16,54.76,3624.0,112.28,21.05,441.75,1.5507,1.4975,167.68,54.76,1701.0,51.12,1890.4,3.697,1.5503,2.661,1115.3,1.4975,26.585,434.5
2021-01-08 04:44:00,116.40625,0.7769,43.63,1.3597,39270.0,495.25,2542.0,0.7882,80.01,3800.75,1.2243,125.6953125,137.375,69.525,0.009634,119.7,597.5,114.9,2202.0,1345.2,28130.0,28160.0,12963.0,2093.2,1362.0,15.71,1.1294,433.1,153.984375,110.4453125,136.90625,205.5,169.125,23.25,646.0,30992.0,177.44,135.17,224.12,51.12,54.75,3624.0,112.28,21.05,441.75,1.5507,1.4975,167.69,54.75,1701.0,51.11,1891.2,3.696,1.5496,2.661,1115.3,1.4968,26.58,434.0
2021-01-08 04:45:00,116.40625,0.77705,43.61,1.3596,39245.0,495.0,2542.0,0.78825,80.04,3801.5,1.2244,125.6953125,137.375,69.525,0.009633,119.6,597.25,114.9,2202.0,1345.4,28130.0,28160.0,12964.5,2093.7,1361.5,15.73,1.1295,432.5,153.984375,110.44140625,136.890625,205.4375,169.09375,23.25,645.5,30998.0,177.44,135.18,224.12,51.14,54.76,3625.0,112.28,21.05,441.75,1.5507,1.4975,167.7,54.76,1700.0,51.13,1891.1,3.6965,1.5496,2.6630000000000003,1115.3,1.4971,26.585,435.7
2021-01-08 04:46:00,116.40625,0.7775,43.64,1.3599,39295.0,495.0,2542.0,0.7884,80.04,3801.75,1.22455,125.6953125,137.375,69.525,0.0096355,119.7,597.25,114.9,2202.0,1345.9,28140.0,28165.0,12966.25,2093.9,1361.75,15.73,1.1296,432.7,153.984375,110.4453125,136.890625,205.46875,169.125,23.25,646.0,31002.0,177.44,135.18,224.14,51.14,54.78,3627.0,112.28,21.05,442.0,1.5506,1.4975,167.7,54.78,1700.0,51.15,1891.0,3.6985,1.5507,2.6639999999999997,1115.9,1.4976,26.575,435.8
2021-01-08 04:47:00,116.40625,0.7777,43.63,1.3604,39350.0,495.25,2543.0,0.7886,80.04,3802.5,1.22485,125.6953125,137.375,69.525,0.0096375,119.75,597.75,114.9,2202.0,1345.9,28150.0,28180.0,12967.25,2093.5,1362.0,15.74,1.1301,432.7,153.984375,110.4453125,136.890625,205.46875,169.125,23.2,646.25,31007.0,177.45,135.18,224.12,51.15,54.77,3627.0,112.28,21.05,442.0,1.5506,1.4975,167.7,54.76,1700.0,51.15,1891.5,3.7015,1.551,2.6639999999999997,1114.9,1.4976,26.59,435.7
2021-01-08 04:48:00,116.40625,0.7777,43.62,1.3604,39255.0,495.25,2544.0,0.7887,80.03,3803.25,1.22495,125.6875,137.375,69.525,0.0096375,119.75,598.0,114.9,2202.0,1346.1,28155.0,28180.0,12968.75,2094.7,1361.75,15.74,1.1303,432.9,153.96875,110.44140625,136.890625,205.40625,169.09375,23.2,646.75,31010.0,177.43,135.17,224.06,51.15,54.79,3628.0,112.28,21.05,442.0,1.5506,1.4975,167.68,54.8,1701.0,51.16,1891.0,3.701,1.5514,2.6630000000000003,1114.2,1.4983,26.59,435.6
2021-01-08 04:49:00,116.40625,0.7777,43.61,1.3602,39255.0,495.5,2543.0,0.78875,80.01,3803.0,1.22495,125.6953125,137.375,69.525,0.009637,119.65,597.75,114.9,2202.0,1346.0,28155.0,28185.0,12967.75,2094.7,1361.75,15.74,1.1304,432.9,153.984375,110.4453125,136.890625,205.4375,169.125,23.2,646.25,31013.0,177.43,135.17,224.04,51.19,54.8,3628.0,112.28,21.05,442.0,1.5506,1.4975,167.69,54.8,1701.0,51.16,1891.3,3.7005,1.5512,2.6630000000000003,1113.8,1.4978,26.605,436.1
2021-01-08 04:50:00,116.40625,0.77765,43.63,1.3602,39320.0,495.5,2548.0,0.78875,80.01,3803.25,1.22475,125.703125,137.375,69.525,0.009637,119.65,597.75,114.9,2202.0,1345.9,28155.0,28185.0,12966.5,2094.6,1362.0,15.74,1.1303,432.9,154.0,110.44140625,136.90625,205.5,169.125,23.2,646.5,31011.0,177.44,135.17,224.08,51.19,54.77,3628.0,112.28,21.05,441.75,1.5506,1.4975,167.7,54.8,1704.0,51.14,1890.6,3.7,1.5508,2.6630000000000003,1112.4,1.4971,26.59,436.1
2021-01-08 04:51:00,116.40625,0.77755,43.62,1.3599,39340.0,495.75,2556.0,0.7886,80.01,3803.25,1.2245,125.703125,137.375,69.525,0.0096355,119.65,597.75,114.9,2202.0,1345.8,28160.0,28185.0,12968.0,2095.5,1361.75,15.75,1.1301,432.9,154.0,110.44140625,136.90625,205.46875,169.125,23.2,646.5,31013.0,177.44,135.18,224.1,51.19,54.78,3628.0,112.28,21.0,441.75,1.5506,1.4975,167.7,54.77,1709.0,51.15,1889.9,3.6995,1.551,2.6630000000000003,1112.5,1.4979,26.575,436.1
2021-01-08 04:52:00,116.40625,0.77775,43.62,1.3602,39340.0,495.75,2554.0,0.78875,80.01,3804.0,1.22465,125.703125,137.375,69.525,0.0096365,119.75,597.75,114.9,2202.0,1346.1,28160.0,28190.0,12969.75,2095.6,1361.75,15.74,1.1303,432.9,154.0,110.44140625,136.90625,205.46875,169.125,23.2,646.25,31017.0,177.45,135.17,224.12,51.19,54.79,3630.0,112.28,21.0,442.0,1.5506,1.4975,167.7,54.79,1708.0,51.16,1890.6,3.7,1.5517,2.6630000000000003,1112.9,1.4983,26.61,435.9
2021-01-08 04:53:00,116.40625,0.77785,43.64,1.3607,39550.0,496.0,2557.0,0.78885,80.05,3804.25,1.2253,125.6953125,137.375,69.525,0.009637999999999999,119.75,598.75,114.9,2202.0,1346.0,28155.0,28185.0,12970.75,2095.5,1362.75,15.75,1.1308,433.1,154.0,110.44140625,136.90625,205.46875,169.125,23.2,647.75,31016.0,177.44,135.18,224.08,51.16,54.76,3629.0,112.28,21.0,441.75,1.5512,1.4975,167.7,54.77,1710.0,51.14,1891.0,3.6975,1.5513,2.662,1114.0,1.4986,26.625,435.6
2021-01-08 04:54:00,116.40625,0.77775,43.64,1.3604,39615.0,496.0,2555.0,0.7888,80.03,3805.75,1.225,125.703125,137.375,69.525,0.009637,119.75,598.5,114.9,2202.0,1346.3,28160.0,28185.0,12976.75,2095.8,1362.5,15.75,1.1305,433.2,154.0,110.44140625,136.90625,205.5,169.125,23.15,646.75,31027.0,177.45,135.18,224.12,51.17,54.76,3630.0,112.28,20.95,441.75,1.5512,1.4975,167.7,54.77,1710.0,51.15,1890.2,3.698,1.5513,2.662,1114.6,1.4983,26.585,435.9
2021-01-08 04:55:00,116.40625,0.7779,43.67,1.3603,39770.0,496.0,2555.0,0.78885,80.03,3806.5,1.2251,125.703125,137.375,69.525,0.009637,119.8,598.5,114.9,2202.0,1346.5,28160.0,28190.0,12978.25,2098.3,1362.75,15.75,1.1305,433.2,154.0,110.44140625,136.90625,205.46875,169.15625,23.15,647.0,31031.0,177.45,135.17,224.14,51.15,54.75,3631.0,112.28,20.95,441.75,1.5506,1.4975,167.71,54.75,1710.0,51.14,1890.1,3.6995,1.5506,2.661,1114.6,1.4979,26.58,435.9
2021-01-08 04:56:00,116.40625,0.7779,43.66,1.3602,39705.0,496.0,2557.0,0.7888,80.06,3806.75,1.2251,125.6953125,137.375,69.525,0.0096365,119.8,598.5,114.9,2202.0,1346.3,28165.0,28190.0,12977.75,2098.1,1363.0,15.75,1.1304,433.2,154.015625,110.44140625,136.90625,205.46875,169.15625,23.1,647.0,31042.0,177.46,135.17,224.18,51.15,54.75,3632.0,112.28,20.9,441.75,1.5506,1.4975,167.73,54.76,1710.0,51.14,1890.5,3.6995,1.5505,2.662,1113.8,1.4978,26.58,436.0
2021-01-08 04:57:00,116.40625,0.7778,43.66,1.3601,39770.0,496.0,2556.0,0.78875,80.05,3805.0,1.22495,125.703125,137.375,69.525,0.009637,119.85,598.25,114.9,2202.0,1346.0,28155.0,28190.0,12974.5,2096.0,1362.75,15.75,1.1304,433.0,154.0,110.44140625,136.90625,205.5,169.125,23.2,647.0,31024.0,177.46,135.18,224.2,51.13,54.71,3626.0,112.28,21.0,441.5,1.5506,1.4975,167.72,54.74,1710.0,51.1,1890.0,3.6985,1.5505,2.66,1112.9,1.4973,26.575,436.0
2021-01-08 04:58:00,116.40625,0.77785,43.69,1.3602,39780.0,495.75,2556.0,0.78875,80.07,3806.0,1.2252,125.6953125,137.375,69.525,0.009638500000000001,119.75,598.25,114.9,2202.0,1346.0,28160.0,28185.0,12975.5,2097.0,1363.0,15.75,1.1305,433.1,154.0,110.44140625,136.890625,205.46875,169.125,23.2,646.75,31028.0,177.46,135.18,224.18,51.09,54.7,3628.0,112.28,21.0,441.25,1.5506,1.4975,167.72,54.69,1710.0,51.09,1890.8,3.7,1.5487,2.665,1114.3,1.4967,26.585,436.0
2021-01-08 04:59:00,116.40625,0.7786,43.68,1.3606,39825.0,495.0,2554.0,0.78895,80.07,3806.5,1.2256,125.6953125,137.375,69.525,0.009640000000000001,119.7,598.0,114.9,2202.0,1346.6,28165.0,28185.0,12977.0,2097.8,1363.0,15.75,1.131,433.1,153.984375,110.44140625,136.90625,205.4375,169.125,23.15,646.5,31031.0,177.45,135.18,224.14,51.1,54.71,3628.0,112.28,20.95,441.75,1.5506,1.4975,167.7,54.69,1710.0,51.11,1891.6,3.6995,1.5492,2.6630000000000003,1115.0,1.4979,26.61,436.1
2021-01-08 05:00:00,116.40625,0.77845,43.74,1.3606,39860.0,495.5,2556.0,0.789,80.07,3807.0,1.2258,125.6875,137.375,69.525,0.009639499999999999,119.75,598.25,114.9,2202.0,1347.1,28170.0,28200.0,12979.25,2098.4,1362.75,15.75,1.1308,433.2,153.984375,110.44140625,136.875,205.375,169.09375,23.15,646.75,31038.0,177.43,135.17,224.1,51.1,54.72,3630.0,112.28,20.95,441.5,1.5506,1.4975,167.68,54.72,1710.0,51.11,1892.3,3.6995,1.5498,2.6630000000000003,1116.8,1.4977,26.64,436.0
2021-01-08 05:01:00,116.40625,0.77815,43.72,1.3605,39755.0,495.25,2556.0,0.78885,80.07,3806.25,1.22535,125.6953125,137.375,69.525,0.009638500000000001,119.65,597.75,114.9,2202.0,1346.7,28165.0,28195.0,12977.25,2097.9,1362.75,15.74,1.1304,433.1,153.984375,110.44140625,136.90625,205.4375,169.125,23.15,646.5,31031.0,177.45,135.18,224.16,51.14,54.74,3628.0,112.28,21.0,441.75,1.5506,1.4975,167.7,54.74,1710.0,51.12,1892.4,3.6995,1.5509,2.662,1115.5,1.4987,26.615,436.0
2021-01-08 05:02:00,116.40625,0.7782,43.71,1.3606,39795.0,495.25,2553.0,0.78885,80.07,3806.5,1.2256,125.6953125,137.375,69.525,0.009638500000000001,119.7,597.75,114.9,2202.0,1346.7,28165.0,28190.0,12978.75,2097.7,1362.5,15.75,1.1304,433.1,154.0,110.44140625,136.890625,205.46875,169.125,23.15,646.25,31032.0,177.45,135.18,224.14,51.14,54.79,3630.0,112.28,20.95,442.0,1.5506,1.4975,167.7,54.74,1708.0,51.15,1891.8,3.6995,1.5513,2.661,1115.6,1.4989,26.61,436.0
2021-01-08 05:03:00,116.40625,0.77795,43.69,1.3603,39980.0,495.25,2554.0,0.7888,80.1,3805.75,1.22555,125.6953125,137.375,69.525,0.0096375,119.7,597.75,114.9,2202.0,1346.4,28165.0,28195.0,12978.5,2097.6,1362.25,15.75,1.1304,433.0,153.984375,110.44140625,136.90625,205.4375,169.125,23.15,646.25,31029.0,177.45,135.18,224.16,51.18,54.82,3630.0,112.28,20.95,442.0,1.5506,1.4975,167.71,54.81,1708.0,51.18,1891.9,3.698,1.5518,2.658,1116.1,1.5002,26.61,436.0
2021-01-08 05:04:00,116.40625,0.7782,43.72,1.361,40035.0,495.5,2555.0,0.7889,80.1,3808.0,1.22575,125.6953125,137.375,69.525,0.009639,119.75,598.0,114.9,2202.0,1347.0,28180.0,28195.0,12982.25,2099.2,1362.5,15.75,1.1307,433.1,153.984375,110.44140625,136.90625,205.4375,169.125,23.15,646.25,31043.0,177.46,135.18,224.16,51.21,54.84,3631.0,112.28,20.9,442.25,1.5506,1.4975,167.7,54.83,1708.0,51.2,1892.4,3.6975,1.5517,2.659,1116.7,1.5008,26.61,436.3
2021-01-08 05:05:00,116.40625,0.77795,43.69,1.3607,40040.0,495.25,2556.0,0.78875,80.08,3808.0,1.2257,125.6953125,137.375,69.525,0.009638500000000001,119.75,598.0,114.9,2202.0,1346.6,28175.0,28205.0,12980.75,2098.4,1362.5,15.76,1.1307,433.1,154.0,110.44140625,136.90625,205.4375,169.09375,23.15,646.25,31043.0,177.45,135.18,224.16,51.21,54.83,3631.0,112.28,20.9,442.25,1.5506,1.4975,167.7,54.83,1708.0,51.18,1891.5,3.6975,1.5518,2.657,1115.2,1.5002,26.575,436.5
2021-01-08 05:06:00,116.40625,0.77805,43.69,1.3605,40005.0,495.25,2554.0,0.78875,80.08,3808.5,1.2256,125.703125,137.375,69.525,0.009637999999999999,119.8,598.0,114.9,2202.0,1346.5,28175.0,28205.0,12981.5,2098.9,1362.5,15.76,1.1304,433.0,154.0,110.4453125,136.90625,205.46875,169.125,23.15,646.25,31050.0,177.46,135.19,224.18,51.21,54.83,3631.0,112.28,20.9,442.25,1.5506,1.4975,167.71,54.83,1708.0,51.19,1891.4,3.697,1.552,2.658,1115.8,1.5003,26.575,436.5
2021-01-08 05:07:00,116.40625,0.77815,43.69,1.3605,40080.0,495.25,2553.0,0.7888,80.06,3808.0,1.22575,125.703125,137.375,69.525,0.009638500000000001,119.75,598.0,114.9,2202.0,1346.1,28170.0,28205.0,12981.25,2098.6,1362.75,15.76,1.1305,433.0,154.0,110.44140625,136.90625,205.46875,169.125,23.15,646.25,31046.0,177.47,135.19,224.2,51.21,54.83,3628.0,112.28,20.95,442.25,1.5506,1.4975,167.71,54.82,1708.0,51.2,1892.0,3.6975,1.552,2.657,1116.1,1.5005,26.6,436.5
2021-01-08 05:08:00,116.40625,0.778,43.68,1.3602,40135.0,495.5,2556.0,0.7887,80.06,3807.75,1.2257,125.703125,137.375,69.525,0.0096375,119.75,598.0,114.9,2202.0,1345.6,28170.0,28200.0,12980.25,2097.8,1362.75,15.76,1.1305,433.0,154.015625,110.4453125,136.90625,205.5,169.15625,23.15,646.25,31041.0,177.47,135.18,224.24,51.21,54.78,3628.0,112.28,20.95,441.75,1.5506,1.4975,167.72,54.77,1708.0,51.16,1892.4,3.698,1.5505,2.658,1116.6,1.4983,26.59,436.5
2021-01-08 05:09:00,116.40625,0.7781,43.67,1.3602,40255.0,495.25,2554.0,0.78875,80.01,3807.5,1.22595,125.703125,137.375,69.525,0.009637999999999999,119.7,598.0,114.9,2202.0,1345.8,28170.0,28200.0,12980.75,2098.2,1363.0,15.76,1.1306,433.1,154.015625,110.44140625,136.90625,205.5,169.15625,23.15,646.25,31040.0,177.48,135.18,224.22,51.21,54.76,3627.0,112.28,21.0,441.75,1.5506,1.4975,167.72,54.77,1710.0,51.14,1892.3,3.698,1.5499,2.654,1116.7,1.4974,26.605,436.4
2021-01-08 05:10:00,116.40625,0.7781,43.68,1.3602,40325.0,495.75,2549.0,0.7888,80.02,3807.25,1.226,125.703125,137.375,69.525,0.009640000000000001,119.65,598.0,114.9,2202.0,1345.9,28175.0,28200.0,12978.75,2098.1,1363.0,15.76,1.1308,433.2,154.015625,110.44140625,136.921875,205.5,169.15625,23.15,646.25,31037.0,177.48,135.19,224.22,51.21,54.75,3627.0,112.28,21.0,441.75,1.5506,1.4975,167.72,54.75,1706.0,51.13,1893.3,3.699,1.5499,2.657,1116.6,1.497,26.645,436.4
2021-01-08 05:11:00,116.40625,0.77805,43.67,1.3603,40235.0,495.5,2551.0,0.78875,80.0,3807.25,1.22595,125.703125,137.375,69.525,0.009638500000000001,119.6,598.0,114.9,2202.0,1345.9,28180.0,28200.0,12978.5,2098.3,1363.0,15.76,1.1307,433.2,154.015625,110.44140625,136.90625,205.5,169.15625,23.15,646.25,31041.0,177.47,135.19,224.22,51.14,54.76,3628.0,112.28,21.0,441.75,1.5506,1.4975,167.72,54.76,1707.0,51.14,1893.1,3.699,1.5496,2.657,1116.2,1.4965,26.64,436.3
2021-01-08 05:12:00,116.40625,0.7783,43.67,1.3603,40150.0,495.75,2552.0,0.78885,80.0,3807.25,1.22615,125.703125,137.375,69.525,0.009639,119.8,598.5,114.9,2202.0,1346.1,28180.0,28205.0,12979.5,2098.1,1363.0,15.76,1.1309,433.2,154.015625,110.44140625,136.90625,205.46875,169.125,23.2,647.0,31043.0,177.47,135.18,224.2,51.13,54.78,3628.0,112.28,21.0,441.75,1.5506,1.4975,167.71,54.74,1709.0,51.15,1893.4,3.7005,1.5498,2.657,1117.5,1.4962,26.65,436.3
2021-01-08 05:13:00,116.40625,0.77835,43.68,1.3603,40245.0,495.75,2552.0,0.78885,80.0,3807.0,1.2261,125.703125,137.375,69.525,0.009638500000000001,119.85,598.5,114.9,2202.0,1345.9,28180.0,28205.0,12979.25,2097.7,1362.75,15.76,1.1308,433.3,154.015625,110.44140625,136.90625,205.5,169.15625,23.2,647.0,31041.0,177.47,135.19,224.2,51.13,54.77,3627.0,112.28,21.0,441.75,1.5506,1.4975,167.71,54.77,1709.0,51.15,1894.0,3.701,1.5492,2.658,1117.6,1.4959,26.635,436.5
2021-01-08 05:14:00,116.40625,0.7782,43.66,1.3602,40140.0,495.0,2552.0,0.78885,79.97,3807.0,1.2259,125.703125,137.375,69.525,0.009637,119.85,598.25,114.9,2202.0,1345.9,28185.0,28215.0,12979.0,2097.7,1363.0,15.77,1.1307,433.2,154.015625,110.44140625,136.90625,205.5,169.15625,23.2,646.5,31040.0,177.46,135.18,224.16,51.15,54.8,3628.0,112.28,21.0,441.75,1.5506,1.4975,167.71,54.8,1709.0,51.17,1892.8,3.7005,1.5497,2.659,1117.2,1.4963,26.6,436.7
2021-01-08 05:15:00,116.40625,0.77825,43.66,1.3601,40125.0,495.25,2552.0,0.78885,80.0,3806.75,1.226,125.703125,137.375,69.525,0.009637,119.75,598.25,114.9,2202.0,1346.0,28190.0,28215.0,12977.5,2098.1,1363.0,15.77,1.1309,433.2,154.015625,110.44140625,136.921875,205.46875,169.125,23.15,646.75,31041.0,177.45,135.19,224.14,51.15,54.81,3628.0,112.28,21.0,441.75,1.5497,1.4975,167.71,54.8,1708.0,51.17,1893.0,3.7005,1.5503,2.66,1117.7,1.4964,26.61,436.7
2021-01-08 05:16:00,116.40625,0.77825,43.64,1.3603,40125.0,495.25,2552.0,0.78885,80.0,3807.25,1.22605,125.703125,137.375,69.525,0.009638500000000001,119.65,598.25,114.9,2202.0,1345.9,28190.0,28215.0,12978.25,2098.3,1362.5,15.76,1.1312,433.1,154.015625,110.44140625,136.90625,205.5,169.125,23.15,646.75,31043.0,177.46,135.18,224.16,51.15,54.75,3628.0,112.28,21.0,441.75,1.5497,1.4975,167.7,54.76,1708.0,51.13,1893.3,3.701,1.5494,2.659,1117.3,1.4953,26.615,436.7
2021-01-08 05:17:00,116.40625,0.77815,43.64,1.3601,40150.0,495.25,2553.0,0.78875,80.0,3806.75,1.2259,125.6953125,137.375,69.525,0.009637999999999999,119.75,598.25,114.9,2202.0,1345.7,28190.0,28215.0,12976.75,2098.3,1362.75,15.77,1.1312,433.0,154.0,110.44140625,136.90625,205.46875,169.15625,23.15,646.75,31042.0,177.46,135.18,224.16,51.15,54.74,3628.0,112.28,21.0,441.5,1.5497,1.4975,167.71,54.74,1708.0,51.11,1894.5,3.701,1.5484,2.657,1117.9,1.495,26.655,436.5
2021-01-08 05:18:00,116.40625,0.778,43.63,1.36,40180.0,495.25,2553.0,0.7887,80.0,3805.75,1.22585,125.703125,137.375,69.525,0.0096375,119.7,598.25,114.9,2202.0,1345.4,28185.0,28215.0,12975.25,2097.3,1362.75,15.77,1.131,433.1,154.015625,110.4453125,136.921875,205.5,169.15625,23.15,647.0,31031.0,177.45,135.18,224.16,51.15,54.74,3626.0,112.28,21.0,441.75,1.5497,1.4975,167.71,54.74,1708.0,51.1,1893.9,3.701,1.5486,2.657,1117.8,1.4951,26.645,436.7
2021-01-08 05:19:00,116.40625,0.7779,43.63,1.3597,40250.0,495.25,2553.0,0.78865,79.98,3805.75,1.2254,125.703125,137.375,69.525,0.0096355,119.7,598.25,114.9,2202.0,1345.3,28185.0,28215.0,12976.0,2097.0,1362.5,15.77,1.1309,433.1,154.015625,110.44140625,136.921875,205.46875,169.15625,23.15,646.75,31028.0,177.45,135.17,224.14,51.06,54.72,3626.0,112.28,21.0,441.5,1.5497,1.4975,167.69,54.72,1708.0,51.07,1893.7,3.7005,1.5481,2.658,1117.8,1.4941,26.645,436.7
2021-01-08 05:20:00,116.40625,0.77785,43.63,1.3597,40275.0,495.25,2553.0,0.7887,79.98,3806.25,1.22535,125.6953125,137.375,69.525,0.009635,119.65,598.0,114.9,2202.0,1345.1,28185.0,28215.0,12977.0,2097.3,1363.0,15.77,1.1307,433.1,154.015625,110.44140625,136.90625,205.46875,169.125,23.15,647.0,31029.0,177.45,135.18,224.14,51.06,54.71,3627.0,112.28,21.0,441.5,1.5497,1.4975,167.69,54.71,1708.0,51.06,1893.3,3.7005,1.5483,2.661,1116.7,1.4945,26.635,436.7
2021-01-08 05:21:00,116.40625,0.77795,43.63,1.3598,40170.0,495.25,2554.0,0.7887,79.98,3806.75,1.2254,125.6953125,137.375,69.525,0.009635,119.65,598.5,114.9,2202.0,1345.2,28190.0,28220.0,12977.75,2097.7,1363.25,15.77,1.1307,433.3,153.984375,110.4453125,136.890625,205.34375,169.0625,23.15,646.75,31036.0,177.43,135.18,224.06,51.06,54.71,3627.0,112.28,21.0,441.25,1.5485,1.4975,167.68,54.71,1708.0,51.04,1893.4,3.7005,1.5484,2.6639999999999997,1117.2,1.4947,26.63,436.7
2021-01-08 05:22:00,116.40625,0.7781,43.64,1.3599,40145.0,495.0,2554.0,0.7888,79.98,3807.5,1.2256,125.6953125,137.375,69.525,0.009636,119.5,598.5,114.9,2202.0,1345.4,28205.0,28230.0,12981.0,2098.6,1363.0,15.77,1.1311,433.3,153.984375,110.44140625,136.90625,205.3125,169.0625,23.15,646.75,31041.0,177.44,135.17,224.06,51.08,54.75,3628.0,112.28,20.95,441.75,1.549,1.4975,167.68,54.75,1708.0,51.09,1893.8,3.702,1.5497,2.662,1117.2,1.496,26.645,436.7
2021-01-08 05:23:00,116.40625,0.7782,43.64,1.3603,40215.0,495.0,2553.0,0.78885,80.02,3807.5,1.2256,125.6953125,137.375,69.525,0.009636,119.45,598.5,114.9,2202.0,1345.6,28205.0,28230.0,12981.25,2098.8,1363.0,15.77,1.1311,433.3,153.96875,110.44140625,136.90625,205.28125,169.0625,23.15,647.0,31045.0,177.44,135.17,224.04,51.15,54.79,3628.0,112.28,20.95,442.0,1.5506,1.4975,167.69,54.79,1708.0,51.13,1893.8,3.703,1.5505,2.662,1117.6,1.4974,26.655,436.8
2021-01-08 05:24:00,116.40625,0.7781,43.64,1.36,40235.0,495.25,2554.0,0.78885,80.02,3806.75,1.22575,125.703125,137.375,69.525,0.009636,119.3,598.0,114.9,2202.0,1345.4,28190.0,28220.0,12978.5,2098.1,1363.25,15.79,1.1311,433.4,154.0,110.44140625,136.90625,205.40625,169.09375,23.15,647.25,31034.0,177.45,135.18,224.08,51.15,54.79,3626.0,112.28,21.0,442.0,1.5506,1.4975,167.7,54.79,1708.0,51.12,1893.9,3.702,1.5505,2.661,1117.6,1.4971,26.665,437.1
2021-01-08 05:25:00,116.40625,0.7781,43.64,1.3601,40230.0,495.5,2554.0,0.7889,80.04,3807.0,1.22575,125.703125,137.375,69.525,0.009636,119.25,598.5,114.9,2202.0,1345.5,28195.0,28220.0,12978.25,2098.8,1363.25,15.79,1.1311,433.3,154.0,110.44140625,136.90625,205.40625,169.09375,23.15,647.75,31038.0,177.44,135.19,224.08,51.18,54.84,3628.0,112.28,21.0,442.5,1.5506,1.4975,167.7,54.83,1708.0,51.17,1893.2,3.702,1.552,2.6630000000000003,1117.2,1.4981,26.665,437.1
2021-01-08 05:26:00,116.40625,0.7781,43.63,1.3598,40250.0,495.5,2557.0,0.78895,80.04,3807.5,1.2259,125.6953125,137.375,69.525,0.0096355,119.2,598.75,114.9,2202.0,1345.9,28195.0,28220.0,12979.75,2099.8,1363.25,15.79,1.1312,433.4,154.0,110.44140625,136.890625,205.40625,169.09375,23.15,647.75,31044.0,177.45,135.18,224.08,51.18,54.84,3628.0,112.28,21.0,442.5,1.5506,1.4975,167.7,54.84,1710.0,51.17,1893.5,3.702,1.5523,2.662,1117.0,1.4983,26.675,437.1
2021-01-08 05:27:00,116.40625,0.7782,43.63,1.3598,40350.0,495.5,2558.0,0.7889,80.04,3807.25,1.2259,125.6953125,137.375,69.525,0.009635,119.35,598.75,114.9,2202.0,1345.9,28190.0,28220.0,12979.25,2099.4,1363.25,15.78,1.131,433.5,154.0,110.44140625,136.90625,205.4375,169.125,23.15,647.5,31039.0,177.45,135.18,224.1,51.18,54.82,3627.0,112.28,21.0,442.75,1.5523,1.4975,167.7,54.84,1710.0,51.14,1893.1,3.7015,1.5519,2.662,1117.1,1.4982,26.645,437.0
2021-01-08 05:28:00,116.40625,0.7781,43.63,1.3598,40535.0,495.5,2562.0,0.78885,80.04,3807.0,1.22585,125.6953125,137.375,69.525,0.0096345,119.55,598.75,114.9,2202.0,1345.5,28185.0,28220.0,12978.25,2099.4,1363.0,15.78,1.131,433.6,154.0,110.44140625,136.890625,205.4375,169.125,23.2,647.75,31038.0,177.46,135.19,224.12,51.15,54.85,3627.0,112.285,21.0,442.75,1.5523,1.4975,167.71,54.84,1714.0,51.17,1892.8,3.701,1.5524,2.66,1116.7,1.4975,26.63,437.1
2021-01-08 05:29:00,116.40625,0.7781,43.67,1.3596,40560.0,495.75,2563.0,0.78885,80.01,3807.25,1.2257,125.6953125,137.375,69.525,0.0096345,119.35,598.75,114.9,2202.0,1345.5,28185.0,28215.0,12978.5,2099.3,1364.0,15.78,1.1308,433.8,154.0,110.44140625,136.90625,205.40625,169.125,23.2,647.75,31040.0,177.46,135.19,224.12,51.19,54.84,3627.0,112.285,21.0,442.75,1.552,1.4975,167.72,54.83,1713.0,51.17,1892.8,3.701,1.5524,2.658,1117.4,1.4982,26.62,437.0
2021-01-08 05:30:00,116.40625,0.77795,43.67,1.3593,40605.0,495.5,2560.0,0.7888,80.0,3807.0,1.2257,125.6953125,137.375,69.525,0.0096335,119.4,598.75,114.9,2202.0,1345.3,28180.0,28215.0,12978.25,2099.2,1364.5,15.77,1.1308,433.9,154.0,110.44140625,136.90625,205.46875,169.125,23.2,647.75,31035.0,177.47,135.19,224.14,51.17,54.81,3627.0,112.285,21.0,442.5,1.552,1.4975,167.71,54.8,1712.0,51.14,1891.7,3.7005,1.5521,2.661,1116.1,1.4978,26.61,437.0
