,@3N#,@AD#,@BO#,@BP#,@BTC#,@C#,@CC#,@CD#,@CT#,@ES#,@EU#,@FV#,@GF#,@HE#,@JY#,@KC#,@KW#,@LE#,@MFS#,@MME#,@NIY#,@NKD#,@NQ#,@RTY#,@S#,@SB#,@SF#,@SM#,@TN#,@TU#,@TY#,@UB#,@US#,@VX#,@W#,@YM#,BD#,BL#,BX#,CRD#,EB#,EX#,EZ#,FVS#,GAS#,IHO#,IRB#,OAT#,QBZ#,QC#,QCL#,QGC#,QHG#,QHO#,QNG#,QPL#,QRB#,QSI#,QW#
2021-01-08 00:01:00,116.3984375,0.7771,43.82,1.3566,39140.0,497.5,2542.0,0.78895,79.94,3811.25,1.22805,125.640625,137.375,69.525,0.0096345,120.0,597.5,114.9,2207.8,1343.0,28020.0,28035.0,12958.25,2107.5,1362.25,15.73,1.1314,432.7,153.6875,110.44140625,136.75,204.25,168.53125,22.9,643.5,31088.0,177.21,135.12,222.92,51.03,54.54,3633.0,112.27,20.45,439.75,1.5472,1.4968,167.51,54.54,1692.0,50.98,1909.5,3.71,1.5425,2.6919999999999997,1126.9,1.4896,27.145,435.6
2021-01-08 00:02:00,116.3984375,0.7772,43.82,1.3566,39050.0,497.75,2542.0,0.78895,79.94,3811.0,1.22795,125.640625,137.375,69.525,0.009634,120.0,597.5,114.9,2207.8,1343.7,28020.0,28050.0,12959.25,2108.2,1362.0,15.73,1.1314,432.7,153.6875,110.44140625,136.75,204.25,168.53125,22.9,643.5,31085.0,177.21,135.12,222.92,51.03,54.54,3633.0,112.27,20.45,439.75,1.5472,1.4968,167.51,54.54,1692.0,50.98,1909.3,3.7095,1.5425,2.694,1126.9,1.4896,27.145,435.6
2021-01-08 00:03:00,116.3984375,0.77715,43.82,1.3566,39050.0,497.75,2542.0,0.78895,79.97,3811.0,1.22795,125.640625,137.375,69.525,0.009634,120.0,597.5,114.9,2207.8,1343.7,28025.0,28060.0,12958.75,2107.7,1362.0,15.73,1.1313,432.7,153.6875,110.44140625,136.75,204.25,168.5625,22.9,643.75,31088.0,177.21,135.12,222.92,51.03,54.52,3634.0,112.27,20.45,439.75,1.5472,1.4968,167.51,54.54,1692.0,50.96,1909.4,3.7095,1.5425,2.694,1126.9,1.4896,27.145,435.6
2021-01-08 00:04:00,116.3984375,0.77705,43.82,1.3567,39050.0,497.75,2542.0,0.78885,79.92,3811.0,1.22795,125.640625,137.375,69.525,0.0096345,120.0,597.5,114.9,2207.8,1343.7,28030.0,28055.0,12958.0,2107.6,1362.25,15.73,1.1313,432.7,153.6875,110.44140625,136.75,204.25,168.5625,22.9,643.75,31088.0,177.21,135.12,222.92,51.03,54.52,3634.0,112.27,20.45,439.75,1.5472,1.4968,167.51,54.54,1692.0,50.97,1909.7,3.7095,1.5425,2.694,1126.9,1.4896,27.145,435.6
2021-01-08 00:05:00,116.3984375,0.77705,43.82,1.3567,39100.0,498.0,2542.0,0.78885,79.92,3811.0,1.22785,125.640625,137.375,69.525,0.0096325,120.0,597.5,114.9,2207.8,1343.7,28035.0,28055.0,12957.25,2107.8,1362.5,15.73,1.1313,432.7,153.6875,110.44140625,136.75,204.25,168.5625,22.9,643.5,31092.0,177.21,135.12,222.92,51.03,54.51,3634.0,112.27,20.45,439.75,1.5472,1.4968,167.51,54.54,1692.0,50.97,1909.4,3.71,1.5425,2.694,1126.9,1.4896,27.14,435.6
2021-01-08 00:06:00,116.3984375,0.77705,43.82,1.3565,38980.0,497.75,2542.0,0.7888,79.88,3810.75,1.22785,125.640625,137.375,69.525,0.0096325,120.0,597.5,114.9,2207.8,1343.7,28040.0,28070.0,12957.0,2107.4,1362.25,15.73,1.1313,432.7,153.6875,110.44140625,136.765625,204.25,168.5625,22.9,643.5,31091.0,177.21,135.12,222.92,51.03,54.52,3634.0,112.27,20.45,439.75,1.5472,1.4968,167.51,54.54,1692.0,50.96,1909.6,3.709,1.5425,2.6919999999999997,1126.9,1.4896,27.14,435.6
2021-01-08 00:07:00,116.3984375,0.77715,43.81,1.3565,38910.0,497.75,2542.0,0.7888,79.88,3811.5,1.22795,125.640625,137.375,69.525,0.009633,120.0,597.25,114.9,2207.8,1343.7,28045.0,28065.0,12958.25,2107.9,1362.25,15.73,1.1313,432.7,153.6875,110.44140625,136.765625,204.25,168.5625,22.9,643.25,31095.0,177.21,135.12,222.92,51.03,54.54,3634.0,112.27,20.45,439.75,1.5472,1.4968,167.51,54.54,1692.0,50.98,1910.0,3.7095,1.5425,2.69,1127.4,1.4896,27.145,435.6
2021-01-08 00:08:00,116.3984375,0.7772,43.85,1.3567,38920.0,498.0,2542.0,0.7889,79.88,3812.0,1.22795,125.640625,137.375,69.525,0.0096335,120.0,597.25,114.9,2207.8,1343.7,28035.0,28060.0,12959.5,2108.0,1362.25,15.73,1.1313,432.7,153.6875,110.44140625,136.765625,204.21875,168.5625,22.9,643.25,31098.0,177.21,135.12,222.92,51.03,54.55,3634.0,112.27,20.45,440.0,1.5472,1.4968,167.51,54.58,1692.0,50.99,1910.4,3.711,1.5425,2.6910000000000003,1127.4,1.4907,27.15,435.6
2021-01-08 00:09:00,116.3984375,0.77725,43.86,1.3567,38950.0,498.25,2542.0,0.7889,79.88,3812.5,1.228,125.640625,137.375,69.525,0.009634,120.0,597.75,114.9,2207.8,1344.0,28035.0,28065.0,12962.25,2108.4,1363.0,15.73,1.1314,432.8,153.6875,110.44140625,136.765625,204.25,168.53125,22.9,643.75,31102.0,177.21,135.12,222.92,51.03,54.59,3635.0,112.27,20.45,440.25,1.5472,1.4968,167.51,54.58,1692.0,51.02,1910.7,3.713,1.5447,2.6910000000000003,1127.4,1.4917,27.16,435.6
2021-01-08 00:10:00,116.3984375,0.77715,43.89,1.3567,38950.0,498.25,2542.0,0.7889,79.88,3812.75,1.228,125.640625,137.375,69.525,0.0096335,120.0,597.75,114.9,2207.8,1344.0,28035.0,28060.0,12963.5,2108.8,1363.0,15.73,1.1315,432.9,153.6875,110.44140625,136.765625,204.25,168.5625,22.9,643.75,31104.0,177.21,135.12,222.92,51.03,54.59,3635.0,112.27,20.45,440.25,1.5472,1.4968,167.51,54.6,1692.0,51.03,1910.3,3.713,1.5447,2.688,1127.4,1.4917,27.16,435.6
2021-01-08 00:11:00,116.3984375,0.77715,43.89,1.3567,38850.0,498.25,2542.0,0.7889,79.88,3813.0,1.22805,125.640625,137.375,69.525,0.0096335,120.0,597.75,114.9,2207.8,1344.3,28040.0,28060.0,12964.5,2108.7,1363.0,15.73,1.1315,432.9,153.6875,110.44140625,136.765625,204.25,168.5625,22.95,643.75,31106.0,177.21,135.12,222.92,51.03,54.59,3635.0,112.27,20.45,440.25,1.5472,1.4968,167.51,54.6,1692.0,51.02,1910.3,3.7125,1.545,2.6889999999999996,1129.2,1.4921,27.165,435.6
2021-01-08 00:12:00,116.3984375,0.7773,43.89,1.3568,38850.0,498.0,2542.0,0.7889,79.88,3813.5,1.2281,125.640625,137.375,69.525,0.0096335,120.0,597.75,114.9,2207.8,1344.6,28045.0,28075.0,12969.75,2108.9,1363.0,15.73,1.1315,432.8,153.671875,110.4375,136.75,204.1875,168.53125,22.9,644.0,31109.0,177.21,135.12,222.92,51.03,54.61,3635.0,112.27,20.45,440.5,1.5472,1.4968,167.51,54.6,1692.0,51.04,1910.5,3.714,1.5459,2.6889999999999996,1129.2,1.4924,27.17,435.6
2021-01-08 00:13:00,116.3984375,0.7773,43.88,1.3567,38840.0,498.0,2542.0,0.7889,79.88,3813.5,1.22805,125.640625,137.375,69.525,0.0096335,120.0,597.5,114.9,2207.8,1344.6,28045.0,28075.0,12970.25,2109.1,1362.5,15.73,1.1315,432.7,153.671875,110.4375,136.75,204.21875,168.53125,22.9,643.75,31109.0,177.21,135.12,222.92,51.03,54.6,3635.0,112.27,20.45,440.5,1.5472,1.4968,167.51,54.6,1692.0,51.03,1910.1,3.7135,1.5459,2.687,1129.2,1.4925,27.165,435.6
2021-01-08 00:14:00,116.3984375,0.7774,43.87,1.3568,38845.0,498.0,2542.0,0.7889,79.88,3813.75,1.228,125.640625,137.375,69.525,0.0096335,120.0,597.25,114.9,2207.8,1344.4,28050.0,28080.0,12971.0,2109.0,1362.5,15.73,1.1315,432.7,153.671875,110.44140625,136.75,204.21875,168.53125,22.9,643.75,31111.0,177.21,135.12,222.92,51.03,54.6,3635.0,112.27,20.45,440.25,1.5472,1.4968,167.51,54.6,1692.0,51.03,1910.3,3.7135,1.5459,2.687,1128.8,1.4927,27.17,435.6
2021-01-08 00:15:00,116.3984375,0.77735,43.87,1.3568,38840.0,498.25,2542.0,0.78885,79.88,3812.75,1.22795,125.640625,137.375,69.525,0.0096335,120.0,597.25,114.9,2207.8,1344.4,28055.0,28080.0,12968.75,2108.5,1362.5,15.73,1.1314,432.7,153.671875,110.44140625,136.75,204.21875,168.53125,22.9,643.5,31104.0,177.21,135.12,222.92,51.03,54.6,3635.0,112.27,20.45,440.25,1.5472,1.4968,167.51,54.6,1692.0,51.03,1910.4,3.713,1.5459,2.6860000000000004,1127.2,1.4927,27.17,435.6
2021-01-08 00:16:00,116.3984375,0.7774,43.88,1.357,38840.0,498.0,2542.0,0.7889,79.88,3813.0,1.228,125.640625,137.375,69.525,0.0096325,120.0,597.0,114.9,2207.8,1344.4,28045.0,28075.0,12968.25,2108.9,1362.5,15.73,1.1314,432.7,153.671875,110.44140625,136.75,204.1875,168.53125,22.9,643.5,31110.0,177.21,135.12,222.92,51.03,54.6,3635.0,112.27,20.45,440.25,1.5472,1.4968,167.51,54.6,1692.0,51.05,1910.6,3.713,1.5455,2.6860000000000004,1127.2,1.4925,27.165,435.6
2021-01-08 00:17:00,116.3984375,0.77745,43.88,1.3569,38930.0,498.25,2542.0,0.7889,79.88,3813.5,1.2279,125.640625,137.375,69.525,0.009632,120.0,597.0,114.9,2207.8,1344.4,28060.0,28080.0,12968.5,2109.1,1362.5,15.73,1.1314,432.7,153.671875,110.44140625,136.75,204.21875,168.53125,22.9,643.5,31114.0,177.21,135.12,222.92,51.03,54.6,3635.0,112.27,20.45,440.5,1.5472,1.4968,167.51,54.6,1692.0,51.04,1909.9,3.714,1.5455,2.6860000000000004,1127.2,1.4925,27.165,435.6
2021-01-08 00:18:00,116.3984375,0.77745,43.89,1.357,38930.0,498.0,2542.0,0.7889,79.88,3813.0,1.22795,125.6328125,137.375,69.525,0.0096315,120.0,597.0,114.9,2207.8,1344.4,28055.0,28080.0,12967.25,2109.2,1362.5,15.73,1.1313,432.7,153.65625,110.44140625,136.734375,204.15625,168.5,22.9,643.5,31110.0,177.2,135.12,222.92,51.03,54.58,3636.0,112.27,20.45,440.5,1.5472,1.4968,167.51,54.6,1692.0,51.02,1910.3,3.714,1.545,2.688,1127.2,1.4925,27.17,435.6
2021-01-08 00:19:00,116.3984375,0.77735,43.88,1.357,38930.0,498.25,2542.0,0.7889,79.95,3812.5,1.22795,125.6328125,137.375,69.525,0.009631,120.0,597.25,114.9,2207.8,1345.2,28040.0,28075.0,12964.5,2108.5,1362.5,15.73,1.1314,432.7,153.65625,110.44140625,136.734375,204.15625,168.5,22.9,643.5,31103.0,177.2,135.12,222.92,51.03,54.58,3635.0,112.27,20.45,440.5,1.5472,1.4968,167.51,54.56,1692.0,51.02,1910.3,3.7125,1.545,2.687,1128.0,1.4925,27.165,435.6
2021-01-08 00:20:00,116.3984375,0.7775,43.88,1.357,38980.0,498.25,2542.0,0.7889,79.95,3813.25,1.22805,125.6328125,137.375,69.525,0.009632,120.0,597.25,114.9,2207.8,1345.2,28060.0,28070.0,12966.0,2109.1,1362.5,15.73,1.1314,432.9,153.65625,110.44140625,136.734375,204.15625,168.5,22.9,643.5,31109.0,177.2,135.12,222.92,51.03,54.59,3635.0,112.27,20.45,440.5,1.5472,1.4968,167.51,54.56,1692.0,51.04,1910.8,3.714,1.5455,2.687,1129.2,1.4924,27.18,435.6
2021-01-08 00:21:00,116.3984375,0.7775,43.88,1.3571,38920.0,498.25,2542.0,0.78895,79.88,3813.5,1.22805,125.6328125,137.375,69.525,0.009632,120.0,597.25,114.9,2207.8,1345.2,28050.0,28070.0,12967.25,2109.2,1362.75,15.73,1.1314,432.9,153.65625,110.44140625,136.734375,204.1875,168.5,22.9,643.5,31113.0,177.2,135.12,222.92,51.03,54.59,3636.0,112.27,20.45,440.5,1.5472,1.4968,167.51,54.56,1692.0,51.03,1910.8,3.7155,1.5455,2.6860000000000004,1129.7,1.4924,27.185,435.6
2021-01-08 00:22:00,116.3984375,0.7776,43.89,1.357,38920.0,498.25,2542.0,0.78895,79.88,3813.75,1.22815,125.6328125,137.375,69.525,0.0096315,120.0,597.0,114.9,2207.8,1345.2,28055.0,28070.0,12967.75,2109.5,1362.75,15.73,1.1314,432.9,153.65625,110.44140625,136.734375,204.15625,168.5,22.9,643.5,31113.0,177.2,135.12,222.92,51.03,54.59,3636.0,112.27,20.45,440.5,1.5472,1.4968,167.51,54.56,1692.0,51.03,1911.2,3.717,1.5455,2.6860000000000004,1129.1,1.4924,27.19,435.6
2021-01-08 00:23:00,116.3984375,0.77785,43.91,1.3573,38980.0,498.25,2542.0,0.78905,79.88,3814.25,1.22825,125.6328125,137.375,69.525,0.0096325,120.0,597.0,114.9,2207.8,1345.2,28055.0,28070.0,12967.25,2109.4,1363.0,15.73,1.1317,432.8,153.65625,110.44140625,136.734375,204.1875,168.5,22.9,643.5,31115.0,177.2,135.12,222.92,51.03,54.6,3636.0,112.27,20.45,440.5,1.5472,1.4968,167.51,54.56,1692.0,51.04,1911.5,3.716,1.5455,2.687,1129.1,1.4924,27.2,435.6
2021-01-08 00:24:00,116.3984375,0.77795,43.9,1.3575,38985.0,498.0,2542.0,0.78905,79.88,3814.25,1.22845,125.6328125,137.375,69.525,0.0096335,120.0,596.75,114.9,2207.8,1345.2,28060.0,28085.0,12967.25,2109.5,1363.0,15.73,1.1318,432.8,153.65625,110.4375,136.734375,204.1875,168.5,22.9,643.25,31115.0,177.2,135.12,222.92,51.03,54.59,3636.0,112.27,20.45,440.5,1.5472,1.4968,167.51,54.56,1692.0,51.03,1911.9,3.716,1.5455,2.687,1129.1,1.4924,27.2,435.6
2021-01-08 00:25:00,116.3984375,0.778,43.94,1.3574,38850.0,498.25,2542.0,0.7891,79.88,3814.25,1.2284,125.6328125,137.375,69.525,0.0096335,120.0,596.75,114.9,2207.8,1345.2,28065.0,28095.0,12967.25,2109.1,1363.0,15.73,1.1317,432.8,153.65625,110.44140625,136.734375,204.1875,168.5,22.9,643.25,31117.0,177.2,135.12,222.92,51.03,54.6,3636.0,112.27,20.45,440.5,1.5472,1.4968,167.51,54.6,1692.0,51.05,1911.5,3.717,1.5455,2.688,1129.1,1.4924,27.2,435.6
2021-01-08 00:26:00,116.3984375,0.7779,43.96,1.3576,38690.0,498.5,2542.0,0.7891,79.88,3814.25,1.2285,125.6328125,137.375,69.525,0.009633,120.0,596.75,114.9,2207.8,1345.2,28065.0,28090.0,12967.25,2110.4,1363.25,15.73,1.1318,432.8,153.65625,110.44140625,136.734375,204.1875,168.5,22.9,643.25,31115.0,177.2,135.12,222.92,51.03,54.6,3636.0,112.27,20.45,440.5,1.5472,1.4968,167.51,54.6,1692.0,51.04,1912.0,3.7165,1.5455,2.688,1129.1,1.4924,27.19,435.6
2021-01-08 00:27:00,116.3984375,0.77775,43.96,1.3575,38690.0,498.5,2542.0,0.78905,79.88,3814.0,1.22835,125.6328125,137.375,69.525,0.0096345,120.0,597.0,114.9,2207.8,1345.2,28055.0,28080.0,12967.5,2110.5,1363.0,15.73,1.1316,432.8,153.65625,110.44140625,136.734375,204.1875,168.5,22.9,643.5,31114.0,177.2,135.12,222.92,51.07,54.61,3635.0,112.27,20.45,440.75,1.5472,1.4968,167.51,54.62,1692.0,51.06,1911.2,3.718,1.546,2.688,1129.1,1.4927,27.19,435.6
2021-01-08 00:28:00,116.3984375,0.77775,43.97,1.3574,38690.0,498.5,2542.0,0.789,79.88,3814.0,1.2283,125.6328125,137.375,69.525,0.009634,120.0,597.0,114.9,2207.8,1345.2,28055.0,28080.0,12967.0,2110.3,1363.25,15.73,1.1315,432.8,153.65625,110.4375,136.734375,204.21875,168.5,22.9,643.5,31113.0,177.2,135.12,222.92,51.07,54.61,3636.0,112.27,20.45,440.75,1.5472,1.4968,167.51,54.62,1692.0,51.06,1911.1,3.7175,1.546,2.688,1128.9,1.4927,27.19,435.6
2021-01-08 00:29:00,116.3984375,0.77775,43.94,1.3573,38690.0,498.5,2542.0,0.7889,79.88,3814.0,1.22825,125.6328125,137.375,69.525,0.0096335,120.0,597.0,114.9,2207.8,1345.2,28040.0,28075.0,12967.25,2110.5,1363.0,15.73,1.1315,432.7,153.671875,110.4375,136.75,204.21875,168.5,22.9,643.5,31111.0,177.2,135.12,222.92,51.07,54.61,3635.0,112.27,20.45,440.75,1.5472,1.4968,167.51,54.62,1692.0,51.06,1911.8,3.7185,1.546,2.6889999999999996,1128.9,1.4927,27.195,435.6
2021-01-08 00:30:00,116.3984375,0.77775,43.94,1.3573,38690.0,498.5,2542.0,0.78895,79.88,3814.5,1.22815,125.6328125,137.375,69.525,0.0096335,120.0,597.0,114.9,2207.8,1345.2,28035.0,28060.0,12968.0,2110.9,1363.25,15.73,1.1313,432.8,153.65625,110.44140625,136.734375,204.1875,168.5,22.9,643.5,31117.0,177.2,135.12,222.92,51.07,54.61,3635.0,112.27,20.45,440.75,1.5472,1.4968,167.51,54.62,1692.0,51.06,1911.4,3.719,1.546,2.6889999999999996,1128.9,1.4927,27.18,435.6
2021-01-08 00:31:00,116.3984375,0.77775,43.86,1.3572,38690.0,498.25,2542.0,0.78895,79.81,3814.0,1.22815,125.6328125,137.375,69.525,0.0096335,120.0,597.0,114.9,2207.8,1346.3,28030.0,28060.0,12967.75,2110.5,1362.5,15.73,1.1314,432.7,153.671875,110.44140625,136.734375,204.21875,168.5,22.9,643.5,31114.0,177.2,135.12,222.92,51.08,54.63,3635.0,112.27,20.45,440.75,1.5472,1.4968,167.51,54.63,1692.0,51.08,1911.7,3.722,1.5465,2.6889999999999996,1128.9,1.4933,27.19,435.6
2021-01-08 00:32:00,116.3984375,0.77775,43.86,1.3572,38690.0,498.0,2542.0,0.78895,79.8,3814.0,1.2281,125.625,137.375,69.525,0.009633,120.0,597.0,114.9,2207.8,1346.3,28030.0,28060.0,12967.5,2110.5,1361.75,15.73,1.1314,432.6,153.65625,110.4375,136.734375,204.15625,168.5,22.9,643.25,31113.0,177.2,135.12,222.92,51.08,54.61,3635.0,112.27,20.45,440.75,1.5472,1.4968,167.5,54.62,1692.0,51.06,1911.1,3.722,1.5465,2.6889999999999996,1128.9,1.4933,27.17,435.6
2021-01-08 00:33:00,116.3984375,0.7778,43.86,1.3572,38905.0,498.25,2542.0,0.78895,79.79,3813.75,1.2281,125.625,137.375,69.525,0.0096335,120.0,597.0,114.9,2207.8,1346.1,28015.0,28060.0,12966.5,2110.2,1362.0,15.73,1.1313,432.5,153.671875,110.44140625,136.734375,204.15625,168.5,22.9,643.5,31108.0,177.2,135.12,222.92,51.03,54.56,3634.0,112.27,20.45,440.25,1.5472,1.4968,167.49,54.57,1692.0,51.01,1910.8,3.722,1.5451,2.6889999999999996,1128.3,1.4915,27.16,435.6
2021-01-08 00:34:00,116.3984375,0.7778,43.84,1.3573,38905.0,498.25,2542.0,0.78895,79.79,3813.25,1.2282,125.6328125,137.375,69.525,0.0096345,120.0,597.0,114.9,2207.8,1346.7,28010.0,28040.0,12966.5,2110.0,1361.75,15.73,1.1313,432.5,153.671875,110.44140625,136.734375,204.125,168.5,22.9,643.25,31107.0,177.2,135.12,222.92,50.99,54.51,3635.0,112.27,20.45,440.0,1.5472,1.4968,167.49,54.51,1692.0,50.97,1910.4,3.7195,1.544,2.688,1128.3,1.4907,27.15,435.6
2021-01-08 00:35:00,116.3984375,0.77775,43.85,1.3575,38905.0,498.25,2542.0,0.7889,79.79,3814.75,1.2281,125.6328125,137.375,69.525,0.0096345,120.0,597.0,114.9,2207.8,1347.2,28010.0,28040.0,12969.25,2110.5,1362.25,15.73,1.1314,432.6,153.65625,110.44140625,136.734375,204.125,168.5,22.85,643.25,31116.0,177.2,135.12,222.92,50.99,54.53,3635.0,112.27,20.45,440.0,1.5472,1.4968,167.51,54.53,1692.0,50.99,1910.3,3.7155,1.544,2.688,1128.6,1.4908,27.165,435.6
2021-01-08 00:36:00,116.3984375,0.77775,43.82,1.3573,38905.0,498.25,2542.0,0.78885,79.89,3812.75,1.2281,125.6328125,137.375,69.525,0.0096345,120.0,596.75,114.9,2207.8,1346.8,28010.0,28040.0,12963.25,2109.7,1361.75,15.73,1.1313,432.5,153.65625,110.44140625,136.734375,204.125,168.5,22.95,643.25,31101.0,177.2,135.12,222.92,50.98,54.53,3634.0,112.27,20.45,440.0,1.5472,1.4968,167.51,54.53,1692.0,50.99,1910.3,3.713,1.544,2.687,1128.3,1.4906,27.155,435.6
2021-01-08 00:37:00,116.3984375,0.77775,43.81,1.3574,38905.0,498.25,2542.0,0.78885,79.85,3814.0,1.22815,125.6328125,137.375,69.525,0.0096355,120.0,596.75,114.9,2207.8,1347.1,28030.0,28050.0,12967.5,2109.4,1361.25,15.73,1.1314,432.4,153.65625,110.44140625,136.734375,204.09375,168.5,22.95,643.25,31109.0,177.2,135.12,222.92,50.98,54.54,3635.0,112.27,20.45,440.0,1.5472,1.4968,167.5,54.53,1692.0,50.99,1908.9,3.714,1.544,2.6839999999999997,1126.8,1.4906,27.105,435.6
2021-01-08 00:38:00,116.3984375,0.7777,43.81,1.3573,38905.0,498.25,2542.0,0.78885,79.85,3813.0,1.22815,125.6328125,137.375,69.525,0.0096355,120.0,596.75,114.9,2207.8,1346.9,28010.0,28060.0,12965.0,2109.6,1361.25,15.73,1.1313,432.3,153.65625,110.44140625,136.734375,204.125,168.46875,22.95,643.25,31101.0,177.19,135.12,222.92,50.98,54.53,3634.0,112.27,20.45,440.0,1.5472,1.4968,167.5,54.53,1692.0,50.99,1909.2,3.7135,1.544,2.681,1126.8,1.4906,27.11,435.6
2021-01-08 00:39:00,116.3984375,0.77765,43.76,1.3572,38970.0,498.25,2542.0,0.7888,79.85,3812.5,1.22815,125.6328125,137.375,69.525,0.009636,120.0,596.75,114.9,2207.8,1346.9,28010.0,28040.0,12963.75,2109.2,1360.75,15.73,1.1313,432.3,153.65625,110.44140625,136.734375,204.09375,168.46875,22.95,643.25,31094.0,177.19,135.12,222.92,50.98,54.5,3634.0,112.27,20.45,440.0,1.5472,1.4968,167.5,54.5,1692.0,50.96,1908.8,3.701,1.544,2.6830000000000003,1126.7,1.4906,27.08,435.6
2021-01-08 00:40:00,116.3984375,0.7775,43.76,1.3571,39015.0,498.25,2542.0,0.7888,79.85,3813.0,1.2281,125.6328125,137.375,69.525,0.0096355,120.0,596.75,114.9,2207.8,1346.9,28015.0,28040.0,12964.75,2109.0,1360.75,15.73,1.1312,432.1,153.65625,110.44140625,136.734375,204.09375,168.5,22.95,643.25,31098.0,177.19,135.12,222.92,50.98,54.5,3634.0,112.27,20.45,439.75,1.5472,1.4968,167.51,54.5,1692.0,50.95,1908.4,3.7045,1.544,2.679,1126.7,1.49,27.075,435.6
2021-01-08 00:41:00,116.3984375,0.7776,43.75,1.3571,39015.0,498.0,2542.0,0.7888,79.8,3812.75,1.2281,125.6328125,137.375,69.525,0.009635,120.0,596.75,114.9,2207.8,1346.9,28010.0,28040.0,12964.5,2109.0,1360.25,15.73,1.1312,432.1,153.671875,110.44140625,136.734375,204.1875,168.53125,22.95,643.25,31095.0,177.2,135.12,222.92,50.98,54.45,3634.0,112.27,20.45,439.75,1.5472,1.4968,167.51,54.47,1692.0,50.91,1908.2,3.7055,1.5426,2.68,1126.0,1.4893,27.06,435.6
2021-01-08 00:42:00,116.3984375,0.7776,43.77,1.3571,39015.0,498.0,2542.0,0.78885,79.8,3813.25,1.22815,125.6328125,137.375,69.525,0.009634,120.0,596.75,114.9,2207.8,1346.9,28020.0,28045.0,12966.5,2109.4,1360.25,15.73,1.1312,432.0,153.671875,110.44140625,136.734375,204.125,168.5,22.95,643.0,31103.0,177.2,135.12,222.92,50.98,54.46,3636.0,112.27,20.45,439.5,1.5472,1.4968,167.51,54.47,1692.0,50.93,1908.4,3.7055,1.5426,2.68,1126.5,1.4887,27.085,435.6
2021-01-08 00:43:00,116.3984375,0.77755,43.77,1.357,39015.0,498.0,2542.0,0.78885,79.8,3813.0,1.22795,125.6328125,137.375,69.525,0.0096335,120.0,596.75,114.9,2207.8,1346.9,28020.0,28040.0,12965.5,2109.3,1360.25,15.73,1.1312,431.9,153.671875,110.44140625,136.734375,204.125,168.5,22.95,643.25,31102.0,177.2,135.12,222.92,50.98,54.47,3636.0,112.27,20.45,439.5,1.5472,1.4968,167.51,54.47,1692.0,50.94,1908.7,3.7055,1.5426,2.681,1126.5,1.4887,27.095,435.6
2021-01-08 00:44:00,116.3984375,0.77755,43.77,1.357,39015.0,498.0,2542.0,0.78885,79.8,3813.0,1.22795,125.6328125,137.375,69.525,0.0096335,120.0,596.75,114.9,2207.8,1346.9,28015.0,28040.0,12965.5,2109.3,1360.0,15.73,1.1312,431.9,153.671875,110.44140625,136.734375,204.125,168.5,22.95,643.0,31100.0,177.2,135.12,222.92,50.98,54.49,3636.0,112.27,20.45,439.5,1.5472,1.4968,167.51,54.47,1692.0,50.94,1908.8,3.7065,1.5426,2.681,1126.5,1.4887,27.095,435.6
2021-01-08 00:45:00,116.3984375,0.7775,43.76,1.3569,39015.0,498.0,2542.0,0.78885,79.8,3812.25,1.2279,125.6328125,137.375,69.525,0.009633,120.0,596.5,114.9,2207.8,1346.9,28015.0,28045.0,12966.0,2108.5,1359.75,15.73,1.1311,431.9,153.671875,110.44140625,136.734375,204.125,168.5,22.95,643.0,31093.0,177.2,135.12,222.92,50.98,54.48,3634.0,112.27,20.45,439.5,1.5472,1.4968,167.5,54.47,1692.0,50.93,1908.6,3.704,1.5426,2.68,1126.2,1.4894,27.085,435.6
2021-01-08 00:46:00,116.3984375,0.77745,43.69,1.3568,39015.0,497.5,2542.0,0.7888,79.8,3812.5,1.22785,125.6328125,137.375,69.525,0.0096325,120.0,596.25,114.9,2207.8,1345.3,28015.0,28045.0,12964.25,2108.9,1359.25,15.73,1.1311,431.7,153.671875,110.44140625,136.734375,204.125,168.5,22.95,643.0,31093.0,177.2,135.12,222.92,50.98,54.48,3634.0,112.27,20.45,439.75,1.5472,1.4968,167.51,54.47,1692.0,50.95,1907.8,3.7045,1.5426,2.681,1126.2,1.4894,27.035,435.6
2021-01-08 00:47:00,116.3984375,0.7774,43.7,1.3567,38670.0,497.5,2542.0,0.7888,79.8,3813.0,1.2279,125.6328125,137.375,69.525,0.009632,120.0,596.5,114.9,2207.8,1345.1,28020.0,28040.0,12966.0,2110.1,1359.0,15.73,1.1311,431.6,153.671875,110.44140625,136.734375,204.125,168.5,22.95,643.0,31098.0,177.2,135.12,222.92,50.98,54.52,3633.0,112.27,20.45,439.75,1.5472,1.4968,167.51,54.53,1692.0,50.98,1908.8,3.7095,1.5426,2.682,1126.0,1.4894,27.085,435.6
2021-01-08 00:48:00,116.3984375,0.77735,43.69,1.3567,38600.0,497.5,2542.0,0.7888,79.8,3812.5,1.22785,125.625,137.375,69.525,0.0096315,120.0,596.5,114.9,2207.8,1343.8,28010.0,28040.0,12964.25,2110.1,1359.0,15.73,1.1311,431.7,153.671875,110.44140625,136.734375,204.125,168.5,22.95,643.0,31095.0,177.2,135.12,222.92,50.98,54.51,3634.0,112.27,20.45,439.75,1.5472,1.4968,167.51,54.53,1692.0,50.97,1909.0,3.709,1.5426,2.682,1126.0,1.4903,27.095,435.6
