,@AD#,@BO#,@BP#,@C#,@CC#,@CD#,@CT#,@ES#,@EU#,@FV#,@GF#,@HE#,@JY#,@KC#,@KW#,@LE#,@MFS#,@MME#,@NIY#,@NKD#,@NQ#,@RTY#,@S#,@SB#,@SF#,@SM#,@TU#,@TY#,@UB#,@US#,@VX#,@W#,@YM#,BD#,BL#,BX#,CRD#,EB#,EX#,EZ#,IHO#,LRC#,QBZ#,QC#,QCL#,QGC#,QHG#,QHO#,QNG#,QPL#,QRB#,QSI#,QW#
2011-01-07 02:26:00,0.9848,56.94,1.5416,599.75,2828.0,0.9998,140.0,1269.75,1.2982,117.33593700000002,123.375,79.425,0.011981,232.6,856.75,106.6,1643.0,1149.8,10540.0,10575.0,2275.5,790.7,1369.25,30.31,1.0362,366.2,109.27343700000002,119.859375,123.5,120.1875,18.6,784.0,11645.0,125.84,118.84,108.12,88.54,93.88,2822.0,108.92,2.5025,2010.0,94.12,1926.0,88.56,1366.7,4.2755,2.5139,4.388999999999999,1728.0,2.4437,28.785,735.7
2011-01-07 02:27:00,0.985,56.94,1.5415,599.75,2828.0,0.9998,140.0,1270.0,1.2986,117.33593700000002,123.375,79.425,0.011984,232.6,856.75,106.6,1643.0,1149.8,10545.0,10575.0,2275.25,790.7,1369.25,30.31,1.0365,366.2,109.27343700000002,119.84375,123.5,120.15625,18.6,784.0,11645.0,125.84,118.84,108.12,88.6,93.88,2822.0,108.925,2.5025,2010.0,94.12,1926.0,88.58,1366.5,4.2765,2.5128,4.388999999999999,1728.0,2.444,28.8,735.7
2011-01-07 02:28:00,0.985,56.95,1.5411,599.75,2828.0,0.9998,140.09,1269.75,1.2985,117.33593700000002,123.375,79.425,0.011984,232.6,856.75,106.6,1643.0,1149.8,10545.0,10575.0,2275.25,790.7,1368.5,30.31,1.0366,366.2,109.27343700000002,119.828125,123.5,120.1875,18.6,784.0,11645.0,125.87,118.84,108.2,88.57,93.9,2821.0,108.925,2.5025,2010.0,94.12,1926.0,88.59,1366.5,4.2755,2.5128,4.388999999999999,1727.0,2.444,28.8,735.7
2011-01-07 02:29:00,0.9852,56.93,1.5416,599.75,2828.0,0.9999,140.1,1270.0,1.2987,117.328125,123.375,79.425,0.011984,232.6,856.75,106.6,1643.0,1149.8,10545.0,10575.0,2275.5,791.0,1368.0,30.31,1.0367,365.9,109.27343700000002,119.84375,123.5,120.1875,18.6,784.0,11648.0,125.85,118.85,108.2,88.57,93.89,2822.0,108.925,2.5025,2010.0,94.12,1926.0,88.58,1367.0,4.276,2.5128,4.388999999999999,1727.0,2.4436,28.81,735.7
2011-01-07 02:30:00,0.9852,56.95,1.5417,599.75,2828.0,0.9998,140.1,1270.0,1.2987,117.33593700000002,123.375,79.425,0.011984,232.6,856.75,106.6,1643.0,1149.8,10545.0,10575.0,2275.5,791.0,1368.0,30.31,1.0366,365.9,109.27343700000002,119.84375,123.5,120.1875,18.6,784.0,11648.0,125.85,118.84,108.2,88.57,93.93,2822.0,108.925,2.5025,2010.0,94.12,1926.0,88.59,1366.8,4.276,2.5128,4.391,1727.0,2.4436,28.8,735.7
2011-01-07 02:31:00,0.9851,56.95,1.5414,599.75,2828.0,0.9999,140.1,1270.0,1.2989,117.328125,123.375,79.425,0.011984999999999999,232.6,856.75,106.6,1643.0,1149.8,10545.0,10575.0,2275.25,791.0,1368.0,30.31,1.0365,365.9,109.27343700000002,119.84375,123.5,120.1875,18.6,784.0,11648.0,125.84,118.84,108.2,88.58,93.93,2821.0,108.925,2.5025,2010.0,94.12,1926.0,88.59,1366.8,4.276,2.5128,4.391,1727.0,2.4436,28.8,735.7
2011-01-07 02:32:00,0.9851,56.95,1.5417,599.75,2828.0,0.9999,140.1,1269.75,1.2991,117.328125,123.375,79.425,0.011984,232.6,856.75,106.6,1643.0,1149.8,10545.0,10575.0,2275.5,791.0,1368.0,30.31,1.0364,365.9,109.27343700000002,119.84375,123.5,120.1875,18.6,783.75,11647.0,125.84,118.83,108.2,88.58,93.93,2821.0,108.925,2.5025,2010.0,94.12,1926.0,88.59,1366.8,4.2755,2.5128,4.391,1727.0,2.4436,28.805,735.7
2011-01-07 02:33:00,0.9849,56.95,1.5416,599.75,2828.0,0.9999,140.1,1270.0,1.2991,117.328125,123.375,79.425,0.011983,232.6,856.75,106.6,1643.0,1149.8,10545.0,10575.0,2275.5,791.0,1368.0,30.31,1.0366,365.9,109.27343700000002,119.84375,123.5,120.1875,18.6,783.75,11648.0,125.83,118.83,108.2,88.58,93.92,2820.0,108.925,2.5025,2010.0,94.12,1926.0,88.6,1366.9,4.2745,2.5128,4.391,1727.0,2.4436,28.8,735.7
2011-01-07 02:34:00,0.985,56.95,1.5421,599.75,2828.0,1.0001,140.1,1270.0,1.2989,117.328125,123.375,79.425,0.011984999999999999,232.6,856.75,106.6,1643.0,1149.8,10545.0,10575.0,2275.5,791.0,1368.5,30.31,1.0369,366.0,109.27343700000002,119.859375,123.5,120.1875,18.6,783.75,11648.0,125.83,118.82,108.2,88.62,93.95,2821.0,108.92,2.5025,2010.0,94.12,1926.0,88.61,1366.9,4.2765,2.5123,4.391,1727.0,2.4436,28.825,735.7
2011-01-07 02:35:00,0.985,56.95,1.5419,599.75,2828.0,1.0,140.1,1270.0,1.299,117.33593700000002,123.375,79.425,0.011984999999999999,232.6,856.75,106.6,1643.0,1149.8,10545.0,10575.0,2275.5,791.0,1369.25,30.31,1.0367,366.2,109.27343700000002,119.84375,123.5,120.1875,18.6,783.75,11648.0,125.83,118.84,108.1,88.62,93.96,2822.0,108.925,2.5025,2010.0,94.12,1926.0,88.59,1366.9,4.2785,2.5129,4.391,1727.0,2.4436,28.825,735.7
2011-01-07 02:36:00,0.9849,57.0,1.542,599.75,2828.0,1.0001,140.1,1270.25,1.299,117.33593700000002,123.375,79.425,0.011984999999999999,232.6,856.75,106.6,1643.0,1149.8,10545.0,10575.0,2275.5,791.0,1369.25,30.31,1.0368,366.2,109.27343700000002,119.84375,123.5,120.1875,18.6,783.75,11648.0,125.83,118.85,108.1,88.61,93.95,2821.0,108.93,2.5025,2010.0,94.12,1926.0,88.58,1366.8,4.2785,2.5129,4.391,1727.0,2.444,28.825,735.7
2011-01-07 02:37:00,0.985,56.92,1.5419,599.5,2828.0,1.0,139.97,1270.0,1.2991,117.33593700000002,123.375,79.425,0.011984999999999999,232.6,856.75,106.6,1643.0,1149.8,10545.0,10575.0,2275.5,791.2,1369.25,30.31,1.0366,366.2,109.27343700000002,119.84375,123.5,120.1875,18.6,783.75,11647.0,125.84,118.84,108.1,88.61,93.96,2821.0,108.925,2.5025,2010.0,94.12,1926.0,88.59,1367.0,4.2785,2.5129,4.391,1727.0,2.444,28.825,735.7
2011-01-07 02:38:00,0.985,56.92,1.5419,599.5,2828.0,1.0,139.97,1270.0,1.2989,117.33593700000002,123.375,79.425,0.011984,232.6,856.75,106.6,1643.0,1149.8,10545.0,10575.0,2275.75,791.2,1369.25,30.31,1.0366,366.2,109.265625,119.84375,123.5,120.1875,18.6,783.75,11647.0,125.84,118.84,108.1,88.61,93.96,2822.0,108.935,2.5025,2010.0,94.12,1926.0,88.58,1366.7,4.277,2.5129,4.391,1727.0,2.4437,28.81,735.7
2011-01-07 02:39:00,0.9848,56.92,1.5419,599.75,2828.0,1.0,140.5,1270.0,1.2986,117.33593700000002,123.375,79.425,0.011984999999999999,232.6,856.75,106.6,1643.0,1149.8,10545.0,10575.0,2276.0,791.2,1369.75,30.31,1.0366,366.2,109.265625,119.84375,123.5,120.1875,18.6,783.75,11648.0,125.88,118.86,108.1,88.61,93.96,2821.0,108.94,2.5025,2010.0,94.12,1926.0,88.6,1366.7,4.279,2.5122,4.391,1727.0,2.4436,28.815,735.7
2011-01-07 02:40:00,0.9848,56.92,1.5419,599.0,2828.0,0.9999,140.5,1270.0,1.2984,117.34375,123.375,79.425,0.011984999999999999,232.6,856.75,106.6,1643.0,1149.8,10545.0,10575.0,2276.0,791.2,1370.0,30.31,1.0366,366.8,109.27343700000002,119.859375,123.5,120.21875,18.6,783.75,11648.0,125.89,118.86,108.2,88.61,93.96,2822.0,108.935,2.5025,2010.0,94.12,1926.0,88.58,1366.6,4.2805,2.5114,4.391,1729.4,2.4436,28.8,735.7
2011-01-07 02:41:00,0.9845,56.92,1.542,599.0,2828.0,0.9998,139.91,1270.0,1.2983,117.35156200000002,123.375,79.425,0.011984999999999999,232.6,856.75,106.6,1643.0,1149.8,10545.0,10575.0,2275.25,791.2,1370.0,30.31,1.0367,366.8,109.27343700000002,119.875,123.5,120.21875,18.6,783.75,11646.0,125.9,118.86,108.2,88.61,93.96,2822.0,108.94,2.5025,2010.0,94.12,1926.0,88.57,1366.7,4.2795,2.5114,4.391,1729.4,2.4436,28.805,735.7
2011-01-07 02:42:00,0.9847,57.0,1.5424,599.25,2828.0,1.0,139.95,1269.75,1.2986,117.359375,123.375,79.425,0.011984,232.6,856.75,106.6,1643.0,1149.8,10545.0,10575.0,2275.75,791.1,1370.25,30.31,1.0368,366.8,109.27343700000002,119.875,123.5,120.25,18.6,784.0,11647.0,125.89,118.88,108.3,88.61,93.96,2821.0,108.945,2.5025,2010.0,94.12,1926.0,88.58,1367.0,4.28,2.5114,4.391,1730.8,2.444,28.815,735.7
2011-01-07 02:43:00,0.9848,57.0,1.5426,599.0,2828.0,1.0,139.9,1270.0,1.2988,117.359375,123.375,79.425,0.011984999999999999,232.6,856.75,106.6,1643.0,1149.8,10545.0,10575.0,2275.0,791.1,1369.5,30.31,1.037,366.8,109.27343700000002,119.890625,123.5,120.25,18.6,784.0,11646.0,125.89,118.86,108.3,88.61,93.96,2820.0,108.94,2.5025,2010.0,94.12,1926.0,88.6,1366.8,4.281,2.5114,4.391,1730.8,2.444,28.81,735.7
2011-01-07 02:44:00,0.9849,57.0,1.5427,599.0,2828.0,0.9999,139.9,1269.75,1.2987,117.36718700000002,123.375,79.425,0.011986,232.6,856.75,106.6,1643.0,1149.8,10545.0,10575.0,2275.0,791.1,1369.5,30.31,1.0372,366.8,109.27343700000002,119.890625,123.5,120.25,18.6,784.0,11646.0,125.9,118.86,108.3,88.61,93.96,2819.0,108.94,2.5025,2010.0,94.12,1926.0,88.6,1367.0,4.283,2.5114,4.391,1730.8,2.444,28.815,735.7
2011-01-07 02:45:00,0.9849,57.0,1.5423,599.0,2828.0,0.9999,140.1,1269.75,1.2988,117.359375,123.375,79.425,0.011986,232.6,856.75,106.6,1643.0,1149.8,10545.0,10575.0,2275.0,790.9,1369.5,30.31,1.037,366.8,109.27343700000002,119.890625,123.5,120.25,18.6,783.75,11646.0,125.88,118.86,108.3,88.62,93.96,2818.0,108.94,2.5025,2010.0,94.12,1926.0,88.6,1367.0,4.284,2.5116,4.391,1730.8,2.444,28.805,735.7
2011-01-07 02:46:00,0.9849,57.0,1.5426,599.0,2828.0,0.9999,140.0,1269.75,1.2989,117.359375,123.375,79.425,0.011984999999999999,232.6,856.75,106.6,1643.0,1149.8,10545.0,10575.0,2274.75,790.8,1369.5,30.31,1.0372,366.8,109.27343700000002,119.890625,123.5,120.25,18.6,783.75,11645.0,125.88,118.86,108.3,88.62,93.96,2819.0,108.945,2.5025,2010.0,94.12,1926.0,88.61,1367.1,4.283,2.5115,4.391,1730.8,2.444,28.81,735.7
2011-01-07 02:47:00,0.9851,57.0,1.5428,599.0,2828.0,0.9999,140.0,1269.5,1.2991,117.359375,123.375,79.475,0.011986,232.6,856.75,106.6,1643.0,1149.8,10545.0,10575.0,2274.0,790.7,1369.25,30.31,1.0371,366.8,109.27343700000002,119.890625,123.5,120.21875,18.6,783.75,11643.0,125.89,118.85,108.3,88.62,93.96,2817.0,108.94,2.5025,2010.0,94.12,1926.0,88.61,1367.3,4.2825,2.5115,4.391,1731.0,2.444,28.815,735.7
2011-01-07 02:48:00,0.9851,57.0,1.5427,599.25,2828.0,1.0,140.0,1269.5,1.2994,117.36718700000002,123.375,79.475,0.011984999999999999,232.6,855.5,106.6,1643.0,1149.8,10540.0,10575.0,2274.0,790.7,1370.25,30.31,1.0374,366.8,109.27343700000002,119.890625,123.5,120.21875,18.6,783.75,11643.0,125.93,118.88,108.24,88.61,93.96,2817.0,108.95,2.5025,2010.0,94.12,1926.0,88.61,1367.4,4.283,2.5115,4.388999999999999,1731.0,2.444,28.815,735.7
2011-01-07 02:49:00,0.9849,57.0,1.5428,599.25,2828.0,1.0,140.0,1269.5,1.2992,117.36718700000002,123.375,79.475,0.011984999999999999,232.6,855.5,106.6,1643.0,1149.8,10540.0,10575.0,2274.5,790.7,1370.5,30.31,1.0378,366.8,109.27343700000002,119.90625,123.5,120.25,18.6,783.75,11643.0,125.93,118.89,108.24,88.61,93.96,2818.0,108.95,2.5025,2010.0,94.12,1926.0,88.61,1367.0,4.283,2.5115,4.388999999999999,1731.0,2.444,28.805,735.7
2011-01-07 02:50:00,0.9849,57.0,1.5426,599.0,2828.0,0.9999,140.0,1269.5,1.2989,117.36718700000002,123.375,79.475,0.011984999999999999,232.6,855.5,106.6,1643.0,1149.8,10540.0,10575.0,2274.5,790.7,1370.0,30.31,1.0374,366.8,109.27343700000002,119.890625,123.5,120.25,18.6,783.75,11643.0,125.95,118.89,108.3,88.57,93.94,2819.0,108.955,2.5025,2010.0,94.12,1926.0,88.57,1366.7,4.28,2.5105,4.388999999999999,1731.0,2.444,28.81,735.7
2011-01-07 02:51:00,0.9852,56.97,1.543,599.0,2828.0,0.9999,140.0,1269.5,1.299,117.36718700000002,123.375,79.475,0.011984999999999999,232.6,855.5,106.6,1643.0,1149.8,10540.0,10575.0,2274.25,790.7,1370.25,30.31,1.0378,366.8,109.27343700000002,119.890625,123.5,120.21875,18.6,783.75,11643.0,125.93,118.88,108.3,88.57,93.94,2819.0,108.95,2.5025,2010.0,94.12,1926.0,88.57,1366.7,4.28,2.5105,4.388999999999999,1730.7,2.444,28.81,735.7
2011-01-07 02:52:00,0.9851,56.97,1.5427,599.0,2828.0,0.9998,140.0,1269.5,1.2985,117.36718700000002,123.375,79.475,0.011984999999999999,232.6,855.5,106.6,1643.0,1149.8,10540.0,10575.0,2273.75,790.7,1370.25,30.31,1.0372,366.8,109.27343700000002,119.890625,123.5,120.21875,18.6,783.75,11642.0,125.89,118.86,108.3,88.55,93.94,2818.0,108.945,2.5025,2010.0,94.12,1926.0,88.55,1366.4,4.278,2.5105,4.388,1730.0,2.444,28.805,735.7
2011-01-07 02:53:00,0.9848,56.97,1.5424,599.0,2828.0,0.9995,140.0,1269.25,1.2978,117.375,123.375,79.475,0.011986,232.6,855.5,106.6,1643.0,1149.8,10535.0,10575.0,2273.25,790.2,1370.0,30.31,1.0368,366.8,109.27343700000002,119.890625,123.5,120.21875,18.6,783.75,11638.0,125.9,118.86,108.3,88.45,93.89,2817.0,108.945,2.5025,2010.0,94.12,1926.0,88.47,1366.0,4.276,2.5073,4.388,1730.0,2.4436,28.78,735.7
2011-01-07 02:54:00,0.9849,56.97,1.5427,599.0,2828.0,0.9995,140.0,1269.5,1.2982,117.375,123.375,79.475,0.011986,232.6,855.5,106.6,1643.0,1149.8,10535.0,10570.0,2274.25,790.5,1370.0,30.31,1.0374,366.8,109.28125,119.890625,123.5,120.21875,18.6,783.75,11643.0,125.91,118.86,108.3,88.45,93.87,2818.0,108.945,2.5025,2010.0,94.12,1926.0,88.5,1366.2,4.2755,2.5074,4.391,1730.0,2.4436,28.78,735.7
2011-01-07 02:55:00,0.9848,56.97,1.5431,599.25,2828.0,0.9997,140.0,1269.5,1.298,117.38281200000002,123.375,79.475,0.011987000000000001,232.6,855.5,106.6,1643.0,1149.8,10535.0,10570.0,2274.25,790.5,1370.5,30.31,1.0375,366.8,109.28125,119.890625,123.5,120.21875,18.6,783.5,11643.0,125.9,118.86,108.3,88.45,93.88,2819.0,108.945,2.5025,2010.0,94.12,1926.0,88.47,1365.9,4.276,2.509,4.391,1730.0,2.4436,28.775,735.7
2011-01-07 02:56:00,0.9847,57.0,1.5426,599.25,2828.0,0.9995,140.0,1269.25,1.2978,117.38281200000002,123.375,79.475,0.011984999999999999,232.6,855.5,106.6,1643.0,1149.8,10535.0,10570.0,2273.75,790.3,1370.5,30.31,1.0372,366.8,109.27343700000002,119.890625,123.5,120.21875,18.6,783.5,11641.0,125.9,118.85,108.2,88.45,93.86,2817.0,108.94,2.5025,2010.0,94.12,1926.0,88.46,1365.9,4.2775,2.509,4.391,1730.0,2.4436,28.745,735.7
2011-01-07 02:57:00,0.9844,57.0,1.5426,599.0,2828.0,0.9993,140.0,1269.5,1.2979,117.38281200000002,123.375,79.475,0.011984999999999999,232.6,855.5,106.6,1643.0,1149.8,10535.0,10570.0,2274.25,790.3,1370.25,30.31,1.0376,366.8,109.27343700000002,119.890625,123.5,120.21875,18.6,783.5,11642.0,125.88,118.85,108.2,88.45,93.85,2819.0,108.94,2.5025,2010.0,94.12,1926.0,88.43,1366.0,4.276,2.509,4.391,1730.0,2.4436,28.76,735.7
2011-01-07 02:58:00,0.9845,57.0,1.5425,599.0,2828.0,0.9993,140.0,1269.5,1.2981,117.359375,123.375,79.475,0.011984,232.6,855.5,106.6,1643.0,1149.8,10535.0,10570.0,2274.5,790.3,1370.25,30.31,1.0378,366.8,109.27343700000002,119.859375,123.5,120.1875,18.6,783.5,11642.0,125.85,118.83,108.16,88.42,93.85,2820.0,108.93,2.5025,2010.0,94.12,1926.0,88.43,1366.0,4.2755,2.509,4.391,1730.0,2.4436,28.77,735.7
2011-01-07 02:59:00,0.9846,57.0,1.5428,599.0,2828.0,0.9993,140.0,1269.0,1.2979,117.359375,123.375,79.475,0.011984,232.6,855.5,106.6,1643.0,1149.8,10535.0,10570.0,2273.75,790.4,1369.0,30.31,1.0377,366.1,109.27343700000002,119.84375,123.5,120.15625,18.6,783.5,11640.0,125.8,118.82,108.02,88.42,93.88,2819.0,108.935,2.5025,2010.0,94.12,1926.0,88.45,1365.3,4.2765,2.509,4.391,1730.0,2.4436,28.745,735.7
2011-01-07 03:00:00,0.9847,57.0,1.5426,599.0,2828.0,0.9992,140.0,1269.25,1.2983,117.375,123.375,79.475,0.011987000000000001,232.6,855.5,106.6,1643.0,1149.8,10535.0,10570.0,2273.75,790.4,1369.0,30.31,1.038,366.1,109.27343700000002,119.875,123.5,120.15625,18.6,783.5,11641.0,125.82,118.82,108.02,88.42,93.88,2821.0,108.93,2.5025,2010.0,94.12,1926.0,88.45,1365.6,4.275,2.509,4.391,1730.0,2.4436,28.755,735.7
2011-01-07 03:01:00,0.9848,56.99,1.544,598.75,2828.0,0.9994,140.34,1270.0,1.2985,117.375,123.375,79.475,0.011982,232.6,855.5,106.6,1643.0,1149.8,10540.0,10575.0,2275.0,791.3,1368.25,30.31,1.0377,366.0,109.28125,119.859375,123.5,120.15625,18.6,783.5,11650.0,125.79,118.8,107.98,88.49,93.86,2830.0,108.925,2.5025,2010.0,94.12,1926.0,88.49,1366.0,4.2755,2.5082,4.3919999999999995,1730.0,2.4436,28.775,735.7
2011-01-07 03:02:00,0.9848,56.99,1.5441,598.75,2828.0,0.9994,140.0,1270.25,1.2985,117.36718700000002,123.375,79.475,0.011982,232.6,855.5,106.6,1643.0,1149.8,10540.0,10575.0,2275.0,790.8,1368.75,30.31,1.0375,366.0,109.28125,119.859375,123.5,120.15625,18.6,783.75,11649.0,125.81,118.8,108.0,88.46,93.82,2827.0,108.92,2.5025,2010.0,94.12,1926.0,88.48,1365.8,4.276,2.5066,4.397,1730.0,2.4436,28.77,735.7
2011-01-07 03:03:00,0.9848,56.99,1.544,598.5,2828.0,0.9996,140.2,1270.25,1.299,117.359375,123.375,79.475,0.011981,232.6,855.5,106.6,1643.0,1149.8,10540.0,10575.0,2275.25,790.8,1369.25,30.31,1.0372,366.2,109.28125,119.859375,123.5,120.15625,18.6,783.75,11648.0,125.77,118.77,107.98,88.47,93.82,2826.0,108.915,2.5025,2010.0,94.12,1926.0,88.47,1366.0,4.2745,2.5066,4.399,1728.0,2.4436,28.78,735.7
2011-01-07 03:04:00,0.9848,56.99,1.544,598.5,2828.0,0.9998,140.2,1270.25,1.2988,117.359375,123.375,79.475,0.011983,232.6,855.5,106.6,1643.0,1149.8,10540.0,10575.0,2275.75,791.3,1369.5,30.31,1.0371,366.2,109.28125,119.828125,123.5,120.15625,18.6,783.5,11649.0,125.76,118.77,107.92,88.46,93.83,2827.0,108.91,2.5025,2010.0,94.12,1926.0,88.49,1366.1,4.2725,2.5065,4.399,1728.0,2.4436,28.78,735.7
2011-01-07 03:05:00,0.9849,56.99,1.5437,599.0,2828.0,0.9998,140.2,1270.25,1.2991,117.35156200000002,123.375,79.475,0.011983,232.6,855.5,106.6,1643.0,1149.8,10540.0,10575.0,2276.0,791.3,1369.5,30.31,1.0372,366.2,109.27343700000002,119.8125,123.5,120.09375,18.6,783.5,11651.0,125.71,118.75,107.82,88.49,93.85,2828.0,108.91,2.5025,2010.0,94.12,1926.0,88.5,1366.3,4.273,2.5066,4.4030000000000005,1728.0,2.4436,28.775,735.7
2011-01-07 03:06:00,0.9851,56.99,1.544,599.0,2828.0,0.9998,140.05,1270.5,1.2994,117.35156200000002,123.375,79.425,0.011984,232.6,855.5,106.6,1643.0,1149.8,10545.0,10580.0,2276.25,791.6,1369.0,30.31,1.0371,366.2,109.27343700000002,119.8125,123.5,120.125,18.6,783.5,11652.0,125.68,118.74,107.82,88.51,93.87,2830.0,108.91,2.5025,2010.0,94.12,1926.0,88.53,1366.4,4.2735,2.5077,4.405,1728.0,2.4436,28.77,735.7
2011-01-07 03:07:00,0.9851,56.99,1.5448,599.0,2828.0,0.9999,140.05,1270.5,1.2994,117.35156200000002,123.375,79.425,0.011984999999999999,232.6,855.5,106.6,1643.0,1149.8,10545.0,10580.0,2276.25,791.7,1369.5,30.31,1.037,366.2,109.27343700000002,119.8125,123.5,120.0625,18.6,783.75,11652.0,125.66,118.72,107.82,88.55,93.93,2831.0,108.905,2.5025,2010.0,94.12,1926.0,88.57,1366.4,4.2755,2.5088,4.407,1728.0,2.4436,28.78,735.7
2011-01-07 03:08:00,0.9852,56.99,1.545,598.5,2828.0,1.0002,140.02,1270.75,1.2996,117.35156200000002,123.375,79.425,0.011983,232.6,855.5,106.6,1643.0,1149.8,10545.0,10580.0,2276.75,791.8,1369.5,30.31,1.037,366.2,109.27343700000002,119.8125,123.5,120.09375,18.6,783.5,11655.0,125.68,118.73,107.84,88.6,93.93,2835.0,108.9,2.5025,2010.0,94.12,1926.0,88.6,1366.6,4.2765,2.5088,4.406000000000001,1729.2,2.4436,28.8,735.7
2011-01-07 03:09:00,0.9853,56.99,1.5452,599.0,2828.0,1.0003,140.5,1270.5,1.2993,117.35156200000002,123.375,79.425,0.011983,232.6,855.5,106.6,1643.0,1149.8,10545.0,10580.0,2276.25,791.7,1369.75,30.31,1.0367,366.2,109.27343700000002,119.8125,123.5,120.09375,18.6,783.5,11653.0,125.7,118.75,107.92,88.64,93.95,2833.0,108.905,2.5025,2010.0,94.12,1926.0,88.61,1366.6,4.2765,2.5088,4.406000000000001,1728.7,2.4436,28.785,735.7
2011-01-07 03:10:00,0.9851,56.99,1.545,599.0,2828.0,1.0003,140.5,1270.75,1.2992,117.35156200000002,123.375,79.425,0.011981,232.6,855.5,106.6,1643.0,1149.8,10545.0,10580.0,2276.5,791.7,1369.75,30.31,1.0367,366.2,109.27343700000002,119.8125,123.5,120.09375,18.6,783.5,11654.0,125.72,118.75,107.92,88.63,94.03,2834.0,108.91,2.5025,2010.0,94.12,1926.0,88.65,1366.4,4.278,2.5101,4.407,1728.7,2.4444,28.785,735.7
2011-01-07 03:11:00,0.9852,56.99,1.545,599.0,2828.0,1.0003,140.5,1270.75,1.2991,117.359375,123.375,79.425,0.011981,232.6,855.5,106.6,1643.0,1149.8,10545.0,10580.0,2276.5,791.7,1369.75,30.31,1.0366,366.2,109.27343700000002,119.828125,123.5,120.125,18.6,783.75,11653.0,125.73,118.76,107.92,88.68,94.18,2834.0,108.91,2.5025,2010.0,94.12,1926.0,88.69,1366.2,4.2795,2.5101,4.409,1728.0,2.4446,28.77,735.7
2011-01-07 03:12:00,0.9851,56.99,1.5448,598.75,2828.0,1.0004,140.9,1270.75,1.299,117.359375,123.375,79.425,0.011981,232.6,855.5,106.6,1643.0,1149.8,10545.0,10580.0,2276.5,791.7,1370.0,30.31,1.0367,366.2,109.27343700000002,119.8125,123.5,120.09375,18.6,783.5,11653.0,125.74,118.76,107.92,88.65,94.16,2834.0,108.91,2.5025,2010.0,94.12,1926.0,88.65,1366.5,4.28,2.5101,4.407,1728.0,2.4446,28.755,735.7
2011-01-07 03:13:00,0.9852,56.99,1.5448,598.75,2828.0,1.0004,140.9,1270.5,1.2991,117.359375,123.375,79.425,0.011981,232.6,855.5,106.6,1643.0,1149.8,10545.0,10580.0,2276.5,791.2,1370.0,30.31,1.0368,366.2,109.28125,119.828125,123.375,120.125,18.6,783.5,11652.0,125.73,118.76,107.92,88.65,94.2,2834.0,108.91,2.5025,2010.0,94.12,1926.0,88.63,1366.4,4.2815,2.5129,4.407,1728.0,2.4455,28.76,735.7
2011-01-07 03:14:00,0.9851,56.99,1.5448,599.0,2828.0,1.0004,140.9,1270.5,1.2991,117.359375,123.375,79.425,0.011981,232.6,855.5,106.6,1643.0,1149.8,10545.0,10580.0,2276.0,791.3,1371.25,30.31,1.0367,366.6,109.28125,119.8125,123.34375,120.09375,18.6,783.75,11651.0,125.75,118.76,107.92,88.66,94.2,2832.0,108.91,2.5025,2010.0,94.12,1926.0,88.66,1366.4,4.2815,2.5129,4.407,1728.0,2.4444,28.755,735.7
2011-01-07 03:15:00,0.985,57.1,1.5443,599.0,2828.0,1.0002,140.9,1270.25,1.2988,117.359375,123.375,79.425,0.011981,232.6,855.5,106.6,1643.0,1149.8,10545.0,10575.0,2275.75,791.2,1371.25,30.31,1.0368,366.6,109.28125,119.8125,123.34375,120.09375,18.6,783.75,11650.0,125.76,118.78,107.98,88.66,94.15,2830.0,108.92,2.5025,2010.0,94.12,1926.0,88.59,1366.3,4.279,2.5129,4.407,1728.0,2.4444,28.75,735.7
2011-01-07 03:16:00,0.9849,57.1,1.5441,599.25,2828.0,1.0002,140.85,1270.25,1.2985,117.359375,123.375,79.425,0.011981,232.6,855.5,106.6,1643.0,1149.8,10545.0,10575.0,2275.5,791.1,1371.25,30.31,1.0362,366.6,109.28125,119.828125,123.34375,120.09375,18.6,783.5,11649.0,125.78,118.81,108.02,88.64,94.19,2827.0,108.925,2.5025,2010.0,94.12,1926.0,88.65,1366.3,4.28,2.5129,4.408,1727.7,2.4444,28.765,735.7
2011-01-07 03:17:00,0.9846,57.06,1.5437,599.25,2828.0,1.0,141.0,1270.0,1.2983,117.375,123.375,79.425,0.011981,232.6,855.5,106.6,1643.0,1149.8,10545.0,10575.0,2275.0,790.8,1371.0,30.31,1.0363,366.6,109.28125,119.84375,123.34375,120.125,18.6,783.5,11646.0,125.77,118.8,108.06,88.62,94.17,2826.0,108.92,2.5025,2010.0,94.12,1926.0,88.62,1366.1,4.2775,2.5145,4.408,1727.3,2.4444,28.75,735.7
2011-01-07 03:18:00,0.9844,57.06,1.5436,599.0,2828.0,0.9998,141.0,1269.5,1.2981,117.375,123.375,79.425,0.01198,232.6,855.5,106.6,1643.0,1149.8,10540.0,10575.0,2274.75,790.6,1371.0,30.31,1.0366,366.6,109.28125,119.828125,123.34375,120.125,18.6,783.5,11645.0,125.76,118.78,108.06,88.6,94.16,2823.0,108.92,2.5025,2010.0,94.12,1926.0,88.61,1366.1,4.2775,2.5145,4.408,1726.2,2.4444,28.75,735.7
