,@AD#,@BO#,@BP#,@C#,@CC#,@CD#,@CT#,@ES#,@EU#,@FV#,@GF#,@HE#,@JY#,@KC#,@KW#,@LE#,@MFS#,@MME#,@NIY#,@NKD#,@NQ#,@RS#,@RTY#,@S#,@SB#,@SF#,@SM#,@TU#,@TY#,@UB#,@US#,@VX#,@W#,@YM#,BD#,BL#,BX#,CRD#,EB#,EX#,EZ#,LRC#,QBZ#,QC#,QCL#,QGC#,QHG#,QHO#,QNG#,QPL#,QRB#,QSI#,QW#
2010-11-05 00:11:00,1.0104,52.24,1.6257,589.5,2785.0,0.9961,142.92,1216.5,1.4197,122.15625,110.375,67.7,0.012379000000000001,205.75,775.5,97.65,1675.4,1165.2,9630.0,9640.0,2180.25,548.5,731.0,1286.75,32.18,1.0435,348.9,109.97656200000002,127.671875,133.9375,131.28125,18.4,719.75,11380.0,130.54,120.52,117.9,87.08,88.69,2876.0,108.95,1970.0,87.85,1818.0,87.08,1389.3,3.9845,2.3876,3.8680000000000003,1773.2,2.1893,26.56,782.9
2010-11-05 00:12:00,1.0106,52.24,1.6256,589.5,2785.0,0.9961,142.93,1216.5,1.4197,122.15625,110.375,67.7,0.012378,205.75,775.5,97.65,1675.4,1165.2,9630.0,9645.0,2180.25,548.5,731.1,1286.75,32.18,1.0435,348.9,109.97656200000002,127.671875,133.9375,131.28125,18.4,719.75,11381.0,130.54,120.52,117.9,87.08,88.69,2876.0,108.95,1970.0,87.85,1818.0,87.07,1389.2,3.9845,2.3876,3.8680000000000003,1773.2,2.1893,26.54,782.9
2010-11-05 00:13:00,1.0105,52.23,1.6256,589.5,2785.0,0.9961,142.93,1216.5,1.4197,122.15625,110.375,67.7,0.012378,205.75,775.5,97.65,1675.4,1165.2,9630.0,9645.0,2180.25,548.5,731.1,1286.75,32.18,1.0435,348.9,109.97656200000002,127.6875,133.9375,131.25,18.4,719.75,11381.0,130.54,120.52,117.9,87.08,88.69,2876.0,108.95,1970.0,87.85,1818.0,87.08,1389.2,3.9845,2.3876,3.8680000000000003,1773.2,2.1893,26.54,782.9
2010-11-05 00:14:00,1.0108,52.22,1.6256,589.5,2785.0,0.9962,142.93,1216.75,1.4197,122.15625,110.375,67.7,0.012376999999999999,205.75,775.5,97.65,1675.4,1165.2,9630.0,9645.0,2180.25,548.5,731.0,1286.25,32.18,1.0435,348.9,109.97656200000002,127.6875,133.9375,131.25,18.4,719.75,11381.0,130.54,120.52,117.9,87.08,88.69,2876.0,108.95,1970.0,87.85,1818.0,87.08,1389.2,3.9845,2.3876,3.8680000000000003,1775.4,2.1893,26.54,782.9
2010-11-05 00:15:00,1.0108,52.22,1.6256,589.5,2785.0,0.9962,142.93,1216.5,1.4197,122.15625,110.375,67.7,0.012376999999999999,205.75,775.5,97.65,1675.4,1165.2,9630.0,9645.0,2180.25,548.5,731.0,1286.25,32.18,1.0435,348.9,109.97656200000002,127.6875,133.9375,131.21875,18.4,719.75,11381.0,130.54,120.52,117.9,87.08,88.71,2876.0,108.95,1970.0,87.85,1818.0,87.08,1389.3,3.984,2.3876,3.8680000000000003,1775.4,2.1893,26.575,782.9
2010-11-05 00:16:00,1.0107,52.22,1.6256,589.75,2785.0,0.9961,142.92,1216.5,1.4197,122.15625,110.375,67.7,0.012376999999999999,205.75,775.5,97.65,1675.4,1165.2,9630.0,9650.0,2180.25,548.5,731.1,1286.0,32.18,1.0435,348.9,109.97656200000002,127.6875,133.9375,131.21875,18.4,719.75,11384.0,130.54,120.52,117.9,87.08,88.71,2876.0,108.95,1970.0,87.85,1818.0,87.09,1389.3,3.984,2.3876,3.8680000000000003,1775.4,2.1893,26.55,782.9
2010-11-05 00:17:00,1.0106,52.21,1.6255,589.75,2785.0,0.9961,142.92,1216.5,1.4195,122.15625,110.375,67.7,0.012376999999999999,205.75,775.5,97.65,1675.4,1165.2,9630.0,9650.0,2180.25,548.5,731.1,1286.0,32.18,1.0436,348.9,109.97656200000002,127.6875,133.9375,131.21875,18.4,719.75,11383.0,130.54,120.52,117.9,87.08,88.71,2876.0,108.95,1970.0,87.85,1818.0,87.08,1389.0,3.984,2.3876,3.8680000000000003,1775.4,2.1893,26.55,782.9
2010-11-05 00:18:00,1.0105,52.21,1.6257,589.75,2785.0,0.9958,142.92,1216.75,1.4194,122.15625,110.375,67.7,0.012376999999999999,205.75,775.5,97.65,1675.4,1165.2,9630.0,9650.0,2180.75,548.5,731.1,1286.0,32.18,1.0434,348.9,109.97656200000002,127.6875,133.9375,131.25,18.4,720.0,11383.0,130.54,120.52,117.9,87.08,88.71,2876.0,108.95,1970.0,87.85,1818.0,87.08,1389.0,3.984,2.3876,3.8680000000000003,1775.4,2.1893,26.55,782.9
2010-11-05 00:19:00,1.0105,52.25,1.6257,589.75,2785.0,0.9958,142.96,1216.5,1.4193,122.15625,110.375,67.7,0.012376999999999999,205.75,775.5,97.65,1675.4,1165.2,9630.0,9650.0,2180.75,548.5,731.1,1285.75,32.18,1.0434,348.9,109.97656200000002,127.671875,133.9375,131.21875,18.4,720.0,11383.0,130.54,120.52,117.9,87.08,88.71,2876.0,108.95,1970.0,87.85,1818.0,87.09,1389.0,3.984,2.3876,3.8680000000000003,1775.4,2.1893,26.55,782.9
2010-11-05 00:20:00,1.0104,52.23,1.6257,589.75,2785.0,0.9958,142.96,1216.75,1.4194,122.15625,110.375,67.7,0.012376999999999999,205.75,775.5,97.65,1675.4,1165.2,9630.0,9650.0,2180.75,548.5,731.1,1285.75,32.18,1.0435,348.6,109.97656200000002,127.671875,133.9375,131.21875,18.4,720.0,11383.0,130.54,120.52,117.9,87.08,88.72,2876.0,108.95,1970.0,87.85,1818.0,87.09,1389.0,3.984,2.3876,3.8680000000000003,1775.4,2.1893,26.55,782.9
2010-11-05 00:21:00,1.0105,52.23,1.6255,589.75,2785.0,0.9958,142.96,1216.75,1.4193,122.15625,110.375,67.7,0.012378,205.75,775.5,97.65,1675.4,1165.2,9630.0,9650.0,2180.75,548.5,731.1,1285.75,32.18,1.0435,348.6,109.97656200000002,127.671875,133.9375,131.21875,18.4,720.0,11383.0,130.54,120.52,117.9,87.08,88.72,2876.0,108.95,1970.0,87.85,1818.0,87.09,1389.1,3.984,2.3876,3.8680000000000003,1775.4,2.1893,26.55,782.9
2010-11-05 00:22:00,1.0104,52.23,1.6255,590.0,2785.0,0.9958,142.98,1216.75,1.4191,122.15625,110.375,67.7,0.012376999999999999,205.75,775.5,97.65,1675.4,1165.2,9630.0,9650.0,2180.75,548.5,731.1,1285.75,32.18,1.0435,348.6,109.97656200000002,127.671875,133.9375,131.21875,18.4,720.0,11383.0,130.54,120.52,117.9,87.1,88.72,2876.0,108.95,1970.0,87.85,1818.0,87.09,1389.2,3.984,2.3876,3.8680000000000003,1775.4,2.1893,26.545,782.9
2010-11-05 00:23:00,1.0103,52.26,1.6255,589.75,2785.0,0.9958,142.98,1216.75,1.4191,122.15625,110.375,67.7,0.012376999999999999,205.75,775.5,97.65,1675.4,1165.2,9630.0,9650.0,2180.75,548.5,731.1,1284.75,32.18,1.0435,348.4,109.97656200000002,127.671875,133.9375,131.21875,18.4,720.0,11383.0,130.54,120.52,117.9,87.1,88.72,2876.0,108.95,1970.0,87.85,1818.0,87.09,1389.2,3.984,2.3876,3.8680000000000003,1775.4,2.1893,26.545,782.9
2010-11-05 00:24:00,1.0102,52.22,1.6255,589.75,2785.0,0.9958,142.98,1216.75,1.419,122.15625,110.375,67.7,0.012372,205.75,775.5,97.65,1675.4,1165.2,9630.0,9650.0,2180.75,548.5,731.1,1284.5,32.18,1.0433,348.3,109.97656200000002,127.671875,133.90625,131.21875,18.4,720.0,11383.0,130.54,120.52,117.9,87.1,88.72,2876.0,108.95,1970.0,87.85,1818.0,87.09,1389.1,3.984,2.3876,3.8680000000000003,1775.4,2.1893,26.545,782.9
2010-11-05 00:25:00,1.0102,52.22,1.6254,589.75,2785.0,0.9958,142.93,1216.75,1.419,122.15625,110.375,67.7,0.012372,205.75,775.5,97.65,1675.4,1165.2,9630.0,9650.0,2180.75,548.5,731.1,1284.5,32.18,1.0432,348.3,109.97656200000002,127.671875,133.90625,131.21875,18.4,720.0,11383.0,130.54,120.52,117.9,87.1,88.72,2876.0,108.95,1970.0,87.85,1818.0,87.08,1389.0,3.984,2.3876,3.8680000000000003,1775.4,2.1893,26.545,782.9
2010-11-05 00:26:00,1.0101,52.22,1.6254,589.75,2785.0,0.9958,142.93,1216.75,1.4184,122.15625,110.375,67.75,0.01237,205.75,775.5,97.65,1675.4,1165.2,9630.0,9655.0,2180.5,548.5,731.2,1284.5,32.18,1.043,348.3,109.97656200000002,127.65625,133.90625,131.21875,18.4,720.0,11380.0,130.54,120.52,117.9,87.1,88.7,2876.0,108.95,1970.0,87.85,1818.0,87.09,1388.8,3.984,2.3876,3.8680000000000003,1775.4,2.1893,26.525,782.9
2010-11-05 00:27:00,1.01,52.22,1.6253,589.75,2785.0,0.9958,142.93,1217.0,1.4185,122.15625,110.375,67.775,0.012371,205.75,775.5,97.65,1675.4,1165.2,9630.0,9655.0,2180.5,548.5,731.2,1284.75,32.18,1.043,348.3,109.97656200000002,127.671875,133.90625,131.1875,18.4,720.0,11380.0,130.54,120.52,117.9,87.1,88.72,2876.0,108.95,1970.0,87.85,1818.0,87.09,1389.1,3.984,2.3876,3.8680000000000003,1775.4,2.1893,26.525,782.9
2010-11-05 00:28:00,1.01,52.22,1.6253,589.75,2785.0,0.9958,142.99,1216.75,1.4186,122.15625,110.375,67.775,0.012371,205.75,775.5,97.65,1675.4,1165.2,9630.0,9655.0,2180.5,548.5,731.2,1284.75,32.18,1.043,348.3,109.97656200000002,127.671875,133.90625,131.21875,18.4,720.0,11381.0,130.54,120.52,117.9,87.1,88.72,2876.0,108.95,1970.0,87.85,1818.0,87.09,1389.3,3.983,2.3876,3.8680000000000003,1775.4,2.1893,26.545,782.9
2010-11-05 00:29:00,1.0099,52.22,1.6253,589.75,2785.0,0.9957,142.99,1216.75,1.4186,122.15625,110.375,67.775,0.012372,205.75,775.5,97.65,1675.4,1165.2,9630.0,9655.0,2180.75,548.5,731.2,1284.75,32.18,1.043,348.3,109.97656200000002,127.65625,133.875,131.15625,18.4,720.0,11381.0,130.54,120.52,117.9,87.1,88.72,2876.0,108.95,1970.0,87.85,1818.0,87.09,1389.3,3.9835,2.3876,3.8680000000000003,1775.4,2.1893,26.545,782.9
2010-11-05 00:30:00,1.0101,52.22,1.6253,589.75,2785.0,0.9957,142.99,1216.75,1.4185,122.140625,110.375,67.775,0.01237,205.75,775.5,97.65,1675.4,1165.2,9630.0,9655.0,2180.75,548.5,731.2,1284.75,32.18,1.043,348.3,109.97656200000002,127.640625,133.6875,131.15625,18.4,720.0,11383.0,130.54,120.52,117.9,87.1,88.71,2876.0,108.95,1970.0,87.85,1818.0,87.08,1389.2,3.982,2.3876,3.8680000000000003,1775.4,2.1893,26.555,782.9
2010-11-05 00:31:00,1.01,52.22,1.6253,589.75,2785.0,0.9958,143.04,1217.0,1.4186,122.15625,110.375,67.775,0.012368,205.75,775.5,97.65,1675.4,1165.2,9630.0,9655.0,2180.75,548.5,731.2,1284.75,32.18,1.043,348.3,109.97656200000002,127.640625,133.6875,131.1875,18.4,720.0,11383.0,130.54,120.52,117.9,87.1,88.71,2876.0,108.95,1970.0,87.85,1818.0,87.1,1389.3,3.9835,2.3876,3.8680000000000003,1775.4,2.1893,26.55,782.9
2010-11-05 00:32:00,1.01,52.22,1.6253,589.75,2785.0,0.9958,143.05,1216.75,1.4182,122.15625,110.375,67.775,0.012368,205.75,775.5,97.65,1675.4,1165.2,9630.0,9655.0,2180.75,548.5,731.2,1284.75,32.18,1.0429,348.3,109.97656200000002,127.640625,133.6875,131.125,18.4,720.0,11384.0,130.54,120.52,117.9,87.1,88.71,2876.0,108.95,1970.0,87.85,1818.0,87.08,1389.2,3.9835,2.3876,3.8680000000000003,1775.4,2.1893,26.55,782.9
2010-11-05 00:33:00,1.0101,52.22,1.6254,589.75,2785.0,0.9958,143.1,1216.75,1.4182,122.15625,110.375,67.775,0.012372,205.75,775.5,97.65,1675.4,1165.2,9630.0,9655.0,2180.5,548.5,731.2,1284.75,32.18,1.0429,348.3,109.97656200000002,127.640625,133.6875,131.15625,18.4,720.0,11383.0,130.54,120.52,117.9,87.1,88.71,2876.0,108.95,1970.0,87.85,1818.0,87.08,1389.0,3.9815,2.3876,3.8680000000000003,1775.4,2.1893,26.53,782.9
2010-11-05 00:34:00,1.0101,52.22,1.6255,589.75,2785.0,0.9958,143.1,1216.75,1.4183,122.15625,110.375,67.775,0.012371,205.75,775.5,97.65,1675.4,1165.2,9630.0,9655.0,2180.5,548.5,731.2,1284.75,32.18,1.0428,348.3,109.97656200000002,127.65625,133.6875,131.1875,18.4,720.0,11382.0,130.54,120.52,117.9,87.1,88.71,2876.0,108.95,1970.0,87.85,1818.0,87.07,1388.8,3.9815,2.3876,3.8680000000000003,1775.4,2.189,26.53,782.9
2010-11-05 00:35:00,1.0101,52.22,1.6254,589.75,2785.0,0.9958,143.1,1216.75,1.4184,122.15625,110.375,67.8,0.012371,205.75,775.5,97.65,1675.4,1165.2,9645.0,9655.0,2181.0,548.5,731.3,1284.5,32.18,1.0428,348.3,109.97656200000002,127.65625,133.6875,131.1875,18.4,720.0,11382.0,130.54,120.52,117.9,87.1,88.71,2876.0,108.95,1970.0,87.85,1818.0,87.07,1388.3,3.981,2.3876,3.8680000000000003,1775.4,2.189,26.515,782.9
2010-11-05 00:36:00,1.0101,52.24,1.6254,589.75,2785.0,0.9958,143.1,1216.75,1.4184,122.15625,110.375,67.8,0.012372,205.75,775.5,97.65,1675.4,1165.2,9650.0,9670.0,2180.75,548.5,731.5,1284.5,32.18,1.0428,348.3,109.97656200000002,127.65625,133.6875,131.1875,18.4,720.0,11383.0,130.54,120.52,117.9,87.06,88.71,2876.0,108.95,1970.0,87.85,1818.0,87.08,1388.5,3.9805,2.3876,3.8680000000000003,1775.4,2.189,26.51,782.9
2010-11-05 00:37:00,1.0101,52.24,1.6254,589.75,2785.0,0.9958,143.1,1216.75,1.4184,122.14843700000002,110.375,67.8,0.012372,205.75,775.5,97.65,1675.4,1165.2,9650.0,9670.0,2180.75,548.5,731.5,1284.5,32.18,1.0429,348.3,109.97656200000002,127.65625,133.6875,131.1875,18.4,720.0,11383.0,130.54,120.52,117.9,87.06,88.71,2876.0,108.95,1970.0,87.85,1818.0,87.08,1388.7,3.9795,2.3876,3.8680000000000003,1775.4,2.189,26.515,782.9
2010-11-05 00:38:00,1.0102,52.24,1.6255,589.75,2785.0,0.996,143.1,1216.75,1.4187,122.14843700000002,110.375,67.8,0.012373,205.75,775.5,97.65,1675.4,1165.2,9650.0,9670.0,2180.75,548.5,731.5,1284.75,32.18,1.0429,348.3,109.97656200000002,127.65625,133.6875,131.1875,18.4,720.0,11384.0,130.54,120.52,117.9,87.06,88.71,2876.0,108.95,1970.0,87.85,1818.0,87.09,1388.7,3.978,2.3876,3.8680000000000003,1775.4,2.189,26.51,782.9
2010-11-05 00:39:00,1.0101,52.24,1.6254,589.75,2785.0,0.9959,143.1,1216.5,1.4187,122.15625,110.375,67.8,0.012374,205.75,775.5,97.65,1675.4,1165.2,9650.0,9670.0,2180.5,548.5,731.5,1284.75,32.18,1.0429,348.3,109.97656200000002,127.65625,133.6875,131.1875,18.4,720.0,11381.0,130.54,120.52,117.9,87.06,88.71,2876.0,108.95,1970.0,87.85,1818.0,87.09,1388.8,3.979,2.3876,3.8680000000000003,1775.4,2.189,26.51,782.9
2010-11-05 00:40:00,1.0103,52.24,1.6256,589.75,2785.0,0.9959,143.19,1216.5,1.4187,122.15625,110.375,67.8,0.012374,205.75,775.5,97.65,1675.4,1165.2,9650.0,9670.0,2180.5,548.5,731.5,1284.75,32.18,1.0429,348.3,109.97656200000002,127.65625,133.6875,131.1875,18.4,720.0,11380.0,130.54,120.52,117.9,87.06,88.71,2876.0,108.95,1970.0,87.85,1818.0,87.08,1388.8,3.9785,2.3876,3.8680000000000003,1775.4,2.189,26.51,782.9
2010-11-05 00:41:00,1.0102,52.24,1.6258,589.75,2785.0,0.9959,143.17,1216.5,1.4187,122.15625,110.375,67.8,0.012373,205.75,775.5,97.65,1675.4,1165.2,9650.0,9670.0,2180.75,548.5,731.5,1284.5,32.18,1.0429,348.3,109.97656200000002,127.65625,133.6875,131.1875,18.4,720.0,11380.0,130.54,120.52,117.9,87.06,88.71,2876.0,108.95,1970.0,87.85,1818.0,87.08,1388.8,3.9775,2.3876,3.8680000000000003,1775.0,2.189,26.515,782.9
2010-11-05 00:42:00,1.01,52.24,1.6256,589.75,2785.0,0.9959,143.17,1216.5,1.4186,122.15625,110.375,67.8,0.012373,205.75,775.5,97.65,1675.4,1165.2,9650.0,9670.0,2180.5,548.5,731.5,1284.5,32.18,1.0429,348.3,109.97656200000002,127.65625,133.6875,131.15625,18.4,720.0,11379.0,130.54,120.52,117.9,87.06,88.71,2876.0,108.95,1970.0,87.85,1818.0,87.08,1388.8,3.9785,2.3876,3.8680000000000003,1775.0,2.189,26.51,782.9
2010-11-05 00:43:00,1.0098,52.24,1.6256,589.75,2785.0,0.9959,143.2,1216.5,1.4186,122.15625,110.375,67.825,0.01237,205.75,775.5,97.65,1675.4,1165.2,9655.0,9670.0,2180.5,548.5,731.5,1284.5,32.18,1.0433,348.3,109.97656200000002,127.65625,133.6875,131.15625,18.4,720.0,11380.0,130.54,120.52,117.9,87.05,88.7,2876.0,108.95,1970.0,87.85,1818.0,87.08,1388.7,3.981,2.3876,3.878,1775.0,2.189,26.52,782.9
2010-11-05 00:44:00,1.0099,52.22,1.6255,589.75,2785.0,0.9959,143.2,1216.5,1.4189,122.15625,110.375,67.825,0.012371,205.75,775.5,97.65,1675.4,1165.2,9655.0,9670.0,2180.5,548.5,731.5,1284.5,32.18,1.0433,348.3,109.97656200000002,127.65625,133.6875,131.15625,18.4,720.0,11380.0,130.54,120.52,117.9,87.05,88.67,2876.0,108.95,1970.0,87.85,1818.0,87.07,1388.6,3.98,2.3876,3.878,1775.0,2.189,26.52,782.9
2010-11-05 00:45:00,1.01,52.22,1.6255,589.75,2785.0,0.9959,143.18,1216.5,1.4188,122.15625,110.375,67.825,0.012373,205.75,775.5,97.65,1675.4,1165.2,9655.0,9670.0,2180.5,548.5,731.5,1285.5,32.18,1.0434,348.3,109.97656200000002,127.65625,133.6875,131.1875,18.4,720.0,11380.0,130.54,120.52,117.9,87.05,88.69,2876.0,108.95,1970.0,87.85,1818.0,87.09,1388.7,3.978,2.3876,3.878,1775.0,2.189,26.515,782.9
2010-11-05 00:46:00,1.0099,52.22,1.6256,590.0,2785.0,0.9959,143.18,1216.75,1.4185,122.15625,110.375,67.825,0.012373,205.75,775.5,97.65,1675.4,1165.2,9655.0,9670.0,2180.75,548.5,731.5,1285.5,32.18,1.0434,348.3,109.97656200000002,127.65625,133.6875,131.1875,18.4,720.0,11379.0,130.54,120.52,117.9,87.05,88.71,2876.0,108.95,1970.0,87.85,1818.0,87.07,1388.8,3.978,2.3876,3.878,1775.0,2.189,26.52,782.9
2010-11-05 00:47:00,1.01,52.22,1.6256,590.0,2785.0,0.9959,143.18,1216.75,1.4189,122.15625,110.375,67.825,0.012373,205.75,775.5,97.65,1675.4,1165.2,9660.0,9675.0,2180.5,548.5,731.5,1285.5,32.18,1.0434,348.3,109.97656200000002,127.65625,133.6875,131.1875,18.4,720.0,11379.0,130.54,120.52,117.9,87.05,88.71,2876.0,108.95,1970.0,87.85,1818.0,87.07,1388.7,3.9805,2.3876,3.878,1775.0,2.189,26.52,782.9
2010-11-05 00:48:00,1.0101,52.22,1.6256,590.0,2785.0,0.9959,143.22,1216.75,1.4189,122.15625,110.375,67.825,0.012372,205.75,775.5,97.65,1675.4,1165.2,9660.0,9675.0,2180.5,548.5,731.4,1285.5,32.18,1.0434,348.3,109.97656200000002,127.65625,133.6875,131.1875,18.4,720.0,11381.0,130.54,120.52,117.9,87.05,88.71,2876.0,108.95,1970.0,87.85,1818.0,87.07,1388.6,3.9805,2.3876,3.878,1775.0,2.189,26.525,782.9
2010-11-05 00:49:00,1.0101,52.22,1.6256,590.0,2785.0,0.9959,143.22,1216.5,1.4189,122.15625,110.375,67.825,0.012372,205.75,775.5,97.65,1675.4,1165.2,9660.0,9675.0,2180.5,548.5,731.4,1285.5,32.18,1.0434,348.3,109.97656200000002,127.65625,133.6875,131.1875,18.4,720.0,11381.0,130.54,120.52,117.9,87.05,88.71,2876.0,108.95,1970.0,87.85,1818.0,87.08,1388.7,3.9805,2.3876,3.878,1775.0,2.189,26.53,782.9
2010-11-05 00:50:00,1.0101,52.22,1.6256,590.0,2785.0,0.9959,143.22,1216.75,1.419,122.15625,110.375,67.825,0.012373,205.75,775.25,97.65,1675.4,1165.2,9670.0,9685.0,2180.75,548.5,731.7,1285.5,32.18,1.0434,348.8,109.97656200000002,127.65625,133.6875,131.1875,18.4,720.5,11382.0,130.54,120.52,117.9,87.05,88.71,2876.0,108.95,1970.0,87.85,1818.0,87.09,1388.8,3.9805,2.3876,3.878,1775.0,2.189,26.53,782.9
2010-11-05 00:51:00,1.0101,52.22,1.6256,590.0,2785.0,0.9959,143.22,1216.75,1.419,122.15625,110.375,67.825,0.012372,205.75,775.25,97.65,1675.4,1165.2,9675.0,9690.0,2181.0,548.5,731.6,1285.5,32.18,1.0434,348.8,109.97656200000002,127.65625,133.6875,131.1875,18.4,720.5,11383.0,130.54,120.52,117.9,87.1,88.71,2876.0,108.95,1970.0,87.85,1818.0,87.11,1388.7,3.98,2.3876,3.878,1775.0,2.189,26.525,782.9
