,@3N#,@AD#,@BO#,@BP#,@BTC#,@C#,@CC#,@CD#,@CT#,@ES#,@ETH#,@EU#,@FV#,@GF#,@HE#,@JY#,@KC#,@KW#,@LE#,@MFS#,@MME#,@NIY#,@NKD#,@NQ#,@RTY#,@S#,@SB#,@SF#,@SM#,@TN#,@TU#,@TY#,@UB#,@US#,@VX#,@W#,@YM#,BD#,BL#,BX#,CRD#,EB#,EX#,EZ#,FVS#,GAS#,IHO#,IRB#,OAT#,QBZ#,QC#,QCL#,QGC#,QHG#,QHO#,QNG#,QPL#,QRB#,QSI#,QW#
2021-05-07 00:11:00,116.1796875,0.7778,65.18,1.3909,55505.0,724.0,2411.0,0.8221,90.73,4197.5,3403.25,1.20765,124.2109375,143.175,114.3,0.009169,153.55,735.75,115.8,2302.5,1344.8,29350.0,29360.0,13624.75,2238.6,1583.75,17.67,1.1033,429.9,146.46875,110.39453125,132.625,188.28125,158.5,19.8,760.5,34449.0,170.47,134.91,202.66,65.12,68.51,3996.0,112.095,20.0,553.0,2.0004,2.1201,160.77,68.52,1582.0,65.12,1821.3,4.6485,2.0,2.9339999999999997,1258.6,2.1196,27.575,462.2
2021-05-07 00:12:00,116.1796875,0.7778,65.16,1.391,55540.0,724.0,2411.0,0.8221,90.73,4198.0,3402.25,1.20765,124.2109375,143.175,114.3,0.009169499999999999,153.55,735.75,115.8,2302.5,1344.8,29360.0,29360.0,13628.5,2238.9,1583.75,17.67,1.1034,429.9,146.46875,110.39453125,132.625,188.28125,158.5,19.8,760.25,34450.0,170.47,134.91,202.66,65.12,68.52,3996.0,112.095,20.0,553.0,2.0004,2.1201,160.77,68.52,1582.0,65.13,1821.3,4.649,2.0,2.9339999999999997,1259.3,2.12,27.58,462.2
2021-05-07 00:13:00,116.1796875,0.7778,65.2,1.3911,55555.0,724.25,2411.0,0.8221,90.73,4197.75,3408.5,1.20765,124.2109375,143.175,114.3,0.009169499999999999,153.55,736.0,115.8,2302.5,1344.8,29355.0,29375.0,13628.75,2238.9,1584.0,17.67,1.1034,430.1,146.46875,110.39453125,132.625,188.28125,158.5,19.8,760.25,34452.0,170.46,134.91,202.66,65.12,68.53,3996.0,112.095,20.0,552.75,2.0004,2.1201,160.77,68.51,1582.0,65.15,1821.2,4.649,2.0,2.9339999999999997,1259.0,2.12,27.58,462.2
2021-05-07 00:14:00,116.1796875,0.77785,65.2,1.391,55555.0,724.5,2411.0,0.8221,90.73,4198.5,3412.25,1.20765,124.2109375,143.175,114.3,0.009169,153.55,736.0,115.8,2302.5,1344.8,29360.0,29375.0,13630.5,2239.3,1584.0,17.67,1.1034,430.1,146.46875,110.39453125,132.625,188.28125,158.5,19.8,760.5,34455.0,170.46,134.91,202.66,65.2,68.59,3996.0,112.095,20.0,553.5,2.0004,2.1201,160.77,68.57,1582.0,65.19,1821.1,4.649,2.0007,2.9339999999999997,1259.0,2.121,27.58,462.2
2021-05-07 00:15:00,116.1796875,0.7779,65.2,1.391,55750.0,724.5,2411.0,0.8221,90.73,4198.5,3423.0,1.20765,124.2109375,143.175,114.3,0.0091685,153.55,736.0,115.8,2302.5,1344.8,29365.0,29370.0,13630.5,2239.3,1584.25,17.67,1.1033,430.1,146.46875,110.39453125,132.625,188.28125,158.5,19.8,760.75,34456.0,170.46,134.91,202.66,65.2,68.56,3996.0,112.095,20.0,553.25,2.0004,2.1201,160.77,68.57,1582.0,65.17,1821.2,4.6495,2.0007,2.9339999999999997,1259.0,2.121,27.585,462.2
2021-05-07 00:16:00,116.1796875,0.7779,65.2,1.391,55675.0,724.75,2411.0,0.8221,90.73,4198.25,3420.0,1.20765,124.2109375,143.175,114.3,0.0091685,153.55,736.25,115.8,2302.5,1344.6,29365.0,29370.0,13631.0,2239.5,1584.5,17.67,1.1033,430.2,146.46875,110.39453125,132.625,188.28125,158.5,19.8,761.0,34456.0,170.46,134.91,202.66,65.2,68.57,3996.0,112.095,20.0,553.25,2.0004,2.1201,160.77,68.57,1582.0,65.17,1821.2,4.65,2.0007,2.9339999999999997,1259.0,2.121,27.585,462.2
2021-05-07 00:17:00,116.1796875,0.7779,65.2,1.3911,55765.0,725.0,2411.0,0.8221,90.73,4198.25,3427.25,1.2076,124.2109375,143.175,114.3,0.009168,153.55,736.25,115.8,2302.5,1344.6,29365.0,29380.0,13630.0,2240.0,1584.75,17.67,1.1033,430.2,146.46875,110.39453125,132.609375,188.28125,158.5,19.8,761.0,34457.0,170.46,134.91,202.66,65.2,68.57,3996.0,112.095,20.0,553.25,2.0004,2.1201,160.77,68.57,1582.0,65.18,1821.2,4.6505,2.0007,2.9339999999999997,1259.0,2.1223,27.585,462.2
2021-05-07 00:18:00,116.1796875,0.77785,65.2,1.3911,55765.0,724.75,2411.0,0.8221,90.73,4198.25,3436.0,1.2076,124.2109375,143.175,114.3,0.0091675,153.55,736.25,115.8,2302.5,1344.6,29365.0,29380.0,13629.75,2239.6,1584.5,17.67,1.1033,430.2,146.46875,110.39453125,132.609375,188.25,158.5,19.8,760.75,34454.0,170.46,134.91,202.66,65.2,68.56,3996.0,112.095,20.0,553.25,2.0004,2.1201,160.77,68.57,1582.0,65.18,1821.2,4.651,2.0007,2.9330000000000003,1259.0,2.1223,27.585,462.2
2021-05-07 00:19:00,116.1796875,0.7779,65.2,1.3911,55785.0,724.75,2411.0,0.8221,90.73,4198.0,3433.0,1.2076,124.2109375,143.175,114.3,0.009168,153.55,736.0,115.8,2302.5,1344.6,29365.0,29380.0,13629.0,2239.6,1584.0,17.67,1.1033,430.1,146.453125,110.39453125,132.625,188.28125,158.5,19.8,760.75,34455.0,170.46,134.91,202.66,65.2,68.54,3996.0,112.095,20.0,553.25,2.0004,2.1201,160.77,68.57,1582.0,65.16,1821.3,4.6505,2.0007,2.9330000000000003,1259.0,2.1223,27.585,462.2
2021-05-07 00:20:00,116.1796875,0.7779,65.2,1.3912,55785.0,724.75,2411.0,0.8221,90.73,4198.25,3432.75,1.2076,124.2109375,143.175,114.3,0.009168,153.55,736.0,115.8,2302.5,1344.8,29365.0,29380.0,13629.5,2239.6,1584.0,17.67,1.1033,430.1,146.46875,110.39453125,132.625,188.28125,158.5,19.8,761.0,34455.0,170.46,134.91,202.66,65.2,68.57,3996.0,112.095,20.0,553.25,2.0004,2.1201,160.77,68.57,1582.0,65.18,1821.0,4.649,2.0007,2.9330000000000003,1259.0,2.1223,27.575,462.2
2021-05-07 00:21:00,116.1796875,0.77795,65.16,1.3912,55725.0,724.75,2411.0,0.8221,90.73,4198.25,3428.0,1.20765,124.21875,143.175,114.3,0.009168,153.55,736.0,115.8,2302.5,1344.8,29370.0,29385.0,13629.25,2239.6,1584.0,17.67,1.1033,430.1,146.46875,110.39453125,132.609375,188.28125,158.5,19.8,761.0,34455.0,170.46,134.91,202.66,65.2,68.56,3996.0,112.095,20.0,553.25,2.0004,2.1201,160.77,68.57,1582.0,65.18,1820.8,4.649,2.0007,2.9330000000000003,1259.0,2.1223,27.57,462.2
2021-05-07 00:22:00,116.1796875,0.7779,65.17,1.3911,55725.0,724.75,2411.0,0.8221,90.73,4198.0,3421.0,1.20765,124.21875,143.175,114.3,0.0091685,153.55,736.5,115.8,2302.5,1344.8,29370.0,29385.0,13629.25,2239.6,1584.0,17.67,1.1033,430.1,146.46875,110.39453125,132.609375,188.28125,158.5,19.8,761.0,34456.0,170.46,134.91,202.66,65.2,68.58,3996.0,112.095,20.0,553.25,2.0004,2.1201,160.77,68.57,1582.0,65.18,1820.8,4.649,2.0007,2.9330000000000003,1259.0,2.1223,27.58,462.2
2021-05-07 00:23:00,116.1796875,0.7779,65.15,1.391,55725.0,724.75,2411.0,0.8221,90.73,4198.25,3424.5,1.2076,124.2109375,143.175,114.3,0.009168,153.55,736.5,115.8,2302.5,1344.8,29370.0,29385.0,13629.75,2239.6,1584.0,17.67,1.1033,430.3,146.453125,110.39453125,132.625,188.28125,158.5,19.8,761.25,34457.0,170.46,134.91,202.66,65.2,68.57,3996.0,112.095,20.0,553.25,2.0004,2.1201,160.77,68.57,1582.0,65.18,1820.8,4.6485,2.0007,2.9330000000000003,1259.0,2.1223,27.575,462.2
2021-05-07 00:24:00,116.1796875,0.7779,65.15,1.391,55680.0,724.5,2411.0,0.8221,90.73,4198.25,3427.25,1.20765,124.2109375,143.175,114.3,0.009168,153.55,736.5,115.8,2302.5,1344.8,29370.0,29385.0,13630.75,2239.6,1584.0,17.67,1.1033,430.3,146.46875,110.39453125,132.625,188.28125,158.5,19.8,761.0,34456.0,170.46,134.91,202.66,65.2,68.55,3996.0,112.095,20.0,553.25,2.0004,2.1201,160.77,68.57,1582.0,65.16,1820.7,4.649,2.0007,2.9330000000000003,1259.4,2.1223,27.575,462.2
2021-05-07 00:25:00,116.1796875,0.7779,65.18,1.391,55645.0,724.5,2411.0,0.8221,90.73,4198.5,3426.0,1.20765,124.2109375,143.175,114.3,0.0091685,153.55,736.5,115.8,2302.5,1344.8,29375.0,29390.0,13630.25,2239.6,1584.0,17.67,1.1033,430.3,146.46875,110.39453125,132.625,188.28125,158.5,19.8,761.5,34457.0,170.47,134.91,202.66,65.2,68.55,3996.0,112.095,20.0,553.25,2.0004,2.1201,160.77,68.55,1582.0,65.16,1820.5,4.649,2.0007,2.9339999999999997,1260.0,2.1223,27.57,462.2
2021-05-07 00:26:00,116.1796875,0.7779,65.18,1.3909,55645.0,724.5,2411.0,0.8221,90.73,4198.75,3414.25,1.2076,124.2109375,143.175,114.3,0.0091685,153.55,736.75,115.8,2302.5,1344.8,29390.0,29390.0,13631.75,2240.0,1584.0,17.67,1.1033,430.3,146.46875,110.39453125,132.609375,188.28125,158.5,19.8,761.5,34457.0,170.46,134.91,202.66,65.2,68.53,3996.0,112.095,20.0,553.0,2.0004,2.1201,160.77,68.53,1582.0,65.14,1820.5,4.65,2.0003,2.9339999999999997,1260.0,2.1223,27.565,462.2
2021-05-07 00:27:00,116.1796875,0.7778,65.18,1.391,55495.0,724.75,2411.0,0.8221,90.73,4198.75,3404.5,1.2076,124.2109375,143.175,114.3,0.009169,153.55,736.75,115.8,2302.5,1344.8,29390.0,29405.0,13634.0,2240.1,1584.0,17.67,1.1033,430.3,146.46875,110.39453125,132.609375,188.28125,158.5,19.8,761.5,34458.0,170.46,134.91,202.66,65.2,68.53,3996.0,112.095,20.0,553.0,2.0004,2.1201,160.77,68.51,1582.0,65.14,1820.4,4.6515,2.0003,2.9339999999999997,1260.0,2.1223,27.57,462.2
2021-05-07 00:28:00,116.1796875,0.7777,65.18,1.3908,55495.0,724.75,2411.0,0.82205,90.73,4198.75,3405.75,1.2075,124.2109375,143.175,114.3,0.009169,153.55,736.5,115.8,2302.5,1344.8,29390.0,29400.0,13634.75,2240.0,1584.0,17.67,1.1033,430.3,146.46875,110.39453125,132.609375,188.28125,158.53125,19.8,761.75,34458.0,170.47,134.91,202.66,65.2,68.53,3996.0,112.095,20.0,553.0,2.0004,2.1201,160.77,68.51,1582.0,65.14,1820.7,4.651,2.0006,2.9339999999999997,1260.0,2.1193,27.575,462.2
2021-05-07 00:29:00,116.1796875,0.7777,65.16,1.3908,55495.0,724.75,2411.0,0.82205,90.73,4199.0,3410.5,1.2075,124.2109375,143.175,114.3,0.0091685,153.55,736.5,115.8,2302.5,1344.8,29390.0,29400.0,13633.75,2240.0,1583.5,17.67,1.1033,430.1,146.46875,110.39453125,132.609375,188.28125,158.53125,19.8,761.5,34458.0,170.47,134.91,202.66,65.2,68.55,3997.0,112.095,20.0,553.0,2.0004,2.1201,160.77,68.54,1582.0,65.13,1820.6,4.6525,2.0006,2.9339999999999997,1260.0,2.1193,27.575,462.2
2021-05-07 00:30:00,116.1796875,0.77775,65.18,1.3908,55475.0,724.75,2411.0,0.822,90.73,4199.0,3403.0,1.2075,124.2109375,143.175,114.3,0.0091685,153.55,736.5,115.8,2302.5,1344.8,29390.0,29405.0,13634.5,2240.2,1583.5,17.67,1.1032,430.1,146.46875,110.39453125,132.609375,188.28125,158.53125,19.8,761.75,34460.0,170.47,134.91,202.66,65.2,68.52,3997.0,112.095,20.0,553.0,2.0004,2.1201,160.77,68.54,1582.0,65.14,1820.3,4.652,2.0006,2.9339999999999997,1260.0,2.1193,27.575,462.2
2021-05-07 00:31:00,116.1796875,0.77785,65.19,1.391,55475.0,724.5,2411.0,0.8221,90.73,4199.25,3414.25,1.20765,124.2109375,143.175,114.3,0.009170000000000001,153.55,736.5,115.8,2302.5,1344.8,29395.0,29405.0,13635.25,2240.5,1583.5,17.67,1.1034,429.9,146.46875,110.39453125,132.609375,188.28125,158.53125,19.8,761.75,34462.0,170.47,134.91,202.66,65.2,68.56,3998.0,112.095,20.0,553.0,2.0004,2.1201,160.77,68.53,1582.0,65.15,1820.9,4.651,2.0006,2.9339999999999997,1260.1,2.1193,27.58,462.2
2021-05-07 00:32:00,116.1796875,0.7778,65.2,1.391,55460.0,724.25,2411.0,0.82205,90.73,4199.25,3399.5,1.2076,124.2109375,143.175,114.3,0.0091705,153.55,736.5,115.8,2302.5,1344.8,29395.0,29405.0,13635.5,2240.7,1583.25,17.67,1.1033,429.6,146.46875,110.39453125,132.609375,188.28125,158.53125,19.8,761.5,34462.0,170.47,134.91,202.66,65.17,68.57,3997.0,112.095,20.0,553.25,2.0004,2.1201,160.77,68.53,1582.0,65.17,1820.8,4.6505,2.0008,2.9339999999999997,1260.1,2.1193,27.58,462.2
2021-05-07 00:33:00,116.1796875,0.7778,65.2,1.3911,55460.0,724.25,2411.0,0.82205,90.73,4199.5,3409.0,1.2076,124.21875,143.175,114.3,0.0091705,153.55,736.5,115.8,2302.5,1344.8,29390.0,29405.0,13636.75,2240.6,1583.0,17.67,1.1033,429.2,146.46875,110.39453125,132.609375,188.3125,158.53125,19.8,761.25,34466.0,170.47,134.91,202.66,65.17,68.57,3998.0,112.095,20.0,553.25,2.0004,2.1201,160.77,68.53,1582.0,65.17,1820.4,4.6495,2.0008,2.9339999999999997,1260.1,2.1193,27.57,462.2
2021-05-07 00:34:00,116.1796875,0.77775,65.2,1.3911,55605.0,724.25,2411.0,0.8221,90.73,4199.5,3414.25,1.2076,124.21875,143.175,114.3,0.0091705,153.55,736.5,115.8,2302.5,1344.8,29385.0,29400.0,13636.25,2240.4,1583.5,17.67,1.1033,429.5,146.46875,110.39453125,132.609375,188.3125,158.5,19.8,761.5,34464.0,170.47,134.91,202.66,65.17,68.54,3997.0,112.095,20.0,553.25,2.0004,2.1201,160.77,68.53,1582.0,65.15,1820.4,4.6495,2.0008,2.9330000000000003,1260.1,2.1193,27.57,462.2
2021-05-07 00:35:00,116.1796875,0.7778,65.2,1.391,55605.0,724.5,2411.0,0.82205,90.7,4199.5,3406.75,1.2076,124.21875,143.175,114.3,0.0091705,153.55,736.5,115.8,2302.5,1345.0,29385.0,29400.0,13636.75,2240.4,1583.5,17.67,1.1033,429.5,146.46875,110.39453125,132.625,188.3125,158.5,19.8,761.75,34462.0,170.47,134.91,202.66,65.17,68.54,3997.0,112.095,20.0,553.25,2.0004,2.1201,160.77,68.53,1582.0,65.13,1820.4,4.649,2.0008,2.9330000000000003,1259.5,2.1193,27.57,462.2
2021-05-07 00:36:00,116.1796875,0.77775,65.23,1.391,55605.0,724.5,2411.0,0.82205,90.7,4199.25,3406.0,1.2076,124.21875,143.175,114.3,0.0091705,153.55,736.5,115.8,2302.5,1345.0,29380.0,29395.0,13635.75,2240.4,1583.75,17.67,1.1033,429.5,146.46875,110.39453125,132.625,188.3125,158.5,19.8,761.75,34461.0,170.47,134.91,202.66,65.17,68.53,3998.0,112.095,20.0,553.25,2.0004,2.1201,160.77,68.53,1582.0,65.13,1820.4,4.649,2.0008,2.9330000000000003,1259.5,2.1193,27.565,462.2
2021-05-07 00:37:00,116.1796875,0.7777,65.23,1.391,55470.0,724.75,2411.0,0.82205,90.7,4199.0,3405.0,1.2076,124.21875,143.175,114.3,0.0091705,153.55,736.5,115.8,2302.5,1345.0,29375.0,29395.0,13634.5,2240.4,1583.75,17.67,1.1033,429.5,146.46875,110.39453125,132.625,188.3125,158.5,19.8,761.75,34461.0,170.47,134.91,202.66,65.17,68.53,3998.0,112.095,20.0,553.25,2.0004,2.1201,160.77,68.53,1582.0,65.13,1820.4,4.649,2.0008,2.9330000000000003,1259.5,2.1193,27.565,462.2
2021-05-07 00:38:00,116.1796875,0.7778,65.22,1.391,55380.0,724.75,2411.0,0.82205,90.7,4199.25,3401.25,1.2076,124.21875,143.175,114.3,0.0091705,153.55,736.5,115.8,2302.5,1345.0,29370.0,29395.0,13635.0,2240.4,1583.75,17.67,1.1033,429.6,146.46875,110.39453125,132.625,188.28125,158.5,19.8,761.75,34461.0,170.47,134.91,202.7,65.17,68.54,3997.0,112.095,20.0,553.25,2.0004,2.1201,160.77,68.53,1582.0,65.14,1820.6,4.6495,2.0008,2.9330000000000003,1259.5,2.1193,27.57,462.2
2021-05-07 00:39:00,116.1796875,0.7778,65.22,1.391,55420.0,725.0,2411.0,0.82205,90.7,4199.25,3404.5,1.2076,124.21875,143.175,114.3,0.0091705,153.55,736.5,115.8,2302.5,1345.0,29370.0,29395.0,13635.0,2240.2,1583.75,17.67,1.1033,429.5,146.46875,110.39453125,132.625,188.28125,158.5,19.8,761.75,34460.0,170.47,134.91,202.7,65.17,68.55,3997.0,112.095,20.0,553.25,2.0004,2.1201,160.77,68.53,1582.0,65.16,1820.6,4.6485,2.0008,2.932,1259.5,2.1193,27.57,462.2
2021-05-07 00:40:00,116.1796875,0.7777,65.21,1.3909,55400.0,724.75,2411.0,0.82205,90.7,4199.5,3412.75,1.2074,124.21875,143.175,114.3,0.0091705,153.55,736.5,115.8,2302.5,1345.1,29380.0,29395.0,13637.0,2240.4,1583.25,17.67,1.1033,429.4,146.46875,110.39453125,132.625,188.28125,158.5,19.8,761.75,34463.0,170.47,134.91,202.7,65.17,68.55,3997.0,112.095,20.0,553.25,2.0004,2.1201,160.77,68.53,1582.0,65.15,1820.3,4.649,2.0008,2.9330000000000003,1259.5,2.1193,27.575,462.2
2021-05-07 00:41:00,116.1796875,0.7777,65.2,1.3908,55565.0,724.75,2411.0,0.822,90.7,4199.5,3415.25,1.2074,124.21875,143.175,114.3,0.009170000000000001,153.55,736.5,115.8,2302.5,1345.1,29380.0,29395.0,13636.0,2240.4,1583.5,17.67,1.1033,429.4,146.453125,110.39453125,132.625,188.28125,158.5,19.8,761.5,34464.0,170.47,134.91,202.7,65.17,68.55,3997.0,112.095,20.0,553.25,2.0004,2.1201,160.77,68.53,1582.0,65.15,1820.1,4.649,2.0015,2.9330000000000003,1259.5,2.1193,27.56,462.2
2021-05-07 00:42:00,116.1796875,0.77765,65.2,1.3909,55565.0,724.75,2411.0,0.822,90.7,4199.5,3410.0,1.2075,124.21875,143.175,114.3,0.009170000000000001,153.55,736.5,115.8,2302.5,1345.3,29385.0,29395.0,13638.5,2240.4,1583.5,17.67,1.1033,429.4,146.46875,110.39453125,132.625,188.28125,158.5,19.8,761.5,34464.0,170.47,134.91,202.7,65.17,68.55,3997.0,112.095,20.0,553.25,2.0004,2.1201,160.77,68.54,1582.0,65.15,1820.0,4.6475,2.0015,2.9330000000000003,1259.5,2.1193,27.565,462.2
2021-05-07 00:43:00,116.1796875,0.77765,65.2,1.3908,55565.0,724.5,2411.0,0.822,90.7,4199.75,3418.25,1.20745,124.21875,143.175,114.3,0.009169499999999999,153.55,736.5,115.8,2302.5,1345.3,29380.0,29390.0,13638.5,2240.4,1583.75,17.67,1.1033,429.4,146.46875,110.39453125,132.625,188.28125,158.5,19.8,761.5,34462.0,170.47,134.91,202.7,65.17,68.53,3997.0,112.095,20.0,553.25,2.0004,2.1201,160.77,68.54,1582.0,65.14,1819.9,4.647,2.0015,2.9330000000000003,1259.5,2.1193,27.565,462.2
2021-05-07 00:44:00,116.1796875,0.77775,65.2,1.3909,55665.0,724.5,2411.0,0.822,90.7,4199.5,3418.25,1.20745,124.21875,143.175,114.3,0.009169499999999999,153.55,736.5,115.8,2302.5,1345.3,29380.0,29395.0,13640.5,2240.4,1583.75,17.67,1.1033,429.4,146.453125,110.39453125,132.625,188.28125,158.5,19.8,761.25,34462.0,170.47,134.91,202.7,65.17,68.53,3997.0,112.095,20.0,553.25,2.0004,2.1201,160.77,68.53,1582.0,65.13,1820.1,4.647,2.0015,2.9330000000000003,1259.7,2.1193,27.57,462.2
2021-05-07 00:45:00,116.1796875,0.7778,65.21,1.391,55760.0,724.5,2411.0,0.822,90.7,4199.5,3428.75,1.2075,124.21875,143.175,114.3,0.0091705,153.55,736.5,115.8,2302.5,1345.3,29380.0,29395.0,13641.25,2240.5,1583.75,17.67,1.1033,429.4,146.453125,110.39453125,132.625,188.28125,158.5,19.8,761.5,34462.0,170.47,134.91,202.7,65.17,68.54,3998.0,112.095,20.0,553.25,2.0004,2.1201,160.77,68.53,1582.0,65.14,1820.2,4.6475,2.0015,2.9330000000000003,1259.7,2.1199,27.57,462.2
