,@AD#,@BO#,@BP#,@C#,@CC#,@CD#,@CT#,@ES#,@EU#,@FV#,@GF#,@HE#,@JY#,@KC#,@KW#,@LE#,@MFS#,@MME#,@NIY#,@NKD#,@NQ#,@RS#,@RTY#,@S#,@SB#,@SF#,@SM#,@TU#,@TY#,@UB#,@US#,@VX#,@W#,@YM#,BD#,BL#,BX#,CRD#,EB#,EX#,EZ#,IHO#,IRB#,LRC#,QBZ#,QC#,QCL#,QGC#,QHG#,QHO#,QNG#,QPL#,QRB#,QSI#,QW#
2011-02-04 00:01:00,1.0141,58.89,1.6133,665.75,3366.0,1.0083,171.81,1304.25,1.3627,117.296875,125.325,91.75,0.01226,250.9,950.0,113.1,1722.7,1126.3,10560.0,10565.0,2323.75,608.5,797.2,1436.5,32.51,1.0565,385.6,109.296875,119.328125,121.3125,118.84375,17.55,861.75,12022.0,123.04,116.8,103.66,90.88,102.03,3010.0,108.09,2.7668,2.486,2225.0,101.56,2165.0,90.85,1352.9,4.549,2.7702,4.3660000000000005,1844.1,2.5083,28.785,791.1
2011-02-04 00:02:00,1.0141,58.89,1.6134,665.75,3366.0,1.0083,171.81,1304.25,1.3628,117.296875,125.325,91.75,0.012259,250.9,950.0,113.1,1722.7,1126.3,10560.0,10565.0,2323.75,608.5,797.2,1436.5,32.51,1.0567,385.6,109.296875,119.328125,121.3125,118.84375,17.55,861.75,12022.0,123.04,116.8,103.66,90.88,102.03,3010.0,108.09,2.7668,2.486,2225.0,101.56,2165.0,90.85,1352.9,4.55,2.7702,4.3660000000000005,1844.1,2.5083,28.785,791.1
2011-02-04 00:03:00,1.0141,58.89,1.6134,665.75,3366.0,1.0083,171.81,1304.25,1.3628,117.296875,125.325,91.75,0.012259,250.9,950.0,113.1,1722.7,1126.3,10560.0,10565.0,2324.25,608.5,797.2,1436.5,32.51,1.0567,385.6,109.296875,119.328125,121.3125,118.84375,17.55,861.75,12024.0,123.04,116.8,103.66,90.88,102.03,3010.0,108.09,2.7668,2.486,2225.0,101.56,2165.0,90.85,1353.0,4.55,2.7702,4.3660000000000005,1844.1,2.5083,28.785,791.1
2011-02-04 00:04:00,1.0141,58.89,1.6134,665.5,3366.0,1.0083,171.81,1304.25,1.3627,117.296875,125.325,91.75,0.012258,250.9,950.0,113.1,1722.7,1126.3,10560.0,10565.0,2324.0,608.5,797.2,1436.5,32.51,1.0565,385.6,109.28906200000002,119.3125,121.3125,118.84375,17.55,861.0,12023.0,123.04,116.8,103.66,90.88,102.03,3010.0,108.09,2.7668,2.486,2225.0,101.56,2165.0,90.85,1353.0,4.55,2.7702,4.3660000000000005,1844.1,2.5083,28.795,791.1
2011-02-04 00:05:00,1.0141,58.89,1.6135,665.5,3366.0,1.0083,171.81,1304.0,1.363,117.28906200000002,125.325,91.75,0.012258,250.9,950.0,113.1,1722.7,1126.3,10560.0,10565.0,2324.0,608.5,797.2,1436.5,32.51,1.0566,385.6,109.28906200000002,119.3125,121.3125,118.84375,17.55,861.25,12023.0,123.04,116.8,103.66,90.88,102.03,3010.0,108.09,2.7668,2.486,2225.0,101.56,2165.0,90.89,1353.2,4.553,2.7702,4.369,1844.1,2.5083,28.82,791.1
2011-02-04 00:06:00,1.0145,58.89,1.6136,665.5,3366.0,1.0087,171.81,1304.25,1.3635,117.28125,125.325,91.75,0.012258,250.9,950.0,113.1,1722.7,1126.3,10560.0,10565.0,2324.5,608.5,797.1,1436.5,32.51,1.0567,385.6,109.28906200000002,119.296875,121.3125,118.84375,17.55,861.25,12025.0,123.04,116.8,103.66,90.88,102.03,3010.0,108.09,2.7668,2.486,2225.0,101.56,2165.0,90.93,1353.1,4.553,2.7702,4.368,1844.1,2.5083,28.82,791.1
2011-02-04 00:07:00,1.0142,58.89,1.6138,665.25,3366.0,1.0087,171.81,1304.5,1.3634,117.28906200000002,125.325,91.75,0.012256999999999999,250.9,949.75,113.1,1722.7,1126.3,10560.0,10565.0,2324.5,608.5,797.1,1436.5,32.51,1.0564,385.6,109.28906200000002,119.296875,121.3125,118.84375,17.55,861.25,12025.0,123.04,116.8,103.66,90.88,102.03,3010.0,108.09,2.7668,2.486,2225.0,101.56,2165.0,90.97,1353.2,4.5545,2.7702,4.368,1844.1,2.5083,28.83,791.1
2011-02-04 00:08:00,1.0142,58.89,1.6139,665.25,3366.0,1.0086,171.81,1304.5,1.3635,117.28906200000002,125.325,91.75,0.012256,250.9,949.75,113.1,1722.7,1126.3,10560.0,10565.0,2324.5,608.5,797.3,1436.75,32.51,1.0563,385.6,109.28906200000002,119.296875,121.3125,118.84375,17.55,861.25,12025.0,123.04,116.8,103.66,90.88,102.03,3010.0,108.09,2.7668,2.486,2225.0,101.56,2165.0,90.98,1353.2,4.555,2.7702,4.368,1844.1,2.5083,28.84,791.1
2011-02-04 00:09:00,1.0143,58.89,1.6137,665.25,3366.0,1.0088,171.81,1304.75,1.3635,117.28906200000002,125.325,91.75,0.012256,250.9,949.75,113.1,1722.7,1126.3,10560.0,10565.0,2325.0,608.5,797.4,1437.0,32.51,1.0564,385.6,109.28906200000002,119.296875,121.3125,118.84375,17.55,861.25,12026.0,123.04,116.8,103.66,90.88,102.03,3010.0,108.09,2.7668,2.486,2225.0,101.56,2165.0,90.94,1353.1,4.5545,2.7702,4.368,1844.1,2.5083,28.84,791.1
2011-02-04 00:10:00,1.0145,58.89,1.6136,665.25,3366.0,1.0087,171.81,1304.75,1.3635,117.28906200000002,125.325,91.75,0.012256,250.9,949.75,113.1,1722.7,1126.3,10560.0,10565.0,2325.0,608.5,797.4,1437.0,32.51,1.0564,385.6,109.28906200000002,119.3125,121.3125,118.875,17.55,861.25,12027.0,123.04,116.8,103.66,90.88,102.03,3010.0,108.09,2.7668,2.486,2225.0,101.56,2165.0,90.95,1353.2,4.5535,2.7702,4.368,1844.1,2.5083,28.825,791.1
2011-02-04 00:11:00,1.0144,58.89,1.6136,665.25,3366.0,1.0087,171.81,1304.5,1.3635,117.28906200000002,125.325,91.75,0.012258,250.9,949.75,113.1,1722.7,1126.3,10560.0,10565.0,2324.75,608.5,797.4,1437.0,32.51,1.0564,385.6,109.28906200000002,119.3125,121.3125,118.84375,17.55,861.25,12027.0,123.04,116.8,103.66,90.88,102.03,3010.0,108.09,2.7668,2.486,2225.0,101.56,2165.0,90.94,1353.2,4.5545,2.7702,4.368,1844.1,2.5083,28.825,791.1
2011-02-04 00:12:00,1.0144,58.89,1.6136,665.25,3366.0,1.0087,171.86,1304.75,1.3635,117.28906200000002,125.325,91.75,0.012258,250.9,949.75,113.1,1722.7,1126.3,10560.0,10565.0,2324.75,608.5,797.4,1437.0,32.51,1.0564,385.6,109.28906200000002,119.3125,121.3125,118.84375,17.55,861.0,12027.0,123.04,116.8,103.66,90.88,102.03,3010.0,108.09,2.7668,2.486,2225.0,101.56,2165.0,90.94,1353.2,4.5545,2.7702,4.368,1844.1,2.5083,28.825,791.1
2011-02-04 00:13:00,1.0144,58.89,1.6138,665.75,3366.0,1.0088,171.86,1304.75,1.3634,117.28125,125.325,91.75,0.012259,250.9,950.0,113.1,1722.7,1126.3,10560.0,10565.0,2325.0,608.5,797.4,1437.0,32.51,1.0564,385.6,109.28906200000002,119.296875,121.3125,118.84375,17.55,861.25,12027.0,123.04,116.8,103.66,90.96,102.08,3010.0,108.09,2.7668,2.486,2225.0,101.56,2165.0,90.98,1353.3,4.5545,2.7702,4.3660000000000005,1844.1,2.5083,28.825,791.1
2011-02-04 00:14:00,1.0144,58.89,1.6136,666.0,3366.0,1.0088,171.86,1304.75,1.3634,117.28906200000002,125.325,91.75,0.012259,250.9,950.0,113.1,1722.7,1126.3,10560.0,10565.0,2325.0,608.5,797.4,1437.0,32.51,1.0564,385.6,109.28906200000002,119.296875,121.3125,118.84375,17.55,861.25,12026.0,123.04,116.8,103.66,90.96,102.09,3010.0,108.09,2.7668,2.486,2225.0,101.56,2165.0,90.98,1353.2,4.5545,2.7702,4.3660000000000005,1844.1,2.5083,28.825,791.1
2011-02-04 00:15:00,1.0144,58.89,1.6136,666.0,3366.0,1.0088,171.86,1304.75,1.3633,117.28906200000002,125.325,91.75,0.012259,250.9,950.0,113.1,1722.7,1126.3,10560.0,10565.0,2325.0,608.5,797.4,1437.0,32.51,1.0564,385.6,109.28906200000002,119.296875,121.3125,118.84375,17.55,860.75,12026.0,123.04,116.8,103.66,90.96,102.09,3010.0,108.09,2.7668,2.486,2225.0,101.56,2165.0,90.98,1353.0,4.5545,2.7702,4.3660000000000005,1844.1,2.5083,28.82,791.1
2011-02-04 00:16:00,1.0144,58.89,1.6136,666.0,3366.0,1.0088,171.86,1305.0,1.3632,117.28906200000002,125.325,91.75,0.012258,250.9,950.0,113.1,1722.7,1126.3,10560.0,10565.0,2325.25,608.5,797.4,1437.0,32.51,1.0564,385.6,109.28906200000002,119.296875,121.3125,118.84375,17.55,861.25,12027.0,123.04,116.8,103.66,90.93,102.05,3010.0,108.09,2.7668,2.486,2225.0,101.56,2165.0,90.95,1352.6,4.5545,2.7702,4.362,1844.1,2.5083,28.81,791.1
2011-02-04 00:17:00,1.0144,58.89,1.6134,666.0,3366.0,1.0088,171.81,1304.75,1.3632,117.28906200000002,125.325,91.75,0.012254000000000001,250.9,950.0,113.1,1722.7,1126.3,10560.0,10565.0,2325.25,608.5,797.4,1437.0,32.51,1.0564,385.6,109.28906200000002,119.296875,121.3125,118.84375,17.55,861.5,12026.0,123.04,116.8,103.66,90.92,102.04,3010.0,108.09,2.7668,2.486,2225.0,101.56,2165.0,90.94,1352.2,4.5545,2.7702,4.362,1844.1,2.5083,28.79,791.1
2011-02-04 00:18:00,1.0143,58.89,1.6134,666.0,3366.0,1.0088,171.81,1304.5,1.3632,117.28906200000002,125.325,91.75,0.012254000000000001,250.9,950.0,113.1,1722.7,1126.3,10560.0,10565.0,2325.25,608.5,797.4,1437.0,32.51,1.0564,385.6,109.28906200000002,119.296875,121.3125,118.84375,17.55,861.5,12026.0,123.04,116.8,103.66,90.92,102.04,3010.0,108.09,2.7668,2.486,2225.0,101.56,2165.0,90.93,1352.3,4.554,2.7702,4.362,1844.1,2.5083,28.79,791.1
2011-02-04 00:19:00,1.0143,58.89,1.6132,666.0,3366.0,1.0088,171.81,1304.75,1.3631,117.28906200000002,125.325,91.75,0.012255,250.9,950.0,113.1,1722.7,1126.3,10560.0,10565.0,2325.0,608.5,797.4,1437.0,32.51,1.0564,385.6,109.28906200000002,119.296875,121.3125,118.84375,17.55,861.5,12026.0,123.04,116.8,103.66,90.92,102.04,3010.0,108.09,2.7668,2.486,2225.0,101.56,2165.0,90.9,1352.3,4.554,2.7702,4.363,1844.1,2.5083,28.79,791.1
2011-02-04 00:20:00,1.0143,58.89,1.6127,666.0,3366.0,1.0088,171.81,1304.75,1.3631,117.28906200000002,125.325,91.75,0.012255,250.9,950.0,113.1,1722.7,1126.3,10560.0,10565.0,2325.0,608.5,797.4,1437.0,32.51,1.0563,385.6,109.296875,119.296875,121.3125,118.84375,17.55,861.5,12027.0,123.04,116.8,103.66,90.92,102.0,3010.0,108.09,2.7668,2.486,2225.0,101.56,2165.0,90.92,1352.3,4.554,2.7702,4.363,1844.1,2.5083,28.81,791.1
2011-02-04 00:21:00,1.0142,58.89,1.6126,666.0,3366.0,1.0087,171.81,1304.5,1.3629,117.28125,125.325,91.75,0.012254000000000001,250.9,950.0,113.1,1722.7,1126.3,10560.0,10565.0,2325.0,608.5,797.4,1437.0,32.51,1.0563,385.6,109.296875,119.296875,121.3125,118.84375,17.55,861.5,12027.0,123.04,116.8,103.66,90.92,102.01,3010.0,108.09,2.7668,2.486,2225.0,101.56,2165.0,90.92,1351.9,4.554,2.7702,4.363,1844.1,2.5083,28.805,791.1
2011-02-04 00:22:00,1.0144,58.89,1.6126,665.5,3366.0,1.0087,171.81,1304.75,1.363,117.28906200000002,125.325,91.75,0.012254000000000001,250.9,950.0,113.1,1722.7,1126.3,10560.0,10565.0,2325.0,608.5,797.4,1437.0,32.51,1.0561,385.6,109.296875,119.296875,121.3125,118.875,17.55,861.5,12026.0,123.04,116.8,103.66,90.92,102.01,3010.0,108.09,2.7668,2.486,2225.0,101.56,2165.0,90.92,1351.9,4.554,2.7702,4.363,1844.1,2.5083,28.81,791.1
2011-02-04 00:23:00,1.0144,58.89,1.6125,665.5,3366.0,1.0087,171.81,1304.5,1.3629,117.28906200000002,125.325,91.75,0.012254000000000001,250.9,950.0,113.1,1722.7,1126.3,10560.0,10565.0,2325.0,608.5,797.4,1436.75,32.51,1.0561,385.6,109.296875,119.296875,121.3125,118.84375,17.55,861.5,12026.0,123.04,116.8,103.66,90.92,102.01,3010.0,108.09,2.7668,2.486,2225.0,101.56,2165.0,90.91,1351.7,4.554,2.7702,4.363,1844.1,2.5083,28.8,791.1
2011-02-04 00:24:00,1.0144,58.89,1.6125,665.5,3366.0,1.0087,171.81,1304.5,1.3628,117.28906200000002,125.325,91.75,0.012254000000000001,250.9,950.0,113.1,1722.7,1126.3,10560.0,10565.0,2325.0,608.5,797.4,1436.75,32.51,1.0561,385.6,109.296875,119.296875,121.3125,118.84375,17.55,861.5,12026.0,123.04,116.8,103.66,90.92,102.05,3010.0,108.09,2.7668,2.486,2225.0,101.56,2165.0,90.92,1351.7,4.554,2.7702,4.363,1844.1,2.5083,28.795,791.1
2011-02-04 00:25:00,1.0144,58.89,1.6124,665.5,3366.0,1.0087,171.81,1304.5,1.3628,117.28906200000002,125.325,91.75,0.012255,250.9,950.0,113.1,1722.7,1126.3,10560.0,10565.0,2325.0,608.5,797.4,1436.75,32.51,1.0561,385.6,109.296875,119.296875,121.3125,118.84375,17.55,861.5,12026.0,123.04,116.8,103.66,90.94,102.07,3010.0,108.09,2.7668,2.486,2225.0,101.56,2165.0,90.93,1351.7,4.554,2.7702,4.363,1844.8,2.5083,28.795,791.1
2011-02-04 00:26:00,1.0145,58.89,1.6125,665.5,3366.0,1.0087,171.81,1304.5,1.363,117.28906200000002,125.375,91.75,0.012255,250.9,950.0,113.1,1722.7,1126.3,10565.0,10565.0,2325.0,608.5,797.4,1436.75,32.51,1.0561,385.6,109.296875,119.296875,121.3125,118.84375,17.55,861.5,12026.0,123.04,116.8,103.66,90.94,102.07,3010.0,108.09,2.7668,2.486,2225.0,101.56,2165.0,90.93,1351.8,4.554,2.7702,4.362,1844.8,2.5083,28.795,791.1
2011-02-04 00:27:00,1.0145,58.89,1.6125,665.5,3366.0,1.0087,171.81,1304.5,1.363,117.28906200000002,125.375,91.75,0.012254000000000001,250.9,950.0,113.1,1722.7,1126.3,10565.0,10565.0,2325.0,608.5,797.4,1436.75,32.51,1.0561,385.6,109.296875,119.296875,121.3125,118.84375,17.55,861.5,12026.0,123.04,116.8,103.66,90.94,102.04,3010.0,108.09,2.7668,2.486,2225.0,101.56,2165.0,90.93,1351.4,4.55,2.7702,4.364,1844.8,2.5083,28.79,791.1
