time,AAPL,ABBV,ABT,ACN,ADBE,ADI,ADP,AFL,AIG,AMAT,AMGN,AMT,AMZN,ANTM,ATVI,AVGO,AXP,BA,BAC,BDX,BIIB,BK,BKNG,BLK,BMY,BRK-B,BSX,C,CAT,CB,CCI,CHTR,CI,CL,CMCSA,CME,COF,COP,COST,CRM,CSCO,CSX,CTSH,CVS,CVX,D,DAL,DE,DHR,DIS,DUK,EA,ECL,EEM,EFA,EMR,EOG,EWZ,EXC,F,FB,FDX,FOXA,FXI,GD,GDX,GE,GILD,GM,GOOG,GOOGL,GOVT,GS,HAL,HD,HON,HPQ,HUM,IBM,ICE,ILMN,INTC,INTU,ISRG,ITW,JNJ,JPM,KHC,KMB,KO,KR,LLY,LMT,LOW,LULU,LYB,MA,MAR,MCD,MDLZ,MDT,MET,MMC,MMM,MO,MPC,MRK,MS,MSFT,MU,NEE,NFLX,NKE,NOC,NSC,NVDA,ORCL,OXY,PEP,PFE,PG,PGR,PM,PNC,PRU,PSX,PYPL,QCOM,QQQ,SBUX,SCHW,SHW,SLB,SO,SPG,SPGI,SPY,STZ,SYK,T,TGT,TJX,TLT,TMO,TSLA,TWTR,TXN,UNH,UNP,UPS,USB,V,VLO,VRTX,VXX,VZ,WBA,WFC,WM,WMT,X,XLE,XLF,XLI,XLK,XLP,XOM,ZTS
2021-07-02 04:01:00+00:00,137.27,,,,,,,,,,,,,,,,,239.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.79,,,,,,,353.17,,,45.3,,,,,,,,,,,,,,,,,,56.31,,,,166.8,,,,,,,,,,,,,,,,,,,,,,,271.99,80.18,,,,,,,,,,,,,,,,,,,355.24,113.4,,,,,,,431.0,,,29.13,,,144.31,,675.9,,,,,,,,,,29.01,,,,,,,,,,,,63.29,
2021-07-02 04:02:00+00:00,137.27,,,,,,,,,,,,,,,,,239.75,,,,,,,,,,,216.71,,,,,,,,,,,,,,,,,,,,,176.85,,,,54.79,,,,,,,353.17,,,45.27,,,,,,,,,,,,,,,,,,56.4,,,,166.8,,,,,,,,,,,,,,,,,,,,,,,271.99,80.0,,,,,,,,,,,,,,,,,,,355.15,113.4,,,,,,,431.0,,,29.13,,,144.31,,675.9,,,,,,,,,,29.01,,,,,,,,,,148.0,,63.29,
2021-07-02 04:03:00+00:00,137.27,,,,,,,,,,,,,,,,,239.75,,,,,,,,,,,216.71,,,,,,,,,,,,,,,,,,,,,176.85,,,,54.79,,,,,,14.92,353.17,,,45.27,,34.0,,,,,,,,,,,,,,,,56.4,,,,166.8,,,,,,,,,,,,,,,,,,,,,,,271.99,79.9,,,,,,,,,,,,,,,,,,,355.25,113.4,,,,,,,431.0,,,29.13,,,144.31,,675.9,,,,,,,,,,29.01,,,,,,,,,,148.0,,63.29,
2021-07-02 04:04:00+00:00,137.28,,,,,,,,,,,,,,,,,239.75,,,,,,,,,,,216.71,,,,,,,,,,,,,,,,,,,,,176.85,,,,54.79,,,,,,14.92,353.17,,,45.28,,34.0,,,,,,,,,,,,,,,,56.4,,,,166.8,,,,,,,,,,,,,,,,,,,,,,,271.99,79.9,74.5,,,,,,,,,,,,,,,,,140.8,355.28,113.4,,,,,,,431.0,,,29.13,,,144.59,,677.93,,,,,,,,,,29.02,,,,,,,,,,148.0,,63.29,
2021-07-02 04:05:00+00:00,137.28,,,,,,,,,,,,,,,,,239.59,,,,,,,,,,,216.71,,,,,,,,,,,,,,,,,,,,,176.85,,,,54.79,,,,,,14.92,354.1,,,45.28,,34.0,,,,,,,,,,,,,,,,56.4,,,,166.8,,,,,,,,,,,,,,,,,,,,,,,271.99,79.9,74.5,,,,,,,,,,,,,,,,,140.8,355.24,113.4,,,,,,,431.0,,,29.13,,,144.59,,677.93,,,,,,,,,,28.94,,,,,,,,,,148.0,,63.29,
2021-07-02 04:06:00+00:00,137.28,,,,,,,,,,,,,,,,,239.59,,,,,,,,,,,216.71,,,,,,,,,,,,,,,,,,,,,176.85,,,,54.79,,,,,,14.92,354.1,,,45.31,,34.0,,,,,,,,,,,,,,,,56.4,,,,166.8,,,,,,,,,,,,,,,,,,,,,,,271.99,79.89,74.5,,,,,,,,,,,,,,,,,140.8,355.28,113.4,,,,,,,431.0,,,29.13,,,144.7,,678.2,,,,,,,,,,28.94,,,,,,24.0,,,,148.0,,63.29,
2021-07-02 04:07:00+00:00,137.31,,,,,,,,,,,,,,,,,239.59,,,,,,,,,,,216.71,,,,,,,,,,,,,,,,,,,,,176.85,,,,54.79,,,,,,14.92,354.1,,,45.31,,34.0,,,,,,,,,,,,,,,,56.4,,,,166.8,,,,,,,,,,,,,,,,,,,,,,,271.99,79.89,74.5,,,,,812.0,,,,,,,,,,,,140.8,355.3,113.4,,,,,,,431.0,,,29.13,,,144.7,,678.56,,,,,,,,,,28.94,,,,,,24.01,,,,148.0,,63.29,
2021-07-02 04:08:00+00:00,137.31,,,,,,,,,,,,,,,,,239.7,,,,,,,,,,,216.71,,,,,,,,,,,,,,,,,,,,,176.85,,,,54.79,,,,,,14.9,354.1,,,45.31,,34.0,,,,,,,,,,,,,,,,56.4,,,,166.8,,,,,,,,,,,,,,,,,,,,,,,271.99,79.79,74.5,,,,,812.0,,,,,,,,,,,,140.8,355.26,113.4,,,,,,,431.0,,,29.13,,,144.7,,678.56,,,,,,,,,,28.94,,,,,,24.01,,,,148.0,,63.29,
2021-07-02 04:09:00+00:00,137.31,,,,,,,,,,,,,,,,,239.7,,,,,,,,,,,216.71,,,,,,,,,,,,,,,,,,,,,176.85,,,,54.79,,,,,,14.94,354.1,,,45.31,,34.0,,,,,,,,,,,,,,,,56.4,,,,166.8,,,,,,,,,,,,,,,,,,,,,,,271.99,79.79,74.5,,,,,812.0,,,,,,,,,,,,140.8,355.21,113.4,,,,,,,431.0,,,28.5924,,,144.7,,678.56,,,,,,,,,,28.94,,,,,,24.01,,,,148.0,,63.29,
2021-07-02 04:10:00+00:00,137.37,,,,,,,,,,,,,,,,,239.7,,,,,,,,,,,216.71,,,,,,,,,,,,,,,,,,,,,176.85,,,,54.79,,,,,,14.94,354.1,,,45.31,,34.0,,,,,,,,,,,,,,,,56.4,,,,166.8,,,,,,,,,,,,,,,,,,,,,,,271.99,79.79,74.5,,,,,812.0,,,,,,,,,,,,140.8,355.21,113.4,,,,,,,430.94,,,28.5924,,,144.7,,678.56,,,,,,,,,,28.94,,,,,,24.01,,,,148.0,,63.29,
2021-07-02 04:11:00+00:00,137.37,,,,,,,,,,,,,,,,,239.7,,,,,,,,,,,216.71,,,,,,,,,,,,,,,,,,,,,176.85,,,,54.79,,,,,,14.94,354.1,,,45.31,,34.0,,,,,,,,,,,,,,,,56.4,,,,166.8,,,,,,,,,,,,,,,,,,,,,,,271.99,79.79,74.5,,,,,812.0,,,,,,,,,,,,140.8,355.12,113.4,,,,,,,430.87,,,28.5924,,,144.7,,678.56,,,,,,,,,,28.94,,,,,,24.01,,,,148.0,,63.29,
2021-07-02 04:12:00+00:00,137.37,,,,,,,,,,,,,,,,,239.7,,,,,,,,,,,216.71,,,,,,,,,,,,,,,,,,,,,176.85,,,,54.79,,,,,,14.94,354.1,,,45.31,,34.0,,,,,,,,,,,,,,,,56.4,,,,166.8,,,,,,,,,,,,,,,,,,,,,,,271.99,79.72,74.5,,,,,812.0,,,,,,,,,,,,140.8,355.14,113.4,,,,,,,430.87,,,28.5924,,,144.7,,678.56,,,,,,,,,,28.94,,,,,,24.01,,,,148.0,,63.29,
2021-07-02 04:13:00+00:00,137.37,,,,,,,,,,,,,,,,,239.7,,,346.99,,,,,,,,216.71,,,,,,,,,,,,,,,,,,,,,176.85,,,,54.79,,,,,,14.95,354.1,,,45.33,,34.0,,,,,,,,,,,,,,,,56.4,,,,166.8,,,,,,,,,,,,,,,,,,,,,,,271.99,79.65,74.5,,,,,813.03,,,,,,,,,,,,140.8,355.14,113.4,,,,,,,430.87,,,28.5924,,,144.7,,679.0,,,,,,,,,,29.0,,,,,,24.01,,,,148.0,,63.29,
2021-07-02 04:14:00+00:00,137.4,,,,,,,,,,,,,,,,,239.7,,,346.99,,,,,,,,216.71,,,,,,,,,,,,,,,,,,,,,176.85,,,,54.79,,,,,,14.95,354.1,,,45.33,,34.0,,,,,,,,,,,,,,,,56.4,,,,166.8,,,,,,,,,,,,,,,,,,,,,,,271.99,79.65,74.5,,,,,813.03,,,,,,,,,,,,140.8,355.14,113.4,,,,,,,430.87,,,28.5924,,,144.7,,679.0,,,,,,,,,,29.0,,49.19,,,,24.01,,,,148.0,,63.29,
2021-07-02 04:15:00+00:00,137.4,,,,,,,,,,,,,,,,,239.7,,,346.99,,,,,,,,216.71,,,,,,,,,,,,,,,,,,,,,176.85,,,,54.79,,,,,,14.95,354.1,,,45.29,,34.0,13.45,,,,,,,,,,,,,,,56.4,,,,166.8,,,,,,,,,,,,,,,,,,,,,,,271.99,79.62,74.5,,,,,813.03,,,,,,,,,,,,140.8,355.14,113.4,,,,,,,430.76,,,28.5924,,,144.7,,679.0,,,,,,,,,,29.0,,49.19,,,,24.01,,,,148.0,,63.29,
2021-07-02 04:16:00+00:00,137.26,,,,,,,,,,,,,,,,,239.7,,,346.99,,,,,,,,216.71,,,,,,,,,,,,,,,,,,,,,176.85,,,,54.79,,,,,,14.95,354.1,,,45.29,,34.0,13.45,,,,,,,,,,,,,,,56.4,,,,166.8,,,,,,,,,,,,,,,,,,,,,77.89,,271.99,79.62,74.5,,,,,813.03,,,,,,,,,,,,140.8,354.93,113.4,,,,,,,430.76,,,28.5924,,,144.7,,679.0,,,,,,,,,,29.0,,49.19,,,,24.01,,,,148.0,,63.29,
2021-07-02 04:17:00+00:00,137.22,,,,,,,,,,,,,,,,,239.7,,,346.99,,,,,,,,216.71,,,,,,,,,,,,,,,,,,,,,176.85,,,,54.79,,,,,,14.96,354.1,,,45.29,,34.0,13.45,,,,,,,,,,,,,,,56.31,,,,166.8,,,,,,,,,,,,,,,,,,,,,77.89,,272.0,79.62,74.5,,,,,812.5,,,,,,,,,,,,140.8,354.8,113.4,,,,,,,430.76,,,28.5924,,,144.7,,679.0,,,,,,,,,,29.0,,49.19,,,,24.01,,,,148.0,,63.29,
2021-07-02 04:18:00+00:00,137.11,,,,,,,,,,,,,,,,,239.7,,,346.99,,,,,,,,216.71,,,,,,,,,,,,,,,,,,,,,176.85,,,,54.35,,,,,,14.96,354.1,,,45.29,,34.0,13.45,,,,,,,,,,,,,,,56.31,,,,166.8,,,,,,,,,,,,,,,,,,,,,77.89,,272.0,79.62,74.5,,,,,812.5,,,,,,,,,,,,140.8,354.8,113.4,,,,,,,430.76,,,28.5924,,,144.7,,678.7,,,,,,,,,,29.0,,49.0,,,,24.01,,,,148.0,,63.29,
2021-07-02 04:19:00+00:00,137.11,,,,,,,,,,,,,,,,,239.7,,,346.99,,,,,,,,216.71,,,,,,,,,,,,,,,,,,,,,176.85,,,,54.35,,,,,,14.96,354.1,,,45.28,,34.0,13.45,,,,,,,,,,,,,,,56.31,,,,166.8,,,,,,,,,,,,,,,,,,,,,77.89,,272.0,79.65,74.5,,,,,812.5,,,,,,,,,,,289.3,140.8,354.85,113.4,,,,,,,430.76,,,28.5924,,,144.7,,678.7,,,,,,,,,,29.0,55.6133,49.0,,,,24.01,,,,148.0,,63.29,
2021-07-02 04:20:00+00:00,136.86,,,,,,,,,,,,,,,,,239.7,,,346.99,,,,,,,,216.7,,,,,,,,,,,,,,,,,,,,,176.85,,,,54.35,,,,,,14.96,354.1,,,45.29,,34.0,13.45,,,,,,,,,,,,,,,56.31,,,,166.8,156.18,,,,,,,,,,,,,,,,,,,,77.89,,272.0,79.65,74.5,,,,,812.5,,,,,,,,,,,289.3,140.8,354.84,113.4,,,,,,,430.76,,,28.5924,,,144.7,,678.2,,,,,,,,,,29.0,55.6133,49.0,,,,24.01,,,,148.0,,63.29,
2021-07-02 04:21:00+00:00,136.86,,,,,,,,,,,,,,,,,239.9,,,346.99,,,,,,,,216.7,,,,,,,,,,,,,,,,,,,,,176.85,,,,54.35,,,,,,14.96,354.1,,,45.29,,34.0,13.45,,,,,,,,,,,,,,,56.31,,,,166.8,156.18,,,,,,,,,,,,,,,,,,,,77.89,,271.9,79.57,74.5,,,,,812.5,,,,,,,,,,,289.3,140.8,354.85,113.4,,,,,,,430.76,,,28.5924,,,144.7,,678.2,,,,,,,,,,29.0,55.6133,49.0,,,,24.01,,,,148.0,,63.29,
2021-07-02 04:22:00+00:00,137.1,,,,,,,,,,,,,,,,,239.9,,,346.99,,,,,,,,216.7,,,,,,,,,,,,,,,,,,44.42,,,176.85,,,,54.35,,,,,,14.96,354.1,,,45.29,,34.0,13.45,,,,,,,,,,,,,,,56.31,,,,166.8,156.18,,,,,,,,,,,,,,,,,,,,77.89,,271.9,79.57,74.5,,,,,812.5,,,,,,,,,,,289.3,140.8,354.82,113.4,,,,,,,430.76,,,28.5924,,,144.7,,678.2,,,,,,,,,,29.0,55.6133,49.0,,,,24.01,,,,148.0,,63.29,
2021-07-02 04:23:00+00:00,137.1,,,,,,,,,,,,,,,,,239.9,,,346.99,,,,,,,,216.7,,,,,,,,,,,,,,,,,,44.42,,,176.85,,,,54.35,,,,,,14.96,354.1,,,45.29,,34.0,13.45,,,,,,,,,,,,,,,56.31,,,,166.8,156.18,,,,,,,,,,,,,,,,,,,,77.89,,271.9,79.59,74.5,,,,,812.5,,,,,,,,,,,289.3,140.8,354.85,113.4,,,,,,,430.76,,,28.5924,,,144.7,,678.2,,,,,,,,,,29.0,55.6133,48.85,,,,24.01,,,,148.0,,63.29,
2021-07-02 04:24:00+00:00,137.0,,,,,,,,,,,,,,,,,239.9,,,346.99,,,,,,,,216.7,,,,,,,,,,,,,,,,,,44.42,,,176.85,,,,54.35,,,,,,14.96,354.1,,,45.29,,34.0,13.45,,,,,,,,,,,,,,,56.31,,,,166.56,156.18,,,,,,,,,,,,,,,,,,,,77.89,,271.9,79.59,74.5,,,,,812.5,,,,,,,,,,,289.3,140.8,354.87,113.4,,,,,,,430.76,,,28.5924,,,144.7,,678.2,,,,,,,,,,29.0,55.6133,48.85,,,,24.07,,,,148.0,,63.29,
2021-07-02 04:25:00+00:00,137.0,,,,,,,,,,,,,,,,,239.9,,,346.99,,,,,,,,216.7,,,,,,,,,,,,,,,,,,44.42,,,176.85,,,,54.35,,,,,,14.96,354.1,,,45.28,,34.0,13.45,,,,,,,,,,,,,,,56.31,,,,166.56,156.18,,,,,,,,,,,,,,,,,,,,77.89,,271.9,79.59,74.5,,,,,812.5,,,,,,,,,,,289.3,140.8,354.86,113.4,,,,,,,430.76,,,28.5924,,,144.7,,678.2,,,,,,,,,,29.0,55.6133,48.85,,,,24.07,,36.92,,148.0,,63.29,
