time,AAPL,ABBV,ABT,ACN,ADBE,ADI,ADP,AFL,AIG,AMAT,AMGN,AMT,AMZN,ANTM,ATVI,AVGO,AXP,BA,BAC,BDX,BIIB,BK,BKNG,BLK,BMY,BRK-B,BSX,C,CAT,CB,CCI,CHTR,CI,CL,CMCSA,CME,COF,COP,COST,CRM,CSCO,CSX,CTSH,CVS,CVX,D,DAL,DE,DHR,DIS,DUK,EA,ECL,EEM,EFA,EMR,EOG,EWZ,EXC,F,FB,FDX,FOXA,FXI,GD,GDX,GE,GILD,GM,GOOG,GOOGL,GOVT,GS,HAL,HD,HON,HPQ,HUM,IBM,ICE,ILMN,INTC,INTU,ISRG,ITW,JNJ,JPM,KHC,KMB,KO,KR,LLY,LMT,LOW,LULU,LYB,MA,MAR,MCD,MDLZ,MDT,MET,MMC,MMM,MO,MPC,MRK,MS,MSFT,MU,NEE,NFLX,NKE,NOC,NSC,NVDA,ORCL,OXY,PEP,PFE,PG,PGR,PM,PNC,PRU,PSX,PYPL,QCOM,QQQ,SBUX,SCHW,SHW,SLB,SO,SPG,SPGI,SPY,STZ,SYK,T,TGT,TJX,TLT,TMO,TSLA,TWTR,TXN,UNH,UNP,UPS,USB,V,VLO,VRTX,VXX,VZ,WBA,WFC,WM,WMT,X,XLE,XLF,XLI,XLK,XLP,XOM,ZTS
2021-03-05 04:01:00+00:00,119.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,312.0,,45.2,,,,,,,,,,,,,,,,,32.27,,11.86,,,,,,,,,51.34,,,,,,,,,,,,,,,,,,,,,49.2493,,,,,,,,,,,,,,,,,,,,,70.8,,,,,491.8429,,,,34.19,,,,,,,237.0,,302.47,,,,28.75,,,,375.1,,,28.85,,,,,605.61,,,,,,,,,,16.23,,,,,,17.22,51.15,32.99,,125.0,,58.78,
2021-03-05 04:02:00+00:00,119.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,312.0,,45.2,,,,,,,,,,,,,,,,,32.27,,11.86,,,,,,,,,51.3,,,,,,,,,,,,,,,,,,,,,49.2493,,,,,,,,,,,,,,,,,,,,,70.8,,,,,491.8429,,30.1895,,34.19,,,,,,,237.1,,302.92,,,,28.75,,,,375.16,,,28.85,,,,,608.99,,,,,,,,,,16.28,,,37.01,,,17.22,51.15,32.99,,125.0,,58.78,
2021-03-05 04:03:00+00:00,119.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.5,312.0,,45.2,,,,,,,,,,,,,,,,,32.27,,11.95,,,,,,,,,51.3,,,,,,,,,,,,,,,,,,,,,49.2493,,,,,,,,,,,,,,,,,,,,,70.8,,,,,491.8429,,30.1895,,34.11,,,,,,,237.1,,302.71,,,,28.75,,,,375.15,,,28.85,,,138.21,,607.9,,,,,,,,,,16.19,,,37.03,,,17.22,51.15,32.99,,125.0,,58.51,
2021-03-05 04:04:00+00:00,119.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.5,312.0,,45.2,,,,,,,,,,,,,,,,,32.27,,11.95,257.32,,,,,,13.43,63.02,51.3,,,,,21.76,,,,,,,,,,,,,,,,49.2493,,,,,,,,,,,,,,,,,,,,,70.8,,,,,491.8429,,30.3394,,34.11,,,,,,,237.2,,302.77,,,,28.75,,,,375.05,,,28.83,,,138.21,,608.11,,,,,,,,,,16.19,,,37.03,,,17.22,51.15,32.99,,125.0,,59.0,
2021-03-05 04:05:00+00:00,119.64,,,,437.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.5,312.0,,45.2,,,,,,,,,,,,,,,,,32.27,,11.81,257.32,,,,,,13.43,63.02,51.3,,,,,21.76,,,,,,,,,,,,,,,,49.2493,,,,,,,,,,,,,,,,,,,,,70.8,,,,,491.8429,,30.3394,,34.11,,,,,,,237.87,,303.0,,,,28.3,,,,375.38,,,28.83,,,138.21,,610.0,,,,,,,,,,16.19,,,37.03,,,17.22,51.15,32.99,,125.89,,58.51,
2021-03-05 04:06:00+00:00,119.62,,,,437.0,,,,,,,,,,,,,,36.2,,,,,,,,,,,,,,,,,,,55.5,312.0,,45.2,,,,,,,,,,,,,,,,,32.27,,11.77,257.32,,,48.69,,31.29,13.43,63.02,51.3,,,,,21.76,,,,,,,,,,,,,,,,49.8,,,,,,,348.5,,,,,,,,44.14,,,,226.32,84.2,70.8,,,,,491.8429,,30.3394,,34.11,,,,,,,237.18,,303.26,104.4,,,28.3,,,,375.46,,,28.83,,,138.21,,609.84,,,,,,,210.0,,,16.16,54.85,,37.03,,,17.22,51.15,32.99,,125.89,,58.51,
2021-03-05 04:07:00+00:00,119.6,,,,437.0,,,,,,,,2976.89,,,,,,36.2,,,,,,,,,,,,,,,,,,,55.5,312.0,,44.89,,,,,,,,,,,,,,,,,32.27,,11.82,257.32,,,48.69,,31.29,13.43,63.02,51.3,,,,,21.76,,,,,,,,58.0,,,,,,,,49.8,,,,,,,348.5,,,53.96,,,,,44.14,,,,226.32,84.3,70.8,,,,,491.8429,,30.3394,,34.11,,,,,,,237.18,127.8,303.23,104.4,,,28.3,,,,375.46,,,28.83,,,138.21,,611.27,,,,,,,210.0,,,16.16,54.85,,37.03,,,17.22,51.15,32.99,,125.89,,58.51,
2021-03-05 04:08:00+00:00,119.7,,,,437.0,,,,,,,,2976.89,,,,,,36.3,,,,,,,,,,,,,,,,,,,55.5,312.0,,44.89,,,,,,,,,,,,,,,,,32.27,,11.82,257.32,,,48.69,,31.29,13.43,63.02,51.3,,,,,21.76,,,,,,,,58.0,,,,,,,,49.85,,,,,,,348.5,,,53.96,,,,,44.14,,,,226.32,84.3,70.8,,,,,491.8429,,30.4994,,34.11,,,,,,,237.18,127.8,303.31,104.4,,,28.3,,,,375.46,,,28.83,,,138.21,,611.37,,,,,,,210.0,,,16.16,54.85,,37.03,,,17.22,51.15,32.99,,125.89,,58.51,
2021-03-05 04:09:00+00:00,119.74,,,,437.0,,,,,,,,2976.89,,,,,,36.3,,,,,,,,,,,,,,,,,,,55.5,312.0,,44.89,,,,,,,,,,,,,,,,,32.27,,11.87,257.32,,,48.69,,31.29,13.43,63.02,51.3,,,,,21.76,,,,,,,,58.24,,,,,,,,49.85,,,,,,,348.5,,,53.96,,,,,44.14,,,,226.32,84.5,70.8,,,,,491.8429,,30.4994,,34.11,,,,,,,237.18,127.8,303.31,104.4,,,28.3,,,,375.46,,,28.83,,,138.21,,611.98,,,,,,,210.0,,,16.16,54.85,,37.03,,,17.22,51.15,32.99,,125.89,,58.41,
2021-03-05 04:10:00+00:00,119.69,,,,437.0,,,,,,,,2976.89,,,,,222.49,36.3,,,,,,,,,,,,,,,,,,,55.5,312.0,,44.89,,,,,,,,,,,,,,,,,32.27,,11.84,257.32,,,48.69,,31.29,13.43,63.02,51.3,,,,,21.76,,,,,,,,58.24,,,,,,,,49.85,,,,,,,348.5,,,53.96,,,,,44.17,,,,226.32,84.5,70.8,,,,,493.0825,,30.4994,,34.11,,,,,,,237.4,127.8,303.26,104.4,,,28.3,,,,375.46,,,28.8,,,138.21,,611.0,,,,,,,210.0,,,16.21,54.85,,37.02,,,17.22,51.15,32.99,,125.89,,58.41,
