time,AAPL,ABBV,ABT,ACN,ADBE,ADI,ADP,AFL,AIG,AMAT,AMGN,AMT,AMZN,ANTM,ATVI,AVGO,AXP,BA,BAC,BDX,BIIB,BK,BKNG,BLK,BMY,BRK-B,BSX,C,CAT,CB,CCI,CHTR,CI,CL,CMCSA,CME,COF,COP,COST,CRM,CSCO,CSX,CTSH,CVS,CVX,D,DAL,DE,DHR,DIS,DUK,EA,ECL,EEM,EFA,EMR,EOG,EWZ,EXC,F,FB,FDX,FOXA,FXI,GD,GDX,GE,GILD,GM,GOOG,GOOGL,GOVT,GS,HAL,HD,HON,HPQ,HUM,IBM,ICE,ILMN,INTC,INTU,ISRG,ITW,JNJ,JPM,KHC,KMB,KO,KR,LLY,LMT,LOW,LULU,LYB,MA,MAR,MCD,MDLZ,MDT,MET,MMC,MMM,MO,MPC,MRK,MS,MSFT,MU,NEE,NFLX,NKE,NOC,NSC,NVDA,ORCL,OXY,PEP,PFE,PG,PGR,PM,PNC,PRU,PSX,PYPL,QCOM,QQQ,SBUX,SCHW,SHW,SLB,SO,SPG,SPGI,SPY,STZ,SYK,T,TGT,TJX,TLT,TMO,TSLA,TWTR,TXN,UNH,UNP,UPS,USB,V,VLO,VRTX,VXX,VZ,WBA,WFC,WM,WMT,X,XLE,XLF,XLI,XLK,XLP,XOM,ZTS
2021-05-07 04:01:00+00:00,129.6,,,,,,,,,,,,,,,,,,,,,,,,64.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.8,,,,,,,,,,,,,,,,,,,147.72,,,,,,,,,,,,37.5962,,,,,,,,,,,,,,,,,,,,,,135.0,,,,,,,39.19,,,,,,,,,331.73,,,,,,,,419.13,,,,,,,,665.0,,,,,,,,,,,,,,,,,,,,,,,
2021-05-07 04:02:00+00:00,129.58,,,,,,,,,,,,,,,,,,,,,,,,64.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.8,,,,,,,,,,,,,,,,,,,147.72,,,,,,,,,,,,37.5962,,,,,,,,,,,,,,,,,,,,,,135.0,,,582.0,,,,39.19,,,,,,,,,331.78,,,,,,,,419.1,,,,,,,,665.0,,,,,,,,,,,,,,,,,,,,,,,
2021-05-07 04:03:00+00:00,129.62,,,,,,,,,,,,,,,,,,,,,,,,64.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.8,,,,,,,,,,,,,,,,,,,147.6,,,,,,,,160.99,,,,37.5962,,,,,,,,,,,,,,,,,,,,,,135.0,,,582.0,,,,39.19,,,,,,,,,331.72,,,,,,,,419.1,,,,,,,,665.0,,,,,,,,,,39.02,,,,,,25.98,,,,,,,
2021-05-07 04:04:00+00:00,129.52,116.5,,,,,,,,,,,,,,,,,,,,,,,64.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.8,,,,,,,,,,,,,,,,,,,147.6,,,,,,,,160.99,,,,37.5962,,,,,,,,,,,,,,,,,,,,,,135.0,,,582.0,,,,39.19,,,,,,,,,331.72,114.6302,,,30.65,,,,419.17,,,,,,,,666.5,,,,,,,,,,39.05,,,,,,25.98,,,,138.13,,,
2021-05-07 04:05:00+00:00,129.5,116.5,,,,,,,,,,,,,,,,,,,,,,,64.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.8,,,,,,,,,58.8,,,,,,,,,,147.41,,,,,,,,160.99,,,54.5,37.5962,,,,,,,,,,,,,,,,,,,,,,135.0,,,582.0,,,,39.1,,,,,,,,,331.74,114.6302,,,30.65,,,,419.14,,,32.45,,,,,666.5,,,,,,,,,,39.05,,,,,,25.98,52.8,,,138.13,,,
2021-05-07 04:06:00+00:00,129.38,116.5,,,,,,,,,,,,,,,,,,,,,,,64.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.8,,,,,,,,,58.8,,,,,,,,,,147.41,,,,,,,,160.99,,,54.5,37.5962,,,,,,,,,,,,,,,,,,,,,,135.0,,,582.0,,26.65,,39.16,,,,,,,,,331.83,114.6302,,,30.65,,,,419.25,,,32.45,,,,,666.0,,,,,,,,,,39.05,,,,,,25.98,52.8,,,138.13,,,
2021-05-07 04:07:00+00:00,129.41,116.5,,,,,,,,,,,,,,,,,,,,,,,64.5,,,,,,,,,,,,,55.5595,,,,,,,,,,,,,,,,,,,,,,11.8,,,,,,,13.21,,58.8,,,,,,,,,,147.41,,,57.38,,,,,160.99,,,54.5,37.5962,,,,,,,,,,,,,,,,,,,,,,135.0,,,582.0,,26.65,,39.12,,,,,,,,,331.83,114.6302,,,30.65,,,,419.25,,,32.45,,,,,666.0,54.32,,,,,,,,,39.05,,,,,,25.98,52.8,,,138.13,,,
2021-05-07 04:08:00+00:00,129.46,116.5,,,,,,,,,,,,,,,,,,,,,,,64.5,,,,,,,,,,,,,55.5595,,,,,,,,,,,,,,,,,,,,,,11.8,,,,,,,13.21,,58.8,,,,,,,,,,147.41,,,57.38,,,,,160.99,,,54.5,37.5962,,,,,,,,,,,,,,,,,,,,,,135.0,,,582.0,,26.65,,39.12,,,,,,,,,331.89,114.6302,,,30.65,,,,419.26,,,32.45,,,,,666.0,54.32,,,,,,,,,39.05,,,,,,25.98,52.8,,,138.13,,,
2021-05-07 04:09:00+00:00,129.46,116.5,,,,,,,,,,,,,,,,,,,,,,,64.5,,,,,,,,,,,,,55.5794,,,,,,,,,,,,,,,,,,,,,,11.8,,,,,,,13.21,,58.8,2377.0,,,,,,,,,147.41,,,57.38,,,,,160.99,,,54.5,37.5962,,,,,,,,,,,,,,,,,,,,,,135.0,,,582.0,,26.65,,39.12,,,,,,,,,331.9,114.6302,,,30.65,,,,419.26,,,32.45,,,,,666.0,54.29,,,,,,,,,39.0,,,,,,25.98,52.8,,,138.13,,,
2021-05-07 04:10:00+00:00,129.5,116.5,,,,,,,,,,,,,,,,,,,,,,,64.5,,,,,,,,,,,,,55.5794,,,,,,,,,,,,,,,,,,,,,,11.8,,,,,,,13.21,,58.8,2377.0,,,,,,,,,147.41,,,57.38,,,,,160.99,,,54.5,37.5962,,,,,,,,,,,,,,,,,,,,,,135.0,,,582.0,,26.65,,39.1,,,,,,,,,331.86,114.6302,,,30.65,,,,419.26,,,32.45,,,,,666.0,54.29,,,,,,,,,39.0,59.42,,,,,25.98,52.8,,,138.13,,,
