time,AAPL,ABBV,ABT,ACN,ADBE,ADI,ADP,AFL,AIG,AMAT,AMGN,AMT,AMZN,ANTM,ATVI,AVGO,AXP,BA,BAC,BDX,BIIB,BK,BKNG,BLK,BMY,BRK-B,BSX,C,CAT,CB,CCI,CHTR,CI,CL,CMCSA,CME,COF,COP,COST,CRM,CSCO,CSX,CTSH,CVS,CVX,D,DAL,DE,DHR,DIS,DUK,EA,ECL,EEM,EFA,EMR,EOG,EWZ,EXC,F,FB,FDX,FOXA,FXI,GD,GDX,GE,GILD,GM,GOOG,GOOGL,GOVT,GS,HAL,HD,HON,HPQ,HUM,IBM,ICE,ILMN,INTC,INTU,ISRG,ITW,JNJ,JPM,KHC,KMB,KO,KR,LLY,LMT,LOW,LULU,LYB,MA,MAR,MCD,MDLZ,MDT,MET,MMC,MMM,MO,MPC,MRK,MS,MSFT,MU,NEE,NFLX,NKE,NOC,NSC,NVDA,ORCL,OXY,PEP,PFE,PG,PGR,PM,PNC,PRU,PSX,PYPL,QCOM,QQQ,SBUX,SCHW,SHW,SLB,SO,SPG,SPGI,SPY,STZ,SYK,T,TGT,TJX,TLT,TMO,TSLA,TWTR,TXN,UNH,UNP,UPS,USB,V,VLO,VRTX,VXX,VZ,WBA,WFC,WM,WMT,X,XLE,XLF,XLI,XLK,XLP,XOM,ZTS
2021-01-08 04:01:00+00:00,131.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.29,,,,,,178.22,,,,53.82,,,,,,,,,,,,37.14,11.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.01,,508.38,,,,,,,,37.14,,,,,,,,155.35,316.14,,,,,,,,380.12,,,29.59,,,,,845.99,,,,,,,,60.5,,,,45.7,,,,21.05,,31.28,,,,,
2021-01-08 04:02:00+00:00,131.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.29,,,,,,178.22,,,,53.82,,,,,,,,,,,,37.14,11.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.01,79.29,508.38,,,,,,,,37.14,,,,,,,,155.35,316.23,,,,,,,,380.12,,,29.59,,,,,846.99,,,,,,,,60.5,,,,45.84,,,,21.05,41.6,31.28,,,,,
2021-01-08 04:03:00+00:00,132.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.29,,,,,,178.22,,,,53.82,,,,,,,268.99,,,,,37.35,11.36,,,,,,,,,,,,,,,,,,,,,,,50.26,,,,,,,,,,,,,,,,,,,,80.01,79.29,508.38,,,,,,,,37.14,,,,,,,,155.35,316.25,,,,,,,,380.12,,,29.59,,,,,848.22,,,,,,,,60.5,,,,45.84,,,,21.05,41.6,31.28,,,,,
2021-01-08 04:04:00+00:00,132.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.29,,,,,,178.22,,,,53.82,,,,,,,268.99,,,,,37.35,11.36,,,,,,,,,,,,,,,,,,,,,,,50.26,,,,,,,,,,,,,,,,,,,,80.01,79.29,508.38,,,,,,20.57,,37.13,,,,,,,,155.35,316.24,,,,,,,,380.12,,,29.59,,,,,848.48,,,,,,,,60.5,,,58.78,45.84,33.74,,,21.05,41.6,31.28,,,,45.4,
2021-01-08 04:05:00+00:00,131.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.29,,,,,,178.22,,,,53.82,,,,,,,268.99,,,,,37.55,11.36,,,,,,,,,,,,,,,,,,,,,,,50.25,,,,,,,,,,,,,,,,,,,,80.94,79.29,508.38,,,,,,20.7,,37.13,139.53,,,,,,,155.35,316.18,,,,,,,,379.9,,,29.59,,,,,848.0,,,,,,,,60.5,,,58.78,45.84,33.74,,,21.05,41.6,31.28,,,,45.4,
2021-01-08 04:06:00+00:00,131.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.84,,,74.29,,,,,,178.22,,,,53.82,,,,,,,268.99,,,,,37.55,11.36,,,,,,,,,,,,,,,,,,,,,,,50.25,,,,,,,,,,,,,,,,,,,,80.94,79.29,508.38,,,,,,20.8,,37.13,139.53,,,,,,,155.35,316.2,,,,,,,,380.0,,,29.56,,,,,847.9,,,,,,,,60.5,,,58.78,45.61,33.74,,,21.05,41.6,31.28,,,,45.4,
2021-01-08 04:07:00+00:00,131.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.84,,,74.29,,,,,,178.22,,,,53.82,,,,,,,268.99,,,,,37.55,11.36,,,,,,,,,,,,,,,,,,,,,,,50.25,,,,,,,,,,,,,,,,,,,,80.91,79.29,508.38,,,,,,20.8,,37.13,139.53,,,,,,,155.35,316.15,,,,,,,,380.07,,,29.56,,,,,847.7,,,,,,,,60.5,,,58.78,45.61,33.74,,,21.05,41.6,31.28,,,,45.4,
2021-01-08 04:08:00+00:00,131.86,,,,,,,45.2,,,,,,,,,,,33.08,,,,,,,,,,,,,,,,,,,,,,44.84,,,74.29,,,,,,178.22,,,,53.82,,,,,,,268.99,,,,,37.55,11.36,,,,,,,,,,,,,,,,,,,,,,,50.25,,,,,,,,,,,,,,,,,,,,80.91,79.29,508.38,,,,,,20.8,,37.13,139.53,,,,,,,155.35,316.12,,,,,,,,380.07,,,29.57,,,,,845.5,,,,,,,,60.5,,,58.78,45.61,33.74,,,21.05,41.6,31.28,,,,45.4,
2021-01-08 04:09:00+00:00,131.86,,,,,,,45.2,,,,,,,,,,,33.08,,,,,,,,,,,,,,,,,,,,,,44.84,,,74.29,,,,,,178.22,,,,53.82,,,,,,,268.99,,,,,37.51,11.36,,,,,,,,,,,,,,,,,,,,,,,50.1,,,,,,,,,,,,,,,,,,,,80.87,79.29,508.38,,,,,,20.8,,37.13,139.53,,,,,,,155.35,316.13,,,,,,,,379.95,,,29.56,,,,,846.02,,,,,,,,60.5,,,58.78,45.61,33.74,,,21.05,41.6,31.28,,,,45.4,
2021-01-08 04:10:00+00:00,131.86,,,,,,,45.2,,,,,,,,,,,33.08,,,,,,,,,,,,,,,,,,,,,,44.84,,,74.29,,,,,,178.22,,,,53.82,,,,,,,268.99,,,,,37.51,11.36,,,,,,,,,,,,,,,,,,,,,,,50.1,,,,,,,,,,,,,,,,,,,,80.87,79.29,508.38,,,,,,20.8,,37.13,139.53,,,,,,,155.35,316.1,,,,24.99,,,,379.95,,,29.56,,,,,845.01,,,,,,,,60.5,,,58.78,45.61,33.74,,,21.05,41.6,31.28,,,,45.4,
2021-01-08 04:11:00+00:00,131.86,,,,,,,45.2,,,,,,,,,,,33.08,,,,,,,,,,,,,,,,,,,,,,44.84,,,74.29,,,,,,178.22,,,,53.82,,,,,,,268.99,,,,,37.51,11.36,,,,,,,,,,,,,,,,,,,,,,,50.1,,,,,,,,,,,,,,,,,,,,80.84,79.29,508.38,,,,,,20.8,,37.13,139.53,,,,,,,155.35,316.05,,,,24.99,,,,379.97,,,29.56,,,,,844.01,,,,,,,,60.5,,,58.78,45.61,33.74,,,21.05,41.55,31.28,,,,45.4,
2021-01-08 04:12:00+00:00,131.9,,,,,,,45.2,,,,,,,,,,,33.08,,,,,,,,,,,,,,,,,,,,,,44.84,,,74.29,,,,,,178.22,,,,53.82,,,,,,9.09,268.99,,,,,37.51,11.28,,,,,,,,,,,,,,,,,,,,,,,50.1,,,,,,,,,,,,,,,,,,,,80.84,79.29,508.38,,,,,,20.8,,37.13,139.53,,,,,,,155.35,316.16,,,,24.99,,,,379.98,,,29.56,,,151.74,,842.11,51.8,,,,,,,60.5,,,58.78,45.61,33.74,,,21.05,41.55,31.28,,,,45.21,
2021-01-08 04:13:00+00:00,131.98,,,,,,,45.2,,,,,,,,,,,33.08,,,,,,,,,,,,,,,,,,,,,,44.84,,,74.29,,,,,,178.22,,,,53.82,,,,,,9.09,268.99,,,,,37.51,11.28,,,,,,,,,,,,,,,,,,,,,,,50.1,,,,,,,,,,,,,,,,,,,,80.88,79.29,508.38,,,,,,20.8,,37.13,139.53,,,,,,,155.35,316.16,,,,24.99,,,,379.98,,,29.56,,,151.74,,842.0,51.8,,,,,,,60.5,,,58.78,45.61,33.74,,,21.05,41.55,31.28,,,,45.21,
2021-01-08 04:14:00+00:00,131.9,,,,,,,45.2,,,,,,,,,,,33.08,,,,,,,,,,,,,,,,,,,,,,44.84,,,74.29,,,,,,178.22,,,,53.82,,,,,,9.09,268.99,,,,,37.51,11.28,,,,,,,,,,,,,,,,,,,,,,,50.1,,,,,,,,,,,,,,,,,,,,80.88,79.29,508.38,,,,,,20.8,,37.13,139.53,,,,,,,155.35,316.16,,,,24.99,,,,379.9,,,29.56,,,151.74,,843.1,51.8,,,,,,,60.5,,16.59,58.78,45.61,33.74,,,21.05,41.55,31.28,,,,45.21,
2021-01-08 04:15:00+00:00,131.9,,,,,,,45.2,,,,,,,,,,,33.08,,,,,,,,,,,,,,,,,,,,,,44.84,,,74.29,,,,,,178.22,,,,53.82,,,,,,9.09,268.99,,,,,37.51,11.28,,,,,,,,,,,,,,,,,,,,,,,50.18,,,,,,,,,,,,,,,,,,,,80.88,79.29,508.38,,,,,,20.8,,37.2,139.53,,,,,,,155.35,316.16,,,,25.25,,,,379.93,,,29.56,,,151.74,,842.01,51.8,,,,,,,60.5,,16.59,58.78,45.61,33.74,,,21.05,41.44,31.0,,,,45.21,
2021-01-08 04:16:00+00:00,131.9,,,,,,,45.2,,,,,,,,,,,33.08,,,,,,,,,,,,,,,,,,,,,,44.84,,,74.29,,,,,,178.22,,,,53.82,,,,,,9.09,268.99,,,47.38,,37.51,11.28,,,,,,,,,,,,,,,,,,,,,,,50.18,,,,,,,,,,,,,,,,,,,,80.88,79.29,508.38,,,,,,20.8,,37.2,139.53,,,,,,,155.35,316.16,,,,25.25,,,,379.97,,,29.56,,,151.74,,843.21,51.8,,,,,,,60.5,,16.55,58.78,45.61,33.74,,,21.05,41.44,31.0,,,,45.21,
